index,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,CONCEPTS
GSE25821_group12,SO_4349,SO_0818,SO_0867,SO_1361,SO_0817,SO_1518,SO_1362,SO_0866,SO_1830,SO_3415,SO_3687,SO_1915,SO_4655,SO_4056,SO_2161,SO_4651,SO_4319,SO_0273,SO_1519,SO_1751,"['GO_0005618', 'GO_0045892', 'GO_0009279', 'GO_0009908', 'GO_0006260', 'GO_0003714', 'GO_0060255', 'GO_0023014', 'GO_0080009', 'GO_0006812']"
GSE25821_group13,SO_4349,SO_0818,SO_1915,SO_0866,SO_0867,SO_1361,SO_1518,SO_1362,SO_0424,SO_3687,SO_4056,SO_4655,SO_0865,SO_0273,SO_0817,SO_4651,SO_2161,SO_2444,SO_4319,SO_0564,"['GO_0005618', 'GO_0005623', 'GO_0005737', 'GO_0006091', 'GO_0032502', 'GO_0016043', 'GO_0016070', 'GO_0044237', 'GO_0071840', 'GO_0051304']"
GSE25821_group14,SO_4349,SO_0818,SO_1915,SO_1361,SO_0866,SO_0867,SO_1518,SO_1362,SO_4056,SO_3687,SO_0865,SO_0564,SO_0817,SO_4655,SO_1519,SO_2444,SO_2161,SO_0274,SO_1325,SO_3741,"['GO_0003674', 'GO_0003824', 'GO_0006810', 'GO_0032501', 'GO_0044085', 'GO_0044236', 'GO_0008219', 'GO_0016055', 'GO_0048468', 'GO_0008233']"
GSE25821_group15,SO_4349,SO_0818,SO_0866,SO_1915,SO_1361,SO_0867,SO_1362,SO_1518,SO_4651,SO_0817,SO_0564,SO_4056,SO_0865,SO_3687,SO_0273,SO_4655,SO_3415,SO_2161,SO_1519,SO_2444,"['GO_0016043', 'GO_0051301', 'GO_0032502', 'GO_0040007', 'GO_0023052', 'GO_0051258', 'GO_0007067', 'GO_0040029', 'GO_0016054', 'GO_0007005']"
GSE25821_group16,SO_4349,SO_0818,SO_0866,SO_1915,SO_1361,SO_0867,SO_1518,SO_0564,SO_4651,SO_0273,SO_4655,SO_1362,SO_4319,SO_0865,SO_4056,SO_3687,SO_2161,SO_1519,SO_0817,SO_2444,"['GO_0007275', 'GO_0043066', 'GO_0016043', 'GO_0072593', 'GO_1900405', 'GO_0045449', 'GO_0042752', 'GO_0048168', 'GO_0016540', 'GO_0043993']"
GSE25821_group17,SO_0818,SO_0866,SO_2195,SO_4651,SO_0867,SO_2196,SO_2195,SO_4349,SO_0817,SO_1030,SO_1915,SO_1361,SO_2858,SO_4056,SO_3687,SO_0185,SO_0837,SO_0564,SO_4319,SO_3134,"['GO_0040007', 'GO_0040014', 'GO_0042698', 'GO_0015979', 'GO_0006810', 'GO_0006874', 'GO_0007165', 'GO_0051234', 'GO_0009306', 'GO_0071816']"
GSE25821_group18,SO_0818,SO_0866,SO_2195,SO_0867,SO_4349,SO_1915,SO_1361,SO_0817,SO_2195,SO_2196,SO_3687,SO_2858,SO_4651,SO_4319,SO_0564,SO_4056,SO_0837,SO_4655,SO_0185,SO_1030,"['GO_0008150', 'GO_0040007', 'GO_0008360', 'GO_0043067', 'GO_0030414', 'GO_0044848', 'GO_0006457', 'GO_0009266', 'GO_0000892', 'GO_0034329']"
GSE25821_group19,SO_0866,SO_0818,SO_0867,SO_0996,SO_2445,SO_2858,SO_2442,SO_3687,SO_2444,SO_1915,SO_0185,SO_2713,SO_1324,SO_2443,SO_3686,SO_2073,SO_0120,SO_4349,SO_2441,SO_1751,"['GO_0042041', 'GO_0009892', 'GO_0044237', 'GO_0042549', 'GO_0043249', 'GO_0006259', 'GO_0098588', 'GO_0051915', 'GO_0051188', 'GO_0051275']"
GSE25821_group20,SO_0867,SO_0866,SO_0818,SO_2444,SO_2445,SO_3687,SO_2442,SO_2858,SO_2443,SO_1915,SO_3686,SO_2441,SO_0185,SO_4349,SO_0996,SO_2072,SO_0865,SO_1324,SO_0120,SO_2073,"['GO_0040007', 'GO_0040003', 'GO_0040005', 'GO_0045950', 'GO_0008219', 'GO_0022402', 'GO_0007154', 'GO_0036006', 'GO_0007610', 'GO_0007155']"
GSE25821_group21,SO_0867,SO_0818,SO_2444,SO_2442,SO_2445,SO_0866,SO_2441,SO_1915,SO_2443,SO_4349,SO_0185,SO_3687,SO_2858,SO_3686,SO_1324,SO_2072,SO_0865,SO_0817,SO_1822,SO_0120,"['GO_0030435', 'GO_0098660', 'GO_0071949', 'GO_0001871', 'GO_0032549', 'GO_0071816', 'GO_0070096', 'GO_0071087', 'GO_0098803', 'GO_0061742']"
GSE25821_group22,SO_0867,SO_2442,SO_0818,SO_2444,SO_2445,SO_0866,SO_2441,SO_2443,SO_1915,SO_4349,SO_3687,SO_0817,SO_1361,SO_1324,SO_0185,SO_0865,SO_1325,SO_1362,SO_1822,SO_2072,"['GO_0042545', 'GO_0055114', 'GO_0042149', 'GO_0007005', 'GO_0051704', 'GO_0040011', 'GO_0042594', 'GO_0030784', 'GO_0009314', 'GO_0008136']"
GSE25821_group23,SO_2442,SO_0818,SO_2445,SO_0866,SO_0867,SO_2444,SO_2443,SO_2441,SO_1324,SO_1361,SO_3687,SO_3686,SO_4349,SO_1915,SO_0817,SO_2073,SO_0865,SO_0185,SO_2072,SO_0275,"['GO_0071702', 'GO_0008276', 'GO_0022900', 'GO_0044550', 'GO_0006520', 'GO_0009617', 'GO_0009405', 'GO_0042742', 'GO_0097230', 'GO_0044119']"
GSE25821_group24,SO_2442,SO_0818,SO_0867,SO_2444,SO_2445,SO_0866,SO_2443,SO_2441,SO_1362,SO_4349,SO_1361,SO_1324,SO_1325,SO_0817,SO_0865,SO_2858,SO_3687,SO_0877,SO_4236,SO_2445,"['GO_0016070', 'GO_0043167', 'GO_0008152', 'GO_0044249', 'GO_0010467', 'GO_0044428', 'GO_0010468', 'GO_0046872', 'GO_0006325', 'GO_0005634']"
GSE25821_group25,SO_2445,SO_4290,SO_2444,SO_0818,SO_2442,SO_0867,SO_4292,SO_2443,SO_1915,SO_0866,SO_2441,SO_1324,SO_1532,SO_1362,SO_3819,SO_1361,SO_2858,SO_1325,SO_4289,SO_3687,"['GO_0008150', 'GO_0044281', 'GO_0046933', 'GO_0006810', 'GO_0008285', 'GO_0044238', 'GO_0048523', 'GO_0005623', 'GO_0006355', 'GO_0007155']"
GSE25821_group26,SO_0867,SO_2444,SO_1915,SO_2445,SO_2442,SO_0818,SO_2441,SO_0866,SO_2443,SO_1532,SO_4349,SO_3819,SO_1362,SO_1361,SO_2858,SO_1325,SO_3687,SO_0564,SO_1324,SO_4236,"['GO_0006739', 'GO_0051583', 'GO_0055114', 'GO_0042593', 'GO_0071456', 'GO_0019660', 'GO_0055113', 'GO_0044281', 'GO_0044248', 'GO_0008152']"
GSE25821_group27,SO_0818,SO_2445,SO_2444,SO_2442,SO_2443,SO_0867,SO_0564,SO_2441,SO_3102,SO_1324,SO_1361,SO_4236,SO_1325,SO_1532,SO_3819,SO_4349,SO_1362,SO_0866,SO_2713,SO_0275,"['GO_0005925', 'GO_0043234', 'GO_0044444', 'GO_0005618', 'GO_0005886', 'GO_0043226', 'GO_0005737', 'GO_0044436', 'GO_0005615', 'GO_0044421']"
GSE25821_group28,SO_0818,SO_2445,SO_2444,SO_1532,SO_2442,SO_0867,SO_2443,SO_1915,SO_2441,SO_3102,SO_1361,SO_0564,SO_4236,SO_3819,SO_4349,SO_1362,SO_2713,SO_1325,SO_1030,SO_4652,"['GO_0043167', 'GO_0048037', 'GO_0016491', 'GO_0006979', 'GO_0006119', 'GO_0006118', 'GO_0006096', 'GO_0030001', 'GO_0006810', 'GO_0046903']"
GSE25821_group29,SO_2442,SO_1915,SO_0818,SO_4349,SO_2445,SO_2444,SO_0867,SO_2441,SO_2443,SO_0866,SO_1361,SO_1362,SO_0564,SO_1518,SO_2713,SO_1324,SO_4651,SO_0273,SO_1325,SO_1532,"['GO_0006098', 'GO_0017004', 'GO_0031977', 'GO_0005751', 'GO_0009060', 'GO_0022900', 'GO_0055114', 'GO_0015979', 'GO_0005747', 'GO_0042775']"
GSE25821_group30,SO_2442,SO_0867,SO_2444,SO_1915,SO_2445,SO_0818,SO_2443,SO_1362,SO_1532,SO_2441,SO_1361,SO_4349,SO_0564,SO_2069,SO_1325,SO_0866,SO_2073,SO_2767,SO_3415,SO_1518,"['GO_0044042', 'GO_0034404', 'GO_0006310', 'GO_0006412', 'GO_0006936', 'GO_0071702', 'GO_0043461', 'GO_0006880', 'GO_0030423', 'GO_0006520']"
GSE25821_group31,SO_2442,SO_2444,SO_1915,SO_0867,SO_2445,SO_2443,SO_1362,SO_4349,SO_2441,SO_1361,SO_0564,SO_1518,SO_0818,SO_2073,SO_4652,SO_3415,SO_1324,SO_4651,SO_4655,SO_0866,"['GO_0046939', 'GO_0055114', 'GO_0005737', 'GO_0046185', 'GO_0006098', 'GO_0042598', 'GO_0030901', 'GO_0032793', 'GO_0034315', 'GO_0060042']"
GSE25821_group32,SO_2444,SO_2442,SO_0867,SO_0818,SO_1362,SO_1361,SO_2445,SO_2443,SO_1915,SO_0564,SO_4652,SO_3415,SO_0866,SO_2441,SO_1518,SO_4349,SO_4655,SO_2767,SO_2161,SO_4651,"['GO_0016049', 'GO_0040007', 'GO_0006119', 'GO_0000302', 'GO_0042744', 'GO_0006800', 'GO_0002926', 'GO_0007015', 'GO_0006857', '0']"
GSE25821_group33,SO_0818,SO_0866,SO_0867,SO_1361,SO_1362,SO_0564,SO_2444,SO_1518,SO_4652,SO_4349,SO_1915,SO_0817,SO_2442,SO_2445,SO_2443,SO_4655,SO_3737,SO_3599,SO_3415,SO_4651,"['GO_0006096', 'GO_0006119', 'GO_0017004', 'GO_0015930', 'GO_0030433', 'GO_0030819', 'GO_0000272', 'GO_0016043', 'GO_0008137', 'GO_0015074']"
GSE25821_group34,SO_0818,SO_4349,SO_0867,SO_0866,SO_1915,SO_2444,SO_1361,SO_2445,SO_1362,SO_2442,SO_0564,SO_1518,SO_2443,SO_2441,SO_4056,SO_4655,SO_0865,SO_3415,SO_4652,SO_0273,"['GO_0017001', 'GO_0006099', 'GO_0006119', 'GO_0009058', 'GO_0045454', 'GO_0015755', 'GO_0006801', 'GO_0009380', 'GO_0042129', 'GO_0015980']"
GSE25821_group35,SO_0818,SO_0866,SO_0867,SO_2442,SO_1362,SO_0564,SO_2444,SO_1915,SO_2445,SO_4349,SO_1361,SO_2443,SO_4652,SO_1518,SO_4056,SO_4655,SO_0817,SO_2713,SO_0273,SO_0185,"['GO_0042594', 'GO_0009887', 'GO_0016043', 'GO_0044281', 'GO_0006302', 'GO_0080113', 'GO_0009888', 'GO_0032509', 'GO_0006952', 'GO_0006950']"
GSE25821_group36,SO_0866,SO_0818,SO_0867,SO_0564,SO_0185,SO_1361,SO_2444,SO_1915,SO_2445,SO_4349,SO_1362,SO_4652,SO_2442,SO_3687,SO_2443,SO_4056,SO_4655,SO_0865,SO_0817,SO_1518,"['GO_0044281', 'GO_0006793', 'GO_0033215', 'GO_0043424', 'GO_0042539', 'GO_0016043', 'GO_0004601', 'GO_0006810', 'GO_0006412', 'GO_0005975']"
GSE25821_group37,SO_0867,SO_0818,SO_0866,SO_2444,SO_0185,SO_2445,SO_1915,SO_0564,SO_1361,SO_4349,SO_1362,SO_2442,SO_4652,SO_2443,SO_0273,SO_4056,SO_1908,SO_4655,SO_0865,SO_0817,"['GO_0008152', 'GO_0043436', 'GO_0042632', 'GO_0008150', 'GO_0006805', 'GO_0015979', 'GO_0006629', 'GO_0006807', 'GO_0034641', 'GO_0006839']"
GSE25821_group38,SO_0818,SO_0867,SO_0866,SO_2445,SO_1362,SO_0185,SO_2442,SO_0564,SO_2444,SO_1915,SO_1361,SO_1908,SO_4652,SO_4349,SO_1962,SO_1751,SO_2443,SO_0273,SO_3599,SO_3737,"['GO_0042594', 'GO_0006115', 'GO_0032500', 'GO_0010181', 'GO_0051607', 'GO_0045454', 'GO_0006869', 'GO_0015749', 'GO_0032787', 'GO_0006777']"
GSE25821_group39,SO_2442,SO_2444,SO_2445,SO_0818,SO_0866,SO_0564,SO_0867,SO_0401,SO_0273,SO_1908,SO_4652,SO_4651,SO_4655,SO_2443,SO_1962,SO_0185,SO_1915,SO_1361,SO_2441,SO_4506,"['GO_0030431', 'GO_0006119', 'GO_0017148', 'GO_0005794', 'GO_0046931', 'GO_0044428', 'GO_0005634', 'GO_0042415', 'GO_0016491', 'GO_0020037']"
GSE25821_group40,SO_0818,SO_2445,SO_2444,SO_2442,SO_0866,SO_2713,SO_0867,SO_0564,SO_2441,SO_4655,SO_1915,SO_2443,SO_0401,SO_0273,SO_1361,SO_4349,SO_4596,SO_4652,SO_4651,SO_1908,"['GO_0043434', 'GO_0042651', 'GO_0032502', 'GO_0044085', 'GO_0006259', 'GO_0006281', 'GO_0006118', 'GO_0055114', 'GO_0015991', 'GO_0006810']"
GSE25821_group41,SO_0818,SO_2442,SO_2445,SO_0866,SO_0273,SO_2444,SO_0867,SO_0564,SO_2443,SO_1915,SO_0185,SO_4655,SO_1361,SO_2441,SO_0401,SO_4651,SO_4349,SO_1362,SO_0817,SO_3819,"['GO_0005618', 'GO_0044464', 'GO_0048046', 'GO_0044427', 'GO_0005737', 'GO_0005623', 'GO_0016020', 'GO_0005886', 'GO_0005622', 'GO_0044444']"
GSE31535_group1,SO_0275,SO_4463,SO_1028,SO_0279,SO_2019,SO_0277,SO_1027,SO_2018,SO_4462,SO_2016,SO_1029,SO_2017,SO_2688,SO_0278,SO_0276,SO_2128,SO_2127,SO_2015,SO_3475,SO_4321,"['GO_0005623', 'GO_0006979', 'GO_0042742', 'GO_0016043', 'GO_0046483', 'GO_0010191', 'GO_0000302', 'GO_0006091', 'GO_0043283', 'GO_0006749']"
GSE31535_group2,SO_1094,SO_3250,SO_3312,SO_3311,SO_1452,SO_4004,SO_2127,SO_3544,SO_4114,SO_1402,SO_3920,SO_2974,SO_0344,SO_3545,SO_4154,SO_0447,SO_2569,SO_2658,SO_0104,SO_1072,"['GO_0043066', 'GO_0005737', 'GO_0005739', 'GO_0033739', 'GO_0006096', 'GO_0042594', 'GO_0005975', 'GO_0044275', 'GO_0005634', 'GO_0016226']"
GSE20379_group1,SO_2821,SO_0635,SO_2178,SO_4230,SO_3537,SO_0876,SO_4706,SO_4126,SO_1764,SO_3397,SO_0119,SO_0844,SO_2305,SO_3967,SO_3781,SO_2137,SO_2162,SO_0206,SO_2468,SO_0437,"['GO_0008150', 'GO_0055114', 'GO_0046933', 'GO_0046939', 'GO_0034220', 'GO_0015986', 'GO_0042742', 'GO_0042594', 'GO_0055085', 'GO_0006810']"
GSE20379_group2,SO_2469,SO_4754,SO_2178,SO_4126,SO_3905,SO_0479,SO_2821,SO_2559,SO_0787,SO_3537,SO_1751,SO_4138,SO_0119,SO_2476,SO_3577,SO_2312,SO_2629,SO_4215,SO_3331,SO_0734,"['GO_0008152', 'GO_0022900', 'GO_0016310', 'GO_0044237', 'GO_0015979', 'GO_0006979', 'GO_0006119', 'GO_0006800', 'GO_0016070', 'GO_0044281']"
GSE20379_group3,SO_2178,SO_4754,SO_4126,SO_2469,SO_3905,SO_3134,SO_3331,SO_0479,SO_4138,SO_0119,SO_0787,SO_3577,SO_3017,SO_2312,SO_3928,SO_4472,SO_4215,SO_4385,SO_4241,SO_2821,"['GO_0005623', 'GO_0005737', 'GO_0044763', 'GO_0044281', 'GO_0071941', 'GO_0043933', 'GO_0007005', 'GO_0051301', 'GO_0055036', 'GO_0031047']"
GSE20379_group4,SO_2178,SO_4754,SO_2469,SO_4126,SO_3905,SO_3134,SO_0479,SO_0119,SO_1751,SO_4215,SO_3331,SO_2629,SO_0787,SO_0639,SO_2312,SO_1686,SO_4615,SO_4241,SO_4617,SO_1508,"['GO_0005615', 'GO_0016021', 'GO_0042594', 'GO_0070062', 'GO_0006810', 'GO_0006099', 'GO_0009651', 'GO_0006412', 'GO_0009265', 'GO_0030435']"
GSE20379_group5,SO_2469,SO_2178,SO_4126,SO_2821,SO_0479,SO_3905,SO_4754,SO_1676,SO_3537,SO_2877,SO_2629,SO_2636,SO_0639,SO_1686,SO_1751,SO_0844,SO_0119,SO_2476,SO_0734,SO_2312,"['GO_0006810', 'GO_0055114', 'GO_0031974', 'GO_0044527', 'GO_0046872', 'GO_0050896', 'GO_0006950', 'GO_0055117', 'GO_0010035', '0']"
GSE26935_group1,SO_2713,SO_1371,SO_1360,SO_1303,SO_2472,SO_1048,SO_2967,SO_4515,SO_1037,SO_2965,SO_3650,SO_2778,SO_1169,SO_0567,SO_4245,SO_0004,SO_1933,SO_4491,SO_4320,SO_1203,"['GO_0005634', 'GO_0005737', 'GO_0008150', 'GO_0005575', 'GO_0042592', 'GO_0048511', 'GO_0016043', 'GO_0048208', 'GO_0043248', 'GO_0000726']"
GSE24994_group1,SO_0327,SO_3426,SO_4352,SO_3650,SO_1253,SO_0266,SO_2432,SO_2574,SO_0262,SO_4430,SO_0269,SO_4703,SO_2112,SO_1383,SO_3080,SO_4116,SO_3414,SO_2257,SO_2822,SO_2830,"['GO_0006355', 'GO_0006351', 'GO_0070085', 'GO_0006520', 'GO_0055114', 'GO_0009058', 'GO_0044257', 'GO_0051716', 'GO_0044237', 'GO_0008152']"
GSE25865_group1,SO_0814,SO_2709,SO_2844,SO_2704,SO_0564,SO_2467,SO_2018,SO_0463,SO_4318,SO_3110,SO_3548,SO_0080,SO_1892,SO_1797,SO_3194,SO_1150,SO_1697,SO_3606,SO_1261,SO_0285,"['GO_0042594', 'GO_0048513', 'GO_0032502', 'GO_0006790', 'GO_0055114', 'GO_0046677', 'GO_0000186', 'GO_0006995', 'GO_0046686', 'GO_0009773']"
GSE25865_group2,SO_0039,SO_2709,SO_3727,SO_2844,SO_1368,SO_2704,SO_2018,SO_4318,SO_3402,SO_3110,SO_0546,SO_0087,SO_3194,SO_2318,SO_3601,SO_0285,SO_1892,SO_1870,SO_3581,SO_0080,"['GO_0055114', 'GO_0017004', 'GO_0005506', 'GO_0019748', 'GO_0017002', 'GO_0006979', 'GO_0015035', 'GO_0006801', 'GO_0046872', 'GO_0042913']"
GSE25865_group3,SO_4253,SO_3057,SO_2597,SO_2709,SO_1288,SO_2467,SO_2844,SO_0329,SO_3126,SO_3034,SO_0463,SO_0080,SO_3234,SO_0051,SO_1356,SO_3757,SO_3402,SO_0794,SO_2449,SO_0594,"['GO_0042742', 'GO_0006396', 'GO_0001588', 'GO_0055713', 'GO_1903888', 'GO_0034303', 'GO_0009296', 'GO_0043966', 'GO_0014070', 'GO_0097237']"
GSE20343_group1,SO_4754,SO_3759,SO_3422,SO_3973,SO_1512,SO_3896,SO_1307,SO_0119,SO_2301,SO_3657,SO_0220,SO_0680,SO_3422,SO_2151,SO_1097,SO_2254,SO_4080,SO_4134,SO_2300,SO_0343,"['GO_0042594', 'GO_0006779', 'GO_0071850', 'GO_0042716', 'GO_0006120', 'GO_0017147', 'GO_0043234', 'GO_0042591', 'GO_0006824', 'GO_0008610']"
GSE20343_group2,SO_4754,SO_3422,SO_3657,SO_1855,SO_1295,SO_3422,SO_2401,SO_2595,SO_3432,SO_4134,SO_2787,SO_0694,SO_2401,SO_3426,SO_2727,SO_4726,SO_1895,SO_1821,SO_2301,SO_1420,"['GO_0006118', 'GO_0018298', 'GO_0017004', 'GO_0022900', 'GO_0005746', 'GO_0006979', 'GO_0098869', 'GO_0042530', 'GO_1901555', 'GO_0046716']"
GSE21044_group1,SO_1668,SO_0838,SO_4404,SO_0606,SO_1696,SO_1053,SO_2469,SO_2474,SO_4725,SO_0860,SO_4735,SO_1115,SO_0748,SO_2717,SO_4244,SO_4714,SO_3891,SO_0785,SO_1714,SO_1574,"['GO_0005886', 'GO_0043226', 'GO_0005737', 'GO_0005615', 'GO_0005634', 'GO_0005739', 'GO_0005773', 'GO_0009507', 'GO_0005777', 'GO_0005764']"
GSE15334_group1,SO_0449,SO_0014,SO_4555,SO_4601,SO_2361,SO_1784,SO_0194,SO_3250,SO_3094,SO_2180,SO_2919,SO_3937,SO_1370,SO_4584,SO_3025,SO_3546,SO_4589,SO_3974,SO_0011,SO_1458,"['GO_0045184', 'GO_0034611', 'GO_0005634', 'GO_0016229', 'GO_0042445', 'GO_0007423', 'GO_0038023', 'GO_0006958', 'GO_0007596', '0']"
GSE15334_group2,SO_0449,SO_1784,SO_3025,SO_4555,SO_1298,SO_1355,SO_4094,SO_1274,SO_2361,SO_0839,SO_2180,SO_4322,SO_1165,SO_1264,SO_1261,SO_3647,SO_1265,SO_1107,SO_3316,SO_3592,"['GO_0005634', 'GO_0005737', 'GO_0006355', 'GO_0006370', 'GO_0006260', 'GO_0006412', 'GO_0015979', 'GO_0042742', 'GO_0006793', 'GO_0050793']"
GSE15334_group3,SO_1355,SO_3025,SO_0449,SO_1784,SO_0444,SO_4688,SO_1298,SO_2916,SO_2361,SO_1931,SO_3000,SO_3647,SO_1264,SO_0839,SO_4649,SO_1385,SO_2240,SO_1107,SO_1579,SO_3469,"['GO_0016070', 'GO_0006350', 'GO_0006396', 'GO_0044419', 'GO_0005975', 'GO_0040011', 'GO_0042742', 'GO_0042743', 'GO_0046113', 'GO_0006464']"
GSE15334_group4,SO_3025,SO_4206,SO_2395,SO_1265,SO_1910,SO_4205,SO_3901,SO_0582,SO_1255,SO_3613,SO_0449,SO_3834,SO_0038,SO_4111,SO_3855,SO_1183,SO_3463,SO_4096,SO_0106,SO_0835,"['GO_0006396', 'GO_0003676', 'GO_0043167', 'GO_0022857', 'GO_0046933', 'GO_0016126', 'GO_0006098', 'GO_0051621', 'GO_0015940', 'GO_0006796']"
GSE15334_group5,SO_3025,SO_4206,SO_4207,SO_1910,SO_4205,SO_2743,SO_0344,SO_2395,SO_3348,SO_3740,SO_0343,SO_0106,SO_0449,SO_0807,SO_1252,SO_1355,SO_3969,SO_3583,SO_4043,SO_1045,"['GO_0055114', 'GO_0006810', 'GO_0007165', 'GO_0038095', 'GO_0007166', 'GO_0008150', 'GO_0031012', 'GO_0007155', 'GO_0031832', 'GO_0051726']"
GSE15334_group6,SO_0343,SO_2743,SO_0344,SO_3025,SO_4206,SO_3969,SO_1252,SO_4043,SO_1910,SO_3740,SO_0106,SO_4207,SO_3583,SO_3901,SO_1265,SO_4205,SO_1895,SO_1300,SO_1045,SO_3834,"['GO_0008150', 'GO_0003674', 'GO_0005575', 'GO_0044702', 'GO_0034641', 'GO_0005737', 'GO_0005488', 'GO_0044237', 'GO_0045893', 'GO_0006352']"
GSE15334_group7,SO_0343,SO_0344,SO_3025,SO_3969,SO_3740,SO_1300,SO_0449,SO_3583,SO_2743,SO_0106,SO_1045,SO_3592,SO_3613,SO_1910,SO_1678,SO_4207,SO_0065,SO_3834,SO_3855,SO_1679,"['GO_0030358', 'GO_0051252', 'GO_0046983', 'GO_0055114', 'GO_0008168', 'GO_0003682', 'GO_0005488', 'GO_0016491', 'GO_0009773', 'GO_0046933']"
GSE15334_group8,SO_0343,SO_3969,SO_0839,SO_0344,SO_0106,SO_4206,SO_1045,SO_1205,SO_2743,SO_4319,SO_3592,SO_4205,SO_1183,SO_1895,SO_3740,SO_2926,SO_1686,SO_3799,SO_0065,SO_3088,"['GO_0005623', 'GO_0043025', 'GO_0045202', 'GO_0005576', 'GO_0005622', 'GO_0051234', 'GO_0043226', 'GO_0005773', 'GO_0009966', 'GO_0016491']"
GSE15334_group9,SO_3969,SO_0343,SO_4043,SO_1045,SO_2743,SO_1895,SO_2706,SO_0106,SO_0839,SO_0516,SO_0609,SO_3855,SO_4206,SO_0344,SO_1385,SO_4319,SO_1928,SO_3592,SO_1679,SO_3740,"['GO_0005737', 'GO_0005623', 'GO_0005773', 'GO_0005886', 'GO_0005829', 'GO_0005783', 'GO_0005739', 'GO_0044464', 'GO_0016469', '0']"
GSE15334_group10,SO_4719,SO_1300,SO_3855,SO_1686,SO_0065,SO_1784,SO_2898,SO_3592,SO_4118,SO_1757,SO_2929,SO_4206,SO_4619,SO_2415,SO_1045,SO_3953,SO_0582,SO_3174,SO_1471,SO_0010,"['GO_0006118', 'GO_0006749', 'GO_0016165', 'GO_0009058', 'GO_0006520', 'GO_0006790', 'GO_0015980', 'GO_0033198', 'GO_0019748', 'GO_0005739']"
GSE15334_group11,SO_3592,SO_3855,SO_1757,SO_4719,SO_2929,SO_1300,SO_2706,SO_0010,SO_1686,SO_4206,SO_1944,SO_2926,SO_0065,SO_1678,SO_0582,SO_4118,SO_2898,SO_4207,SO_2359,SO_3025,"['GO_0005622', 'GO_0043190', 'GO_0042651', 'GO_0016064', 'GO_0004540', 'GO_0005829', 'GO_0005576', 'GO_0043226', 'GO_0044753', 'GO_0007610']"
GSE15334_group12,SO_1686,SO_4118,SO_3855,SO_4719,SO_0065,SO_1944,SO_1928,SO_2743,SO_2926,SO_3592,SO_2514,SO_1679,SO_3114,SO_3174,SO_0450,SO_1196,SO_1264,SO_0343,SO_2415,SO_0191,"['GO_0006118', 'GO_0006793', 'GO_0072657', 'GO_0017149', 'GO_0034220', 'GO_0051459', 'GO_0035793', 'GO_0008092', 'GO_0007005', 'GO_0019028']"
GSE15657_group1,SO_0624,SO_0439,SO_0827,SO_0940,SO_3507,SO_0027,SO_0941,SO_4591,SO_3538,SO_3506,SO_1415,SO_2111,SO_3505,SO_1911,SO_1427,SO_1777,SO_0944,SO_2727,SO_3504,SO_3506,"['GO_0000012', 'GO_0006355', 'GO_0006470', 'GO_0006810', 'GO_0008150', 'GO_0009553', 'GO_0046903', 'GO_0051052', 'GO_0065007', 'GO_0071702']"
GSE15657_group2,SO_0725,SO_3507,SO_2178,SO_4569,SO_1192,SO_3506,SO_0956,SO_4640,SO_3505,SO_4649,SO_0725,SO_3506,SO_2178,SO_0771,SO_0973,SO_3107,SO_3505,SO_1876,SO_3504,SO_4649,"['GO_0055114', 'GO_0071786', 'GO_0098598', 'GO_0005986', 'GO_0006007', 'GO_0032787', 'GO_0042758', 'GO_0009080', 'GO_0042364', 'GO_0072520']"
GSE7973_group1,SO_1233,SO_0867,SO_0020,SO_2857,SO_2907,SO_2824,SO_2260,SO_1428,SO_3565,SO_1484,SO_1430,SO_2361,SO_1429,SO_1232,SO_2407,SO_2363,SO_2364,SO_4694,SO_0142,SO_0021,"['GO_1901565', 'GO_0017004', 'GO_0005829', 'GO_0055114', 'GO_0045333', 'GO_0042594', 'GO_0033180', 'GO_0005737', 'GO_0022900', '0']"
GSE4489_group1,SO_1863,SO_2871,SO_2741,SO_3670,SO_4567,SO_3658,SO_1449,SO_1479,SO_1482,SO_0550,SO_3074,SO_0665,SO_0543,SO_3407,SO_1872,SO_4743,SO_0217,SO_2039,SO_0855,SO_1764,"['GO_0042146', 'GO_0006351', 'GO_0015985', 'GO_0045893', 'GO_0006114', 'GO_0022415', 'GO_0010604', 'GO_0010181', 'GO_0016446', 'GO_0051400']"
GSE4489_group2,SO_0855,SO_3407,SO_2039,SO_0665,SO_0744,SO_1863,SO_1482,SO_0713,SO_0217,SO_1241,SO_2741,SO_1068,SO_2177,SO_2589,SO_3595,SO_0550,SO_0958,SO_2537,SO_1872,SO_0205,"['GO_0009267', 'GO_0055114', 'GO_0009651', 'GO_0010035', 'GO_1903506', 'GO_1903508', 'GO_0008152', 'GO_0016070', 'GO_0019337', '0']"
GSE4489_group3,SO_4072,SO_3599,SO_2491,SO_0855,SO_4598,SO_0995,SO_2589,SO_2039,SO_1482,SO_0744,SO_1580,SO_0958,SO_0205,SO_1479,SO_3923,SO_0217,SO_1872,SO_3407,SO_0713,SO_0182,"['GO_0009987', 'GO_0008150', 'GO_0043648', 'GO_0040014', 'GO_0031348', 'GO_0051249', 'GO_0010044', 'GO_0008294', 'GO_1902753', 'GO_0031668']"
