GO_0061387,GO_0001558,True
GO_0044799,GO_1990204,True
GO_0006753,GO_0006796,True
GO_0055130,GO_0006524,True
GO_0045277,GO_0016020,True
GO_0004529,GO_0004527,True
GO_0042150,GO_0006310,True
GO_0008483,GO_0016769,True
GO_0002107,GO_0006364,True
GO_0006203,GO_0009264,True
GO_0042937,GO_0022857,True
GO_0036104,GO_0008654,True
GO_0036054,GO_0003824,True
GO_0046098,GO_0055086,True
GO_0009166,GO_0019637,True
GO_0009051,GO_0051156,True
GO_0070292,GO_0006650,True
GO_0080120,GO_0036211,True
GO_0019288,GO_0006796,True
GO_0046933,GO_0016874,True
GO_0045275,GO_0032991,True
GO_0019305,GO_1901135,True
GO_0008962,GO_0016791,True
GO_0006552,GO_0009083,True
GO_0019659,GO_0006091,True
GO_0006525,GO_0006520,True
GO_0006529,GO_0019752,True
GO_0008117,GO_0016832,True
GO_0036218,GO_0047429,True
GO_0008276,GO_0008168,True
GO_0006352,GO_0006139,True
GO_0001216,GO_0045893,True
GO_0004525,GO_0004521,True
GO_0006396,GO_0006139,True
GO_0004325,GO_0016829,True
GO_0006102,GO_0019752,True
GO_1990230,GO_0032991,True
GO_0003904,GO_0016830,True
GO_0006974,GO_0006950,True
GO_0008616,GO_1901135,True
GO_0004747,GO_0016773,True
GO_0019325,GO_0044281,True
GO_0004466,GO_0003995,True
GO_0045947,GO_0006413,True
GO_0052915,GO_0008990,True
GO_0006269,GO_0009058,True
GO_0046079,GO_0009123,True
GO_0016074,GO_0016070,True
GO_0043774,GO_0016881,True
GO_0043487,GO_0010608,True
GO_0008759,GO_0016811,True
GO_0009052,GO_0004751,True
GO_0006555,GO_0006520,True
GO_0015190,GO_0006865,True
GO_0016070,GO_0006139,True
GO_0019430,GO_0000302,True
GO_0015188,GO_0015171,True
GO_0046215,GO_0009056,True
GO_0050480,GO_0016812,True
GO_0009168,GO_0009058,True
GO_0051156,GO_1901135,True
GO_0046069,GO_0006163,True
GO_0019171,GO_0016836,True
GO_0000463,GO_0006364,True
GO_0005283,GO_0015293,True
GO_0009094,GO_0008652,True
GO_0006537,GO_0046394,True
GO_0015822,GO_0046942,True
GO_0008509,GO_0015075,True
GO_0006545,GO_0046394,True
GO_0000954,GO_0006555,True
GO_0006438,GO_0006418,True
GO_0016788,GO_0016787,True
GO_0006177,GO_0009168,True
GO_1903900,GO_0050792,True
GO_0030894,GO_0033202,True
GO_0070778,GO_0003333,True
GO_0009972,GO_0009056,True
GO_0019856,GO_0055086,True
GO_0009094,GO_0019752,True
GO_0010974,GO_1901891,True
GO_0006777,GO_0016830,True
GO_0000092,GO_0000279,True
GO_0015183,GO_0055085,True
GO_0032324,GO_0019637,True
GO_0008750,GO_0015075,True
GO_0033592,GO_0003727,True
GO_0004866,GO_0005515,True
GO_0009236,GO_0009235,True
GO_0046474,GO_0006650,True
GO_0009271,GO_0006950,True
GO_0050665,GO_1903409,True
GO_0043757,GO_0016879,True
GO_0019518,GO_0006520,True
GO_0008795,GO_0016879,True
GO_0008998,GO_0016491,True
GO_0022900,GO_0006091,True
GO_0010974,GO_0051302,True
GO_0006225,GO_0009132,True
GO_0043043,GO_0006518,True
GO_1903988,GO_0055085,True
GO_0008798,GO_0008233,True
GO_1901023,GO_1901615,True
GO_0015205,GO_0015851,True
GO_0019563,GO_0009056,True
GO_0008694,GO_0016831,True
GO_0008320,GO_0055085,True
GO_0019877,GO_0008610,True
GO_0006012,GO_0019318,True
GO_0004824,GO_0004812,True
GO_0003755,GO_0003824,True
GO_0006248,GO_0009123,True
GO_0008986,GO_0016301,True
GO_0103016,GO_0016783,True
GO_0015941,GO_0044281,True
GO_0015129,GO_0055085,True
GO_0035433,GO_0046942,True
GO_0006487,GO_0070085,True
GO_0010239,GO_0006397,True
GO_0006203,GO_0046070,True
GO_0019249,GO_1901615,True
GO_0009275,GO_0009274,True
GO_0032508,GO_0051276,True
GO_0032324,GO_0070566,True
GO_0055130,GO_0006522,True
GO_0009435,GO_0019363,True
GO_0004585,GO_0006591,True
GO_0008982,GO_0022857,True
GO_0003938,GO_0016616,True
GO_0003983,GO_0016779,True
GO_0009228,GO_0042364,True
GO_0030343,GO_0044283,True
GO_0071269,GO_0009058,True
GO_0015343,GO_0033214,True
GO_0004300,GO_0016836,True
GO_1900607,GO_0016054,True
GO_0006235,GO_0019637,True
GO_0015087,GO_0006824,True
GO_0004654,GO_0016779,True
GO_0051537,GO_0051536,True
GO_0019693,GO_0019637,True
GO_0006229,GO_0006221,True
GO_0015360,GO_0008324,True
GO_0140662,GO_0016887,True
GO_0016651,GO_0016491,True
GO_0008156,GO_0006139,True
GO_0031564,GO_0009889,True
GO_0008889,GO_0008081,True
GO_0006754,GO_0009058,True
GO_0006210,GO_0009056,True
GO_0015501,GO_0015081,True
GO_0004125,GO_0140098,True
GO_0048548,GO_0006907,True
GO_0052834,GO_0016791,True
GO_0045277,GO_0032991,True
GO_0016614,GO_0016491,True
GO_0006066,GO_1901615,True
GO_0006777,GO_0061799,True
GO_0043828,GO_0140098,True
GO_0008966,GO_0016868,True
GO_0002943,GO_0006400,True
GO_0008961,GO_0003824,True
GO_0046710,GO_0006163,True
GO_0008841,GO_0006761,True
GO_0019843,GO_0003723,True
GO_0006096,GO_0006753,True
GO_0009099,GO_0008652,True
GO_0022627,GO_0005840,True
GO_0003697,GO_0003677,True
GO_0002939,GO_0030488,True
GO_0046168,GO_1901135,True
GO_0019148,GO_0016846,True
GO_0043682,GO_0019829,True
GO_0045271,GO_0016020,True
GO_0009099,GO_0019752,True
GO_0008821,GO_0004520,True
GO_0071424,GO_0016434,True
GO_0015128,GO_0055085,True
GO_0140159,GO_0055085,True
GO_1990481,GO_0001522,True
GO_0009088,GO_0009067,True
GO_0102025,GO_0015103,True
GO_0007234,GO_0071470,True
GO_0006526,GO_0006520,True
GO_0004019,GO_0016879,True
GO_0019293,GO_0006571,True
GO_0044211,GO_0043094,True
GO_0034964,GO_0006396,True
GO_0019354,GO_0042168,True
GO_0001682,GO_0006396,True
GO_0010795,GO_0009058,True
GO_0000731,GO_0071897,True
GO_0046054,GO_0009123,True
GO_0006750,GO_0044272,True
GO_0006396,GO_0009058,True
GO_0015207,GO_0015205,True
GO_0009244,GO_0008653,True
GO_0006355,GO_0010468,True
GO_0008242,GO_0008233,True
GO_0046890,GO_0080090,True
GO_0030907,GO_0043231,True
GO_0019659,GO_0019318,True
GO_0006548,GO_0009056,True
GO_0019544,GO_0006520,True
GO_0035442,GO_0042938,True
GO_0005048,GO_0042277,True
GO_0035440,GO_0016114,True
GO_0035429,GO_0046942,True
GO_0016706,GO_0051213,True
GO_0046052,GO_1901135,True
GO_0009244,GO_0016051,True
GO_0070301,GO_0000302,True
GO_1900189,GO_0043709,True
GO_0015379,GO_1902476,True
GO_0044814,GO_0008861,True
GO_0006285,GO_0006284,True
GO_0052833,GO_0052834,True
GO_0046394,GO_0019752,True
GO_0006798,GO_0006082,True
GO_0030645,GO_0016052,True
GO_0006065,GO_1901135,True
GO_0006437,GO_0006418,True
GO_0006213,GO_0009116,True
GO_0008442,GO_0016616,True
GO_0009143,GO_0009056,True
GO_0015188,GO_1902475,True
GO_1902374,GO_0051252,True
GO_0044799,GO_0032991,True
GO_0033743,GO_0016667,True
GO_0046295,GO_0006066,True
GO_0009102,GO_0044272,True
GO_0044211,GO_0006241,True
GO_0006203,GO_0006796,True
GO_0006784,GO_0006783,True
GO_0006222,GO_0019693,True
GO_0046079,GO_0009056,True
GO_0046656,GO_0046394,True
GO_0009330,GO_0032991,True
GO_0004035,GO_0016791,True
GO_0000455,GO_0001522,True
GO_0032882,GO_0006040,True
GO_0009224,GO_0009220,True
GO_0030149,GO_0044248,True
GO_0006096,GO_0006163,True
GO_1903716,GO_0015851,True
GO_0046076,GO_0009166,True
GO_0043590,GO_0009295,True
GO_0036172,GO_0009228,True
GO_0015098,GO_0015689,True
GO_0043768,GO_0016846,True
GO_0032885,GO_0000271,True
GO_0043664,GO_0030430,True
GO_0004518,GO_0016788,True
GO_1990904,GO_0032991,True
GO_0003861,GO_0016836,True
GO_0046064,GO_0019637,True
GO_0050378,GO_0016853,True
GO_0006048,GO_0006040,True
GO_0106384,GO_0009165,True
GO_1901800,GO_0030163,True
GO_0006269,GO_0016070,True
GO_0046081,GO_0009143,True
GO_0015341,GO_0015075,True
GO_0032298,GO_0006260,True
GO_0070297,GO_0035556,True
GO_0034039,GO_0008534,True
GO_0002161,GO_0140098,True
GO_1902604,GO_0046942,True
GO_0003988,GO_0016747,True
GO_0000976,GO_0003690,True
GO_0046081,GO_0009056,True
GO_0005295,GO_0006865,True
GO_0097510,GO_0006285,True
GO_0017089,GO_0008289,True
GO_0034979,GO_0003824,True
GO_0006543,GO_0016054,True
GO_0005304,GO_0006865,True
GO_0071281,GO_0010038,True
GO_0008137,GO_0022857,True
GO_1903457,GO_0016054,True
GO_1902475,GO_0046942,True
GO_0008156,GO_0006259,True
GO_0017108,GO_0004519,True
GO_0008780,GO_0008374,True
GO_0004044,GO_0016763,True
GO_0006567,GO_0016054,True
GO_0030060,GO_0016614,True
GO_0004413,GO_0016773,True
GO_0006248,GO_0009056,True
GO_0019217,GO_0006631,True
GO_0006249,GO_1901135,True
GO_0006412,GO_0006414,True
GO_0016987,GO_0003700,True
GO_0043878,GO_0016620,True
GO_0015415,GO_0005315,True
GO_0016041,GO_0016491,True
GO_0015558,GO_0006835,True
GO_0019104,GO_0140640,True
GO_0019323,GO_0044281,True
GO_1990397,GO_1901135,True
GO_0004129,GO_0015075,True
GO_0019288,GO_0008299,True
GO_0035870,GO_0047429,True
GO_0016853,GO_0003824,True
GO_0004798,GO_0050145,True
GO_0004834,GO_0000162,True
GO_0019284,GO_0008757,True
GO_0009243,GO_0005975,True
GO_0008531,GO_0016773,True
GO_1903426,GO_2000377,True
GO_0008448,GO_0016811,True
GO_0035597,GO_0035596,True
GO_0006228,GO_0009058,True
GO_0046452,GO_0006760,True
GO_0009234,GO_0009058,True
GO_0006233,GO_0006220,True
GO_0061710,GO_0016779,True
GO_0006222,GO_0009058,True
GO_1902047,GO_0015846,True
GO_0046057,GO_0009166,True
GO_0017089,GO_0097367,True
GO_0036104,GO_0008610,True
GO_0046104,GO_0006213,True
GO_0046295,GO_0019752,True
GO_0016289,GO_0016790,True
GO_0045271,GO_0032991,True
GO_0009972,GO_0009116,True
GO_0008310,GO_0004529,True
GO_0045893,GO_0009058,True
GO_0006231,GO_0009265,True
GO_0019346,GO_0050667,True
GO_0002949,GO_0070525,True
GO_0015408,GO_0140359,True
GO_0009102,GO_0046394,True
GO_0046132,GO_0044283,True
GO_0046057,GO_0009132,True
GO_0044835,GO_0016491,True
GO_1990485,GO_1903457,True
GO_0019430,GO_0006801,True
GO_0042780,GO_0008033,True
GO_0019518,GO_0006567,True
GO_0006183,GO_0006139,True
GO_0006812,GO_0006811,True
GO_0080146,GO_0016846,True
GO_0006614,GO_0006412,True
