GENE,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SO0818_at,1387.0062018988535,6.402720764122502,0.3208682677805652,19.95435948967438,1.373719461149594e-88,1.282229745037031e-84
SO2442_at,1185.4810197407144,6.704294471890571,0.34160207316374497,19.626035667169113,9.266929208728371e-86,3.335525775928345e-82
SO0867_at,600.4100882989696,4.820106582271678,0.2456902868715192,19.618628980608804,1.0720567096405652e-85,3.335525775928345e-82
SO0866_at,1692.5200513734508,7.464776884118566,0.38615825772305445,19.33087467333708,2.953679290550238e-83,6.89241062449898e-80
SO2445_at,1587.9832547698668,6.960540954579038,0.36292226950481205,19.179150852540193,5.527570696598045e-82,1.0318868976409229e-78
SO2444_at,934.8579039177582,6.388344622044484,0.34646325358056945,18.43873644902687,6.4224594401669e-76,9.991206069086307e-73
SO2443_at,913.7580908254644,5.925506694491751,0.3497681577404982,16.9412411146015,2.2336208864432157e-64,2.9783739077229965e-61
SO4349_at,1663.0995136026138,4.903884478331763,0.29278217434148435,16.749259033140977,5.733596774523058e-63,6.689674036674778e-60
SO2441_x_at,1881.1860671007646,5.828831718748198,0.3522664504426567,16.546655837999076,1.692464831571669e-61,1.7552740819877734e-58
SO3686_at,551.3464828933469,5.104893976627123,0.3104780176148133,16.442046415538446,9.563433930569952e-61,8.926509230793992e-58
SO3687_at,861.8478766215773,4.983081256924667,0.30660662244565634,16.252360164881566,2.1492841397713332e-59,1.8237652873296022e-56
SO1361_x_at,553.9976665628756,4.5453151272742796,0.28057352843296407,16.200085420247575,5.035707765303062e-59,3.9169413567782316e-56
SO1324_at,792.0299109136487,4.59319315941452,0.28672076982762756,16.019743397647414,9.303340001295724e-58,6.67979812093033e-55
SO1915_at,514.0734901603086,3.834557628565978,0.2470242248559183,15.523002372753355,2.4243697278769812e-54,1.616361931428839e-51
SO0185_at,623.869252610412,3.874203833265731,0.25593861252127487,15.13723855537307,9.199623006015701e-52,5.72461874254337e-49
SO0817_at,410.67355890168267,3.3254541754537983,0.22458503220099407,14.807105098961618,1.3179536066575113e-49,7.688611852838257e-47
SO0865_at,2057.493265544488,6.27484205623195,0.42624504591136153,14.721208179242547,4.711666038059412e-49,2.5869818117203855e-46
UP_SO2713_at,439.6547649598454,3.4197219117030575,0.23716961099220857,14.418887383575466,3.936369936499524e-47,2.0412264992936976e-44
SO2073_at,374.338574147629,3.7239250603323706,0.26104064583816394,14.265690495728673,3.580305242943998e-46,1.7588720598757514e-43
SO1325_at,878.9257695964668,4.505855186632403,0.3197115802467601,14.093500095162927,4.1640116135020726e-45,1.943344220021417e-42
UP_SO2445_x_at,1980.2838570648007,5.98070820702082,0.42855086264059267,13.955655508822495,2.906173713410619e-44,1.291725020998796e-41
SO0275_x_at,536.1101014111953,5.137368977969272,0.36980985826371643,13.891920031795758,7.090869769471355e-44,3.0084626558293464e-41
SO2072_x_at,372.2956712908452,3.842634630261028,0.2772587991219849,13.859378466724127,1.1163670810364666e-43,4.5305088410410343e-41
SO1044_x_at,543.1664933326659,4.24688612481963,0.30709365985322373,13.829286240717055,1.6969593236908685e-43,6.599757636387736e-41
SO1030_at,354.42874400850985,3.0593286978275263,0.22210281257146286,13.774380713180612,3.634866524424389e-43,1.35711376555909e-40
SO3994_at,466.8412764238879,-3.842867616897676,0.2800828577115667,-13.720467037133401,7.657058005329874e-43,2.748883823913425e-40
SO4056_x_at,861.3737207002662,4.456619643222434,0.3297722917109055,13.514233170109161,1.288917240872042e-41,4.455834639370237e-39
SO1822_at,563.4921481503143,3.6343623923530863,0.27011460018909667,13.45489059017473,2.881655253703621e-41,9.606203620739144e-39
