GENE,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SO_0949,213.7289422049343,0.00010702057937104095,0.1979699566077897,0.0005405900026692732,0.9995686716041542,0.9995686716041542
SO_3941,2044.9750809992693,-0.0002029215552857565,0.177969687736857,-0.0011402029068331733,0.9990902499015772,0.999309156617156
SO_2149,219.49053771579992,-0.0002036380291275732,0.17102256007369857,-0.0011907085769258727,0.9990499522345495,0.999309156617156
SO_2013,103.69948285916007,0.0004798539457570468,0.16270452636988578,0.002949235380619754,0.9976468540349035,0.998302912904282
SO_2627,95.90785524462723,0.0005435560246147016,0.16870557594149566,0.0032219209209966952,0.9974292834886811,0.998302912904282
SO_0938,250.8116446541262,-0.0007284635965150348,0.20922912506906013,-0.003481654842625716,0.9972220469673798,0.998302912904282
SO_3087,62.611517867484324,0.0007316579855237059,0.1818844040271984,0.004022653780773288,0.9967903953110346,0.9981022493079345
SO_3163,203.5749506939045,0.0006144130922867732,0.1258172933308978,0.004883375536229945,0.9961036455413382,0.9976334229697694
SO_0698,106.23856411565467,-0.0009980171896681175,0.18673128922855725,-0.005344670375228623,0.9957355903275343,0.9974836449078768
SO_2285,297.6623314913352,-0.0008909543764907204,0.15555423388769762,-0.005727612513163382,0.9954300513921085,0.9973964408702755
SO_3334,41.44983604244349,0.0014028101661000376,0.24241764477661648,0.005786749423263731,0.9953828677465333,0.9973964408702755
SO_2163,45.18278094613838,-0.0017394381721806652,0.27023502563094975,-0.006436760623902814,0.9948642435406424,0.9972672972690014
SO_2345,17.53938120429085,-0.0023376214023156294,0.3601907458840645,-0.006489954084128651,0.9948218021865004,0.9972672972690014
SO_1957,132.25014969519867,0.0013316938934991886,0.19597512820663066,0.006795218891731444,0.9945782414839933,0.9972672972690014
SO_4061,26.159422986079342,0.0023068448338944927,0.2824171315414681,0.008168218483430679,0.9934827770541812,0.9965389754454707
SO_4302,179.16752860933022,0.001137593340795795,0.13338760327902205,0.008528478755377,0.9931953409634717,0.9964696113182964
SO_0372,257.25789914736686,0.0012064643077508905,0.12483381936718481,0.00966456296752573,0.9922889144622438,0.9957790491361053
SO_2316,85.89067187153496,0.0018724288207218782,0.1812580792950312,0.010330181297321111,0.9917578544230271,0.995464952823465
SO_4408,157.20592631709567,-0.0018043095445745396,0.15808617344702475,-0.01141345574525637,0.9908935775868948,0.9948161824684791
SO_1428,168.13798189516626,0.0027188756682391254,0.22384925046251117,0.012146011937147252,0.9903091228760288,0.9944481183301961
SO_4433,117.23699937832458,0.0023091103007720046,0.18957431836962424,0.012180501666210906,0.9902816060892622,0.9944481183301961
SO_1805,55.82557537238523,0.002783626047746803,0.21101128291136304,0.013191835096875304,0.9894747437238646,0.9940475803475884
SO_3517,63.48483669193129,0.002864202343864485,0.21289180886705314,0.013453793075022084,0.9892657500468572,0.9940475803475884
SO_2881,53.79971336412425,-0.0029371193715225547,0.2124749972232704,-0.013823364677756444,0.9889709019963432,0.9939789008395655
SO_4361,154.36783615581112,-0.0023502548002213275,0.15024484318139814,-0.015642831730229484,0.9875193350766299,0.992738551998418
SO_3697,112.43147062979459,-0.002421272039109643,0.1529538160282283,-0.015830085851946226,0.9873699464023458,0.992738551998418
SO_3130,125.17204036641921,0.002619018416842453,0.16079114309634032,0.016288325130403673,0.9870043715036811,0.9926580647530964
SO_3904,233.6467362097814,0.0032762615805860787,0.1836436029277729,0.01784032510990668,0.9857662350862471,0.9916313052377077
SO_2978,218.72739002431115,-0.002280025136174082,0.1270056974167576,-0.017952148466949383,0.98567702724285,0.9916313052377077
SO_4247,724.4907216405857,-0.002367651278594961,0.13113049210047725,-0.018055688197835595,0.9855944278781914,0.9916313052377077
SO_1054,665.2882445503834,0.0021633606125515026,0.11657781278761475,0.018557224233506447,0.9851943270706127,0.9916313052377077
SO_2155,722.1899041996505,0.002104161843904722,0.11030826442597279,0.019075287376285503,0.9847810456600132,0.9915142199907279
SO_3102,177.04663829763967,-0.0027759691246826918,0.14253003469762948,-0.01947638005260979,0.9844610794567531,0.9914107274917445
SO_4559,316.1262306195829,0.0023318477006644225,0.1195656921847496,0.019502648778725887,0.9844401240259993,0.9914107274917445
SO_2300,247.3497339285633,-0.0031909110647864248,0.16234856032029182,-0.019654692708646056,0.9843188337708509,0.9914107274917445
SO_2052,61.76146231875403,0.0037974019330235254,0.19279753965896418,0.019696319464141895,0.9842856268535719,0.9914107274917445
SO_1971,50.308203164450255,0.004247486777923601,0.20621309051261083,0.02059756132535073,0.9835666858348924,0.9913848356891772
SO_3861,155.08676871115648,0.0031519236569276655,0.15292640320555717,0.020610722483879934,0.9835561869784795,0.9913848356891772
SO_2550,79.05833660842401,0.004351159954545753,0.1973394045961503,0.022049118691982894,0.9824087739969681,0.9906551918038788
SO_0343,265.6165702972743,-0.0031261145130006395,0.14010315885667624,-0.022312948105607067,0.9821983203595402,0.9906551918038788
SO_3353,51.47653277977722,-0.004864454537810785,0.2138018132913239,-0.02275216689197362,0.9818479634261256,0.9905272824398372
SO_1224,17.13102151490221,-0.008948693266184958,0.38622405071317684,-0.02316969450675293,0.9815149123955492,0.9904101624857831
SO_4471,2510.0247424627187,0.004266979038539784,0.1659748196705692,0.025708592707068375,0.9794897701342595,0.988585186969466
SO_3688,1296.0163192323505,0.00465151284894679,0.1702690524043855,0.02731860419296598,0.9782056184055762,0.9875074409600741
SO_1841,194.88865249091882,0.0037822601545612236,0.13373702823578346,0.028281323463333993,0.9774377763590889,0.9869505527713428
SO_2358,262.57886590823773,0.0045282091870565335,0.1558806328379757,0.029049209671628745,0.9768253434930526,0.9865503745676516
SO_4660,45.54652802609037,-0.006350581658847474,0.21366551027480368,-0.029722071899576773,0.9762887088662321,0.9862265890627018
SO_1053,24.83824912272478,-0.008941650504700685,0.28783477323211126,-0.031065219828356517,0.9752175268306477,0.9853625520101608
SO_4451,250.7377093920205,-0.004447891480447126,0.13753285292254527,-0.03234057453132349,0.9742004523183632,0.9845528148845092
SO_4721,723.9918570779686,0.006571755111946781,0.20073564253232126,0.03273835692078768,0.9738832358748567,0.9844501708965281
SO_1433,148.19856660406194,0.006255018823269209,0.1823297658023062,0.034306076112944214,0.9726330796857175,0.9834042101362792
SO_4609,522.2822065046989,-0.004226833618733319,0.12287831609518238,-0.03439853143380631,0.9725593545263217,0.9834042101362792
SO_2076,43.276039611245004,-0.007353162147368037,0.21370592909392447,-0.03440785278417005,0.9725519215648333,0.9834042101362792
SO_0566,83.51310654398026,-0.006148360137010875,0.1764312726924772,-0.034848471266925425,0.9722005696009984,0.9834042101362792
SO_3020,114.17377576157159,-0.005955781519652185,0.16541425728914178,-0.03600524898673978,0.9712781735834182,0.9829050903144101
SO_1777,619.9999549930799,0.00468798180986414,0.12998371299487738,0.036065917043382904,0.97122979889669,0.9829050903144101
SO_3761,256.1184290536908,-0.006681054305450432,0.18170347623416813,-0.03676899553005967,0.9706691953069231,0.9827245235254167
SO_1386,25.33053022979299,0.011812459070396167,0.30805228847800387,0.03834562998625352,0.9694121100510236,0.9816695391266466
SO_2512,85.34866164982216,0.006661746014987239,0.1689154119724118,0.03943835519328025,0.9685409006617048,0.9810049282273535
SO_1849,314.92766455321976,-0.00881391211085837,0.2218987553842643,-0.039720421575124336,0.9683160204608191,0.9809948143372479
SO_2562,405.9593375627669,-0.005189010579373218,0.12985654678896597,-0.03995956082064961,0.968125366314945,0.9809948143372479
SO_0639,1129.2586645456954,-0.006464001496185467,0.1611861373671639,-0.04010271355694317,0.9680112384380632,0.9809948143372479
SO_1022,53.52405262300968,0.008831815563301051,0.21775384855081692,0.04055871169248236,0.9676477003487858,0.9809708532294485
SO_3608,103.82413761306738,0.007824821114958226,0.1927148183670479,0.04060311075848323,0.9676123041769062,0.9809708532294485
SO_4491,168.4332886136212,-0.009816524726581614,0.23806523666492288,-0.0412345996589094,0.967108870580468,0.9808602519884106
