,GENE,GSM769226,GSM769227,GSM769228,GSM769229,GSM769230,GSM769231,GSM769232,GSM769233
1906,SO0860,-0.349747649,0.340281631,0.487633393,-0.13323424,-1.701248019,0.041923663,0.609552083,0.132134801
1907,SO0860,0.001446367,-0.2298516,0.037974137,-0.1004714,-0.800120034,0.371978372,-0.432245596,0.88908675
1908,SO0861,-2.402843296,-2.122561872,-3.288060819,-1.596729895,-4.037055485,-3.700388865,-2.749677036,-2.564041282
1909,SO0861,-1.650083614,-1.842260548,-2.821357873,-1.129149656,-3.394998034,-2.469803563,-1.784532115,-2.365311957
1910,SO0862,-3.188913785,-3.230981285,-3.318953472,-3.397651927,-3.456979002,-3.078069889,-3.839321859,-2.597723661
1911,SO0862,-2.089996847,-3.663367944,-3.206628026,-2.556636722,-4.818434254,-3.987952374,-2.814265346,-3.3003726
1912,SO0863,-3.015547429,-2.377029091,-3.151775169,-2.486853084,,-2.295322241,-2.330801064,-2.277270181
1913,SO0863,-1.394499158,-1.427365875,-2.267967415,-1.212858823,-3.566129636,-1.15014578,-0.859597289,2.27075086
1914,SO0864,-0.972406387,-0.383784367,0.745748865,0.483632938,0.072282571,1.413867714,1.733157517,2.144948771
1915,SO0864,-0.179512418,-0.903782899,-1.744210656,-1.282466362,1.024418889,2.344036952,1.767400505,2.417482
1916,SO0865,1.44511851,-0.116738243,1.061145381,0.577825126,3.476868914,4.539646746,5.123101278,4.653594196
1917,SO0865,,-0.305437081,-0.721033794,-3.027005649,4.422584293,,4.725860927,5.708461813
1918,SO0866,,-3.639128337,,2.528513164,3.583979594,4.26367594,5.07212932,4.464453759
1919,SO0866,-0.057239159,1.368309328,-1.095793079,,5.08034337,5.018948422,4.602285684,5.334569902
1920,SO0867,-0.846502686,-0.806221026,-2.046387697,,2.098517547,2.825011567,4.911190661,4.269306857
1921,SO0867,1.816884778,1.382954968,0.804546037,1.438933432,4.729044508,5.697939881,6.79969772,5.486447878
1922,SO0868,0.975654249,0.523214639,-0.541299413,0.366156486,0.595189199,1.679006405,1.840118327,0.87806099
1923,SO0868,1.278242685,1.415175629,0.666584021,0.048944647,1.15669909,1.70857827,1.356201541,3.207693106
1924,SO0869,-5.524871731,-3.841727232,-4.360398765,,-4.755869086,-5.589467106,-4.401419219,-6.891061781
1925,SO0869,-1.792466551,-1.558092632,-2.931328051,-3.428294231,-4.625695748,-2.414716028,-1.738405017,-4.750824774
1926,SO0870,-2.064753684,-2.823718411,-2.955245787,-3.884456835,-3.176544328,-2.025286172,-3.94513306,-3.337073143
1927,SO0870,-2.941282395,-3.716056429,-3.287920238,-1.908910562,-5.275299759,-3.197346482,-3.046887004,-3.375557745
1928,SO0871,0.090473243,,,1.468931363,-0.011404745,-0.26052626,-0.488900433,0.032655809
1929,SO0871,0.721035805,-0.338908566,2.027810128,-1.563540174,-1.024218724,-0.454900818,1.952705948,0.522193918
1930,SO0871F,-0.254899706,-0.46034663,-1.306709914,-0.946915062,-2.761602008,-0.856901069,-0.909788483,-1.775872868
1931,SO0871F,-1.86579976,-1.194709098,-1.260792944,-3.19540779,-2.619687166,-1.761707624,-2.350624199,-2.785990017
1932,SO0872,-3.021196525,-3.272051879,-3.74045955,-2.420109155,-3.258066876,-2.059314997,-1.52074235,-3.753861389
1933,SO0872,-2.074908412,-2.930616775,-2.967027702,-4.275276639,-2.046030895,-1.594376227,-1.609504943,-3.068502269
1934,SO0873,-3.225803007,-2.630255909,-5.578828937,-3.63565563,-3.665787498,-3.891966601,-3.275275329,-5.307918082
1935,SO0873,-0.65361763,-1.154480392,-2.372093461,-1.465000739,-2.689808449,-1.465427618,-0.508892598,-1.247275558
1936,SO0874,-2.53052365,-3.236798381,-3.971045789,-3.05325612,-2.47420141,-2.103862408,-1.774282118,-3.433840165
1937,SO0874,-2.41008267,-3.308105931,-3.070891685,-4.488665291,-1.968877715,-1.380045384,-1.442926894,-2.668759158
1938,SO0875,-0.910638579,-1.107380106,-2.845754184,0.25473117,-1.781010241,-2.367454949,-0.970149968,-3.22154873
1939,SO0875,-4.554168872,-2.815207383,,,-2.527395048,-3.727007347,-2.603719386,-4.581699723
1940,SO0876,-3.568493647,-2.679234148,-6.557819064,-3.059562023,-4.383712526,-3.169770356,-5.709096772,
1941,SO0876,-1.136667744,-3.303504973,-2.6335916,,-3.193200976,-3.00637121,-6.275264887,
1942,SO0877,0.613890783,0.195401204,0.551856996,1.656172367,-0.794725359,0.541160169,-0.180993749,-1.197736784
1943,SO0877,1.483681526,0.654121479,0.915192733,0.369656665,-0.232104484,1.014313993,-0.931259918,-0.687933422
1944,SO0878,-1.606624025,-1.404320154,-2.313389221,,-2.210435048,-1.849311768,-1.836632084,-2.236084374
1945,SO0878,0.210679873,0.352586373,-0.701824685,-0.389320651,-2.205446966,-0.399528055,0.500119711,-1.828376974
1946,SO0879,-0.135089612,-0.445649298,-3.389332154,,0.244195576,0.447499015,-0.052502285,
1947,SO0879,0.065179614,-0.746487101,-3.432565568,4.585967453,-3.674879027,,0.62825317,
1948,SO0880,-1.906079132,-2.693668175,-9.0210365,-3.50816693,-2.349897897,-1.474693364,-2.532210094,-1.548293925
1949,SO0880,-1.313477679,-1.726386073,-3.084491532,-0.988529101,-2.426901839,-1.371919269,-0.900585943,-0.892778135
1950,SO0881,-1.787405001,-3.246435627,-1.981182561,-2.000769189,-2.289517857,-0.568939161,-2.981657973,-0.934267636
1951,SO0881,-2.296280006,-2.740108779,-1.33289134,-1.480029013,-3.5823703,-1.946441042,-0.951917147,-1.173796239
1952,SO0882,-2.228216325,-2.779699031,,-3.025490057,-7.816616208,-3.440575933,-1.858998876,-2.636738787
1953,SO0882,-3.045149132,-4.895680203,,-5.102680453,-6.24623433,,,
1954,SO0883,-0.852129267,-1.003085951,-1.296685087,-0.767937701,-1.499201193,-1.027434349,-1.794064815,-0.6319846
1955,SO0883,-0.914106442,-0.80578827,-0.73321328,-2.698857312,-3.86819371,-1.60118064,-1.183292685,-1.017205353
1956,SO0884,-0.136673811,-0.293039032,-1.243735545,-0.307654933,-2.154759836,-1.823209479,-0.409199594,-0.309068148
1957,SO0884,-1.031073347,-0.992611322,-0.769772506,-0.719415401,-2.073371858,-2.151690394,-6.767348122,-0.817061666
1958,SO0885,-3.832324184,,-6.301800395,-3.020160044,-4.060874788,-1.761149685,-3.126490893,-1.618421522
1959,SO0885,-5.640643756,-3.890837526,-3.752845812,-7.866623842,-4.133904261,-3.240283853,-0.963265816,-3.036032022
1960,SO0886,-1.683729047,-1.654523687,-3.454115621,-2.660577839,-3.091629864,-2.361627025,-2.959859548,-2.497754249
1961,SO0886,-0.500279413,-0.301363015,-4.114899836,-2.014392926,-2.630789247,-1.361621589,-1.550395419,-2.639676969
1962,SO0887,-2.598307998,-4.055584679,-3.771112161,-2.672434502,-5.107915615,-6.740591947,-3.033259834,-2.232100488
1963,SO0887,-5.396738674,-7.061027779,,,-4.812403413,-4.750333485,-5.154988588,-4.465688164
1964,SO0888,-0.510246731,-2.696187294,-1.727344988,-1.711244546,-2.934663807,-2.906591201,-2.251304132,-2.297048482
1965,SO0888,-1.856931417,-2.53182552,-2.060651866,-2.961495012,-2.678109809,-2.10470687,-2.990441443,-1.822167144
1966,SO0889,-1.259097387,-1.374663063,-1.569205475,-1.128764046,-2.291270937,-1.006328738,,0.107451671
1967,SO0889,-2.073932842,-1.036723749,-1.98859691,2.742574439,-2.977379532,-1.839299438,-0.899452028,2.097453924
1968,SO0889F,-2.519444444,-3.110543722,,,-4.520747546,-5.040781337,-1.224954372,-2.186243692
1969,SO0889F,-3.428350529,-3.961280119,,1.661147739,-1.082286154,,-1.684819093,-1.239532995
1970,SO0890,-2.967719642,-5.520751106,,,-7.016936008,-0.555174437,-3.578420105,-0.382376796
1971,SO0890,,-3.916478302,-5.054571064,-3.288509369,-7.668627968,,-6.033618821,-0.92719025
1972,SO0893F,-0.155756892,-0.409471195,-1.338383584,-0.60453779,-3.060923997,-0.919592842,-1.448437573,-2.307438187
1973,SO0893F,-0.665474013,0.398620986,-1.662958256,-0.955510744,-1.801095593,-1.1627233,-1.287169081,-1.501532538
1974,SO0894,-0.813576449,-1.383727512,,-2.796356669,-1.445721642,,-1.276175021,0.199836606
1975,SO0894,-0.360118559,-1.299589624,-1.639286298,-1.611913682,-2.299116594,-4.594076018,-0.728356361,0.024185516
1976,SO0894F,0.27194797,-0.363404394,-0.50255895,-0.259531044,-0.582973652,2.07558298,-0.30506904,0.860018379
1977,SO0894F,0.238930633,0.241722639,-0.317629028,0.836520547,-1.889025617,0.468448768,1.354463353,0.960419219
1978,SO0895,0.645438744,0.557211926,-0.134486266,0.276185185,2.076330023,2.26660792,2.470208832,3.306345413
1979,SO0895,1.083680074,1.363102857,0.447338324,1.284252094,2.046501312,3.358345962,3.43471692,3.40430966
1980,SO0896,-0.436349033,-1.119927445,-0.98772965,-1.55982902,-2.262953696,-0.823954889,-1.215687477,-0.112698916
1981,SO0896,-1.551098247,-0.872280365,-1.299702285,-1.038961128,-1.251243647,-1.139162255,-0.755411453,-0.575259278
1982,SO0896F,-1.795991613,0.142308345,-0.758349632,-0.577058907,-3.522679329,,0.234909415,-0.005766497
1983,SO0896F,-1.632220126,1.667857572,-0.172384328,-1.59062217,1.674210321,-2.131124692,-0.383014186,-0.622881852
1984,SO0897,-2.819838215,-2.338810239,-4.899187168,-2.013250086,-12.1397596,-3.1019934,-1.604689531,-2.530042839
1985,SO0897,-4.06203447,-6.037166292,-8.377297781,-5.141406221,-6.83003804,-4.976846912,-2.528339377,-2.800087056
1986,SO0898,-0.070768034,-1.001990217,-1.735315305,4.223066789,,-1.024855147,1.595906937,1.445283532
1987,SO0898,0.069786631,0.965635407,1.195410301,-0.140806671,0.067075326,,-1.791485261,1.937717938
1988,SO0899,-0.369316916,-0.984326142,-1.330345692,-1.058009451,-1.967437638,-0.726688086,-0.130894079,-2.818059046
1989,SO0899,-0.940565005,-1.414743872,-0.3297498,-3.279276539,-2.690650652,-3.043433527,-2.50164548,-2.001714374
1990,SO0900,0.282574282,-0.076646745,-0.737347882,-1.347891161,-1.290346388,-3.318620833,0.634618441,1.242334955
1991,SO0900,0.046693927,0.236436072,-0.866004216,-1.672556357,-0.564330552,-1.444164437,-0.464693799,0.479630032
1992,SO0900F,0.312803863,0.05329976,0.521577183,-1.324199714,-0.758822602,0.436539079,-0.10358693,-0.101059732
1993,SO0900F,0.417697685,0.955540021,-0.259197632,0.315233434,-0.736400359,-0.754475369,0.242971082,0.03890095
1994,SO0900F,0.458129948,0.60275134,-0.655926745,-1.993796551,0.310580076,-0.18002272,2.989340205,0.668504937
1995,SO0900F,0.868443286,,0.087933601,0.395554942,1.840124407,1.500451659,0.256648493,2.773996649
1996,SO0901,-8.431301922,-4.919224124,,,-3.693704624,-2.984347056,-2.303313158,-2.079014294
1997,SO0901,-6.109305222,-4.703214018,,-3.546930222,-3.785256682,-2.826220935,-2.619360176,-0.907066039
1998,SO0902,-3.29102997,-2.072037081,-3.135128821,-3.8563761,-4.65478912,-3.710417564,-2.813571627,-2.860993731
1999,SO0902,-0.329819067,-0.277306416,-1.760469468,-0.864243972,-2.573346241,-0.917406317,-0.534036863,-1.129938399
2000,SO0903,0.170439741,-0.054544011,-1.154380116,0.707548493,-1.522617379,-0.539652757,0.1221702,-0.55408662
2001,SO0903,1.05727087,0.886001249,0.094368395,-0.908305197,-0.294669514,0.181002194,-0.099132535,0.083226275
2002,SO0904,1.966663862,2.49539289,1.380532526,1.710303367,-1.42286914,-0.34032941,0.837506752,-1.717991673
2003,SO0904,1.131992331,1.189828019,0.386482081,1.818969069,-1.87271881,-1.705858963,-1.38486352,-3.252580428
2004,SO0905,1.384266053,-0.411235514,0.748150058,2.222209613,-0.779151184,0.104166288,0.319103617,-2.183585041
2005,SO0905,2.173953112,1.800199237,1.508745364,0.167681722,0.305641952,0.668080928,-0.749593924,-1.045836288
2006,SO0906,1.552779169,1.107525793,0.989442226,1.457100118,-1.846704753,-0.050299686,0.336536203,-1.060678235
2007,SO0906,0.824151941,0.928546451,0.319945517,-3.055655809,-1.995672337,-1.311672281,,-1.088917771
2008,SO0907,0.794116739,0.45536991,0.320635895,-0.190803463,-0.336912806,-0.216101177,-0.221290151,-1.054525318
2009,SO0907,-0.725038591,0.160183831,-0.463704049,0.321089614,-2.072886114,-1.004490757,-0.340865481,-1.883954641
2010,SO0908,,0.365313354,,0.141271105,,,0.771432814,-0.069116164
2011,SO0908,-4.930036927,-0.246220986,,,-1.948612809,,,
2012,SO0909,0.153396742,0.522171038,-0.17568115,-0.136346742,-1.496249077,-0.10454581,0.811202207,-0.222821263
2013,SO0909,-0.926514078,-0.85171869,-0.89374849,-1.552459037,-1.10495801,-1.854692922,-1.35462058,-1.358961443
2014,SO0910,0.648142163,-1.825012183,,,-1.31162568,-2.185234881,-2.183324569,
2015,SO0910,,-0.35443045,,,-0.046479138,0.654727188,-1.062900421,
2016,SO0911,-0.579738067,-1.321267166,-1.451502295,-2.046542744,-2.491273898,-4.835566598,-0.390500505,-1.073382631
2017,SO0911,-0.845938403,-2.352609028,,-2.932134995,-4.446116335,-4.688561771,-2.281847987,-0.325412289
2018,SO0912,-3.419941771,0.199756731,-0.925040362,-0.326021932,-2.683662872,3.136502568,0.41622174,-0.459789929
2019,SO0912,-4.221962865,-0.977245647,0.736839596,0.529910762,0.634746016,0.449742411,0.30764361,-1.957337527
2020,SO0913,0.198193721,-0.021927042,-1.3928366,0.12286551,-1.359192425,-1.861247029,-0.470597959,-0.387814775
2021,SO0913,-0.233935962,-0.713076383,-1.881376557,-2.597222603,-1.845365283,-1.037935111,-1.823347947,-0.698889513
2022,SO0914,0.552205295,0.24911952,-0.958513058,0.010020624,-2.030306385,0.207159457,0.92297407,-0.874900914
2023,SO0914,-1.759662681,-1.529128732,-1.790039361,-8.553182455,-3.655655638,-1.070286916,-1.882953353,-4.111752847
2024,SO0915,-2.704607429,-2.530910156,,-3.244849915,-5.794846513,-2.616040889,-6.616504194,-5.079594122
2025,SO0915,-3.671271964,-5.95117945,-4.147744859,-0.93252569,-5.159625675,-2.900506041,-2.55511271,-5.55608666
2026,SO0916,-1.458244422,-1.492453204,-2.950413748,-1.774903452,0.489209268,0.707396789,0.868641552,1.661778867
2027,SO0916,-0.357109418,-0.763290988,-1.433165536,-0.474143844,1.085469943,1.660149065,2.258736139,2.045339456
2028,SO0917,-1.346584036,-2.001322215,-1.228665844,-2.224153036,-2.523180708,-1.886377892,-1.616217328,-1.290803065
2029,SO0917,-2.688771383,-2.106932394,-2.033266897,,-3.985255435,-1.944955315,-1.853545494,-1.943521613
2030,SO0918,-1.17556125,-0.630115178,-3.449091779,-0.911774818,-2.341986637,-1.080975593,-1.128248087,2.278596293
2031,SO0918,-1.880083218,-0.884760186,-3.734127258,-2.60623949,-0.794638162,-2.840058963,-1.726181115,-1.311097821
2032,SO0919,-2.164296414,-1.974059547,-2.28630599,-2.070249285,,-4.829396543,-2.590650696,-2.290840106
2033,SO0919,-1.503294261,-1.842551201,-2.202538691,-1.912994742,,,-3.854092525,-6.313893175
2034,SO0920,-4.986696572,-3.972598561,,-3.737283713,,-4.5806356,-3.820642216,-3.87607482
2035,SO0920,-2.359012582,-2.429497883,,-2.159695837,-6.075038092,-3.411063673,-2.79810008,-2.916705945
2036,SO0921,0.067871106,-0.000315577,2.214179787,1.561336767,-0.887941037,-0.468410029,0.26895777,0.984890657
2037,SO0921,0.04914549,-0.703534838,-1.520748819,-0.684939994,-0.357408263,0.433382402,0.62802652,1.34391134
2038,SO0922,-2.345567607,-2.929944462,-1.168159339,-3.911762432,-2.401279689,-1.116790916,-1.153898523,-1.158774871
2039,SO0922,-1.741407846,-4.260407274,,,-0.06119834,-2.309592525,-1.179658527,-3.715789921
2040,SO0923,0.134096952,-0.153711213,-1.356512687,-0.311412889,-2.85433661,-1.327839992,-1.4985618,-0.882959962
2041,SO0923,0.236329233,0.367920716,-0.14374272,0.206258222,-2.134606871,-1.183991101,-0.645087588,-0.427906499
2042,SO0924,-0.185162179,0.388477292,-0.376444489,0.372795453,-1.596100629,-1.698591742,-0.253505865,0.955014315
2043,SO0924,0.106401721,0.414482011,0.412073293,2.836064595,-1.32025807,-1.47062506,-0.293822297,0.643480038
2044,SO0925,-0.341669939,-0.746791822,0.205389728,-0.077809895,-1.577589499,0.148603358,-0.142710325,-0.022152697
2045,SO0925,0.377462055,0.374929202,-0.594750346,-0.629855364,-0.30706868,-0.051927354,-0.643938159,0.11794396
2046,SO0926,-3.234853058,-2.181336487,,-2.224305388,,-1.451494022,-1.252848307,-3.945536151
2047,SO0926,-1.173889209,-1.2499626,-4.58731606,-0.683248811,-1.649925932,-2.374954562,-2.147751216,-0.723487506
2048,SO0927,-0.619809592,,-0.502687788,,4.26649678,1.489482249,0.191176176,1.737171845
2049,SO0927,0.638211957,-2.173603675,-3.188490609,1.471615044,1.289787254,1.503093723,1.061854797,
2050,SO0928,-0.848229951,-0.91533797,-2.592998635,-1.138727502,-2.091486482,-3.947433079,3.645606609,-2.054166636
2051,SO0928,-1.426189521,-2.30433672,-1.927112986,-1.557614169,1.754301233,-0.019024789,-3.203588218,-0.013036486
2052,SO0928F,-2.861326331,0.585924397,-1.098714795,1.33188225,-2.993746166,,-0.829108076,-0.619204418
2053,SO0928F,-0.270017505,-1.510840701,-2.35711715,-1.766829078,-2.890072175,-0.489044956,-2.525047303,-0.652336315
2054,SO0928F,-1.294640908,-2.2925891,-1.266342949,-5.700955996,1.298863741,-0.358396567,,-3.838194697
2055,SO0928F,-2.831192629,-1.409411715,-2.452039884,,-3.467669971,-3.980660908,-0.589860252,-6.531791535
2056,SO0929,-1.961119693,-2.316780405,-2.866662144,-4.371759817,-2.728131466,-2.360434702,-2.002671577,-3.666153893
2057,SO0929,-2.672282806,-2.726942215,-2.990023693,-2.29149856,-3.5392399,-2.798877245,-1.78664118,-4.198809291
2058,SO0930,-4.590972589,-4.754083788,-4.72038843,-4.157928257,-5.698975525,-5.262948554,-3.332926076,-0.276921657
2059,SO0930,-1.819310564,-1.941280016,-3.275315298,-2.271952618,-3.888248836,-2.313521098,-0.95299221,-2.196516812
2060,SO0931,-1.796894268,-2.362567071,-3.054689045,-6.171345952,-2.240635593,-2.132227851,-1.907956023,-3.692333376
2061,SO0931,-3.004881785,-3.204071539,-3.53922477,-2.513878705,-3.144902386,-2.598579907,-1.357480474,-3.783326057
2062,SO0932,-0.58559489,-0.424543044,-1.427785793,-1.317412987,-3.143873267,-1.762715251,-0.942777984,-3.398664522
2063,SO0932,-1.235255061,-1.3383794,-1.384152202,-2.394714142,-3.269395465,-3.318404029,-2.294190921,-3.77023484
2064,SO0933,-1.571243138,-2.438625112,-2.613299201,-1.01005358,-3.797842145,-2.563014848,-3.019052438,-5.092645123
2065,SO0933,-0.810373172,-1.495970999,-1.31478773,-2.833293622,-2.574164315,-1.889490083,-4.50045388,-3.875902927
2066,SO0934,-2.667100631,-2.223868812,-2.86009937,-3.194951192,-2.280776299,-2.531826718,-1.687181634,-3.949677115
2067,SO0934,-3.618780009,-3.76740073,-4.152190373,-5.154393626,-4.583806384,-3.606861099,-3.651383302,-4.769406528
2068,SO0935,-0.957528814,-1.841953224,-2.693023271,-0.125994177,-1.621916757,-0.930188238,-0.061127745,-2.402093768
2069,SO0935,-1.232737426,-0.898348863,-1.277817959,-0.869654965,0.017993043,-0.034514536,-0.261800561,-2.426346795
2070,SO0936,-0.107962964,-0.288938119,-1.072012019,0.139433605,-2.29608291,-2.711580823,0.515915461,-0.405354914
2071,SO0936,-7.337099202,-2.054701192,-1.449517886,-1.488238305,-3.088902717,-2.334039449,,
2072,SO0937,-1.977163351,-1.676086462,-1.713060113,-0.329934509,-2.899450671,-1.616103999,-1.163789325,
2073,SO0937,-0.214299406,-0.956710022,-0.718687011,-2.584994332,-0.926361329,-0.275725415,-0.653102308,
2074,SO0938,-2.109501702,-1.652152517,-1.045156442,-1.543919681,2.291917077,,-0.5701607,-0.737030548
2075,SO0938,0.456764879,0.603335833,-0.749270599,-0.16462587,-1.12162546,-0.345684645,0.349701279,-1.588619784
2076,SO0939,-2.449600789,1.652320254,1.191064591,,,-0.906511661,,
2077,SO0939,1.432824118,2.754865908,3.517950233,,-0.045545201,-0.583580496,0.274179198,2.172092215
2078,SO0940,-1.193576028,-2.0024663,-3.542594804,-1.260520186,-2.186205392,-0.894552293,-2.528000012,-0.671561051
2079,SO0940,-2.671040167,-2.14543589,-4.692178657,-2.035540983,-3.220958082,-2.768831759,-1.53998709,-2.164203245
2080,SO0940F,-0.39546256,-1.592530876,-2.464018021,-2.095265614,-2.02749184,-2.230942301,-0.526945724,-1.141765347
2081,SO0940F,-0.768244938,-0.525560266,-1.483805981,-0.379571273,-1.790470578,-1.31526435,-0.766888146,-1.122821006
2082,SO0941,0.229275588,2.177201854,,1.00055768,-1.688361647,-0.244879939,0.005930434,0.275101231
2083,SO0941,1.029297786,2.737144949,,1.728851346,-4.015713328,0.545499347,0.005221335,0.249311734
2084,SO0942,-1.47644027,-2.179540267,,0.471703595,-4.129297687,-2.68911654,-4.600470394,-3.859026089
2085,SO0942,-2.007048036,0.186114447,,-3.267979443,-4.075053598,-1.977874248,-2.016849756,-4.871448356
2086,SO0942F,-1.287141796,-1.838323083,-2.474914009,-2.483062194,-0.909974589,-3.254682316,-3.139377906,-1.37346987
2087,SO0942F,-2.374712866,-1.211032736,-1.556899598,-0.836275753,-6.731729007,-2.805904141,-1.615605593,-1.658542675
2088,SO0943,-1.908074427,-2.462544504,-4.102052797,-1.607843431,-2.292880677,-1.541827884,-1.580997702,-0.703982415
2089,SO0943,-3.007437147,-2.281439014,-3.396718548,-4.75341261,-5.692271056,-1.660410241,-1.145305808,-1.182379995
2090,SO0944,-3.510260695,-4.338583879,-5.394699326,,-3.929876896,-3.164679288,-3.911313004,-2.460176988
2091,SO0944,-3.751517062,-2.878766556,-5.412781306,-3.394096974,-4.540231799,-3.322411496,-2.304417543,-2.757732602
2092,SO0945,-0.054920166,-0.17328413,-0.904409474,0.324849532,0.484349756,1.82378926,1.58530038,1.99146126
2093,SO0945,-1.396388978,-0.116653765,-0.372999055,1.996882525,-0.488297739,1.19724319,2.285396322,1.902770103
2094,SO0946,-0.482121761,-0.635186823,-6.631017622,-2.265600402,2.297078246,2.562245083,1.730219137,2.553556748
2095,SO0946,-1.546814745,-1.241215631,,1.046620621,1.572991226,2.780618212,3.35901951,2.066119034
2096,SO0947,-2.107744227,-2.249367344,-1.663345437,-1.674146173,-2.218624815,-1.348524899,-2.041520664,-0.87891089
2097,SO0947,-0.277144795,-2.322591869,-2.203425021,-4.188993994,-3.728096544,-1.955029767,-1.446632503,-1.746080351
2098,SO0948,0.120787792,-0.695332372,-4.222858345,-1.094135963,-2.214305728,-0.63518928,-0.211686643,-2.478073689
2099,SO0948,-1.747654038,-1.155449741,-1.025800125,1.270758821,,-5.875318074,-1.020561761,-4.301514636
2100,SO0949,-1.588529937,-1.454754555,-2.21148398,-0.98581048,-2.654241174,-1.627302152,-0.529335848,-1.049776615
2101,SO0949,-1.583088213,-2.015189078,-2.721424602,-4.773742798,-2.593123807,-1.676516449,-1.986877352,-1.181222479
2102,SO0950,-2.924988073,-3.367598326,-4.88063416,-2.815917338,-3.596749282,-2.775627495,-1.867758499,-3.030695314
2103,SO0950,-2.882580412,-3.366432232,-1.532121967,-2.116601695,-3.496988427,-1.349313034,-1.698256499,-1.447150615
2104,SO0951,-3.143247784,-3.748412754,-7.588544302,-4.731341972,-3.068913784,-2.391769367,-2.692960936,-1.923649586
2105,SO0951,-3.202010548,-3.659778819,-4.360162251,-2.368317358,-2.782797806,-2.870544741,-1.310825047,-1.86661346
2106,SO0952,-1.534483095,-2.688340465,-2.535560584,-1.201983816,-3.63645544,-0.922401569,-1.243672581,-1.173753207
2107,SO0952,-1.950548944,-0.843206063,-2.780364365,-2.469791028,-5.190737513,-2.308710872,-1.7046464,-2.037181875
2108,SO0953,-0.173707674,-1.180586117,-2.338804816,-2.861491383,-1.425975166,-0.232769992,-1.510371631,-0.797351516
2109,SO0953,-0.633080024,-0.703229165,-2.166864911,-1.703341989,-2.142713509,-2.150732318,-0.514486567,-0.253503811
2110,SO0954,-0.388702884,-1.113762373,-0.697542952,,-2.030576773,-0.742845302,-2.863425775,-3.658252539
2111,SO0954,0.197915524,-0.299980739,-0.961175396,-0.757633819,-2.313202822,-0.581278396,-0.572481793,-3.023746396
2112,SO0955,-0.710692045,-1.282662983,-0.909539184,-0.376732676,-2.094295147,-0.303587389,,-1.340635447
2113,SO0955,-0.343233131,-0.02540186,-3.176843677,,-0.569909469,-1.940220915,-3.345686411,0.141801396
2114,SO0956,2.959039741,3.81397434,2.938067552,3.065146784,1.943469451,2.961471155,3.797395076,2.595850035
2115,SO0956,2.762885416,2.787009333,1.920144674,3.271543832,1.522099301,2.737636848,2.796110083,1.234422098
2116,SO0957,1.31305153,0.67721772,-0.608617886,1.023389327,-0.589212981,0.769158115,0.835321491,-0.626815563
2117,SO0957,1.157160444,0.172034508,-0.790461144,-1.058889631,-0.831844504,-0.245539498,-0.829362183,-0.741843658
2118,SO0957F,2.013211054,1.924268077,1.724070613,0.622718433,0.125542489,0.485306687,0.927640259,
2119,SO0957F,2.186169094,2.254780328,1.891848571,2.184563782,0.070670257,3.204554972,1.822996711,1.261407487
2120,SO0958,3.27131534,3.346036283,2.948295112,4.095937668,2.976276845,2.587202281,3.617973081,2.592158077
2121,SO0958,3.548717536,3.051699177,3.444885954,4.361729499,3.541229735,3.39708815,3.800275184,3.564852213
2122,SO0959,-1.056157417,-2.077993163,-3.480107995,-1.648740711,-4.444414409,-2.419964433,-1.101717385,
2123,SO0959,-1.754075239,-3.280574926,,-5.965903934,-3.053920963,-1.498155659,-4.560153544,
2124,SO0960,0.069934252,0.642236117,-0.731090224,-1.359614864,-1.287012069,-0.445422603,-0.234650372,-0.104977509
2125,SO0960,-0.586605037,-0.414611052,-2.299645607,-5.636783113,-3.004812789,-0.862737061,-0.769722153,-3.235399695
2126,SO0961,-1.171860259,-2.152979018,-6.317182132,-2.782493813,-3.099916904,-1.797598891,-2.493603867,-2.337991131
2127,SO0961,-1.913942721,-1.948822896,-0.984764806,-2.500405298,-1.924602437,-1.028098891,-1.924261082,-1.042187681
2128,SO0961F,1.273785266,0.809384649,5.312877493,0.027286765,-2.40056302,0.893249469,-0.240341098,0.523826336
2129,SO0961F,-0.359333595,-0.81749888,0.528868026,2.276375973,2.83562112,0.510378327,0.897240176,
2130,SO0961F,-1.798147794,-0.579839711,-0.90668186,-2.858747539,-0.278982782,-1.167701715,-1.420479674,0.16069189
2131,SO0961F,-0.328430251,0.19912021,2.855073226,0.389187061,,0.766933739,-0.931952956,-0.108747485
2132,SO0962,-2.28428093,-0.281805772,-2.548303947,,,-1.214984196,-0.537226674,-1.077227386
2133,SO0962,-2.209951045,-0.867489038,-5.623369858,-6.329010078,-3.238754152,-2.284299989,-0.981792451,-5.333613118
2134,SO0963,-2.501445074,,,-1.996449042,,,,
2135,SO0963,0.021065754,-2.780922588,,-0.826376874,,,-0.719207646,
2136,SO0964,1.202463663,1.159164469,0.459187727,1.210116858,0.126971616,0.719964658,1.424399834,0.694436063
2137,SO0964,1.271215421,1.28671645,0.268536571,-1.585471026,-0.319818873,-0.280859607,1.735646697,-0.149904816
2138,SO0964F,1.552474767,1.171210642,0.643559926,1.040371555,-0.220005161,0.584887502,0.852445915,-0.352281497
2139,SO0964F,1.837446266,-0.444877677,-1.051354886,-2.714402424,-2.420350249,3.933389642,0.099272515,-0.950531617
2140,SO0964F,1.698814344,1.585400856,0.398818784,0.311404104,0.163600969,0.855137063,0.23475622,-0.588475231
