,GENE,GSM769226,GSM769227,GSM769228,GSM769229,GSM769230,GSM769231,GSM769232,GSM769233
0,SO0001,-4.709751521,-3.277011991,-2.445949537,-4.690182409,-5.057405907,-4.865777103,-3.009386759,-1.075725455
1,SO0001,-3.137672127,-3.285299128,,,-3.77063581,-5.239780251,-2.656364591,-1.953226652
2,SO0001F,1.360179727,-1.669633856,0.301760033,,1.920205775,0.683090873,-1.240575709,-0.014719005
3,SO0001F,-2.694412437,-2.984688541,1.13598177,1.497332341,-0.15069367,,1.222004831,-3.706159098
4,SO0002,-5.226065669,,,,,,,
5,SO0002,-4.639583846,,,,-9.208824001,-5.077512801,,
6,SO0003,-1.841989941,-1.877762723,-3.430821606,-2.801510353,-1.68563011,-1.709027878,-1.941133444,-1.253912975
7,SO0003,-2.921594217,-2.384767436,-3.130819658,-3.547396864,-5.602711066,-2.315331319,-2.159817363,-2.141384225
8,SO0004,-4.056863007,-4.093297681,-4.661105716,-3.956464484,-5.566618043,-3.940758445,-3.020812152,-3.849356025
9,SO0004,-3.810149539,-4.094434964,-4.872413712,-5.084797926,-5.362882737,-2.999362964,-4.371147723,-3.108278809
10,SO0005,-0.706182644,-3.480193428,-4.844021595,-3.824712266,-4.236183014,-3.478275366,-2.401921998,-2.737067037
11,SO0005,-3.667914331,-4.170569245,-5.172651591,-7.264506828,-3.741502381,-3.182971972,-2.891437264,-2.781317136
12,SO0006,-2.739013559,-2.589096755,-4.182559944,-3.47845097,-4.463808994,-3.306491996,-1.474500983,-4.030479362
13,SO0006,-4.11664566,-3.89922573,,,-4.671550982,-3.665651829,-4.718603828,-5.983522438
14,SO0007,-2.44117692,-3.271719865,-4.120065305,-3.316745812,-4.275608547,-4.229374879,-3.321050642,-2.995600537
15,SO0007,-2.870531248,-3.213504022,-3.392487769,-4.634840436,-5.024610903,-3.081673052,-2.6317193,-2.684357446
16,SO0008,-2.149567537,-2.424909085,-5.695281272,-2.422738318,-4.045222115,-2.223374943,-2.042314152,-1.384233155
17,SO0008,-3.022600854,-2.468956304,-3.057019931,,-4.518340872,-2.174047145,-1.749680161,-2.338967501
18,SO0009,-1.983706092,-2.40018537,-4.196858372,-1.719793756,-3.757575932,-2.313633732,-1.303179934,-1.144134865
19,SO0009,-2.034870732,-2.823657756,-3.598728539,-4.622622629,-3.692572912,-2.38121284,-2.869434558,-1.567074695
20,SO0009F,-1.062295772,-0.927721857,-1.170212859,0.156875606,,0.274709181,0.522990465,-0.198881036
21,SO0009F,-0.363830147,2.327143343,4.299738486,-2.324595208,,-0.866552048,-0.171774679,0.795736993
22,SO0010,-3.031433056,-3.419594354,-3.184946294,-3.770058978,-4.816049968,-3.157841138,-2.258027256,-3.625617717
23,SO0010,-3.404933368,-3.533060607,-6.558828044,-8.012986762,-2.90985742,-3.27412119,-3.257366931,-2.661621219
24,SO0010F,1.110821516,,,-1.139399386,1.299701012,-1.497794254,-0.150413905,-0.394423404
25,SO0010F,-0.813152146,2.862169147,-0.325328669,-0.340739295,2.809835276,-0.285323399,,0.297334066
26,SO0011,-3.145068507,-3.546438891,-4.244011097,-3.059417214,-4.183551156,-3.186244301,-2.685120283,-3.326482594
27,SO0011,-3.411413239,-3.706144135,-3.776564104,-3.995593751,-4.607649854,-3.728678511,-3.620766126,-3.143146025
28,SO0012,-0.507421065,,-1.025282461,-0.93196123,-1.589789578,-1.332637105,-1.04714011,-0.460126145
29,SO0012,-1.073945938,-0.44498121,-0.854000208,-1.946385878,-4.038078309,-1.408288838,-0.567922314,-1.389491631
30,SO0013,,,,,-2.032913159,-2.225603471,-1.115664654,1.273134397
31,SO0013,-1.739028464,-2.276377423,-11.96446505,,-3.327874779,-3.067233283,-2.152658428,0.353176649
32,SO0014,-3.077204581,-3.101123031,-3.47184485,-2.533981763,-3.504081359,-2.296340403,-1.76258874,-2.871341353
33,SO0014,-3.04585682,-3.852190732,-3.923583366,-4.111976054,-4.246611493,-2.812059513,-3.370089818,-2.333467083
34,SO0015,-3.252414585,-4.832135916,-3.703380863,-3.43602397,-3.126034388,-2.020691233,-2.627962929,-1.852043931
35,SO0015,-4.277615009,-3.840410473,-4.079042821,-4.883671665,-5.555140335,-2.69727753,-2.054504779,-3.417222663
36,SO0016,-0.425122483,-0.68460178,-2.491835291,-1.11385317,-2.011233947,-0.505031868,-1.530380252,-2.19028113
37,SO0016,-0.087834494,-0.854621264,-1.881989092,,-1.297507988,-0.366065641,-1.835072927,-2.189575602
38,SO0017,-1.005324842,-0.442660884,-2.431378569,0.356931931,-1.784080862,-0.04646897,-0.001047302,-1.404335804
39,SO0017,-1.598472642,-2.605125475,-8.916404261,0.559904931,-1.509259151,-0.440345017,-0.503754593,-2.229642072
40,SO0017F,-1.346816152,-1.296775367,-3.482899763,,-2.202318535,-0.852682355,-0.789670283,-1.691828531
41,SO0017F,-2.54049664,-3.878922015,,-3.772888823,-2.628071505,-0.69873551,-1.841576577,-2.772134155
42,SO0018,-2.274712126,-1.686111631,-3.785592742,-2.262036678,-0.026133061,-1.218078134,-0.881035698,-2.913148853
43,SO0018,-0.925042307,-2.337735415,-1.816984303,,-1.268369818,,-2.857357818,-0.803901547
44,SO0019,-4.91238251,-1.455213545,-2.348733079,1.052437862,-2.573958631,-2.679881228,-2.087694658,-2.051290907
45,SO0019,-2.378110043,-2.550226238,-1.773700777,0.938644297,-4.927924238,-1.787475984,-1.892753142,-2.681154057
46,SO0020,-0.614723262,0.564646417,-1.746129746,-0.212525783,-1.767723356,-0.725337557,-0.866371556,-1.294754486
47,SO0020,0.462509534,-0.365749168,-1.384590046,-1.086123419,-1.600291419,-0.543062034,-1.919003895,-1.404379155
48,SO0021,-0.266657715,-0.444902169,-1.337644393,-2.014785335,-2.806500363,-0.991622554,-2.02964671,-1.670984913
49,SO0021,-1.302586136,-1.754496827,-1.495268483,-1.308162252,-2.564377632,-1.239009071,-1.021179891,-2.062315066
50,SO0022,1.123522881,0.063968378,-0.88570415,-1.757521005,-0.977691617,0.666745369,-0.817239874,-1.440145319
51,SO0022,0.703586328,0.865765816,-1.057937246,0.883737843,-0.864995976,0.044049847,-0.522772285,-1.795984608
52,SO0023,-1.105091409,-1.30340412,,-1.536668424,0.666873184,-1.757863862,-1.580015554,
53,SO0023,-1.467862278,-2.241638311,-1.560109705,,-1.000226506,,,
54,SO0024,-0.87265607,-2.693991647,,-2.456219495,-2.177511749,,,-4.796480374
55,SO0024,-2.370094862,-3.143273383,,,-3.630712685,-1.7998006,-3.015798579,
56,SO0024F,-0.380036667,-1.870042958,,-3.617036278,-0.913634746,,-3.302045803,-0.692712835
57,SO0024F,,-0.706383722,-5.567271807,,-0.941974746,0.364487037,-2.788112796,-0.332636923
58,SO0025,-1.171119573,-1.209618231,-1.587569036,-1.691136043,-2.783484195,-1.452957004,-1.569241644,-1.353607812
59,SO0025,-0.94545227,-0.419793506,-1.914860526,-1.129227866,-2.056751187,-0.975089999,-1.103459514,-1.819454074
60,SO0026,0.421841589,0.457179186,-0.350425935,-0.059286117,-0.891070124,-0.132586165,-0.601551482,-0.354457611
61,SO0026,-0.330332586,-0.269181257,0.233891868,1.39761024,-2.89392518,-0.694199356,0.011588021,-0.65953399
62,SO0027,1.053223254,2.134544449,-0.621912133,1.240566078,-1.275580255,-0.318249729,-0.645719912,-1.303470495
63,SO0027,1.489419503,0.843123806,-0.589811588,0.273986759,-0.567536408,-0.529331443,-1.222831757,-1.137870063
64,SO0028,-0.046602006,-0.531080371,-2.771253389,,-3.606946175,-2.141814708,-2.135565735,-2.76894633
65,SO0028,0.898376362,1.0137594,-0.935148505,-1.887797487,-2.615861076,-2.497245099,-3.626976545,-2.884530061
66,SO0029,-1.324827624,-1.772532599,-1.442857239,-1.120929192,-3.454644904,-0.842518506,-1.226908404,-1.597595279
67,SO0029,-1.185048552,-2.182916087,-2.224849732,-2.064735134,-3.490908891,-1.14388864,-2.531989204,-1.39097085
68,SO0030,0.131988442,-0.228802452,-0.94799823,-0.229942194,-2.843489896,-1.288494808,-0.247231463,-2.136156277
69,SO0030,-0.60549371,-1.823456141,-3.325018674,,-3.234711895,-1.139509669,-2.60511449,-0.272078136
70,SO0030F,-0.894441778,-0.726498309,-0.285442893,2.005287259,-4.090340017,-1.835272379,-0.911928734,-1.020029278
71,SO0030F,-0.874907087,-1.400852519,-0.364388996,-0.849040682,-5.505911307,-0.927092592,-0.734776897,-0.641575329
72,SO0031,-1.298964149,-1.831721263,-1.397484421,-2.797394046,-1.974415551,-3.697962852,-2.585584334,-1.218913717
73,SO0031,-1.641263718,-2.125963821,-1.572014106,-1.823724502,-0.708233421,-1.332533437,-1.522775706,-1.029257351
74,SO0032,-1.027834434,-0.66098209,-0.404983076,-0.746426197,-2.53506543,-1.287950139,-0.941753947,-1.042453406
75,SO0032,-0.59834305,-0.770191048,-0.339502525,-0.456812553,-2.061299155,-1.061604033,-0.939622443,-0.573247213
76,SO0033,-0.029353338,-0.024275799,-0.087053398,0.265469797,-1.008373967,-0.30759886,-0.711047401,0.204072896
77,SO0033,-0.26517867,-0.131274889,0.028874484,0.15056815,-1.247801794,0.370335586,-0.216746721,0.031942731
78,SO0034,-2.808507563,-4.049039131,-3.898995963,-3.849411005,-1.992338328,-2.202494773,-0.945191383,0.573866399
79,SO0034,-1.131776393,-2.574795834,,-5.79438357,-1.909762683,-3.118651281,-2.82123373,0.885235801
80,SO0034F,-0.491353419,-1.188444088,0.172208228,2.555126559,,-0.227700897,,-0.759431015
81,SO0034F,0.265524846,-0.956963107,0.515516525,0.431114565,,-0.020673897,-1.543796766,
82,SO0035,-1.048665378,-1.314170643,-0.73444734,,-1.154255825,-0.240100114,0.378947117,1.475054898
83,SO0035,-1.054529458,-2.077279636,-1.794646575,,0.229790286,-0.511784929,-0.083298831,0.898437994
84,SO0036,-0.541572406,,-4.831386085,,-1.555611457,-3.560661879,,-1.082898121
85,SO0036,-1.811891307,-3.245084556,-6.712531223,-1.612508566,-1.039784083,-1.870831066,-1.888365002,-1.682009393
86,SO0036F,,,1.823717595,1.432519656,2.121892292,,,-2.766340958
87,SO0036F,-1.899541161,-2.541433546,,-5.598433947,-3.786883876,-2.120409057,-2.99106465,-0.690537267
88,SO0036F,-3.445511831,-1.716184177,-2.783687741,,-4.225096519,-6.669704128,-1.611286308,-0.244109809
89,SO0036F,-0.62908727,0.692861161,-0.635334758,-1.837729141,1.523710019,1.101791574,,-1.692649833
90,SO0037,-2.802169762,-2.316226946,-2.252716933,-3.560372889,-3.825105071,-1.903699217,-0.70698257,-2.162693819
91,SO0037,-1.321071824,-2.140073354,-2.831462333,-2.464010433,-3.422829651,-1.750180412,-1.942548415,-0.784534107
92,SO0038,-2.74705827,-2.174783572,-2.473064141,-1.44838566,,-1.119854154,-1.246376036,-1.468301616
93,SO0038,-2.445255596,-2.098811481,-3.652283864,-5.507874414,-4.209748213,-1.035676871,-2.051847726,-1.959510901
94,SO0039,0.023781888,-1.654211843,-1.71453699,-0.784462081,-1.941167498,-0.12898696,-0.019859882,0.106093447
95,SO0039,-0.926149241,-0.782794533,-0.847778033,0.729923417,-2.727813406,-1.126363617,-0.767704706,-3.721472736
96,SO0040,-1.513528205,1.24611584,-1.927551854,-3.92641609,-2.385012022,-2.184690721,-2.874962409,-0.929115453
97,SO0040,-1.219499224,-1.738209172,-1.392555455,-0.694740682,-1.11263522,-1.052898182,-0.71342297,-0.976932062
98,SO0041,0.18905307,-3.658479888,-2.399424009,,-0.796703653,1.837234564,2.20066065,
99,SO0041,1.130752422,-1.556423456,-0.204165826,0.466762888,1.576721967,,2.637765261,0.35785539
100,SO0042,-1.623201846,-0.923428468,-1.351613329,,-3.01466078,-2.121550708,-1.103704866,-2.315122903
101,SO0042,-0.022007198,-1.118251058,-1.550855031,-0.906883777,-1.744813685,-1.255446115,-1.150374125,-1.206113295
102,SO0042F,4.087115075,-3.808020054,-0.55120425,,-2.933961143,2.582582733,0.80206403,
103,SO0042F,-0.475331153,-3.084242173,-0.774967837,,-0.3979489,-1.6698453,,0.951099764
104,SO0044,0.157317712,0.04913712,-0.34664871,-0.960055951,-1.493620529,-0.66658213,-1.411678953,-0.890260484
105,SO0044,-0.939317373,-0.337317518,-0.618873049,-0.011767552,-1.56640376,-1.029250277,-1.465880838,-0.85021338
106,SO0045,-0.904296212,-1.742407409,-3.448892408,-1.510349376,-5.907600338,-1.69307537,-2.685066618,-3.801382108
107,SO0045,-2.243356682,-1.738119913,-2.492764919,,-2.699757196,-4.064304615,-1.695624199,-1.87213003
108,SO0046,-0.932947383,-0.194028522,-1.552829795,-0.844055754,-1.642222746,0.340641116,-1.421570122,-0.449064148
109,SO0046,-1.061779192,-0.435532436,-0.93022394,3.028494692,-2.658973393,-0.616405287,-0.482245581,-1.853520619
110,SO0047,0.10623376,-0.883753128,-3.518731773,1.227760756,-0.1381465,-1.994837524,-1.024841704,
111,SO0047,-1.596845386,-0.43753326,,-0.649361305,-2.46184332,0.067649223,0.03378733,-1.334517339
112,SO0048,-1.133997014,-1.299438927,-1.57854331,,-2.814097247,-0.773506938,-1.118129565,-1.875404554
113,SO0048,-0.062325613,-0.133258485,-1.276378452,-2.546584987,-2.050996252,-0.763128456,-1.602596291,-1.516802723
114,SO0049,0.950216711,0.42769114,-0.038743797,-0.844834589,-0.681070564,-0.079226103,-0.370936605,-1.358205655
115,SO0049,2.176343951,1.772318538,1.188952734,-0.373732535,-0.821102666,0.517051833,0.377306173,-0.127929043
116,SO0049F,1.777198098,1.025372974,0.850268783,1.029296408,1.180197546,2.077993703,1.689786707,0.94254978
117,SO0049F,1.914132893,1.578102148,0.720232068,1.843528245,1.234258103,2.028370274,1.306544534,0.567077502
118,SO0050,-0.262325374,-0.331825313,-0.644058486,-0.623495747,-1.011192386,0.397285878,-0.123981949,-0.635751255
119,SO0050,0.41406396,0.451164926,-0.684068863,-0.78734835,-1.140168003,0.066783528,-0.405536517,-0.316765998
120,SO0051,-0.535750488,-0.715091842,-1.417762474,-1.402929035,-2.428453945,-1.246895079,-0.611611378,-0.418941347
121,SO0051,-0.30051081,-1.324729981,-1.356102795,-1.719050955,-2.170756129,-2.221548577,-0.535707565,0.381132263
122,SO0051F,0.152995091,0.742808932,-2.432125307,2.866017494,-2.419689253,-0.795120422,-0.857801929,-0.201582196
123,SO0051F,-0.592450622,0.136278046,-3.249729497,1.169639669,1.487889449,-0.511300434,3.13084527,-0.456856655
124,SO0052,-1.020049789,-1.276881514,-1.312826385,-1.003459294,-2.099303586,-0.909613225,-0.957819775,-1.451894515
125,SO0052,-1.41881058,-0.792999647,-1.556512156,-1.45945784,-1.743657952,-1.057146307,-1.290199322,-1.131677399
126,SO0053,-0.887436062,-2.64262534,-3.532584836,,-3.617712083,-2.159929968,-2.854957518,-3.514370195
127,SO0053,-2.533843679,-1.379950503,-4.091728158,-3.139429829,-2.817864967,-1.933508297,-2.048048974,-2.298159865
128,SO0054,-3.102134349,-4.33686724,,-3.748085771,-4.932353349,-2.673908301,-1.611585719,-3.554015332
129,SO0054,-1.301125913,-1.216994836,-3.527695387,1.554952266,-2.074681043,-2.445418062,-3.210288373,-2.540528144
130,SO0055,-1.675549709,-2.089604416,-4.071038037,-1.645664354,-2.983782176,-1.163714194,-0.706454645,-0.708025756
131,SO0055,-3.014657406,-2.670097097,-2.73842907,1.94976837,-3.805368849,,-0.987277696,-1.574545167
132,SO0055F,-1.536172247,-2.489923448,-1.483758427,-1.866814769,-2.967145319,-0.248136464,0.086097269,-0.717039138
133,SO0055F,-2.171709688,-1.232633687,-1.339193857,-2.294443299,-1.555958212,-0.231476359,-1.09805288,-0.898545255
134,SO0056,0.203277847,-0.161301692,-0.510373891,0.063532247,-1.178360958,0.536158671,-0.067151811,0.899103315
135,SO0056,-0.448323971,0.392653213,-0.100501472,-1.173900114,-1.802862622,-0.2339418,0.259317977,-0.257149817
136,SO0057,-0.1708972,0.947357443,-1.394633479,-1.323284741,-3.600668143,,-1.290414293,-0.856671923
137,SO0057,-0.235691175,0.256092013,,-0.779831716,,0.58923304,-1.418338649,0.387743736
138,SO0058,2.371775918,-0.397843945,2.836585758,1.302128611,-1.016791795,,3.036614269,-0.222696847
139,SO0058,-1.078144279,,-2.482814133,1.144317757,-1.394936456,3.385038806,,0.878191897
140,SO0059,1.897614467,-0.427297359,-5.733076556,0.076303821,-1.906588753,0.990072269,-0.866298058,-0.036267408
141,SO0059,0.72877637,-0.153014183,3.009257876,-0.585199477,-2.709441541,-3.601943136,-1.160605271,-3.393638552
142,SO0060,-0.360971088,,,,,,,1.003817092
143,SO0060,,,,,-0.580214027,0.199576645,-7.895977681,
144,SO0060F,-1.058307383,-5.099863301,,3.531292904,-1.199074807,0.399568912,6.242446237,-0.186816101
145,SO0060F,,-2.576391279,0.498760288,0.053051481,-2.268332017,,0.404970185,-0.00361916
146,SO0061,-0.802834445,-0.96146941,-1.36246516,-0.996436714,-3.80655576,-0.464927486,-1.559913906,-0.938885848
147,SO0061,-0.886793577,-0.638459631,-2.096997616,-0.525141388,-2.644201775,-1.052836686,-0.993558586,-0.885445239
148,SO0062,0.321422609,-0.378451816,-1.533757427,-2.254564671,-2.417462762,-1.634179809,-2.279733639,-0.712961502
149,SO0062,0.170420361,-0.347623306,-1.110052457,0.018685373,-1.785226369,-1.279959441,-0.576848226,0.328477509
150,SO0063,-0.447724981,-0.21547025,-0.773381706,-0.448332859,-2.135651399,-0.639910181,-1.329784258,-0.309895983
151,SO0063,-0.946534123,-0.503735656,-0.76802276,-1.140702239,-3.87903759,-1.486134699,-0.717504537,-1.597872397
152,SO0064,-0.880655896,-2.479304063,-3.77436005,-2.630148117,0.56292687,-3.953160859,-0.790739659,0.235731381
153,SO0064,-0.338321441,-0.946146169,-1.832457695,,-1.709031297,-0.633851053,-0.619522772,0.040294328
154,SO0064F,-0.155864263,-2.582251519,-1.417280788,-3.350441029,-3.110679803,-0.115010841,-2.58805093,-1.732227867
155,SO0064F,0.290680275,0.035590056,-0.849472078,,-3.167361464,-3.610934045,-1.290593119,-1.963086522
156,SO0065,-1.848644508,-2.258042147,-2.540180351,-2.987232881,-3.500253175,-2.240021101,-2.680309938,-1.830619748
157,SO0065,-2.290018149,-1.894420792,-2.559388854,-1.713245184,-2.691237549,-1.910553383,-1.353905106,-2.235622262
158,SO0066,-1.511450767,-1.088370156,-1.793910301,-0.377239514,-7.587785546,-1.607046375,-1.471290252,-1.657904187
159,SO0066,-0.84885511,-1.037663246,-1.325376369,-0.861416176,-2.166971777,-1.284518113,-1.873626529,-1.176701814
160,SO0067,-1.896156182,-1.340624174,-1.700197227,-1.329928029,-2.597877184,-1.362394089,-0.600677262,-1.102826247
161,SO0067,-0.625864311,-1.319750883,-2.459137461,-2.520734256,-1.157651476,-1.958269807,-1.788123844,-1.240554306
162,SO0068,0.645055725,0.993144503,-0.054376977,0.855115845,-0.660090416,0.205105786,0.187722786,-0.772121471
163,SO0068,-0.015210779,0.317485275,-1.342214304,,-3.708678175,-1.048418862,,-3.428899224
164,SO0069,-2.885656688,1.673347199,-3.086265138,,-3.370822939,-3.590764258,-1.18534171,-2.284444617
165,SO0069,-1.414726608,-2.989129112,1.33929799,-1.726703478,,-1.58523221,-2.871442086,-0.261220369
166,SO0070,-0.303876717,-1.890371078,-2.663307612,,-1.916193652,-1.673295661,-3.21747124,-2.733468559
167,SO0070,-1.244108984,-0.85618446,,-4.675099345,-3.211602582,-2.122032417,-2.564587004,-2.925933406
168,SO0071,-2.544372729,-3.279543464,,-0.835662452,-1.669476767,-2.837014513,-1.803754985,-7.721589904
169,SO0071,-1.031302202,-1.351043588,-2.58640448,-0.348719108,-1.206708716,-5.993689437,-4.371942627,-2.603091121
170,SO0072,2.214878185,1.22423312,,1.604783436,-0.120683476,1.232391408,-3.853924404,-1.966403658
171,SO0072,0.13921032,-0.563569199,-2.875643843,0.951227713,-1.304994405,0.266963921,-1.25764908,-0.917913533
172,SO0073,-0.522531181,-0.905906892,-2.515524141,,-1.027442225,-0.976214796,-1.171812284,-1.811714491
173,SO0073,-1.87404714,-3.758803251,-3.496687407,1.715863857,-2.297320392,-0.774194859,-1.482525356,-3.664187747
174,SO0074,-1.685127039,-0.909100245,-2.141910983,-3.590788895,-2.598813112,-4.128462461,-1.934300841,-3.366321397
175,SO0074,-1.424663033,-1.345303086,-4.530489472,-2.091495977,-5.40047783,-2.77033644,-2.634584528,-2.394561774
176,SO0075,-2.52465037,-3.808327527,-4.347444183,,-5.519459632,,-5.949877419,-3.999993455
177,SO0075,-2.018647795,-2.779044346,-6.445102714,-1.859437901,-4.370086984,-3.680104432,-1.46657876,-3.139138553
178,SO0075F,-0.932883017,-0.482910059,-0.329826637,3.646290612,-2.790216385,-1.098133706,-1.348847515,-1.279008386
179,SO0075F,-1.007396446,0.081084297,-1.278150975,0.034167593,-1.209834833,-1.293915273,-1.83517461,-0.553086284
180,SO0076,-2.699836303,-3.241360008,-5.6301329,,-4.491524913,-5.039866061,-4.913319864,-6.983678547
181,SO0076,-3.804626817,-2.991213183,-4.635198437,-3.728410152,-5.987360058,-2.526130017,-4.620548447,-5.75710996
182,SO0077,-0.439054502,-0.179553193,-0.865406698,-2.087185446,-3.572352278,0.169147824,-2.441578832,-2.91281735
183,SO0077,-1.115701125,-1.065632323,-1.42162637,-0.613174912,-4.061373929,-2.252625773,-1.759766057,-2.728696077
184,SO0078,-0.78341873,-0.625150733,-2.613182607,-0.824338117,-3.17462489,-2.422210843,-1.804286519,-3.246717118
185,SO0078,-0.182697643,-1.306927907,-4.229109891,1.575062755,-2.82056678,-1.502719602,-4.494327616,
186,SO0079,-0.24731718,-0.540025859,-0.897308618,-2.468954969,-1.560688451,-0.621263868,-2.776185729,
187,SO0079,-1.168020697,-0.198534579,-3.514517486,-2.514473569,-2.358114264,-1.207743436,-3.819224986,-4.944057684
188,SO0080,-1.363138243,-1.873237217,-2.233759882,,-2.798234248,-1.123320186,-2.273461951,-2.902045786
189,SO0080,-0.622634313,-0.790807826,-1.639297021,-5.000360678,-3.056183366,-1.889988304,-1.025378463,-1.977240347
190,SO0081,,-5.086426831,-0.458303754,,-4.712954013,,-3.453450576,-0.825378719
191,SO0081,-1.248012176,-0.584247492,,2.036282727,-1.790842331,1.660973728,-2.211962182,
192,SO0082,-0.938815308,-1.647829107,-1.93200151,,-1.792850126,-0.919530514,-0.116118705,-3.622690259
193,SO0082,-3.237461406,-0.322867546,-1.970164605,-0.46223454,-0.029008329,-0.912222873,-1.852938705,-0.945444088
194,SO0083,-2.062236636,-2.67294176,-1.904649773,-3.339174184,-1.271510348,-0.585142017,-0.71771706,-0.203546406
195,SO0083,-5.649407404,-5.521765693,-1.434218305,-4.460314385,-0.037587367,-0.483885299,0.432454914,0.599329918
196,SO0084,-2.949449277,-3.594842503,-4.760682356,-2.634854578,-3.682712273,-1.882645165,-2.054655336,-1.483569943
197,SO0084,-1.036526164,-3.001900538,-2.637666324,-4.899733072,-3.935194805,-2.345093657,-1.763592592,-2.584322698
198,SO0085,-0.757800198,1.400658653,-3.637210876,1.703139466,,0.104798895,-0.760930046,
199,SO0085,-3.481415035,-3.251559002,-1.870298441,-2.714535415,,,2.389641405,-0.521896499
200,SO0086,-1.572811205,-0.590813145,-3.117387677,3.299055165,-2.954789181,-4.115564528,-1.046464027,-1.240783544
201,SO0086,,-1.905161237,-6.482641769,,-0.255416303,,,-1.35912358
202,SO0087,0.737724283,,-3.912998998,-0.443143236,,3.673468199,0.995979991,
203,SO0087,-3.09938253,4.693319462,-0.549699444,,4.434868142,6.776801175,3.788466781,
204,SO0088,0.159245666,-0.218371569,-0.588270977,1.732000857,-2.372211139,-0.580350293,-1.005826532,-1.551249016
205,SO0088,1.373650466,1.736526615,0.818208929,-0.589572855,-2.309084521,-0.532165241,1.40371455,-1.453235644
206,SO0089,0.48336183,0.723704473,0.492121289,0.390016295,-0.735243857,-1.420242863,0.739571352,-0.613913128
207,SO0089,-0.462919189,0.599397797,-0.029663101,0.528427831,-0.663756435,-0.051512632,0.100664145,0.167285334
208,SO0090,-3.107686957,-2.707745104,,,1.239480484,0.440339223,0.899391245,1.718630488
209,SO0090,-4.606492225,-3.522407702,-1.709889815,-1.616890984,-0.263071834,1.216861579,1.421687486,1.959302624
210,SO0091,-0.576785186,-0.587437351,-1.399055001,-2.952430448,-2.024107885,-2.153208149,-5.489038035,-4.655303268
211,SO0091,-0.059122392,-0.701307615,-2.834278437,-0.513105069,-3.622088501,-3.394444261,-1.353072379,-7.132627165
212,SO0092,0.122358017,-1.558292976,-0.182651918,-1.746163365,-4.137357708,-1.042461188,-3.666663422,-0.795412988
213,SO0092,-0.995999981,-0.935702254,-2.034623517,-3.344902659,-5.416914161,-7.547474507,-4.999974306,
214,SO0093,-2.029502352,2.926477294,-1.858961742,-0.753587407,-3.833126303,-2.246598696,-0.762209511,-1.804492657
215,SO0093,-1.866372666,-2.2879635,-4.358109439,-2.26232986,,1.483103211,0.973445178,-1.2662365
216,SO0094,-1.561516599,-1.057453291,-1.92349282,-2.103714521,-1.942145734,-2.633073969,-0.685362296,-0.499704472
217,SO0094,-1.26897215,-1.289655649,-3.70019225,-2.369594073,-1.424707056,-5.607331848,-4.498206384,-2.879849029
218,SO0094F,-2.508897617,1.435245914,0.083857727,-3.088316769,-0.343153705,-0.342814945,,1.862825094
219,SO0094F,,-1.153328922,,6.968697536,-3.162395544,-0.119290626,-2.965552951,-1.117875279
220,SO0095,-2.405740085,-3.167623861,-3.316967568,-2.767079627,-3.006873791,-2.024393631,-2.256142939,-1.591049193
221,SO0095,-3.005969116,-2.896570549,-3.135386814,-4.713225779,0.974966243,-2.644802784,-1.829697604,-2.661563875
222,SO0096,2.628342475,-5.003600672,-3.827816961,-2.237352605,-3.059286674,-2.010894797,-1.810929797,-2.983176384
223,SO0096,-2.931585877,-2.928455793,-3.655292817,-8.75432005,-2.662756549,-2.51887951,-2.557384427,-2.916350027
224,SO0097,-4.6677897,-3.463954773,-4.060765176,-7.782536688,,-4.568993461,-3.319993073,-4.595718083
225,SO0097,-3.226910833,-3.483960567,-4.559337776,-2.56850042,-4.915633179,-3.73746351,-3.917950947,-3.014723072
226,SO0098,-2.170605586,-2.232106588,-3.17831822,-1.868878846,-5.603151355,-4.30577715,-3.4833203,-3.878803592
227,SO0098,-1.891301028,-2.405300423,-3.299432275,-2.773972586,-5.562925305,-4.181073502,-4.733794124,-3.755558255
228,SO0099,,,-2.353233423,,-5.029158853,,,-4.751817713
229,SO0099,,-1.098130711,,-4.180587796,-4.625311117,-1.619894448,,-0.795689797
230,SO0100,-3.771894355,-1.303582135,-2.780964347,0.903436821,-1.446458493,-6.523337537,-1.774849753,-1.54190907
231,SO0100,0.218294593,-2.229150777,-0.706339974,-0.598101708,-1.720333374,-1.42333902,0.272999059,-2.81048382
232,SO0101,-0.491071194,-1.617283402,-3.099100996,-4.700428219,-4.061258782,,,-4.554458824
233,SO0101,-1.894577269,-0.851181521,-3.115595814,-2.157625569,-6.241127969,-5.69420767,-3.246058023,-7.193219286
234,SO0102,-0.681680284,-0.601549226,-1.029780983,0.975225283,-0.170222268,-3.018542621,-3.051870607,-5.094348655
235,SO0102,0.612399813,0.65090884,-0.414420216,-0.893443555,-4.422014819,-3.237482395,-2.878105447,-3.48103119
236,SO0103,-0.051581612,-0.040670942,,-0.407566403,0.342393337,-0.926019014,-3.145135846,-6.571380214
237,SO0103,-0.553803913,-0.548649441,-1.470818812,,-0.075380382,0.456985699,1.20569246,
238,SO0104,-0.165002899,-0.756721193,-1.248896349,-0.49004997,-3.844218453,-2.625369212,-2.392415417,-4.334861463
239,SO0104,0.698964501,0.519980293,-0.191962144,-1.379044236,-4.309686604,-2.303744517,-2.846098272,-3.203136287
