,GENE,GSM509290,GSM509291,GSM509292,GSM509293
180,IG_SO0450_SO0449_at,8.24174486494015,8.50898318485542,7.8233672400462355,8.30514974563003
181,IG_SO0450_SO0452_at,9.658390023070183,8.896937815182312,9.200653436367467,10.067030941345527
182,IG_SO0452_SO0450_x_at,10.083612288489569,8.813139850890455,9.094605565312222,7.898450232807866
183,IG_SO0456_SO0458_x_at,9.528649452318252,9.121792505769214,9.328001662149257,8.302410450425622
184,IG_SO0458_SO0456_x_at,7.197708157955851,7.233619676759702,7.625708843064465,6.577428828035749
185,IG_SO0458_SO0459_at,8.368942914404952,7.145677455195635,7.59618975614441,7.993787563134839
186,IG_SO0459_SO0458_at,4.7114949066500875,7.170926525287385,6.602884408718419,6.123086750981061
187,IG_SO0459_SO0461_x_at,13.99991194219542,14.160635674365073,14.984587570346354,14.285149320463399
188,IG_SO0461_SO0459_x_at,12.17950483002907,11.766239015374223,12.417114104802419,11.68540583478614
189,IG_SO0464_SO0466_x_at,9.293011752423373,8.031770114160672,8.18289089274548,8.081616583314652
190,IG_SO0466_SO0464_x_at,9.769672576999913,8.50382573799575,9.390813832188373,8.618752553536732
191,IG_SO0466_SO0467_x_at,7.82209277437953,7.399171093819823,7.952450058359001,8.847057346091336
192,IG_SO0467_SO0466_x_at,8.787902559391432,7.848622940429338,8.638797899951696,7.57969306345875
193,IG_SO0468.1_SO0468_at,8.914385132155443,6.972692654004264,7.578183968090094,1.722466024471091
194,IG_SO0468.1_SO0470_x_at,8.335390354693924,7.80025280637239,8.056908618323252,6.696272083925863
195,IG_SO0468_SO0468.1_at,7.2143191208007655,1.3219280948873624,1.1375035237499351,1.584962500721156
196,IG_SO0470_SO0468.1_x_at,8.470862199413702,8.902977995832403,7.20945336562895,6.478971805032942
197,IG_SO0474_SO0476_at,7.328226118787732,7.825912798784975,6.808642467918064,9.3405177626933
198,IG_SO0476_SO0474_at,7.451211111832329,2.263034405833794,7.173926931999809,6.475733430966398
199,IG_SO0478_SO0479_at,5.705977901682522,7.2761244052742375,7.24412594328373,-2.321928094887362
