,index,ACCESSION_STRING,GSM4233503,GSM4233504,GSM4233505,GSM4233506,GSM4233507,GSM4233508,GSM4233509,GSM4233510
38,10748,SO_0014,10.64747563,9.932150706,11.00339959,10.45842623,10.81264392,9.721879518,10.53729765,9.956403934
39,7704,SO_0014,10.13977564,10.23161916,9.962291087,10.09986605,10.58351215,10.4630649,10.93531729,10.99171254
40,13092,SO_0014,8.716349214,8.534620488,8.497678738,8.310415692,8.880598686,9.006204398,8.8623092,8.862890322
41,11150,SO_0015,11.31112055,11.21482399,11.00949213,11.59380852,11.09107608,11.94710738,11.05143439,11.55045539
42,10176,SO_0015,4.615835805,4.462731525,4.772499525,4.286816753,5.13521178,4.925720754,5.767035764,3.987583114
43,10394,SO_0015,9.681930825,10.38338746,10.61868982,10.09554587,10.01265125,9.441881561,10.04723522,10.6019336
44,3274,SO_0016,6.106309132,6.340190664,5.942963164,6.048903763,6.496160776,6.582429982,7.079688812,6.573936889
45,11016,SO_0016,7.234701327,7.130445759,7.160694635,7.136546485,6.851987955,7.083682792,7.206590761,7.291346885
46,4601,SO_0016,9.428661932,9.123039217,9.742341656,9.394235723,9.558696461,9.093303012,9.191954614,9.752203546
47,213,SO_0017,9.722199813,9.776515905,9.246489153,8.875424163,10.43340979,10.03954507,10.52761788,9.543310525
48,914,SO_0017,11.33867741,11.56808396,11.98237657,11.62125937,11.92349709,11.13808401,12.05314754,12.10081233
49,635,SO_0017,10.8816066,10.61777198,10.87042763,10.93954735,11.07622295,10.58098315,10.94234525,10.33875769
50,1838,SO_0018,6.855106781,7.090976493,7.513385166,7.354142503,6.461792569,6.285755981,6.114140621,6.453585542
51,1342,SO_0018,6.892016079,6.467917345,7.032945276,6.481099159,7.315322844,6.794258313,7.214504946,7.000215584
52,12042,SO_0018,8.184505344,7.990567076,7.976315679,8.16500308,7.500496377,7.96300661,7.40344139,8.115793442
53,5031,SO_0019,14.01093401,13.48600462,13.91638862,13.29202775,13.52385523,13.67562841,13.71585682,13.55276144
54,5973,SO_0019,3.99608428,3.702565815,3.98473819,3.377786389,4.509007177,3.941377095,3.437234946,3.333779082
55,911,SO_0019,8.398424676,7.859265346,8.311551381,7.986306419,8.207412794,7.989148255,8.505515359,8.030772665
56,4056,SO_0020,7.394894612,7.654325466,7.664361084,7.707059715,7.838142662,7.890000516,8.126964489,7.781894911
57,10939,SO_0020,8.697902815,8.711517719,8.826609272,8.657610099,9.559533166,9.178712472,9.477544029,9.064541713
58,1762,SO_0020,3.445535243,2.573574308,3.98473819,2.20501678,3.809326761,5.012082717,3.920687459,3.602198459
59,10695,SO_0021,8.970520455,8.965659136,9.117530457,8.409869826,8.668509653,8.862890322,8.380273291,8.135166108
60,14801,SO_0021,,,,,,,,
61,15530,SO_0021,,,,,,,,
62,10753,SO_0022,13.95355596,13.37400622,13.46989858,14.27306847,14.98606508,15.26807204,15.05012845,15.20507325
63,2242,SO_0022,7.062252647,7.331088277,7.406367689,7.262274618,7.083350382,6.831945355,6.973199445,7.7470626
64,3328,SO_0022,8.707425152,8.776084666,8.901113158,8.801366044,8.7207372,8.284623456,8.736889384,8.582919599
65,4407,SO_0023,10.10703771,10.00644058,9.390210083,9.898252391,10.5219872,10.75396392,10.73244867,10.08209132
66,7453,SO_0023,9.27405866,9.83469878,9.637282163,9.716745102,9.937034079,9.914787429,9.92163698,9.959758027
67,15031,SO_0023,,,,,,,,
68,447,SO_0024,6.481099159,6.19143688,6.424487613,6.608537657,5.823854518,5.360421472,5.449780194,5.852226829
69,1173,SO_0024,10.67933198,10.74406153,10.6398667,10.87983718,11.0816626,11.31379732,11.28226698,11.2652966
70,12990,SO_0024,9.417497342,9.422827718,9.58611334,9.566030968,9.21588272,9.267124056,9.112244993,9.597739036
71,5601,SO_0025,9.450090792,9.675880537,9.956040862,9.593076644,8.916123179,8.447420623,8.703320941,8.97983709
72,13834,SO_0025,9.50411212,9.743288803,9.316819763,9.240091583,9.375624058,9.46139069,9.67764324,8.751398874
73,4377,SO_0025,11.90997055,11.93085988,11.90696822,11.66734183,12.01188908,12.11596427,12.1190689,12.10362193
74,13616,SO_0026,11.80335687,11.18546806,11.37667844,11.52919584,11.42856647,11.42913883,11.53704564,10.86158643
75,8371,SO_0026,6.787336189,6.751381754,7.337513784,6.72520098,6.877518856,6.024178449,6.518954112,6.907120551
76,8234,SO_0026,6.376457592,6.151404832,5.92378215,6.000431136,5.979148003,6.254209069,6.407592874,5.265160387
77,13671,SO_0027,10.67487119,10.60407863,10.73916386,10.62669614,10.47575281,10.40103323,9.829257555,9.816714298
78,1777,SO_0027,11.60172164,11.19014513,11.46423642,11.5089184,9.938872574,9.899433027,9.420592674,8.404690832
79,12553,SO_0027,6.68851789,7.127224458,7.15279569,7.438950903,6.079892812,5.607896291,6.265973693,6.818427242
80,2051,SO_0028,8.287223528,8.656269783,8.267607794,8.746158654,8.242223199,8.475050942,8.461557734,8.742794897
81,13502,SO_0028,9.750424999,9.792770579,9.681052358,10.13143949,9.59120746,9.767181582,9.634392025,9.867694387
82,756,SO_0028,9.467835545,9.524395535,9.517460996,9.719795865,9.281684641,9.376573931,9.104566987,9.795969223
83,12267,SO_0029,10.98860952,10.6641587,10.71345665,10.31017295,10.1866796,10.04723522,9.283639109,10.36818627
84,2664,SO_0029,9.526536658,9.363629139,9.582177985,9.361163298,9.798907749,10.42759479,11.53874385,11.07799674
85,12842,SO_0029,6.903735806,7.057522066,7.097575283,6.510572381,6.94859067,7.353315603,6.804377951,6.86596988
86,15437,SO_0030,,,,,,,,
87,4883,SO_0030,2.514142436,3.153595414,3.102187563,3.486321844,3.763587473,3.533791778,1.475868307,3.987583114
88,2905,SO_0030,7.735262403,7.773677462,7.937118533,8.047228244,7.446207659,8.145870406,7.732509212,7.981676464
89,3977,SO_0031,10.93269025,11.09594527,11.14906459,11.30923852,10.22673626,10.89416911,10.73916386,10.46335233
90,9971,SO_0031,9.490325192,9.474758733,9.781800863,9.64839197,9.104157435,9.08086849,8.895254533,9.254335694
91,2468,SO_0031,9.014073848,9.326753335,9.110043788,9.269609746,9.12174493,9.325418749,9.440389841,9.267416712
92,6458,SO_0032,9.65852459,9.634675628,9.325207912,9.645298846,9.83469878,10.31418004,10.0848338,9.918891746
93,8026,SO_0032,9.266904525,9.413668393,9.478555532,9.496891973,9.59936732,9.559712397,9.63263244,9.26390091
94,8675,SO_0032,7.528847725,7.836565647,7.456511541,7.622649489,7.83063644,7.872023042,8.075915655,7.966976201
95,814,SO_0033,8.14634785,7.820899355,8.371043149,7.841488106,8.946413975,8.072235143,7.856933596,8.197617882
96,1409,SO_0033,9.320632195,9.189562994,9.703071498,9.169346627,9.302039969,8.795594491,9.345586273,9.154391891
97,11597,SO_0033,5.950273102,6.125808715,6.050945205,6.535572886,5.629003296,6.72647879,5.867751413,6.184014995
98,1855,SO_0034,9.089418379,9.13335193,8.887754873,8.979926382,9.272674403,9.447122763,9.866052745,9.345101104
99,9647,SO_0034,9.864119006,10.04296797,9.83938156,10.36723086,9.757421894,10.28387014,9.896645174,10.09966062
100,4536,SO_0034,6.631455433,5.767035764,6.407592874,5.926008403,7.079688812,6.024178449,6.518954112,6.587126852
101,2012,SO_0035,11.11237052,11.2586141,10.93531729,11.4136711,10.77220146,10.84770855,10.82203829,11.44343914
102,5621,SO_0035,7.634949895,8.058433551,7.862368496,8.128092966,7.722511304,8.126641905,7.335561223,7.401576104
103,14170,SO_0035,,,,,,,,
104,13366,SO_0036,9.022940972,8.591827603,8.835123919,8.685253839,8.809528207,8.591126336,8.20252365,9.033303585
105,15706,SO_0036,,,,,,,,
106,10701,SO_0036,7.563818823,7.494008544,7.138467683,5.9560945,7.917113228,7.971114582,7.99834575,7.026735099
107,123,SO_0037,8.940369773,8.332262073,8.483640986,8.519957103,8.888420976,8.64392518,8.872541388,6.035219825
108,6921,SO_0037,6.024178449,5.932666625,6.373198015,6.242347719,6.059758224,6.175307595,6.183394778,6.074551005
109,13589,SO_0037,8.546727146,8.784492953,8.586559772,8.94970017,8.270092651,8.753698554,8.218655879,8.558733054
110,1538,SO_0038,12.11596427,12.11099923,12.47785795,12.11099923,12.05651719,11.37739038,11.39125386,12.32624173
111,8141,SO_0038,8.628287422,8.584094852,8.664515297,8.791021636,8.144437125,8.162959627,7.931219901,8.325250934
112,9028,SO_0038,3.54155618,3.260520371,1.015475936,2.740562384,2.715976951,2.429417187,3.783368206,3.987583114
113,4878,SO_0039,8.491929752,8.492555753,8.550820375,8.614780242,8.20252365,8.439910354,8.235806643,8.435489537
114,6365,SO_0039,6.407592874,7.27746529,7.051077079,7.30680567,7.261687155,8.32848029,8.185589715,8.127125754
115,11939,SO_0039,10.26233758,9.863731947,10.48364614,10.02369424,9.843460428,9.336967588,9.656905911,9.728218794
116,13924,SO_0040,,,,,,,,
117,2320,SO_0040,9.823994706,9.769456262,10.02520931,9.323801544,9.548497562,9.448930117,8.761407051,9.589569935
118,2648,SO_0040,5.725035684,6.106309132,5.676496723,5.945891585,6.411835143,6.116741698,7.234401958,6.625075067
119,1633,SO_0041,10.32054011,9.789564827,10.08159212,9.630415717,10.16579468,9.880856346,9.660698573,9.45414582
120,8625,SO_0041,9.286890683,8.866758499,9.456008596,8.907323726,10.05361251,8.971239259,8.987140713,8.906478403
121,11292,SO_0041,7.394894612,7.583226681,7.878168216,7.922326485,7.091637732,6.990321032,7.214504946,8.322014332
122,4344,SO_0042,12.56214262,12.17649081,12.38918271,12.3577806,13.0979221,13.15538458,12.64285985,12.95593712
123,7645,SO_0042,10.17034025,10.01169078,10.23689662,10.05216946,10.19558798,9.830198871,9.975338033,9.724013476
124,8342,SO_0042,9.895225553,10.11811424,9.674446754,10.38338746,9.649627365,10.2101619,9.553306026,10.40023278
125,11501,SO_0043,6.461792569,6.787744294,6.327896221,6.845730003,5.413217609,5.686160926,5.745348371,5.07496043
126,14816,SO_0044,,,,,,,,
127,6349,SO_0044,7.991984504,7.913190886,8.124058632,8.31862925,7.815505807,7.664805495,7.658348094,7.966976201
128,13774,SO_0044,12.87383225,12.4807477,13.06781568,12.85584552,12.07565267,12.3459649,12.29063639,12.25196879
129,2430,SO_0045,10.2849185,10.47048768,10.0619876,10.25257719,10.8782093,11.03322106,10.9202973,10.66162815
130,7737,SO_0045,7.832615551,7.27746529,7.032945276,6.951507702,8.369135473,8.199152727,8.610288055,8.186054196
131,11870,SO_0045,11.2691744,11.54270864,11.31328363,11.52818871,10.96629392,10.87331462,10.51550311,11.54270864
132,11575,SO_0046,9.33193946,9.577759965,9.953678663,9.835389829,9.331799539,9.419078767,9.660698573,9.428792767
133,12813,SO_0046,7.309934475,7.624021391,7.61577034,7.735262403,6.90260579,6.771329393,6.740460506,7.390333458
134,12941,SO_0046,9.309235609,9.182441851,8.965208184,9.049560332,9.282987914,9.12044948,8.830971881,9.236059957
135,7331,SO_0047,7.655667589,7.947748718,7.701005786,7.805867205,7.434266497,7.610704702,7.367035766,7.582756412
136,10453,SO_0047,9.367183484,9.753771033,9.800728656,9.790939593,9.092807684,9.422959083,9.010756426,9.350843357
137,2180,SO_0047,7.201698827,7.456511541,6.713219859,7.235599063,7.354418031,7.747482256,7.575683915,7.888098632
138,2108,SO_0048,7.031222907,6.701138405,6.253027312,6.095800576,6.726052979,7.431396298,6.163405716,5.537812557
139,12110,SO_0048,6.833922673,6.725627043,6.838263256,7.245734552,5.863111553,6.361182824,6.142497756,5.966225766
140,7981,SO_0048,4.332287503,4.868223931,3.893642467,5.093565612,4.538406468,5.747028256,3.437234946,5.030132049
141,12241,SO_0049,10.1101004,10.03344933,10.15064424,10.11506853,9.860195229,9.592025526,9.614457495,9.634959175
142,11060,SO_0049,10.1947804,10.29230769,10.3013037,10.20141991,9.441427722,8.971239259,9.649739621,10.10437811
143,15108,SO_0049,,,,,,,,
144,5566,SO_0050,8.649773977,8.155547516,8.886517008,8.64437593,8.479099688,8.420567156,7.722297828,8.299724908
145,9007,SO_0050,6.509583086,6.740460506,6.946399019,6.928004612,7.037070593,6.685016851,6.755977509,7.173243675
146,3482,SO_0050,10.53298326,10.0848338,10.0150932,10.2981561,9.819910233,9.776361683,10.12155829,10.16194325
147,4940,SO_0051,11.42289609,11.5856024,11.24875429,11.80819261,10.74999017,11.14490937,10.43438755,11.49331778
148,5259,SO_0052,7.812300089,8.087895737,7.94005883,8.17813761,8.133240506,8.453863761,8.550820375,8.244157484
149,978,SO_0052,9.298822398,9.023720756,9.102846089,9.138720742,9.030978478,8.953797416,9.41551812,9.052195452
150,9343,SO_0052,8.785310656,9.074527188,8.919199664,9.274131479,8.859788295,9.604009459,9.098411474,9.225856031
151,14674,SO_0053,,,,,,,,
152,8603,SO_0053,8.299438733,7.96300661,8.46424096,7.99834575,7.61300947,7.052775921,7.092959301,7.888098632
153,9609,SO_0053,10.23562581,10.46149902,10.05674829,10.63658532,10.28368931,10.8766755,10.61035046,10.8267871
154,7384,SO_0054,11.98052578,11.82930914,11.67679195,11.78655823,12.12634767,12.20991605,11.79174302,11.82138302
155,3213,SO_0054,1.851047504,3.525985362,3.102187563,3.377786389,3.564594119,4.470886834,2.53743184,3.902713914
156,496,SO_0054,6.242943108,5.966225766,6.18773071,6.013051919,6.21711686,5.996199553,6.09975026,5.16441939
157,1422,SO_0055,10.18055459,10.14372647,10.45605314,10.60593122,10.1350123,10.13797623,9.858107892,10.39106271
158,2795,SO_0055,7.987728037,7.866431278,7.586983327,7.966976201,8.072905026,8.236105721,8.20252365,8.026975012
159,6029,SO_0055,7.677854418,7.209639818,7.536881502,7.222074014,8.10976735,7.799405508,7.359917568,6.7634664
160,11544,SO_0056,8.007134539,7.932512289,7.090314951,7.320691163,8.439910354,8.568266359,8.338543098,7.560956621
161,4130,SO_0056,10.32981778,10.42188771,10.62945943,10.65607879,10.77855491,10.43187664,9.936620095,10.78091424
162,1547,SO_0056,10.49193488,9.813511268,9.178712472,9.606787589,10.52920518,10.7849316,10.20306547,9.301968546
163,5654,SO_0057,7.216325147,6.999511076,6.916481167,7.24810906,7.351936383,7.328566137,7.569526246,7.291346885
164,11968,SO_0057,11.16723411,10.79676494,10.50775166,11.13748375,12.21561464,13.39527728,13.34072208,12.48842554
165,6851,SO_0057,7.400242279,6.939069376,7.84286339,7.383869533,8.018654361,7.71737914,8.309847513,7.413260893
166,3415,SO_0058,4.035107628,3.809326761,3.98473819,4.188866051,4.046065842,5.155592548,4.851143289,4.745862722
167,14906,SO_0058,,,,,,,,
168,5456,SO_0058,7.494008544,8.08291612,7.7470626,8.255709043,7.521259874,8.514789505,8.091536563,8.287223528
169,12898,SO_0059,9.391821687,9.50013306,9.355255564,9.472348915,9.300610823,9.571788907,9.40238671,9.632234818
170,6796,SO_0059,9.996941782,9.999982922,10.12689045,10.07320485,9.820309228,9.498264091,9.66980477,9.87760106
171,12720,SO_0059,6.089193644,5.954641351,6.424487613,6.226780717,5.933404534,5.846753515,5.383285371,5.811866039
172,6581,SO_0060,6.501644207,6.935390542,7.128191604,7.354142503,7.375205668,6.771329393,7.40344139,7.299383226
173,15507,SO_0060,,,,,,,,
174,1812,SO_0060,5.679138841,5.572332749,5.801394825,6.095800576,5.437348557,5.607896291,6.039338651,6.106309132
175,7746,SO_0061,8.872926091,8.736572334,8.53534976,8.380002657,9.503366881,9.309519847,9.467835545,8.991930302
176,3250,SO_0061,14.09925177,14.11883619,14.14052179,14.08587856,14.55582973,14.00448003,14.21175194,14.4435276
177,13762,SO_0061,7.587452221,7.588857988,7.848351454,7.855376999,7.097904432,7.383869533,7.214504946,7.173243675
178,12733,SO_0062,11.04760561,10.00222661,9.67350851,10.25046913,11.9577665,11.90534719,12.3865413,10.61868982
179,9707,SO_0062,9.904945597,9.968244331,9.482153259,9.401587013,10.2556782,10.16814762,10.64949792,10.11912805
180,13307,SO_0062,4.978155747,4.927203312,4.499072756,5.424808866,5.034265406,4.760906391,4.135996871,5.426906398
181,6449,SO_0063,8.287223528,8.767316722,8.46424096,8.720523461,8.518236626,8.983493523,9.142794098,8.876959291
182,11582,SO_0063,6.774215516,6.668713108,6.732426984,6.697233495,6.501644207,6.771329393,6.598337342,6.7634664
183,1455,SO_0063,6.441705541,6.567296408,6.818427242,7.026735099,5.23315482,5.607896291,4.990972039,5.811866039
184,3791,SO_0064,6.325649567,5.910352001,6.679749311,6.226780717,6.65132626,6.332379059,6.183394778,6.573936889
185,5190,SO_0065,7.826272815,7.781485148,7.766241525,7.602144902,8.333520468,7.908319831,8.065855695,8.176580232
186,6636,SO_0065,8.799141162,8.303011845,8.747418044,8.385675328,8.069888101,7.890000516,7.764169167,7.857322482
187,10048,SO_0065,10.15286362,10.53188742,9.913198538,9.727952998,11.4456391,11.45947344,11.97569811,11.11903457
188,7430,SO_0066,12.99624514,12.7918027,12.7782736,12.68297136,12.33319565,12.451699,11.93770269,12.06974987
189,6461,SO_0066,8.058602661,8.453606587,7.977568311,8.657610099,7.761262855,8.298007007,7.981676464,8.398023783
190,6967,SO_0066,7.942626683,8.437831657,7.942626683,8.524861477,7.247219077,7.173243675,7.275720661,7.425114155
191,11894,SO_0067,11.68782143,11.39998902,11.43633111,12.03712449,10.38240829,11.59782869,11.29200903,10.74295705
192,11993,SO_0067,8.039023916,8.564460593,8.002395244,8.536078663,7.769551118,8.113516258,7.658348094,8.410002376
193,6631,SO_0067,10.81764854,10.92566134,10.34035823,9.708739694,11.07051118,11.17865731,11.0351559,11.24404067
194,9535,SO_0068,10.02689566,9.926972892,9.677202766,9.031237009,9.742131095,9.582589644,10.00020305,9.419737182
195,7124,SO_0068,9.121178313,9.162282125,8.887754873,9.570247795,8.805906279,9.413403953,9.043079599,9.378200831
196,14373,SO_0069,,,,,,,,
197,1860,SO_0069,9.615205002,9.875586766,9.130780655,9.240091583,10.75881169,10.25239239,10.61035046,10.37029958
198,11306,SO_0069,6.574883039,6.680628571,6.213476159,6.585249939,6.718794899,7.202311226,6.928744909,7.224789187
199,5661,SO_0070,5.098837604,4.966667112,5.155592548,5.380041201,5.23315482,5.272177331,5.934142066,5.484432334
200,6930,SO_0070,9.140399399,9.020859488,8.67855746,8.692246294,9.163697795,9.549219854,8.858137627,8.84897615
201,1510,SO_0070,10.77490574,10.84687651,10.44600455,10.71265091,10.91883092,11.21982293,11.28340695,11.33999979
202,6324,SO_0071,7.325477522,7.60515819,7.390602161,7.645345931,7.474875085,7.610704702,8.314245063,7.838142662
203,13266,SO_0071,7.633361302,7.869711837,7.926780046,8.10076287,7.402642277,7.622649489,7.386566356,7.450080244
204,13109,SO_0071,14.98606508,14.64466363,14.97062077,14.52517402,14.81030586,14.51136779,13.9614062,14.82567716
205,8943,SO_0072,12.59045995,12.88944818,12.77108069,12.9735887,12.68007523,12.88573576,12.24991537,12.95012647
206,4760,SO_0072,7.86004176,8.325110363,7.705332612,8.693771387,8.010110572,8.591126336,8.335057016,8.876959291
207,13995,SO_0072,,,,,,,,
208,3072,SO_0073,8.891082318,8.868785148,8.766799297,9.071848805,8.493931999,9.238450429,8.470736664,9.08751357
209,9572,SO_0073,7.579460227,7.500994235,8.090379114,7.682690067,7.595866352,7.06831212,7.386566356,7.657901689
210,2235,SO_0073,8.497678738,8.325110363,8.173148069,8.748047327,8.337567844,8.572535879,8.377564668,8.729685752
211,11825,SO_0074,7.348344228,6.774215516,7.353866922,7.205980176,7.0191084,6.771329393,6.632364615,6.907120551
212,2261,SO_0074,6.774215516,7.077020003,6.241156202,6.734121973,7.271641637,7.571423714,8.235806643,7.614850637
213,14174,SO_0074,,,,,,,,
214,4966,SO_0075,9.261846062,9.279800054,9.112000581,8.553222743,10.12914664,10.00020305,10.17806615,10.01107924
215,13416,SO_0075,8.160125444,8.115793442,7.667247313,7.477913079,8.189919065,8.072235143,8.320604846,7.529091832
216,14692,SO_0075,,,,,,,,
217,5854,SO_0076,3.799646649,2.095274278,4.075779057,3.32480817,3.667514342,5.155592548,3.981887646,5.07496043
218,10279,SO_0076,11.35463873,11.39998902,11.46481075,11.77456332,11.11212613,11.22841686,10.54890052,11.31328363
219,7775,SO_0076,9.806530094,9.790430573,9.709332219,10.1131159,9.866439182,10.20436527,10.01744403,10.09665801
220,9734,SO_0077,7.598427579,6.600197317,8.303725407,6.836686373,7.757100799,6.534600592,7.493007821,6.48613719
221,12923,SO_0077,6.939069376,7.019803405,6.814827614,7.10872442,6.439629431,6.407592874,6.325649567,6.775450661
222,6050,SO_0077,8.307003253,8.182023718,8.604855741,8.320040666,7.913190886,7.942626683,8.065855695,7.652309938
223,13560,SO_0078,9.438116868,9.603024253,9.53955943,9.867887399,8.780397471,8.914629185,8.603697286,9.070004527
224,14266,SO_0078,,,,,,,,
225,6313,SO_0078,6.87367946,6.922068522,6.920580675,7.537366962,6.478067875,6.662050633,6.632364615,6.36611023
226,11519,SO_0079,10.88709236,10.8050035,10.94337589,10.90024446,10.7464779,10.86970497,10.89194059,10.83914502
227,1436,SO_0079,13.46989858,13.97990134,13.72940371,14.1645844,13.50603871,13.11128145,12.74291867,12.87182471
228,9276,SO_0079,10.45964332,10.65638609,10.96579808,10.92134381,10.11575946,10.64508455,9.946020402,10.48131421
229,9365,SO_0080,13.32766058,13.12438697,13.49661434,13.11794038,13.56597453,13.44625386,12.82945401,13.37400622
230,10053,SO_0080,8.918547624,9.004186411,7.800821479,8.137729586,9.098082441,9.330539642,10.23775565,9.055842669
231,1748,SO_0080,8.06501419,8.063498243,8.077585516,8.155547516,8.002922601,7.97953454,8.154282079,8.237002583
232,7596,SO_0081,10.19654881,10.52920518,10.21820797,10.27221468,10.01526747,9.698195256,9.965135472,10.14671234
233,4994,SO_0081,9.000406063,8.838279375,9.291070821,9.163226059,8.92245545,8.66562595,8.105353992,8.834136422
234,1542,SO_0081,8.675142434,9.023720756,8.643136028,9.236732678,8.306718518,9.128849187,8.681525266,9.313918395
235,1672,SO_0082,7.952488665,8.023513904,7.917113228,8.342437535,7.994461656,8.334219102,8.403892411,8.16500308
236,5564,SO_0082,7.057522066,7.127224458,7.138467683,7.325477522,7.193097822,7.099549049,7.079688812,7.283265529
237,11523,SO_0082,9.573801727,9.420263699,9.802042328,9.600296943,9.231117064,8.855804051,9.173568783,9.412213371
238,3982,SO_0083,8.689628093,8.904033573,8.843981108,8.826609272,8.841624503,8.953797416,9.023460875,8.865212473
239,1933,SO_0083,10.47163115,9.68467259,10.41675175,9.711914935,10.67233175,10.24913613,10.39769509,9.764799668
240,13769,SO_0083,2.645735662,3.04914415,2.514142436,2.890680276,3.188348692,3.26989875,2.53743184,1.77356056
241,34,SO_0084,7.22297964,6.974275518,6.299558411,6.518954112,8.055386179,7.849524757,8.117580139,7.881231016
242,57,SO_0084,6.213476159,6.100407491,6.08786862,5.262813801,6.516986316,5.607896291,6.499154322,6.730730001
243,7738,SO_0084,8.237002583,8.396419097,7.781894911,8.229511636,8.087895737,8.356261045,8.768661158,8.421356404
244,6100,SO_0085,9.293731147,9.158026759,8.901678861,8.975007116,9.390075702,9.45202318,9.032959361,8.579388084
245,797,SO_0085,7.093619632,7.438950903,7.637669135,7.764583876,6.799529383,6.643230338,6.674462469,7.019803405
246,6077,SO_0085,8.484648225,8.956885414,8.961866753,8.983226294,8.799343566,8.66562595,8.914629185,9.128849187
247,1357,SO_0086,8.840248037,8.941470604,8.877726243,8.827502698,7.942626683,7.757100799,8.154282079,8.015173209
