,index,ORF,GSM197317,GSM197321,GSM197323,GSM197324,GSM197325,GSM197327,GSM197328,GSM197329
94,5141,SO0039,-0.12744776,0.148726057,0.067647688,-0.105214699,-0.1281522,-0.374108911,-0.730213677,-0.333189125
95,10901,SO0039,0.231253819,0.120129364,0.242014226,-0.054264383,-0.237582835,-0.066058834,-0.1488199,0.111041481
96,2241,SO0040,0.031137834,0.247261322,0.297831427,0.281021953,-0.300157175,0.059870102,-0.445807469,-0.886269811
97,8001,SO0040,0.025652589,0.366168891,0.675201596,0.357057603,0.038366183,-0.03306984,0.182935158,-0.414710693
98,10881,SO0041,-0.264547062,-0.4462004,0.102831828,-0.018102087,0.106964761,-0.201445115,-0.435849837,-0.313070255
99,5121,SO0041,-0.252524687,-0.344514908,-0.075029127,-0.418884735,-0.291998102,0.362535698,-0.224812916,-0.268745621
100,10743,SO0042,0.277409161,0.329340743,0.433618947,0.319337463,-0.544263505,-0.165889283,-0.398875452,-0.50142272
101,4983,SO0042,-0.169957186,0.32789588,0.118295864,0.108774587,-0.6650523,-0.42415605,-0.864766931,-0.866736832
102,1573,SO0042F,-0.55413127,-0.461985391,-0.667060482,-0.186960865,-0.987279029,-0.544687883,0.204225056,-0.763066785
103,7333,SO0042F,-0.451495519,-0.373303413,-0.4385832,-0.418096885,-0.152836052,-0.081111043,-0.210347328,-1.022763944
104,4453,SO0044,-0.593985013,-0.76267516,-0.339815596,-0.243766629,-0.273317448,-0.120221708,-0.537649951,-0.719489968
105,10213,SO0044,-0.160256169,-0.464382006,-0.259392771,-0.222590825,-0.001795645,0.254368,-0.374793053,-0.526945416
106,7337,SO0045,-0.452266302,-0.203090811,-0.000304111,-0.196410928,-0.482344832,-0.497332941,-0.475339723,-1.675697258
107,1577,SO0045,-0.645153116,-0.205239514,-0.222469011,-0.074611533,-0.698551407,-0.674333677,-0.864729032,-0.859031525
108,4457,SO0046,-0.335183736,0.282907172,-0.075685299,-0.230320557,-0.234073863,-0.388169945,-0.575921562,-1.024915592
109,10217,SO0046,0.509593529,0.331420644,0.072116079,0.210912458,-0.079444487,-0.44477451,-0.536987321,-0.729507749
110,1557,SO0047,0.50220925,0.438795697,0.268096995,0.32473253,-0.151002949,-0.09462731,-0.233446065,-0.458299516
111,7317,SO0047,0.398011593,0.673055855,0.273593017,0.241610615,-0.039672318,-0.103376226,-0.076683591,-0.219582959
112,10197,SO0048,0.312894159,0.456241899,0.13404365,0.40649056,0.01533108,-0.134260989,0.073778285,-0.329156447
113,4437,SO0048,-0.215547579,0.385584624,0.096404652,0.156111796,-0.189228629,-0.292179204,-0.075869089,-0.667103484
114,10396,SO0049,0.976305988,0.959831749,0.688051544,1.108142361,0.114330989,0.026123303,-0.090645885,-0.630659194
115,4636,SO0049,0.551979591,0.795782012,0.475905703,0.750386146,-0.274574078,-0.226977161,-0.148822837,-0.630492456
116,1537,SO0049F,-0.877176003,-0.523328695,-0.688496611,-0.637335724,-0.819827969,-0.673400116,-0.714524475,-0.99249033
117,7297,SO0049F,-0.68796777,-0.59532721,-0.337512889,-0.62269335,-0.710800307,-0.172266913,-0.963081425,-1.150798218
118,10177,SO0050,-0.815383204,-0.28501794,0.691615564,-0.772652408,0.070436586,0.009616516,0.390888706,-0.135231466
119,4417,SO0050,-1.246151139,-0.602439712,0.18406011,-0.835598777,-0.368704525,-0.196652739,-0.140211215,-0.157722014
120,10068,SO0051,-0.382150208,0.015686779,0.549967015,0.060382462,-0.231073874,-0.258645194,-0.208925278,-0.676649333
121,4308,SO0051,-0.417834894,-0.317745847,0.676991634,-0.136051316,-0.106671099,-0.601161681,-0.1703805,-0.779824167
122,7301,SO0051F,-0.353808762,-0.504741053,-0.22331149,-0.596944844,0.256816666,-0.000450213,-0.721664386,-0.180068435
123,1541,SO0051F,-0.708278011,0.647924036,-0.569788886,-0.14740566,-0.393345814,-0.268538781,-0.788228885,-0.673936666
124,10181,SO0052,-0.193180419,-0.393907661,0.136803627,-0.262873776,-0.282285073,-0.227981527,-0.093275658,-0.287383148
125,4421,SO0052,-0.756137442,-0.448399604,0.213545112,-0.570382366,-0.499668317,-0.480439573,-0.38612492,-1.215984206
126,1521,SO0053,-0.107736654,-0.001098999,0.800823352,-0.140258871,-0.119186536,-0.04762986,0.141269038,0.104288537
127,7281,SO0053,-0.211843409,0.032064531,0.960928805,-0.140202187,0.221813568,0.190359495,0.32388156,-0.042177032
128,10161,SO0054,0.694688968,0.697502256,0.438341169,0.631139857,-0.019492276,0.116707519,-0.045551961,-0.847939332
129,4401,SO0054,0.341615327,0.51640692,0.193793687,0.578229687,-0.16998564,-0.171289175,-0.289635289,-0.582490702
130,5354,SO0055,0.231453104,0.335741238,0.568033444,0.30671604,-0.218846353,-0.059033084,-0.052417764,-0.332824574
131,11114,SO0055,0.42504111,0.529112665,0.652526291,0.510131439,-0.192051114,0.398327521,0.128153168,0.153271764
132,8054,SO0055F,0.440493445,0.146052482,0.27810942,0.190437408,-0.202629167,-0.12115755,0.210425211,0.739820519
133,2294,SO0055F,-0.322578482,0.062266955,0.218028697,-0.019377072,-0.269512945,-0.374527061,-0.151002729,-0.557410337
134,5174,SO0056,0.322630365,0.500801374,0.369771359,0.269247453,-0.499062049,-0.318954836,-0.428837763,-0.740886203
135,10934,SO0056,0.226381275,0.445884786,0.220921163,0.634140258,-0.543382976,-0.154570022,-0.484860598,-0.332981862
136,2274,SO0057,-0.318126337,-0.071365872,-0.724214593,0.047296679,-0.578375616,-0.283779276,-0.279569476,-0.863227533
137,8034,SO0057,-0.433084513,-0.406721693,0.144446416,-0.331397408,-0.274810402,-0.327089642,0.107840321,-0.890336961
138,10914,SO0058,-0.289673545,0.270841431,-0.182512865,-0.320234855,-0.40758436,-0.320959611,-0.294005132,-0.349132818
139,5154,SO0058,-0.300126428,-0.336040597,-0.059159985,-0.16503648,0.002186808,-0.607089242,-0.369656889,-0.485721777
140,8038,SO0059,0.170066501,0.072036364,0.421826698,-0.231295891,0.019644119,-0.170942039,0.412219628,-0.465701848
141,2278,SO0059,-0.010841429,-0.188796332,0.041488594,-0.781675019,-0.02626661,0.414356308,-0.033562229,-0.456273103
142,1382,SO0060,0.848807174,0.732717098,0.641105318,0.155785528,-0.433070244,-0.833623649,0.264855782,-0.031708578
143,7142,SO0060,0.427649511,1.126289889,0.816663972,0.960945256,-0.118692934,-0.102945753,-0.110292398,-0.374873554
144,5158,SO0060F,-0.073507124,-0.195016507,-0.243000976,-0.530311858,0.028656692,-0.694233045,-0.510547266,-0.144884267
145,10918,SO0060F,-0.346916119,-0.130667724,-0.193043582,-0.344213844,-0.517965806,0.05597667,-0.11114026,-0.110049473
146,2258,SO0061,-0.162535833,0.211177426,0.033700272,-0.025525244,-0.81037752,-0.672073684,-0.691606278,-1.647958156
147,8018,SO0061,0.070131591,0.238618751,0.678212758,0.265032206,-0.56810153,-0.668234552,-0.517324976,-1.518017502
148,1042,SO0062,-0.179037893,0.245751966,-0.162842614,-0.129553788,-0.76136202,-0.745724882,-0.800541361,-1.523954272
149,6802,SO0062,-0.272186823,0.170512936,0.269699513,0.141423076,-0.626750104,-0.813101668,-0.755419259,-1.392075617
150,5138,SO0063,-0.030172591,0.177857881,0.205540434,0.122332355,-0.27049737,-0.306077917,-0.242556359,-1.260782065
151,10898,SO0063,-0.218395519,0.315933154,0.557534235,0.16162324,-0.153252737,-0.135089403,-0.273678437,-0.399055586
152,1432,SO0064,-0.055297411,0.018087892,0.10947757,-0.297378553,-0.419052202,-0.488717068,0.713235374,-0.05873604
153,7192,SO0064,-0.256309103,0.309445983,0.166446971,-0.214902006,-0.584056732,-0.116934361,0.52990855,0.042271347
154,1675,SO0064F,-0.73042821,-0.405842155,-0.188708325,-0.6461214,-0.61671101,-0.625841897,-0.408356085,-0.62817437
155,7435,SO0064F,0.012045813,-0.469213736,-0.379406661,-0.113750461,-0.489133483,-0.428891073,-0.704241108,-0.491076256
156,2238,SO0065,0.017447384,0.100413381,0.118199474,-0.111570756,-1.06138758,-0.585864783,-0.702568742,-0.945110058
157,7998,SO0065,-0.062311377,0.445995344,0.100526366,0.176264158,-0.100806231,-0.442586686,-0.654697512,-0.505230995
158,10878,SO0066,0.220088993,0.377271931,0.404183579,0.251711505,0.338644027,-0.205433089,-0.324619251,0.501392754
159,5118,SO0066,0.227544255,0.635577474,0.19507727,0.544404035,-0.56538572,-0.3243322,-0.22648558,-0.765497633
160,8002,SO0067,-0.406231998,0.456806489,0.365454978,0.43323504,-0.187174538,-0.227861337,-0.330688033,-0.160946572
161,2242,SO0067,-0.039800038,0.485821942,-0.010155566,0.454669846,0.033887265,-0.195029821,-0.524483917,-0.922901085
162,4555,SO0068,0.377055011,0.247303391,0.280951365,-0.075121638,-0.083024029,-0.437911599,0.123273967,-0.272271763
163,10315,SO0068,0.432374858,0.297615393,0.771483806,0.174116491,-0.125524906,-0.099675449,-0.175644854,0.143256041
164,10882,SO0069,0.036264808,0.12426713,0.171408177,0.160726388,0.15901741,0.004122409,0.173593269,0.31906032
165,5122,SO0069,-0.050792498,0.084460466,0.014577347,-0.30709083,0.388826935,-0.033175889,0.418938268,-0.315195781
166,1574,SO0070,-0.154156333,0.174213674,-0.159763827,-0.058218704,-0.047092727,-0.033857815,0.212326422,-0.37378091
167,7334,SO0070,0.137302077,0.199008688,0.065010328,0.269771211,0.114014961,-0.087348227,0.291933813,-0.406145485
168,10214,SO0071,0.863629252,0.956724761,0.271389281,0.749170998,-0.040553126,0.225391681,-0.083547381,-0.11383171
169,4454,SO0071,0.060471666,0.875382059,0.191315487,0.228199733,-0.198589041,0.085358385,-0.102958587,-0.797770038
170,1554,SO0072,0.148416945,0.056763835,-0.016019495,0.158360546,-0.634611207,-0.343433935,-0.276738847,-0.339750109
171,7314,SO0072,0.018750046,-0.211183264,-0.08383396,0.02629871,-0.106242695,-0.16868994,0.071304086,-0.771352975
172,4434,SO0073,0.053204044,0.322252174,0.299085888,0.264036728,-0.399166291,-0.161863576,-0.203127088,-0.523172725
173,10194,SO0073,0.353423163,0.689028924,0.394166143,0.676714468,-0.080189001,0.153467278,-0.155735305,-0.432822611
174,7318,SO0074,0.425112262,0.623406905,0.469436443,0.386619674,-0.115563371,-0.167887275,-0.173503837,-0.47324991
175,1558,SO0074,0.142688565,0.685562698,0.463929134,0.46404763,-0.23667185,-0.251522382,-0.356546684,-0.465569777
176,1071,SO0075,-0.191454423,-0.045063676,-0.468752577,-0.106010782,-1.020906396,-1.172508749,-1.784451246,-2.313326416
177,6831,SO0075,-0.348417524,-0.022887213,-0.149307808,-0.183644747,-1.078038398,-1.131451662,-1.243103551,-1.695198347
178,10198,SO0075F,-0.138762345,0.367069773,-0.278779558,-0.302315294,0.006955426,-0.723951771,-0.528170984,-1.103636921
179,4438,SO0075F,-0.459626485,-0.041476182,-0.306330713,-0.429301917,-0.38273849,-0.646475581,-0.811684371,-1.567473858
180,1538,SO0076,-1.804331264,-1.495715803,-1.943989841,-1.680497347,-2.030337378,-1.90229455,-1.799048642,-1.99099574
181,7298,SO0076,-1.720823936,-1.450797312,-1.745478769,-1.532754667,-1.778775697,-1.849129572,-1.831395461,-1.953202086
182,4418,SO0077,-0.823033606,-0.546035957,-0.585442731,-0.38757379,-1.011324289,-0.966456055,-1.092406003,-1.122772004
183,10178,SO0077,-0.41193963,-0.252905115,-0.559577266,-0.248569943,-0.782465817,-0.937257736,-0.845200641,-1.807765262
184,7278,SO0078,0.244872584,0.515824152,0.529273092,0.47929643,-0.719614059,-0.798388768,-0.992068477,-1.218390532
185,1518,SO0078,-0.050826331,0.468353094,0.329476538,0.34863564,-1.209384231,-0.888722577,-0.985717334,-0.759897709
186,1679,SO0079,-0.026857686,-0.092539078,-0.214245643,-0.034837697,-1.176511311,-1.331076608,-1.027807921,-1.275067837
187,7439,SO0079,-0.027153212,0.128017023,-0.032314487,-0.086467546,-0.866481727,-0.740387987,-1.030598507,-1.446078547
188,10158,SO0080,0.086750809,0.174561253,0.178731043,0.298734507,-0.829221032,-0.971667324,-0.976610677,-1.099409923
189,4398,SO0080,-0.214825713,-0.154231353,0.124832819,-0.048218243,-1.04267791,-1.092689061,-1.070816877,-1.505014269
190,1522,SO0081,-0.026320353,0.322993362,0.310202625,0.271753694,-0.200038941,-0.333885629,-0.434577207,-1.072114019
191,7282,SO0081,0.207751515,0.046669236,0.466407858,0.337769751,-0.16041725,-0.295714207,-0.280845257,-0.539282256
192,10162,SO0082,0.42383639,0.54469966,0.163122584,0.55503385,-0.270926251,-0.116298243,-0.182088751,-0.253155832
193,4402,SO0082,-0.012785929,0.039060207,0.199324914,0.384457945,-0.248782765,-0.25860784,-0.58348142,-0.838585586
194,2295,SO0083,-0.329484575,0.484407514,0.472028611,-0.123506333,-0.372812374,-0.258504531,-0.11267372,-0.911986816
195,8055,SO0083,-0.33702053,-0.00346938,0.701983746,0.514514905,-0.233370298,-0.514917751,0.248475511,-0.641354239
196,5175,SO0084,0.050343039,0.320479282,0.146839893,0.386157932,-0.621838142,-0.640120903,-0.819413375,-1.165047441
197,10935,SO0084,0.121840135,0.54393526,0.302649264,0.555324252,-0.432680318,-0.418372754,-0.481535618,-0.679150063
198,8035,SO0085,-0.508931349,-0.239223143,0.134698611,-0.024756535,-0.62069729,-0.531047503,-0.104554666,-0.464314006
199,2275,SO0085,-0.702247511,-0.270416652,-0.016120477,-0.43500535,-0.763275957,-0.512408673,-0.797661729,-1.005568984
200,10072,SO0086,-0.416251683,0.462292805,0.198174478,-0.017974395,-0.159053842,-0.4319797,0.690875253,0.545543898
201,4312,SO0086,-0.324778868,0.454841156,-0.045798173,-0.166347431,-0.109811882,0.018904593,1.152282964,0.24590273
202,5155,SO0087,-0.321125632,0.170072464,0.116493995,-0.1312001,-0.466631997,-0.115154829,-0.782678302,-0.450504942
203,10915,SO0087,0.139939652,0.018440606,0.147499783,0.191692053,0.015604997,-0.33854403,-0.082511567,-0.483497374
204,10319,SO0088,0.746491945,0.941683883,0.770348277,0.923132214,-0.231137953,-0.170971795,-0.080242252,-0.752367558
205,4559,SO0088,0.451525297,0.539471617,0.273791806,0.650181621,-0.551603851,-0.430766269,-0.31743905,-0.145526966
206,7481,SO0089,0.416110496,0.634108321,0.041815719,0.090514522,0.125246051,0.064330769,-0.206614716,-0.660537438
207,1721,SO0089,-0.15759859,0.365066761,-0.307023285,0.271342401,-0.04410598,-0.058147879,-0.590777056,-0.696948249
208,2279,SO0090,0.995224121,2.08255975,1.683634931,1.4519262,1.273113252,1.051943955,1.199472894,0.948485882
209,8039,SO0090,0.821644083,1.382798737,1.679852381,0.976076941,1.611346353,1.456135259,1.38515457,2.056924255
210,1659,SO0091,-0.728327504,-0.545834903,-0.581918451,-0.613992841,-1.268235689,-1.424672999,-1.329018762,-1.346229257
211,7419,SO0091,-0.606786162,-0.307886096,-0.319246545,-0.654723075,-1.239796909,-1.042427937,-1.121670526,-1.501004863
212,5159,SO0092,0.179159611,0.055064069,-0.398870708,0.007052895,-1.647966994,-1.679025866,-1.666202975,-2.224373873
213,10919,SO0092,-0.015849458,0.346112064,0.024153632,0.298048525,-1.749177793,-1.523448152,-1.287746181,-2.088799832
214,8019,SO0093,-0.207108805,-0.129283456,0.235487268,-0.050029131,-0.179413266,-0.47375801,-0.393440754,-0.91685504
215,2259,SO0093,-0.375130129,-0.183751246,-0.164969089,-0.18881644,-0.227542338,-0.408614931,-0.583530884,-0.995644705
216,7172,SO0094,-0.010777093,0.279415757,0.362751688,-0.125313923,-0.038710214,-0.148572039,0.311352632,-0.140289331
217,1412,SO0094,-0.359537331,0.210273821,0.47580571,-0.022428971,-0.439872473,-0.413916759,0.273579908,-0.003993061
218,4539,SO0094F,-0.699155254,-0.704348747,-0.87258986,-0.420203973,0.081481907,-0.219589485,-0.305487214,-0.484051526
