,GENE,GSM282000,GSM282001,GSM282002
2619,SO1193,0.373404252,0.365632242,-0.029390934
2620,SO1193F,0.585629529,0.827963289,0.674288887
2621,SO1193F,0.708951018,0.975092569,0.530929794
2622,SO1194,0.252124424,0.414920628,-0.085184964
2623,SO1194,0.244674611,0.418703798,-0.008402345
2624,SO1195,-0.653508929,-0.675852424,-0.891622957
2625,SO1195,-0.654517029,-0.734687763,-0.946875583
2626,SO1195F,-1.008516362,-0.748180304,-0.980440661
2627,SO1195F,-0.51380447,-0.65790505,-0.766354201
2628,SO1196,0.684268557,0.596397013,0.10732668
2629,SO1196,0.654134005,0.510987995,0.449895826
2630,SO1197,-0.449243156,-0.61613411,-0.297990016
2631,SO1197,-0.001938223,-0.221744083,0.185931388
2632,SO1198,1.739815888,1.522634036,1.430825136
2633,SO1198,1.618251706,1.639962124,1.003416101
2634,SO1199,1.314717475,1.350833925,1.288377627
2635,SO1199,1.608682652,1.451600238,1.152808353
2636,SO1200,1.25103868,1.085513406,1.057032135
2637,SO1200,1.438612658,0.825573154,0.792210066
2638,SO1201,0.868937215,0.951062103,0.713990192
2639,SO1201,0.928217357,0.786630232,0.510067538
2640,SO1201F,0.316302103,0.424028431,-0.212192871
2641,SO1201F,-0.071268994,0.254210709,-0.190385111
2642,SO1202,1.008593542,1.180933304,0.794398681
2643,SO1202,1.081612508,1.110614909,0.30003537
2644,SO1203,1.261642639,0.841492896,0.963696276
2645,SO1203,1.136950665,1.032747414,0.843601806
2646,SO1204,0.372327252,0.185933112,-0.447218008
2647,SO1204,0.336416705,0.38095636,-0.097283438
2648,SO1205,0.37743709,0.115411109,-0.144191636
2649,SO1205,0.281396081,0.177306993,-0.024537793
2650,SO1206,0.589509204,0.87578507,0.545245509
2651,SO1206,0.749317302,0.681576812,-0.175401954
2652,SO1207,1.126975936,1.195366823,0.952714651
2653,SO1207,1.05518401,0.985715338,0.850944294
2654,SO1207F,0.791941459,0.793081212,0.275812165
2655,SO1207F,0.73979498,0.710810118,0.409466336
2656,SO1208,0.495315335,0.757769676,0.304203027
2657,SO1208,0.363251675,0.49422725,-0.252508447
2658,SO1209,0.656199428,0.637528186,-0.00346725
2659,SO1209,0.342993197,0.441960421,0.365874969
2660,SO1210,0.046573394,0.138435394,-0.279314535
2661,SO1210,-0.02671223,0.146611809,0.196583297
2662,SO1211,1.388394581,1.665121367,1.084104002
2663,SO1211,1.404549277,1.7217864,1.134931932
2664,SO1212,-0.699671844,-0.339571509,-1.271252075
2665,SO1212,-0.458031484,-0.719408333,-1.203132935
2666,SO1213,0.237484113,0.181173624,0.141245404
2667,SO1213,0.224394268,0.412192286,-0.021927349
2668,SO1214,0.54673354,0.824257115,0.485416483
2669,SO1214,0.740887065,0.209730761,-0.100317162
2670,SO1215,0.373519363,0.350126216,-0.044219327
2671,SO1215,0.230623365,0.277564751,-0.304469729
2672,SO1216,-0.645397376,-0.351956975,-1.580386092
2673,SO1216,-0.050534807,-0.278590608,-0.611610067
2674,SO1217,0.640376589,0.61642744,0.309010356
2675,SO1217,0.692731334,0.658730364,-0.520495713
2676,SO1218,-0.042440407,0.183492231,0.149716986
2677,SO1218,0.131873572,0.342440612,0.115124678
2678,SO1219,0.113469306,0.096194807,-0.969362626
2679,SO1219,0.01218899,-0.048987736,-0.064380384
2680,SO1220,-0.209235279,-0.031777847,-0.67105469
2681,SO1220,-0.299714831,-0.052098302,-0.724320712
2682,SO1220F,-0.700817925,-0.283417033,-0.881753488
2683,SO1220F,-0.884487549,-0.731476221,-1.300643359
2684,SO1221,0.188278146,0.179432188,-0.278139536
2685,SO1221,-0.124454464,0.052783167,-0.11850054
2686,SO1222,0.268835677,0.490135399,0.073341241
2687,SO1222,0.096882464,0.201467975,-0.199954499
2688,SO1223,0.973871141,0.377778627,-0.46307732
2689,SO1223,0.660291239,0.558214747,0.236881256
2690,SO1224,-0.477815903,-0.329194669,-0.672060153
2691,SO1224,-0.174960286,-0.161802055,-0.228693367
2692,SO1225,0.731975539,0.65968079,-0.250697189
2693,SO1225,0.292695285,0.756055885,0.482231975
2694,SO1226,0.281612294,0.300210771,-0.6213642
2695,SO1226,0.162364233,0.177959935,-0.188368918
2696,SO1227,-0.359990417,-0.445968058,-0.655003096
2697,SO1227,-0.246039794,-0.416534011,-0.846648053
2698,SO1228,0.218343366,0.716970221,0.103187594
2699,SO1228,0.465396031,0.409388067,0.011612275
2700,SO1229,0.313308966,0.421710099,-0.009105236
2701,SO1229,0.346981651,0.256860944,-0.22358012
2702,SO1230,0.50425753,0.542375604,-0.281094029
2703,SO1230,0.564260455,0.755288991,0.120271606
2704,SO1231,-0.106818008,0.247364376,-0.434324559
2705,SO1231,0.085255956,-0.11057234,-0.539668934
2706,SO1232,0.300838446,0.693476323,-0.393136067
2707,SO1232,0.448736394,0.560037047,0.212270316
2708,SO1233,-0.244505102,-0.586512251,-1.207242287
2709,SO1233,-0.135127464,-0.395072251,-0.759457033
2710,SO1234,-0.416494177,-0.172169098,-2.022292458
2711,SO1234,-0.726063226,-0.912204052,-1.179125287
2712,SO1235,-0.725958102,-0.647639265,-0.7950169
2713,SO1235,-0.079601445,-0.405005768,-1.099609925
2714,SO1235F,-0.314440604,-0.412907467,-0.997169243
2715,SO1235F,0.175748419,-0.019814396,-1.22303937
2716,SO1236,0.743929734,1.205790767,1.076935681
2717,SO1236,1.394596414,1.484063859,1.104940867
2718,SO1237,0.403349855,0.321417824,0.171860883
2719,SO1237,0.394683227,0.198541649,-0.080832682
2720,SO1238,0.697586829,0.66953968,0.253757126
2721,SO1238,0.649399482,0.988386985,0.370036057
2722,SO1239,-0.07184236,-0.302068726,-1.263020706
2723,SO1239,-0.204708682,-0.383887814,-1.086431739
2724,SO1240,-1.285613534,-0.26563992,-1.333691255
2725,SO1240,-1.189939233,-0.902481311,-1.029015837
2726,SO1240F,-0.887802624,-0.671323967,-1.375684929
2727,SO1240F,-0.412459578,-0.582760789,-1.777435732
2728,SO1241,-0.861401594,-0.805808142,-1.992065349
2729,SO1241,-0.72313495,-0.90703175,-1.242611317
2730,SO1242,-0.016034049,0.148379012,-0.403498432
2731,SO1242,0.151088455,0.237305072,-0.261022039
2732,SO1243,0.640173452,-0.49325191,-1.580899871
2733,SO1243,-0.526198712,-0.820600265,-1.524481538
2734,SO1243F,-0.416655917,-0.722198611,-1.137767451
2735,SO1243F,-0.67564071,-0.887290163,-2.782389428
2736,SO1245,0.860249304,0.799954555,0.22824498
2737,SO1245,1.016351001,1.095794763,0.568101038
2738,SO1246,0.445218112,0.279606192,-0.633531259
2739,SO1246,0.120077308,0.32333585,-0.937883933
2740,SO1247,0.299583775,0.196912407,-0.646248423
2741,SO1247,0.297239253,0.241700592,-0.176424199
2742,SO1248,0.897279208,0.762222008,0.352842228
2743,SO1248,1.035624831,0.770638912,-0.651684366
2744,SO1249,0.856125008,0.71032579,0.252501748
2745,SO1249,0.976517315,1.098017779,0.726209803
2746,SO1250,0.788914796,1.067870028,0.745475496
2747,SO1250,1.260834587,1.184497423,0.386457175
2748,SO1251,-0.382045726,0.01784594,-1.151984942
2749,SO1251,-0.429615195,-0.366210006,-0.777328851
2750,SO1252,0.531084439,0.654729849,-0.267838305
2751,SO1252,0.527631095,0.540543596,0.359929823
2752,SO1253,-1.136577799,-0.050914665,-1.154791855
2753,SO1253,-0.598929642,-0.566663739,-2.814556196
2754,SO1254,0.493499715,0.165957175,-0.319413395
2755,SO1254,-0.08852794,0.245193095,-0.401128271
2756,SO1255,0.038917132,0.167106379,-0.106453965
2757,SO1255,0.200070823,0.268982301,-0.620623297
2758,SO1256,0.389729472,0.35747314,-0.223863777
2759,SO1256,0.034781207,0.117130088,-0.511153491
2760,SO1257,-0.421759045,-0.27460803,-0.931971457
2761,SO1257,0.02013372,0.465630022,-0.999875531
2762,SO1257F,-0.9740193,-0.922291425,-1.546571437
2763,SO1257F,-1.174764302,-0.945733021,-2.068654495
2764,SO1258,1.538880742,1.787300675,1.408245577
2765,SO1258,1.641135136,1.517093559,0.865736098
2766,SO1259,0.488508548,0.298013349,0.089027428
2767,SO1259,0.537320469,0.660450434,0.039922262
2768,SO1260,-0.07814564,0.107193533,-0.721546459
2769,SO1260,0.124251841,0.243475875,-0.254217977
2770,SO1261,0.970118601,0.432532013,0.189248563
2771,SO1261,0.753611633,0.374621356,0.113334903
2772,SO1261F,0.249762595,0.087781965,-0.024216175
2773,SO1261F,0.135212045,0.273823589,-0.212413655
2774,SO1261F,1.072265143,1.046777372,0.570220059
2775,SO1261F,1.085138328,1.057479961,0.723621905
2776,SO1262,-0.101822119,0.465584049,-0.047260862
2777,SO1262,0.367862373,0.242479619,-0.412982501
2778,SO1264,0.304990136,0.28731257,-0.118835506
2779,SO1264,0.252950911,0.078762498,-0.022368903
2780,SO1265,0.540107598,0.362864631,-0.053454421
2781,SO1265,0.485523985,0.465868518,0.313936
2782,SO1266,-0.938176969,-1.196139664,-1.601351386
2783,SO1266,-0.820090289,-0.842634532,-1.888409348
2784,SO1267,0.161773304,0.135204302,-0.576866793
2785,SO1267,0.017110591,-0.069076384,-0.198623649
2786,SO1268,0.145440634,-0.003762539,-0.375678588
2787,SO1268,-0.035212522,-0.043144719,-0.784523925
2788,SO1270,1.391202507,1.189219425,0.920886823
2789,SO1270,1.234722414,0.882029294,0.659650325
2790,SO1271,1.126128901,1.345111887,0.796399403
2791,SO1271,1.219037117,1.383748517,0.716995079
2792,SO1272,1.259116013,1.403833013,0.940649766
2793,SO1272,0.991008101,1.619253628,0.93491198
2794,SO1273,-0.362648371,-0.455658548,-1.57258512
2795,SO1273,-0.468507778,-0.525256845,-0.37652871
2796,SO1274,-0.398321252,-0.365645111,-0.445873444
2797,SO1274,-0.38852262,-0.469059746,-0.608631268
2798,SO1274F,-0.646221826,-0.480056825,-0.573088392
2799,SO1274F,-0.2767614,-0.273555905,-0.680380866
2800,SO1276,1.15637652,1.029803654,0.331479705
2801,SO1276,1.195674783,1.012967828,0.771492195
2802,SO1277,0.806540104,0.872772438,0.515692396
2803,SO1277,0.627742991,0.867497942,0.529654512
2804,SO1278,0.363541906,0.308727506,0.118473357
2805,SO1278,0.165766217,0.209385449,0.239445853
2806,SO1279,-0.481116909,-0.392316816,-1.211820195
2807,SO1279,-0.588435159,-0.441758778,-0.863956926
2808,SO1280,1.536879021,-0.104063861,0.946998068
2809,SO1280,1.18557536,1.419616566,0.861863256
2810,SO1281,-0.056962534,-0.174009722,-0.197026816
2811,SO1281,0.15853755,-0.021789326,-0.319316984
2812,SO1283,-0.794533965,-0.309698304,-1.270930061
2813,SO1283,-1.032255351,-0.564567492,-1.021270107
2814,SO1284,1.50221421,1.578100828,0.759592006
2815,SO1284,1.364151251,1.155845436,1.339917861
2816,SO1285,0.657289309,0.244942268,-0.635788667
2817,SO1285,-0.01664606,0.042568107,-0.101061262
2818,SO1285F,0.262945177,0.69074887,0.087408197
2819,SO1285F,0.628024191,0.857505521,-0.187531227
2820,SO1286,1.538263461,1.550624488,1.359613294
2821,SO1286,1.346348801,1.373937379,1.478902282
2822,SO1287,0.847601621,0.642730886,-0.423702687
2823,SO1287,0.504549102,0.95458157,0.535879505
2824,SO1288,0.272399558,-0.510094601,-0.435596637
2825,SO1288,0.232411413,-0.050475727,-0.421417817
2826,SO1289,0.627465285,0.644548433,-0.116113638
2827,SO1289,0.435227601,0.747154778,0.165019273
2828,SO1290,0.297751362,0.131093613,-0.217898987
2829,SO1290,0.379965644,0.371819833,-0.179334129
2830,SO1291,0.091860149,0.558915007,-0.991943984
2831,SO1291,0.097711116,0.126420361,-0.475110109
2832,SO1292,1.292216619,1.374296646,1.018513081
2833,SO1292,1.134752951,1.225294836,1.011088384
2834,SO1293,0.564601496,1.00729694,0.261437045
2835,SO1293,0.548787604,0.611424134,0.191546544
2836,SO1294,0.511688216,0.636325468,-0.567972399
2837,SO1294,0.406563853,0.585620686,0.002626411
2838,SO1295,-0.568760845,-0.657066877,-0.90736996
2839,SO1295,-0.892482339,-0.745199216,-1.045776235
2840,SO1296,0.333980261,0.273664307,-0.012391106
2841,SO1296,0.48414453,0.304254102,-0.063689587
2842,SO1297,2.051839026,1.879627331,1.394961793
2843,SO1297,1.87637971,1.781787723,1.544942445
2844,SO1298,0.761885917,1.094472622,0.593165769
2845,SO1298,0.923930416,0.717208374,0.29602323
2846,SO1299,0.568760652,0.453440189,-0.128787291
2847,SO1299,0.43250544,0.4439136,0.104577702
2848,SO1300,1.023688901,0.998019907,0.252920663
2849,SO1300,1.303242507,1.094924612,0.727507029
2850,SO1301,0.386886855,0.616258565,0.15130472
2851,SO1301,0.39627362,0.454652806,0.045527154
2852,SO1302,0.183218592,0.168071719,-0.339123496
2853,SO1302,0.206579172,0.34588183,-0.19797178
2854,SO1303,0.608009231,0.919913268,0.544186675
2855,SO1303,0.630035999,0.015178074,0.409211048
2856,SO1304,-0.016328425,-0.169608337,-0.785917366
2857,SO1304,-0.387058382,-0.034395536,-0.930670528
2858,SO1304F,-0.15664083,0.044122761,-0.667853694
2859,SO1304F,-0.431485986,-0.373870781,-1.668370285
2860,SO1305,0.075970216,-0.054848203,-0.380890687
2861,SO1305,-0.04326319,0.071892636,-0.242804109
2862,SO1306,0.588146998,0.358884105,0.115679702
2863,SO1306,0.642481835,0.509770799,0.083912628
2864,SO1306F,-0.092315547,-0.252120899,-0.618605108
2865,SO1306F,-0.012091908,0.005689014,-0.61472655
2866,SO1307,-0.028811866,0.003253496,-0.423161773
2867,SO1307,0.01992409,0.114510018,-0.684616068
2868,SO1308,-0.714704409,-0.234446268,-0.982131824
2869,SO1308,-0.121357135,-0.119433527,-1.836883784
2870,SO1309,-0.172035713,-0.059195143,-0.762372743
2871,SO1309,-0.510365105,0.056795611,-0.856499482
2872,SO1310,-0.230202748,0.064874838,-1.624872538
2873,SO1310,-0.169229268,0.324573612,-1.184811066
2874,SO1311,-0.637277512,-0.26197927,-0.534018986
2875,SO1311,-0.768101485,-0.465603134,-0.896191292
2876,SO1311F,-0.534523263,0.279294476,-1.293557696
2877,SO1311F,-0.135851436,-0.07255331,-0.663833692
2878,SO1311F,-1.009387578,-0.248327598,-0.961365668
2879,SO1311F,-0.801009327,0.180024243,-0.617634265
2880,SO1312,-0.39641735,-0.217592728,-0.911177642
2881,SO1312,-0.597181581,-0.40115498,-1.639883576
2882,SO1313,0.726551817,0.489682877,0.104624107
2883,SO1313,0.453176066,0.570883648,-0.199607969
2884,SO1314,0.126022219,0.161814972,-0.284314293
2885,SO1314,0.084584079,-0.075896155,-0.351030619
2886,SO1315,0.739470418,0.943738889,0.182792328
2887,SO1315,1.090290119,0.995304428,0.43081518
2888,SO1317,-1.312305562,-1.312604863,-1.767478203
2889,SO1317,-1.227826424,-1.330303281,-1.665332842
2890,SO1318,1.711060354,1.428565078,1.29037419
2891,SO1318,1.416906519,1.485667632,0.79410605
2892,SO1318F,0.539757037,0.241141276,-1.131467124
2893,SO1318F,0.543981759,0.346895563,-0.093749087
2894,SO1319,0.324547294,0.662982737,0.090756203
2895,SO1319,0.188326538,0.366987898,-0.642111022
2896,SO1319F,-0.489811251,0.077094562,-1.014931099
2897,SO1319F,-0.678565562,0.080127748,-0.959767073
2898,SO1320,-0.05334779,0.45731564,-0.103431456
2899,SO1320,0.304073285,0.538239923,-0.18154337
2900,SO1320F,0.151808727,0.40434428,-0.852156277
2901,SO1320F,0.413723392,0.166816995,-0.128235683
2902,SO1321,0.361811921,0.530168166,-0.008352549
2903,SO1321,-0.077454979,-0.603892131,-0.141358878
2904,SO1322,0.749311907,0.787910756,0.835885789
2905,SO1322,0.453865784,0.27016109,0.174019468
2906,SO1323,-0.30016747,-0.324719708,-0.778757603
2907,SO1323,-0.144607646,-0.294086871,-0.11689445
2908,SO1324,0.155657615,0.129913465,-0.273932264
2909,SO1324,-0.214576306,-0.911277237,-0.048868024
2910,SO1325,0.893003807,0.924084441,0.469141334
2911,SO1325,0.258494009,0.036525565,-0.042918171
2912,SO1326,0.349314071,0.261712898,-0.464532731
2913,SO1326,-0.021636199,0.133034315,-0.277055944
2914,SO1326F,-0.244896027,-0.948011208,-0.255605246
2915,SO1326F,0.016150134,-0.197774938,-0.48819255
2916,SO1327,-0.476181379,-0.411941583,-0.5532564
2917,SO1327,-0.305587985,-0.484814001,-0.535690045
2918,SO1328,0.485095218,0.579946138,0.101857165
2919,SO1328,0.620942082,0.84140921,0.428193059
2920,SO1329,0.720847671,-0.880724662,0.376967559
2921,SO1329,0.837401418,0.881569895,0.543158115
2922,SO1330,0.016885576,-0.187988946,-0.032936404
2923,SO1330,0.508430538,0.506906517,-0.471912844
2924,SO1331,0.282721753,0.025890779,-0.179880108
2925,SO1331,-0.003439652,-0.121291886,-0.224890117
2926,SO1331F,-0.167144422,0.040362286,-0.077722444
2927,SO1331F,-0.701366787,-0.505807318,-0.800476696
2928,SO1332,0.681223808,0.252850865,0.423073517
2929,SO1332,0.717871337,0.699442957,0.251929783
2930,SO1333,1.27179521,1.059370433,0.261962339
2931,SO1333,1.468946121,1.573238788,1.143092819
2932,SO1334,1.168915361,1.226277145,0.825468722
2933,SO1334,1.013157965,1.134529122,0.735125912
2934,SO1334F,1.262132809,1.341475878,0.862878659
2935,SO1334F,1.09648564,-1.037183288,0.819393267
2936,SO1335,1.648248308,1.530769722,1.191735424
2937,SO1335,1.680950218,1.703996445,0.865106589
2938,SO1336,0.501606751,0.638197186,-0.186939112
2939,SO1336,0.481646588,0.569018101,0.042419746
2940,SO1337,-0.11839493,-0.259050108,-0.533708586
2941,SO1337,-0.300576267,-0.208590417,-0.680211706
2942,SO1338,0.04329998,-0.05011098,-0.355550187
2943,SO1338,-0.004336728,-0.22204515,-0.662008638
2944,SO1339,-0.046477761,0.16742364,-0.703971713
2945,SO1339,-0.229505615,0.236880879,-0.74323487
2946,SO1340,1.080584669,1.505768415,0.636361474
2947,SO1340,1.281470321,1.609794617,0.874509291
2948,SO1340F,0.086798093,0.510862123,-0.926578553
2949,SO1340F,0.781026919,0.390493523,-0.643536918
2950,SO1341,0.639764824,0.827507348,-0.021173165
2951,SO1341,0.823664587,0.748840747,0.200938076
2952,SO1342,-0.441138337,-0.615383848,-1.538175298
2953,SO1342,-0.752531404,-0.226344396,-1.214260913
2954,SO1343,-0.046459645,-0.0540459,-0.287327492
2955,SO1343,-0.314256218,-0.257098526,-0.343916479
2956,SO1343F,-0.525725717,-0.110014014,-0.830031622
2957,SO1343F,-0.241302803,-0.257512795,-0.672357137
2958,SO1344,0.630320029,0.482434951,0.160855828
2959,SO1344,0.418321991,0.220204959,-0.080223081
2960,SO1345,0.688438979,0.575194938,0.237780512
2961,SO1345,0.62375919,0.578255696,-0.036186426
2962,SO1346,1.265839584,1.346822256,0.615197974
2963,SO1346,1.713882467,1.729041821,1.300057383
2964,SO1347,1.023195107,1.202470969,0.633713581
2965,SO1347,1.272048376,1.217808847,0.686153662
2966,SO1348,0.542187089,0.397848711,0.281797039
2967,SO1348,0.128853664,0.243303682,-0.472024704
2968,SO1349,0.478044373,0.618641884,0.325789104
2969,SO1349,0.418230516,0.310986293,0.487163224
2970,SO1349F,0.62283402,0.71388251,0.377397502
2971,SO1349F,0.652491845,-0.83655794,0.36183193
2972,SO1350,0.570077424,0.603013492,0.235875655
2973,SO1350,0.256635844,0.099135284,-0.429868392
2974,SO1351,0.009744604,0.260128389,-0.434632523
2975,SO1351,0.425136175,0.345095406,-0.13844148
2976,SO1351F,0.585653852,-0.453635551,0.334099663
2977,SO1351F,0.8382593,0.879295671,0.207589771
2978,SO1352,-0.711644171,-0.489456152,-1.142756561
2979,SO1352,-0.099518879,-0.188761371,-0.640980934
2980,SO1353,0.038461408,0.18058705,-0.502055887
2981,SO1353,-0.022983461,0.070143846,-0.365156462
2982,SO1353F,-0.897491343,-0.498227414,-1.053012293
2983,SO1353F,-0.712234011,-1.051551229,-1.724750657
2984,SO1354,1.122314792,1.364322408,1.038474031
2985,SO1354,1.1356354,0.686121723,0.24341525
2986,SO1355,1.378610545,0.699869976,1.049103064
2987,SO1355,1.230865418,0.720328368,0.999167601
2988,SO1355F,-0.725442351,-1.124318024,-1.106961031
2989,SO1355F,-0.726883392,-0.1779065,-0.762421932
2990,SO1356,1.396533864,1.394280037,0.891666305
2991,SO1356,0.944086187,0.274142771,-0.239280039
2992,SO1357,1.646518774,1.697150813,1.58120049
2993,SO1357,1.841741129,1.829955929,1.561572175
2994,SO1357F,0.339773786,0.558459485,0.106982066
2995,SO1357F,0.284465818,-0.505295491,0.310381953
2996,SO1358,1.665570838,1.498426253,1.215486292
2997,SO1358,1.236401628,1.105092986,0.79538759
2998,SO1359,1.557809416,0.346837975,1.300437861
2999,SO1359,1.483908424,1.595729374,1.217068822
3000,SO1360,1.025889093,0.795093574,0.16500071
3001,SO1360,0.608400017,0.973782587,0.537153214
3002,SO1361,1.461957135,1.309692484,0.221129833
3003,SO1361,1.232498557,1.350480618,0.80999199
3004,SO1362,1.049964974,1.145984019,0.394649011
3005,SO1362,1.213403397,1.331197872,0.891097932
3006,SO1363,0.667230083,0.901634716,0.604890628
3007,SO1363,0.733432568,0.950613599,-0.279449512
3008,SO1364,0.661418358,0.706752921,-0.029802323
3009,SO1364,0.985182477,0.944004738,0.235359832
3010,SO1365,-0.351846379,-0.185942138,-0.803563135
3011,SO1365,-0.432884273,-0.626354122,-0.787744074
3012,SO1366,0.313432979,0.140156664,-0.286507727
3013,SO1366,0.111802186,0.061704327,-0.447611096
3014,SO1367,1.001919207,0.934038532,0.241817035
3015,SO1367,0.589675506,0.802955643,0.096779642
3016,SO1368,0.505848273,0.482980056,-0.236599996
3017,SO1368,0.734236803,0.696331485,0.222540302
3018,SO1369,-0.209955908,-0.013037059,-0.573620577
3019,SO1369,-0.221058402,-0.128180373,-0.399759071
3020,SO1370,0.095690137,0.263328683,-0.243191703
3021,SO1370,0.305017276,0.155419052,-0.355488783
3022,SO1371,0.056851337,-0.072525877,-0.592286126
3023,SO1371,0.435772671,0.146695378,-0.384240144
3024,SO1372,0.459021178,0.472218437,-0.245305353
3025,SO1372,0.305097183,0.577427285,0.3559523
3026,SO1373,-0.049232348,0.988473714,0.633853379
3027,SO1373,0.110360878,0.908907423,0.396821591
3028,SO1374,0.49788565,0.464887828,0.005757789
3029,SO1374,0.469691026,0.526718243,-0.366553627
3030,SO1375,-0.168549022,0.044931802,-0.57465096
3031,SO1375,-0.332870155,-0.235461744,-0.492392703
3032,SO1375F,-1.117615526,-1.01937544,-1.582030152
3033,SO1375F,-1.3057593,-1.202719921,-2.291916806
3034,SO1376,0.029931543,0.007826364,-0.375686187
3035,SO1376,0.270811521,0.400578581,-0.47618237
3036,SO1377,1.232404004,1.487114481,0.862857407
3037,SO1377,0.952869751,0.243288001,-0.266911978
3038,SO1378,0.408697186,-1.230961878,0.576431664
3039,SO1378,0.522370559,0.508549611,0.212983134
3040,SO1379,-0.614841392,-0.268424215,-1.095621349
3041,SO1379,-0.989934136,-0.311021491,-1.478311134
3042,SO1380,0.650148106,0.823073324,0.484955531
3043,SO1380,0.690361819,-0.912433935,0.400926142
3044,SO1381,-0.96511397,-0.884631814,-1.565733624
3045,SO1381,-0.420823514,-0.344358464,-0.946263569
3046,SO1382,-0.245810342,-0.238041567,-0.426761419
3047,SO1382,-0.720830533,-0.972183627,-0.725904876
3048,SO1383,0.864333684,0.80999582,0.428953073
3049,SO1383,0.800323146,0.78051364,0.550722417
3050,SO1383F,-1.446457745,-1.410649099,-1.817896338
3051,SO1383F,-1.432157098,-1.500419787,-1.51647175
3052,SO1384,-0.951080341,-1.207289662,-1.602276676
3053,SO1384,-1.256885474,-1.771125752,-1.836290691
3054,SO1385,0.185766308,0.256570501,-0.07210617
3055,SO1385,0.475275417,-0.806355337,-0.201689031
3056,SO1386,-0.979251783,-1.161764163,-2.829065486
3057,SO1386,-1.031940323,-1.116504283,-1.525802417
3058,SO1387,-0.194150715,-0.236235952,-0.423063645
3059,SO1387,0.007253063,-0.169075986,-0.503310948
3060,SO1387F,-1.143214444,-1.310052279,-1.469768456
3061,SO1387F,-0.315833622,-0.31878722,-1.66332343
3062,SO1387F,-0.096075178,-0.660729899,-1.223822364
3063,SO1387F,-0.12987951,-0.923091644,-0.717301451
3064,SO1388,1.06148315,-0.877128068,0.847596049
3065,SO1388,1.016253238,1.109038236,0.845963391
3066,SO1389,-0.155849702,-0.085504384,-0.166070841
3067,SO1389,-0.066732401,0.35464615,0.007004367
3068,SO1389F,1.059741248,0.68749624,0.580234086
3069,SO1389F,0.258044893,-0.082877403,-0.395195934
3070,SO1390,-0.228667981,-0.124430556,-0.699352091
3071,SO1390,-0.206020344,-0.921593525,-0.50673866
3072,SO1391,0.24506868,0.370667178,-0.13847243
3073,SO1391,-0.459105701,0.209826487,-1.084857825
3074,SO1392,-0.239471102,-0.515840336,-0.488576774
3075,SO1392,-0.028322698,-0.170344523,-0.359410851
3076,SO1392F,0.703619694,0.71624471,0.005501539
3077,SO1392F,0.257709646,0.728120422,-0.069793287
3078,SO1393,-0.199144348,0.172023625,-1.369952127
3079,SO1393,-0.114216262,0.212654765,-0.614457875
3080,SO1395,0.388132802,0.410984857,-0.27827917
3081,SO1395,0.325072008,0.591587516,-0.209366861
3082,SO1396,0.23880238,0.306969024,-0.121851195
3083,SO1396,0.452877818,0.456825221,-0.192056561
3084,SO1396F,-0.945979358,-1.069168655,-2.425300194
3085,SO1396F,-0.922727523,-0.913509051,-1.352738986
3086,SO1397,-0.467641721,-0.016391653,-1.197891354
3087,SO1397,0.221543702,-0.294391299,-0.898734014
3088,SO1398,-0.686155749,-1.071123427,-1.574691228
3089,SO1398,-0.847245202,-0.738058934,-1.508357624
3090,SO1398F,-0.999938255,-1.891691686,-1.622986664
3091,SO1398F,-0.304251251,-0.282043697,-1.542458034
3092,SO1399,-0.14341185,0.066171946,-0.248894772
3093,SO1399,0.154859985,-0.308078232,-0.689559436
3094,SO1399F,-0.876037286,-0.288253391,-1.33355964
3095,SO1399F,-0.179265792,-0.080226422,-0.798136507
3096,SO1400,-0.222850181,-0.533284984,-0.936917012
3097,SO1400,-0.243436058,-0.282053939,-0.376766635
3098,SO1401,0.718653471,0.714796148,0.284121727
3099,SO1401,0.503744348,0.63492011,-0.314914909
3100,SO1402,-0.027225151,0.138257904,-0.686996703
3101,SO1402,0.282408971,0.26729402,-0.200610922
3102,SO1403,-0.194653502,-0.140093741,-0.601024541
3103,SO1403,0.339073423,0.344521789,-0.33008974
3104,SO1404,0.521409352,0.643504684,-0.49885138
3105,SO1404,0.630475217,0.57223891,0.192122612
3106,SO1404F,-0.990742935,-0.832555521,-1.331033012
3107,SO1404F,-0.452867936,0.254131121,-1.048151438
3108,SO1405,0.004178102,0.291552336,-0.362224702
3109,SO1405,-0.417949304,-0.809385641,-0.88318406
3110,SO1406,-0.718379325,-1.485933325,-0.503247949
3111,SO1406,-0.238891526,-0.419518899,-1.210372147
3112,SO1407,-0.051049186,0.07996406,-0.611027134
3113,SO1407,-1.474787582,-0.399689829,-1.441153453
3114,SO1408,0.888295894,0.727696508,0.518807763
3115,SO1408,0.84527967,-0.918950039,0.519603195
3116,SO1409,-0.550433572,-0.515819257,-1.218912838
3117,SO1409,-0.562852612,0.13752968,-0.233031852
3118,SO1410,0.296485454,0.182213006,0.179377206
3119,SO1410,0.270289996,0.289976371,0.027451131
3120,SO1411,-0.907089027,-0.693566428,-1.471869429
3121,SO1411,-0.346783263,-0.871981213,-1.578565798
3122,SO1411F,0.090742414,0.028662361,-0.084415446
3123,SO1411F,-1.395851087,-1.874885589,-2.05585709
3124,SO1411F,-1.031032354,-0.195603145,-1.824416443
3125,SO1411F,0.239084904,0.31685,0.06929187
3126,SO1412,-0.193740793,0.03993927,-0.48290264
