,GENE,GSM1089009,GSM1089010,GSM1089011,GSM1089012,GSM1089013,GSM1089014,GSM1089015,GSM1089016
828,SO_0263,7.504341235,7.41311904,7.949840483,7.353167768,7.185518672,7.438291753,7.107896165,6.821009047
829,SO_0264,8.787502206,8.996127032,8.206110145,9.340272642,8.699363747,8.690333666,8.425750327,7.29894354
830,SO_0264,9.792438296,10.04490957,9.026011175,10.16341679,9.639853675,9.508789836,9.3818184,8.663344122
831,SO_0264,8.319964966,8.600618624,7.838430955,8.768192135,8.360857442,8.436721369,8.14116126,7.207037682
832,SO_0264,8.1808533,8.468633655,7.545465432,8.679158484,8.300077314,8.214026959,7.979260039,7.059370705
833,SO_0265,7.804549636,7.531887201,6.787119925,7.777887238,7.576974518,7.856440223,7.648823926,7.009156127
834,SO_0265,8.494615056,8.268406837,7.698069888,8.382093797,8.207330947,8.436721369,7.972993339,7.431517397
835,SO_0265,8.116356232,8.271911689,7.434126686,8.1456258,8.131547611,7.830728216,8.354259787,7.431517397
836,SO_0266,7.107896165,7.070817847,8.539894942,7.902766174,7.192316451,7.126729342,6.760754167,7.958566405
837,SO_0266,7.463543718,7.624355815,9.207325187,8.213723268,7.418926705,7.262704538,6.821009047,7.810586804
838,SO_0266,7.610119505,7.542566552,8.808971767,8.248828254,7.633920565,7.474739132,7.274691553,7.228541083
839,SO_0267,7.248543247,7.16618719,6.966533812,7.230043398,7.259765705,7.225230475,6.961478154,6.821009047
840,SO_0267,7.065442269,7.092782718,7.025858691,7.269441221,7.165559259,7.038259842,6.995088072,7.009156127
841,SO_0267,6.843952695,6.871936094,7.065442269,7.050895362,6.855678372,6.611065078,6.461528416,6.273859353
842,SO_0267,7.799903971,7.861295449,8.242887608,8.1456258,7.782399461,7.772330152,7.517688001,7.66023563
843,SO_0268,7.59900055,7.578154621,7.390458081,7.698504037,7.773154776,7.660012737,7.239621339,6.130649646
844,SO_0268,7.079177225,7.024474173,6.605982863,7.260941957,7.178377489,7.160525993,6.821009047,6.333772616
845,SO_0268,7.358122572,7.18303879,6.063483638,7.682791759,7.342095792,7.296938036,6.814614964,5.799415865
846,SO_0268,7.277309549,7.253279147,7.262704538,7.349302234,7.268564306,7.231844112,6.776466882,6.452290524
847,SO_0269,5.688408629,5.543233332,5.716117298,5.631349477,5.688408629,5.539360865,5.75001451,5.090507979
848,SO_0269,5.763356114,5.669045443,5.564338779,5.794550563,5.586087906,5.426505952,5.636796392,4.658956277
849,SO_0269,7.061059816,6.771110715,7.297797879,6.821009047,6.638474971,6.927066566,6.606445623,7.334853159
850,SO_0272,4.589541932,4.484813362,4.775400729,4.873986084,4.673162837,4.589541932,4.910393041,4.658956277
851,SO_0272,4.314217848,4.443969737,5.257704388,4.758843969,4.492789854,4.615477433,4.807954896,5.090507979
852,SO_0272,4.555485759,4.210972678,4.094606054,4.585791951,4.427364373,4.371830196,4.589541932,4.468614403
853,SO_0272,4.655382671,4.619151138,4.551646084,4.980615778,4.22550575,5.06649139,4.697692584,4.406257294
854,SO_0273,4.823960594,4.913388256,4.913388256,4.735377089,4.492789854,4.615477433,4.615477433,5.22432563
855,SO_0273,5.378557198,5.06649139,5.894933397,5.402197811,5.103679772,5.439019327,5.212214981,4.795021245
856,SO_0273,5.457605442,5.362209105,4.427364373,5.564338779,5.328946448,5.260059293,5.085205403,4.528390923
857,SO_0274,5.848747316,5.558610755,6.10337107,5.726372367,5.388277865,5.598237393,5.267101031,6.130649646
858,SO_0274,5.733162109,5.494074406,5.847181857,5.746659741,5.586087906,5.844830478,5.568144865,5.357818145
859,SO_0274,5.35341378,5.304071629,5.136072473,5.197546718,5.260059293,5.360015296,5.042091083,5.357818145
860,SO_0275,4.916377266,4.913388256,4.504754756,4.735377089,4.748854111,4.795021245,4.697692584,4.589541932
861,SO_0275,4.943003286,4.855417377,4.913388256,4.484813362,4.870907849,5.003258733,4.615477433,4.220677641
862,SO_0275,5.119328807,4.694213767,4.683726697,4.673162837,4.849205999,4.889279504,4.615477433,5.090507979
863,SO_0276,4.781970594,5.06649139,6.919637788,4.873986084,4.969146795,5.06649139,4.781970594,4.035463889
864,SO_0276,5.119328807,5.322200888,4.683726697,4.830313481,5.061099638,5.230343043,4.910393041,4.948854034
865,SO_0276,4.873986084,5.362209105,5.136072473,4.980615778,4.830313481,5.197546718,4.922336771,4.795021245
866,SO_0276,4.839790665,5.26241036,4.341086721,4.673162837,5.025576467,5.177754123,4.910393041,4.406257294
867,SO_0277,5.961551853,5.820311276,5.409634971,5.88733686,6.196058409,6.06752267,5.807488416,5.090507979
868,SO_0277,4.410503487,4.738758166,5.177754123,4.024424388,4.600733744,4.206095604,4.22550575,4.166567028
869,SO_0277,5.894933397,5.568144865,5.136072473,5.631349477,6.023848658,5.941888834,5.568144865,4.468614403
870,SO_0278,5.420202431,5.482020226,5.003258733,5.375302366,5.753361495,5.539360865,5.484036263,4.795021245
871,SO_0278,5.036607189,5.085205403,4.504754756,4.781970594,4.969146795,4.823960594,5.017247723,5.480001367
872,SO_0278,5.085205403,5.085205403,4.683726697,4.830313481,5.360015296,5.155176518,5.302930035,5.294913482
873,SO_0278,5.085205403,4.811170273,4.504754756,4.795021245,5.180243098,5.142468637,4.991994305,4.528390923
874,SO_0279,5.506028704,5.820311276,4.551646084,5.539360865,5.897960848,5.558610755,5.302930035,4.338860531
875,SO_0279,5.658380703,5.422306666,4.683726697,5.14756523,5.533532604,5.313172007,5.017247723,5.022805558
876,SO_0279,5.658380703,5.568144865,5.945551155,5.494074406,5.556696349,5.598237393,5.042091083,4.658956277
877,SO_0280,5.014460755,4.873986084,4.95468115,5.01306525,4.969146795,4.615477433,4.861633539,4.948854034
878,SO_0280,4.765489492,5.202452729,4.728591072,4.758843969,5.103679772,5.044825233,5.061099638,5.294913482
879,SO_0280,5.101055016,4.640999062,4.468614403,4.795021245,4.913388256,4.823960594,4.406257294,4.728591072
880,SO_0281,6.498895293,6.694829927,7.297797879,6.717712277,6.781393447,6.738971703,6.379432291,6.30612246
881,SO_0281,6.86499092,6.716855336,5.476967773,6.742344376,6.885726774,6.881144621,6.189895974,5.799415865
882,SO_0281,6.927066566,7.002139247,6.821009047,7.21403874,7.01683548,7.113767314,6.426315903,6.452290524
883,SO_0282,6.656463014,6.881909351,7.669344739,6.563715701,6.781393447,6.74402776,6.486378741,7.441926348
884,SO_0282,7.952754992,7.848637715,7.22583297,7.80938139,7.679056809,7.641165666,7.017879504,7.059370705
885,SO_0282,6.736859772,6.694829927,7.434126686,6.504864884,6.624378221,6.562762196,6.189895974,7.36634296
886,SO_0282,8.56129696,8.620457604,7.818597263,8.601547442,8.49960619,8.385198523,7.787509914,7.431517397
887,SO_0283,5.961551853,5.840902978,5.916739821,6.055371492,6.048576351,5.990204113,5.383965652,5.588900729
888,SO_0283,5.677879121,5.691901456,5.716117298,5.840902978,5.677879121,5.624063102,5.368770589,5.588900729
889,SO_0283,5.335660615,5.23394148,5.212214981,5.127090126,5.388277865,5.390429148,5.061099638,4.528390923
890,SO_0283,5.14756523,5.23394148,5.177754123,5.348995927,5.025576467,5.243493663,4.697692584,4.166567028
891,SO_0284,6.087547021,5.970207438,7.22583297,6.147283101,5.957929976,6.048576351,5.875098582,5.748338101
892,SO_0284,4.901369902,4.830313481,4.867823032,5.1141313,5.238725477,4.95468115,4.781970594,4.528390923
893,SO_0284,5.712682678,5.583269589,4.220677641,5.726372367,5.677879121,6.012719574,5.368770589,4.528390923
894,SO_0285,5.819513177,5.802650308,5.504043187,5.596374888,5.848747316,5.91897696,6.088872342,5.894933397
895,SO_0285,8.063913335,8.176808245,8.988957609,8.107883257,8.072815181,7.782604227,8.151662804,8.816191236
896,SO_0285,6.359805416,6.624834884,6.043117099,6.295256185,6.495901209,6.496899927,6.255093159,5.975949112
897,SO_0286,5.494074406,5.26241036,4.504754756,5.984519004,5.328946448,5.328946448,6.100745753,4.589541932
898,SO_0286,5.624063102,5.422306666,4.95468115,5.763356114,5.746659741,5.729774588,6.469689644,5.420202431
899,SO_0286,6.033513417,5.820311276,5.050255302,5.907005266,6.048576351,6.033513417,6.814614964,5.22432563
900,SO_0286,6.048576351,5.669045443,5.375302366,5.955752477,6.014115413,5.91897696,6.731354547,5.847181857
901,SO_0287,5.568144865,5.669045443,5.690156099,5.700596706,5.515915505,5.426505952,6.040379707,4.870907849
902,SO_0287,4.901369902,4.738758166,5.212214981,4.8143785,4.870907849,5.103679772,5.636796392,4.406257294
903,SO_0287,5.292614833,5.494074406,4.640999062,5.573835234,5.377473069,5.482020226,5.861210212,4.870907849
904,SO_0288,5.119328807,4.951770534,4.341086721,5.180243098,5.003258733,5.003258733,5.085205403,4.870907849
905,SO_0288,4.951770534,4.873986084,4.95468115,4.873986084,5.025576467,4.846074377,4.644608431,4.870907849
906,SO_0288,4.516621244,4.291375053,4.468614403,4.389146435,4.068084418,4.427364373,4.406257294,4.035463889
907,SO_0288,5.085205403,5.103679772,4.254057194,5.1141313,5.238725477,5.177754123,5.212214981,5.294913482
908,SO_0289,4.589541932,3.854499241,4.254057194,4.673162837,4.65180019,4.130984597,4.644608431,5.152643881
909,SO_0289,4.4887794,4.536184368,4.551646084,4.948854034,4.492789854,4.427364373,4.644608431,4.338860531
910,SO_0289,4.176574302,4.589541932,5.212214981,4.42316759,4.22550575,4.589541932,4.50077747,4.589541932
911,SO_0289,4.604445137,4.640999062,4.171579342,4.50077747,4.694213767,4.410503487,4.105123284,7.107896165
912,SO_0290,5.605663461,5.167773438,6.290081888,5.236335461,5.348995927,5.482020226,5.515915505,6.273859353
913,SO_0290,5.506028704,5.558610755,5.050255302,5.402197811,5.586087906,5.677879121,5.783133976,5.648527962
914,SO_0291,8.245860988,7.974607378,6.966533812,8.175561328,7.891038536,8.134117521,8.176808245,6.686975145
915,SO_0291,7.497870713,7.429426563,7.21616274,7.36141635,7.367981432,7.364155432,7.67641454,6.893331771
916,SO_0291,8.606066886,8.360308788,7.49961563,8.417335078,8.315726345,8.454309002,8.571524601,7.126729342
917,SO_0291,7.536751253,7.546430433,7.146593157,7.459963242,7.425235782,7.401966343,7.731971395,6.937402877
918,SO_0292,6.522626158,6.562762196,4.95468115,7.076173401,6.495901209,6.379432291,5.716117298,4.528390923
919,SO_0292,6.411562662,6.725401921,5.916739821,7.274400368,6.452290524,6.414736796,5.598237393,5.588900729
920,SO_0292,6.94107659,6.814614964,5.993038289,7.705432719,6.710842458,6.814614964,5.861210212,5.090507979
921,SO_0293,6.191130569,6.324239123,4.504754756,6.832130952,6.076235305,5.907756414,5.663726699,4.166567028
922,SO_0293,6.323113382,6.667592965,6.128073545,6.869624749,6.516730469,6.36856198,6.189895974,5.588900729
923,SO_0294,5.665504304,5.654805669,5.690156099,5.548054645,5.774923602,5.360015296,5.888098316,5.090507979
924,SO_0294,5.859658225,5.840902978,7.628918367,6.569898167,5.878167898,6.190513404,5.568144865,4.099874253
925,SO_0294,5.482020226,6.346571409,7.014745161,6.382677829,5.633167401,5.539360865,5.167773438,5.357818145
926,SO_0294,5.378557198,5.609362211,6.063483638,5.794550563,5.418095122,5.701463355,4.951770534,5.22432563
927,SO_0295,4.37617878,4.291375053,3.933195979,4.42316759,4.427364373,4.371830196,4.555485759,4.338860531
928,SO_0295,4.4887794,4.71492252,5.535477975,4.50077747,4.92827176,5.003258733,4.755509693,6.051298249
929,SO_0296,4.4887794,4.969146795,5.090507979,4.484813362,4.300555618,4.95468115,4.332161275,4.27749373
930,SO_0296,4.823960594,4.785244341,4.913388256,4.8143785,5.212214981,5.119328807,5.085205403,5.535477975
931,SO_0296,4.765489492,4.785244341,4.468614403,4.42316759,4.492789854,4.943003286,4.50077747,5.480001367
932,SO_0296,4.105123284,4.363093507,3.885184961,5.180243098,4.65180019,4.913388256,4.406257294,3.813567979
933,SO_0297,4.951770534,4.855417377,4.427364373,4.913388256,5.003258733,4.913388256,4.807954896,4.795021245
934,SO_0297,5.160228492,5.103679772,4.640999062,5.077214818,5.212214981,5.243493663,5.085205403,4.589541932
935,SO_0297,5.197546718,5.103679772,4.683726697,5.044825233,5.180243098,5.294913482,5.585149079,5.357818145
936,SO_0298,6.301557158,6.057403809,6.018990244,6.147283101,6.287775521,6.425267089,6.754086746,6.242050105
937,SO_0298,4.795021245,4.873986084,5.177754123,4.795021245,5.085205403,4.983468834,4.468614403,5.294913482
938,SO_0298,6.308399704,6.355407123,6.821009047,6.33823726,6.563239027,6.548865092,7.219191656,7.387499299
939,SO_0299,6.131935973,5.802650308,5.375302366,5.564338779,6.181226272,6.439880593,5.900981958,5.799415865
940,SO_0299,8.070469083,7.646575713,7.979081368,7.21403874,8.037903042,8.23707183,7.5350507,7.918877309
941,SO_0300,7.812994616,7.781784988,7.22583297,7.431517397,7.716406985,7.615647013,7.15484245,6.477805825
942,SO_0300,7.704352303,7.375603126,8.106738855,7.113767314,7.425235782,7.647250545,7.349302234,7.689796128
943,SO_0300,8.029300261,7.75281455,7.883039494,7.248543247,7.797474194,8.032058736,7.34237363,7.926680625
944,SO_0300,8.032403175,7.719191047,7.474739132,6.130649646,7.776242924,8.008266753,7.32420195,7.97389025
945,SO_0301,4.633753121,4.210972678,5.294913482,4.332161275,4.371830196,4.171579342,4.181552028,5.697124892
946,SO_0301,4.4887794,4.991994305,4.95468115,4.948854034,4.811170273,4.95468115,4.406257294,5.22432563
947,SO_0301,4.901369902,8.176808245,5.177754123,4.913388256,4.849205999,4.913388256,4.755509693,5.090507979
948,SO_0301,6.509820743,5.085205403,5.090507979,4.484813362,4.371830196,4.673162837,4.697692584,5.090507979
949,SO_0301.1,11.80314826,11.6771701,11.08339779,11.27321419,11.42452842,11.45381841,11.16345462,12.66455892
950,SO_0301.1,12.22645054,11.91923667,11.92332836,11.95342435,11.75138813,11.85805478,11.63222952,12.93129198
951,SO_0301.1,12.0275613,11.96574005,11.76082487,11.55668679,11.76663341,11.88023012,11.62308237,12.8736248
952,SO_0302,4.867823032,4.589541932,4.728591072,4.830313481,4.849205999,4.468614403,4.910393041,4.658956277
953,SO_0302,4.314217848,3.854499241,4.220677641,4.210972678,4.156489854,4.094606054,4.156489854,3.973800133
954,SO_0304,6.827771852,6.906168823,6.475781056,7.000731766,6.568473793,6.311808846,5.911506301,5.294913482
955,SO_0304,5.605663461,5.504043187,5.050255302,5.494074406,5.566243077,5.539360865,5.355617643,4.035463889
956,SO_0304,5.35341378,5.405386217,8.070804474,5.335660615,5.328946448,5.482020226,4.873986084,4.27749373
957,SO_0304,8.822379182,8.927229398,7.883039494,8.562012874,9.018206746,9.157826559,9.588660506,8.205804783
958,SO_0305,6.113822177,5.970207438,4.775400729,6.147283101,5.878167898,5.753361495,6.426315903,4.948854034
959,SO_0305,6.258630464,6.066177582,4.775400729,6.242050105,6.014115413,6.043117099,6.527521482,3.973800133
960,SO_0306,5.14756523,5.06649139,4.551646084,4.673162837,5.292614833,5.377473069,5.457605442,5.938217192
961,SO_0306,5.605663461,5.405386217,6.659142044,5.197546718,5.83143854,5.820311276,6.312943439,7.597604636
962,SO_0306,5.547095433,5.167773438,5.212214981,5.14756523,5.600097497,5.57004415,5.613051501,5.588900729
963,SO_0306,6.405194432,6.375093518,7.413383532,5.83143854,6.634396469,6.781393447,7.001083765,8.354397547
964,SO_0306,5.457605442,5.583269589,6.522626158,5.180243098,5.868168653,5.677879121,6.100745753,7.62937383
965,SO_0308,3.566723813,3.956480165,4.597012778,3.835840407,3.885184961,4.341086721,4.615477433,3.744794633
966,SO_0308,4.589541932,4.694213767,4.341086721,4.630116457,4.57826262,4.49678919,4.589541932,4.406257294
967,SO_0308,4.282135694,4.484813362,5.212214981,4.42316759,4.492789854,4.094606054,4.332161275,4.795021245
968,SO_0309,5.677879121,5.592642648,5.993038289,5.457605442,5.586087906,5.426505952,5.538391121,6.205863879
969,SO_0309,5.733162109,6.204641834,7.510535647,5.631349477,5.504043187,5.624063102,5.324452914,6.391297072
970,SO_0309,5.535477975,5.405386217,4.597012778,5.700596706,5.573835234,5.294913482,5.716117298,4.795021245
971,SO_0309,5.252983016,5.292614833,5.003258733,5.180243098,5.318823487,5.212214981,5.515915505,4.528390923
972,SO_0311,4.029954698,4.210972678,4.683726697,3.724671438,4.22550575,4.555485759,4.181552028,4.166567028
973,SO_0311,4.427364373,4.171579342,1.896482086,4.171579342,4.371830196,4.171579342,3.891274444,4.166567028
974,SO_0311,4.029954698,4.094606054,4.043688429,3.933195979,3.979527554,4.130984597,4.263477545,3.854499241
975,SO_0311,4.249323851,3.956480165,4.007705114,3.777858575,3.394221421,4.130984597,3.260063706,4.406257294
976,SO_0312,4.694213767,4.640999062,5.375302366,4.711485051,4.520555148,4.615477433,4.615477433,4.948854034
977,SO_0312,4.156489854,4.589541932,5.375302366,4.42316759,4.371830196,4.249323851,4.105123284,4.589541932
978,SO_0312,4.4887794,4.504754756,4.867823032,4.551646084,4.156489854,4.673162837,4.910393041,4.589541932
979,SO_0313,4.249323851,4.536184368,4.95468115,4.532292908,4.673162837,4.589541932,4.024424388,4.406257294
980,SO_0313,4.468614403,4.830313481,5.744979427,4.630116457,4.788510676,4.640999062,4.589541932,5.480001367
981,SO_0313,4.589541932,4.913388256,5.658380703,5.212214981,4.694213767,6.190513404,4.406257294,4.406257294
982,SO_0314,4.349957289,4.171579342,7.178688712,4.171579342,4.300555618,4.371830196,4.589541932,4.948854034
983,SO_0314,4.249323851,4.42316759,4.300555618,4.42316759,4.600733744,4.094606054,4.22550575,4.406257294
984,SO_0314,4.873986084,4.738758166,5.744979427,4.673162837,5.077214818,5.230343043,4.861633539,4.658956277
985,SO_0314,4.314217848,4.323180266,5.257704388,4.332161275,4.427364373,4.371830196,4.589541932,4.658956277
986,SO_0314,5.46986448,4.536184368,4.95468115,4.758843969,5.119328807,4.983468834,5.250616523,5.357818145
987,SO_0316,4.74549664,4.738758166,5.177754123,5.044825233,4.870907849,4.427364373,4.406257294,7.36634296
988,SO_0316,5.129667982,5.137353976,6.166237871,5.631349477,5.025576467,4.95468115,4.969146795,6.130649646
989,SO_0316,4.74549664,4.323180266,5.136072473,4.913388256,4.520555148,4.532292908,4.50077747,4.658956277
990,SO_0317,7.824178237,7.707806789,8.300935288,7.536751253,7.698504037,7.590604731,8.249420975,8.205804783
991,SO_0317,7.658897753,7.66023563,6.979453197,7.455346676,7.425235782,7.474739132,8.135881683,7.317999318
992,SO_0317,7.660458489,7.326450842,6.735591128,7.367981432,7.223421482,7.135733952,7.711253022,6.96003042
993,SO_0318,8.156095014,7.688485396,6.993319881,7.741904184,7.571059474,7.397694912,7.731971395,6.767390917
994,SO_0318,5.801033993,5.783133976,5.690156099,5.449374493,5.753361495,5.677879121,5.820311276,6.205863879
995,SO_0318,5.733162109,5.620401899,6.082233532,5.22432563,5.665504304,5.585149079,5.807488416,6.421064191
996,SO_0318,5.506028704,5.362209105,5.847181857,5.14756523,5.445241342,5.313172007,5.538391121,5.938217192
997,SO_0319,6.334890073,5.924925758,7.076173401,5.658380703,6.411562662,6.293532952,6.961478154,7.64994672
998,SO_0319,5.236335461,5.031102371,5.847181857,4.948854034,5.238725477,5.142468637,5.292614833,5.480001367
999,SO_0319,5.697993629,5.459655862,5.212214981,5.691901456,5.763356114,5.636796392,6.20708489,5.748338101
1000,SO_0320,5.848747316,5.924925758,6.787119925,5.854992222,5.951387596,5.820311276,5.988784935,6.893331771
1001,SO_0320,5.292614833,5.405386217,6.063483638,5.700596706,5.445241342,5.455552103,5.716117298,5.975949112
1002,SO_0320,6.078238463,6.084892723,4.427364373,6.258630464,5.83143854,6.048576351,6.100745753,4.948854034
1003,SO_0320,6.251547158,6.24443068,5.136072473,6.438321819,6.133221154,6.227685513,6.379432291,4.338860531
1004,SO_0321,5.324452914,5.167773438,4.683726697,5.264757602,5.377473069,5.539360865,5.192623968,5.648527962
1005,SO_0321,5.06649139,5.047531433,4.597012778,5.077214818,5.212214981,5.044825233,5.085205403,6.273859353
1006,SO_0321,5.14756523,5.202452729,5.003258733,5.236335461,5.360015296,5.212214981,4.910393041,5.22432563
1007,SO_0321,5.306352111,5.137353976,4.775400729,5.236335461,5.292614833,5.085205403,4.951770534,5.648527962
1008,SO_0322,8.018213314,8.352191817,7.793618659,9.144265935,8.039617459,7.936651838,7.017879504,5.648527962
1009,SO_0322,8.72941634,9.015073115,10.49213721,9.742787072,8.761559078,8.642285901,7.887996509,9.87474489
1010,SO_0323,4.867823032,4.785244341,4.427364373,4.711485051,4.748854111,4.673162837,4.861633539,5.294913482
1011,SO_0323,4.604445137,4.210972678,4.094606054,4.532292908,3.979527554,4.094606054,4.468614403,3.927281254
1012,SO_0323,4.873986084,4.640999062,5.136072473,4.980615778,4.65180019,4.49678919,6.283151698,4.795021245
1013,SO_0323,4.765489492,4.563134588,4.775400729,5.090507979,4.748854111,4.913388256,4.781970594,4.406257294
1014,SO_0324,9.24897086,9.494485336,7.979081368,9.763838716,9.370420114,9.247710643,8.495614665,6.96003042
1015,SO_0324,7.955482007,8.086480521,6.550789911,8.365922621,7.963993426,7.967960306,7.32420195,5.799415865
1016,SO_0324,9.544425707,9.826850119,8.310623507,10.05630221,9.674858474,9.593045321,8.92240559,7.059370705
1017,SO_0325,6.167492869,6.159946452,5.658380703,6.332094806,6.100745753,6.219238498,5.46986448,4.948854034
1018,SO_0325,5.961551853,6.084892723,5.090507979,6.426315903,5.774923602,6.090196445,5.250616523,5.152643881
1019,SO_0325,6.258630464,6.411562662,6.74906616,6.468671903,6.133221154,6.250364988,5.716117298,7.418399701
1020,SO_0326,5.688408629,6.066177582,5.916739821,6.288929166,6.117722896,6.082233532,6.048576351,5.420202431
1021,SO_0326,8.168683952,8.238714552,9.513855598,8.565825093,7.881128406,7.522109623,7.17682037,8.513490194
1022,SO_0326,6.131935973,6.239068852,5.375302366,6.563715701,6.204641834,5.932323059,5.585149079,5.357818145
1023,SO_0326,5.79129789,5.924925758,5.993038289,6.273859353,5.633167401,5.585149079,5.250616523,5.22432563
1024,SO_0329,4.4887794,4.323180266,4.867823032,4.024424388,4.520555148,4.555485759,4.406257294,4.948854034
1025,SO_0329,4.4887794,4.42316759,4.380514295,4.210972678,4.492789854,4.615477433,4.755509693,5.022805558
1026,SO_0329,4.427364373,4.42316759,4.683726697,4.249323851,4.22550575,4.49678919,4.644608431,4.220677641
1027,SO_0329,4.427364373,4.291375053,4.341086721,4.171579342,4.181552028,4.371830196,4.755509693,4.728591072
1028,SO_0330,4.718351818,4.007705114,4.551646084,4.099874253,4.543935939,4.427364373,4.468614403,4.589541932
1029,SO_0330,5.014460755,5.137353976,6.166237871,5.360015296,5.167773438,5.328946448,5.355617643,7.009156127
1030,SO_0330,5.085205403,5.085205403,6.082233532,4.8143785,5.025576467,5.313172007,5.167773438,6.984446364
1031,SO_0330,4.427364373,4.323180266,6.396658065,4.585791951,4.156489854,4.249323851,4.532292908,4.220677641
1032,SO_0331,4.37617878,4.323180266,4.95468115,4.443969737,4.268164753,4.094606054,4.406257294,4.658956277
1033,SO_0331,4.589541932,4.363093507,5.136072473,4.443969737,4.520555148,4.371830196,4.468614403,4.338860531
1034,SO_0331,4.969146795,4.913388256,4.171579342,5.01306525,4.870907849,4.870907849,5.127090126,4.468614403
1035,SO_0331,4.220677641,4.484813362,5.294913482,4.484813362,4.633753121,4.615477433,4.728591072,4.406257294
1036,SO_0332,5.036607189,4.991994305,5.443170317,5.061099638,5.003258733,5.044825233,4.755509693,5.357818145
1037,SO_0332,4.951770534,4.873986084,4.728591072,4.895322971,5.103679772,4.748854111,4.589541932,5.022805558
1038,SO_0332,5.22432563,4.991994305,5.136072473,5.044825233,4.969146795,4.943003286,5.042091083,4.658956277
1039,SO_0332,5.129667982,5.23394148,4.95468115,5.529633975,5.226735607,4.823960594,4.755509693,3.973800133
1040,SO_0333,5.733162109,5.88733686,6.798099819,6.729656301,5.457605442,5.328946448,5.568144865,6.30612246
1041,SO_0333,7.0396312,7.124792438,7.959653444,7.896346697,6.918892802,6.611065078,6.697438368,6.742344376
1042,SO_0333,6.070209089,5.961551853,6.496899927,6.923356959,6.133221154,6.111215826,6.304982488,5.588900729
1043,SO_0334,8.99771541,9.384384143,9.081073567,11.12783467,9.173058357,8.808469071,7.401966343,6.716855336
1044,SO_0334,10.38674075,10.45449451,11.70587636,12.40037978,10.08165301,10.0321351,8.495614665,9.167267245
1045,SO_0334,9.073478474,9.349701115,9.12735563,11.16886943,9.067776803,8.898041614,7.371252804,6.716855336
1046,SO_0335,6.61566979,6.955678482,6.707395243,7.843935874,6.735591128,6.548865092,6.411562662,5.588900729
1047,SO_0335,6.454348507,6.459480657,6.250364988,7.527495488,6.24443068,5.854992222,5.75001451,5.357818145
1048,SO_0335,6.454348507,6.711272782,7.025858691,7.592007432,6.577471163,6.179983169,6.238471861,5.357818145
1049,SO_0336,4.839790665,4.969146795,5.744979427,5.509991559,5.025576467,4.778689401,4.951770534,4.948854034
1050,SO_0336,4.951770534,5.23394148,5.847181857,5.294913482,5.061099638,4.95468115,4.991994305,5.22432563
1051,SO_0336,5.050255302,5.06649139,5.050255302,5.306352111,4.830313481,4.913388256,4.644608431,3.973800133
1052,SO_0337,6.312943439,6.396658065,5.945551155,6.124200749,6.361451325,6.410504126,6.337679935,6.205863879
1053,SO_0337,6.605519954,6.645696869,6.189278281,6.227685513,6.859177626,6.83647682,6.575581638,5.894933397
1054,SO_0337,6.483863136,6.467144813,6.189278281,6.250364988,6.617048342,6.74402776,6.292384573,6.559897896
1055,SO_0337,5.970207438,5.897960848,5.690156099,5.618567808,6.251547158,6.311808846,5.783133976,5.748338101
1056,SO_0338,4.795021245,5.031102371,5.658380703,4.795021245,5.061099638,4.694213767,4.807954896,5.022805558
1057,SO_0338,4.795021245,4.830313481,4.171579342,4.484813362,4.600733744,4.721772983,4.532292908,4.528390923
1058,SO_0338,5.050255302,4.913388256,5.592642648,4.711485051,5.418095122,5.230343043,5.250616523,6.242050105
1059,SO_0338,4.536184368,4.694213767,4.504754756,4.795021245,4.849205999,4.913388256,4.991994305,5.022805558
1060,SO_0339,4.029954698,5.06649139,5.090507979,4.300555618,4.492789854,4.371830196,4.50077747,5.22432563
1061,SO_0339,4.176574302,4.504754756,4.468614403,4.50077747,4.371830196,4.673162837,4.951770534,5.22432563
1062,SO_0339,4.427364373,4.323180266,4.867823032,4.630116457,4.65180019,4.615477433,4.807954896,4.728591072
1063,SO_0339,4.589541932,4.130984597,4.220677641,4.42316759,4.65180019,4.371830196,4.589541932,5.22432563
1064,SO_0340,4.765489492,5.031102371,5.050255302,5.294913482,4.788510676,5.003258733,5.192623968,4.406257294
1065,SO_0340,4.220677641,3.90337684,4.007705114,4.062698627,3.835840407,4.007705114,4.22550575,4.220677641
1066,SO_0340,5.306352111,5.06649139,5.504043187,5.061099638,5.085205403,4.983468834,5.167773438,6.421064191
1067,SO_0341,4.37617878,4.694213767,5.136072473,4.630116457,4.600733744,4.823960594,4.615477433,4.658956277
1068,SO_0341,4.4887794,4.249323851,4.728591072,4.130984597,4.57826262,4.673162837,4.589541932,4.406257294
1069,SO_0341,4.468614403,4.040952122,4.171579342,4.171579342,4.105123284,4.007705114,4.367468465,4.338860531
1070,SO_0342,4.536184368,4.42316759,4.597012778,4.913388256,4.406257294,4.721772983,4.332161275,4.035463889
1071,SO_0342,4.468614403,4.291375053,3.69015955,3.933195979,4.600733744,4.341086721,4.332161275,4.528390923
1072,SO_0342,4.4887794,4.363093507,4.341086721,4.099874253,4.406257294,4.300555618,4.181552028,4.528390923
1073,SO_0342,4.718351818,4.363093507,4.95468115,4.171579342,4.427364373,4.870907849,4.263477545,5.152643881
1074,SO_0343,4.220677641,4.363093507,4.171579342,4.249323851,4.92827176,4.371830196,4.861633539,3.927281254
