True,GO_0019538,False,GO_0030163
False,GO_0006910,True,GO_0009987
True,GO_0023051,False,GO_0032340
True,GO_0005575,False,GO_0042729
True,GO_0001708,False,GO_0010234
False,GO_0110098,True,GO_1904427
False,GO_0033601,True,GO_0042127
False,GO_0008152,False,GO_0052542
True,GO_0008152,False,GO_0046173
False,GO_0032502,False,GO_0042756
True,GO_0033554,False,GO_0071455
False,GO_0000225,True,GO_0003824
True,GO_0023051,False,GO_1900011
True,GO_0009987,False,GO_0070585
True,GO_0050789,False,GO_1903521
True,GO_0043234,False,GO_0061702
False,GO_0042042,True,GO_0043170
False,GO_0008635,True,GO_0043280
True,GO_0044117,False,GO_0044413
True,GO_0006950,False,GO_0006970
False,GO_0019377,True,GO_0044238
False,GO_0043950,True,GO_0050789
True,GO_0048519,False,GO_0051782
False,GO_0098794,True,GO_0110165
True,GO_0010038,False,GO_0046686
False,GO_0017003,True,GO_0043170
True,GO_0010629,False,GO_0097340
False,GO_0016998,True,GO_0044036
False,GO_0009062,True,GO_0044248
True,GO_0006720,False,GO_0043290
True,GO_0016491,False,GO_0097259
False,GO_0070301,True,GO_0070887
False,GO_0030646,True,GO_0044281
False,GO_0045732,True,GO_0050789
False,GO_0030434,True,GO_0042221
True,GO_0051246,False,GO_0051444
False,GO_0043270,True,GO_0050789
True,GO_0009987,False,GO_0030316
False,GO_0046058,True,GO_0055086
False,GO_0032774,True,GO_0044249
True,GO_0009987,False,GO_0010463
False,GO_0010029,True,GO_0050793
True,GO_0003333,False,GO_0090467
False,GO_0010628,True,GO_0031326
True,GO_0010468,False,GO_0090197
True,GO_0007049,False,GO_0051321
False,GO_0005694,True,GO_0043226
True,GO_0009987,False,GO_0033369
False,GO_0005975,True,GO_0044238
True,GO_0050789,False,GO_0051785
False,GO_0006782,True,GO_0008152
True,GO_0022904,False,GO_0042773
True,GO_0008152,False,GO_0009260
True,GO_0009719,False,GO_0032868
True,GO_0009987,False,GO_0071977
True,GO_0008152,False,GO_0015936
True,GO_0008150,False,GO_0042113
True,GO_0008150,False,GO_0050900
True,GO_0015711,False,GO_0097405
False,GO_0006096,True,GO_0044712
True,GO_0010468,False,GO_1902629
False,GO_0008152,False,GO_0044380
False,GO_0016060,True,GO_0023051
True,GO_0030234,False,GO_0061636
True,GO_0065008,False,GO_0098818
False,GO_0001998,True,GO_0032501
False,GO_0000947,True,GO_0044283
True,GO_0030659,False,GO_0044841
True,GO_0006979,False,GO_0042542
True,GO_0003824,False,GO_0016158
False,GO_0048188,True,GO_1990234
False,GO_0001558,True,GO_0040008
True,GO_0022607,False,GO_0090529
False,GO_0010585,True,GO_0015711
False,GO_0008045,True,GO_0097485
False,GO_0000731,True,GO_0071897
True,GO_0005215,False,GO_0008121
False,GO_0009451,True,GO_0016070
False,GO_0007554,True,GO_0031326
True,GO_0006796,False,GO_0009240
True,GO_0009987,False,GO_0098751
True,GO_0010038,False,GO_0071287
True,GO_0070925,False,GO_0098534
True,GO_0006109,False,GO_0043456
False,GO_0006810,True,GO_0051234
True,GO_0016043,False,GO_0043711
True,GO_0042089,False,GO_1990774
True,GO_0010647,False,GO_2000866
True,GO_0010647,False,GO_0043950
False,GO_0006729,True,GO_0044281
False,GO_0010060,True,GO_0048519
False,GO_0000105,True,GO_0006520
False,GO_0005524,True,GO_0097367
True,GO_0032501,False,GO_0042089
False,GO_0009450,True,GO_0044248
False,GO_0009755,True,GO_0023033
False,GO_0010197,True,GO_0016043
False,GO_0097403,True,GO_1901700
True,GO_0019748,False,GO_0046701
True,GO_0008152,False,GO_0009072
True,GO_0070482,False,GO_0071453
True,GO_0071281,False,GO_0071283
False,GO_0042256,True,GO_0070925
False,GO_0000002,True,GO_0007005
False,GO_0008152,False,GO_0072659
True,GO_0009987,False,GO_0043107
False,GO_0034654,True,GO_0044238
True,GO_0005488,False,GO_0043208
True,GO_0042127,False,GO_0090291
True,GO_0009987,False,GO_0051301
False,GO_0031396,True,GO_0051246
True,GO_0008152,False,GO_0019428
True,GO_0048583,False,GO_0060761
False,GO_0010466,True,GO_0048519
False,GO_0006713,True,GO_0044712
True,GO_0008152,False,GO_0009450
False,GO_0006884,True,GO_0032535
False,GO_0009761,True,GO_0016051
True,GO_0043170,False,GO_0044042
True,GO_0005575,False,GO_0043626
False,GO_0006048,True,GO_0034654
True,GO_0006950,False,GO_0009635
False,GO_0032949,True,GO_0050789
True,GO_0070887,False,GO_0071399
True,GO_0034654,False,GO_0046071
True,GO_0003723,False,GO_0030626
False,GO_0018410,True,GO_0043170
True,GO_0050789,False,GO_0051782
True,GO_0016999,False,GO_0017001
True,GO_0009314,False,GO_0010212
True,GO_0006091,False,GO_0019684
True,GO_0003824,False,GO_0004003
False,GO_0035927,True,GO_0055085
False,GO_0032340,True,GO_0050789
False,GO_0040001,True,GO_0051234
True,GO_0010467,False,GO_0072653
True,GO_0048588,False,GO_1902284
True,GO_0050789,False,GO_0051951
True,GO_0005737,False,GO_0099631
False,GO_0032774,True,GO_0034654
False,GO_0006096,True,GO_0006796
True,GO_0009987,False,GO_0030866
False,GO_0007340,True,GO_0022414
False,GO_0001726,True,GO_0110165
False,GO_0043208,True,GO_0097367
True,GO_0006082,False,GO_0042128
False,GO_0045618,True,GO_0051239
False,GO_0020037,True,GO_0097159
True,GO_0042509,False,GO_0042524
True,GO_0044238,False,GO_0046360
False,GO_0043190,True,GO_0043234
False,GO_0006355,True,GO_0050789
False,GO_0000947,True,GO_0008152
True,GO_0051239,False,GO_0070798
False,GO_0008632,True,GO_0009987
False,GO_0031641,True,GO_0050793
False,GO_0010629,True,GO_0048519
True,GO_0019748,False,GO_0033070
False,GO_0016151,True,GO_0046872
True,GO_0016043,False,GO_0040029
False,GO_0009826,True,GO_0016049
False,GO_0000706,False,GO_0072434
True,GO_0055115,False,GO_0055116
False,GO_0030307,True,GO_0045927
True,GO_0009273,False,GO_0043164
False,GO_0032774,True,GO_0043170
False,GO_0009826,True,GO_0048589
False,GO_0018119,True,GO_0043170
False,GO_0010832,True,GO_0050789
False,GO_0001709,True,GO_0009987
False,GO_0033369,True,GO_0051234
