True,GO_0009410,False,GO_0071466
False,GO_0015935,True,GO_0044391
False,GO_0010346,True,GO_1905393
True,GO_0019692,False,GO_0046385
True,GO_0006605,False,GO_0006623
True,GO_0051640,False,GO_0051656
False,GO_0055070,True,GO_0055080
True,GO_0015232,False,GO_0015439
True,GO_0009791,False,N902679222dd845f1a751b23ddea8a0cf
False,GO_0004505,True,GO_0016714
False,GO_0010885,True,N7213bdb3588d40838c9b7a08b4bf3a76
False,GO_0031571,True,GO_0044819
False,GO_0051205,True,GO_0090150
False,N3d68e6c5a2574814a85997b9a6ad7088,True,RO_0002211
True,GO_0098660,False,GO_0098662
True,GO_0007017,False,GO_0051231
False,GO_0060966,True,Na4850dc3900445d4b9ecdfb46ddc8733
True,GO_0015766,False,GO_0015767
False,GO_0015774,True,N1ba3d55d012e4a38b8ef7754a5f07b45
True,GO_0016627,False,GO_0047121
True,GO_0032774,False,N24b07fdc8b3e4d42913e91e31db880fb
True,GO_0006869,False,GO_0015908
False,GO_0140104,True,Nf9c3f80b07c24573904b0d0ac74dfdf1
True,GO_0015800,False,GO_0051938
False,GO_0043209,True,GO_0110165
False,GO_0030212,True,GO_1903510
True,GO_0019637,False,GO_0051156
True,GO_0010883,False,GO_0010885
False,GO_0005744,True,GO_0098800
True,GO_0070008,False,GO_0070009
True,GO_0031535,False,N085d7a71e78a4e75adc2773ef679bb57
True,GO_0004520,False,GO_0016888
True,GO_0048513,False,GO_0048568
True,GO_0031090,False,GO_0098588
True,GO_0015846,False,GO_0015847
True,GO_0015145,False,GO_0015149
False,GO_0006835,True,GO_0046942
False,GO_0009084,True,GO_0170034
False,GO_0051930,True,N11a4d193fd624e648b53d93f1bef255f
True,BFO_0000050,False,Ne2bf57dd7238434b91d4f331f737f203
False,GO_0015368,True,GO_0140828
True,GO_0042692,False,N2adabb1aa4bf430697fe648ed1484832
False,GO_0051960,True,GO_2000026
False,Ne1e51dfacc064dc792ea78eb292b5a6b,True,RO_0002211
True,GO_1900370,False,GO_2000637
False,GO_0033015,True,GO_1901565
False,GO_0015810,True,GO_0071705
True,GO_0019985,False,GO_0070987
True,GO_0010556,False,GO_0010559
False,GO_0015101,True,N83a37965a690494899a1b69416f4f3d6
True,GO_0012501,False,N5f00904bd1444a8c9bfed2136a68c0b6
False,GO_0001541,True,Nc48125ab17ce4f2ca78d41bb8a13c919
True,GO_0007015,False,GO_0061572
False,GO_1900046,True,Nf91c20b960e6425194beec4780858aed
False,GO_0003886,True,GO_0009008
True,GO_0005488,False,GO_0033218
True,BFO_0000050,False,N72d95a82f6ad4d9bb2dd6c43561fb149
True,GO_0016415,False,GO_0033819
False,GO_0002189,True,GO_0061695
False,GO_0032261,True,GO_0043173
True,GO_0045202,False,Nf4a3453998d3463295f2beb9abcb2267
False,GO_0003962,True,GO_0016765
False,Nc6ebb08a5ade48c3a27ea553a539768b,True,RO_0002213
False,GO_0008564,True,GO_0015450
True,BFO_0000050,False,N247b01342e984b15b822688a2af78511
False,GO_0016034,True,GO_0016859
False,GO_0048522,True,GO_0050794
True,GO_0050886,False,Nd1bd3f6b0b19468bb0c2076a4299bed6
False,GO_0002161,True,GO_0140101
True,GO_0001932,False,GO_0050730
True,GO_0006152,False,GO_0046130
True,BFO_0000050,False,Ne90181322b384d10a3e6f37ff17c9329
False,GO_0008818,True,GO_0016780
False,GO_0050992,True,GO_0050993
True,GO_0030312,False,N33ac7bfa120d4e94814507f0b5e5795b
True,BFO_0000050,False,Neb4d241a325a42c1864a0264cf4074bc
False,GO_0007306,True,GO_0022412
False,GO_0034220,True,GO_0055085
False,GO_0004077,True,GO_0018271
True,GO_0016791,False,GO_0036424
False,GO_0005739,True,GO_0043231
True,GO_0006782,False,GO_0019353
