SO_0001,{'GO_0010181'}
SO_0256,"{'GO_0034062', 'GO_0016779', 'GO_0046983', 'GO_0006351', 'GO_0003899', 'GO_0000428', 'GO_0003677', 'GO_0005737'}"
SO_0257,"{'GO_0022625', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_1990904'}"
SO_0259,"{'GO_0020037', 'GO_0046872', 'GO_0017004', 'GO_0005886'}"
SO_0260,"{'GO_1903607', 'GO_0015886', 'GO_0005886', 'GO_0017004', 'GO_0016020'}"
SO_0261,"{'GO_0015232', 'GO_0015886', 'GO_0005886', 'GO_0020037', 'GO_0017004', 'GO_0016020'}"
SO_0262,"{'GO_0015232', 'GO_1903607', 'GO_0015886', 'GO_0005886', 'GO_0017004', 'GO_0016020'}"
SO_0263,"{'GO_0055085', 'GO_0035351', 'GO_0022857', 'GO_0005886', 'GO_0015439', 'GO_0016887', 'GO_0017004', 'GO_0005524'}"
SO_0264,"{'GO_0020037', 'GO_0046872', 'GO_0005506', 'GO_0009055'}"
SO_0265,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0017004', 'GO_0016020', 'GO_0005575'}"
SO_0266,"{'GO_0015232', 'GO_0015886', 'GO_0005886', 'GO_0020037', 'GO_0017004', 'GO_0016020'}"
SO_0267,"{'GO_0005886', 'GO_0030288', 'GO_0017004', 'GO_0015036'}"
SO_0268,"{'GO_0046872', 'GO_0016020', 'GO_0005886'}"
SO_0269,"{'GO_0098869', 'GO_0016209', 'GO_0016491', 'GO_0015036'}"
SO_0272,"{'GO_0019159', 'GO_0019363', 'GO_0016787'}"
SO_0273,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0274,"{'GO_0015977', 'GO_0016829', 'GO_0008964', 'GO_0006107', 'GO_0006099', 'GO_0000287', 'GO_0005829'}"
SO_0275,"{'GO_0070401', 'GO_0003942', 'GO_0051287', 'GO_0016491', 'GO_0006526', 'GO_0005737'}"
SO_0276,"{'GO_0003991', 'GO_0006526', 'GO_0016301', 'GO_0005737', 'GO_0042450', 'GO_0005524'}"
SO_0277,"{'GO_0016740', 'GO_0004585', 'GO_0016597', 'GO_0006526', 'GO_0005737', 'GO_0019240', 'GO_0042450', 'GO_0006591'}"
SO_0278,"{'GO_0016874', 'GO_0004055', 'GO_0006526', 'GO_0005737', 'GO_0000053', 'GO_0000050', 'GO_0005524'}"
SO_0279,"{'GO_0016829', 'GO_0006526', 'GO_0004056', 'GO_0005737', 'GO_0042450', 'GO_0005829'}"
SO_0280,"{'GO_0006508', 'GO_0046677', 'GO_0009002', 'GO_0005886', 'GO_0016757', 'GO_0008955', 'GO_0008658', 'GO_0009252', 'GO_0004180'}"
SO_0281,"{'GO_0003674', 'GO_0051301'}"
SO_0282,"{'GO_0003674', 'GO_0043683', 'GO_0043107', 'GO_0016020'}"
SO_0283,"{'GO_0003674', 'GO_0043683', 'GO_0043107', 'GO_0016020'}"
SO_0284,{'GO_0003674'}
SO_0285,"{'GO_0019867', 'GO_0009279', 'GO_0003674', 'GO_0009306', 'GO_0016020'}"
SO_0286,"{'GO_0008652', 'GO_0005737', 'GO_0009073', 'GO_0004765', 'GO_0016301', 'GO_0009423', 'GO_0046872', 'GO_0019752', 'GO_0005829', 'GO_0000287', 'GO_0005524'}"
SO_0287,"{'GO_0016829', 'GO_0003856', 'GO_0008652', 'GO_0009073', 'GO_0009423', 'GO_0046872', 'GO_0005737', 'GO_0000166'}"
SO_0288,"{'GO_0008150', 'GO_0042834', 'GO_0003674', 'GO_0051301', 'GO_0016887'}"
SO_0289,"{'GO_1904047', 'GO_0009307', 'GO_0009007', 'GO_0006298', 'GO_0003676', 'GO_0008168', 'GO_0032259', 'GO_0043565'}"
SO_0290,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0291,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0292,"{'GO_0016853', 'GO_0019323', 'GO_0004750', 'GO_0006098', 'GO_0005975', 'GO_0009052', 'GO_0046872', 'GO_0005829'}"
SO_0293,"{'GO_0006281', 'GO_0046295', 'GO_0005975', 'GO_0003824', 'GO_0008967', 'GO_0016787', 'GO_0046872', 'GO_0005829'}"
SO_0294,"{'GO_0006436', 'GO_0004812', 'GO_0006412', 'GO_0004830', 'GO_0005737', 'GO_0005829', 'GO_0006418', 'GO_0005524'}"
SO_0295,"{'GO_0003700', 'GO_0006351', 'GO_0006355', 'GO_0043565'}"
SO_0296,"{'GO_0008150', 'GO_0003674', 'GO_0016020'}"
SO_0297,"{'GO_0008150', 'GO_0003674', 'GO_0006970', 'GO_0030288'}"
SO_0298,"{'GO_0016853', 'GO_0008968', 'GO_2001061', 'GO_0097367', 'GO_0005975', 'GO_0046872', 'GO_0005737', 'GO_0008270', 'GO_1901135'}"
SO_0299,"{'GO_0008150', 'GO_0003674', 'GO_0003676', 'GO_0005575'}"
SO_0300,"{'GO_0008150', 'GO_0030234', 'GO_0008360', 'GO_0009279', 'GO_0003674', 'GO_0009252', 'GO_0031241'}"
SO_0301,"{'GO_0008150', 'GO_0070677', 'GO_0006364', 'GO_0008168', 'GO_0003674', 'GO_0032259', 'GO_0005737', 'GO_0031167', 'GO_0005575'}"
SO_0302,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0304,"{'GO_0008150', 'GO_0009307', 'GO_0004519', 'GO_0015666', 'GO_0043590', 'GO_0003674', 'GO_0003677', 'GO_0005575'}"
SO_0306,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0308,"{'GO_0008150', 'GO_0055085', 'GO_0022857', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0309,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0311,"{'GO_0008150', 'GO_0051539', 'GO_0005506', 'GO_0003674', 'GO_0003824', 'GO_0046872', 'GO_0005575'}"
SO_0312,"{'GO_0046930', 'GO_0006811', 'GO_0034220', 'GO_0009279', 'GO_0016020', 'GO_0015288'}"
SO_0313,"{'GO_0015489', 'GO_0015496', 'GO_0006865', 'GO_0015847', 'GO_0055085', 'GO_1903352', 'GO_0015293', 'GO_0005886', 'GO_0015822', 'GO_0015297', 'GO_0016020'}"
SO_0314,"{'GO_0016829', 'GO_0004586', 'GO_0030170', 'GO_0006520', 'GO_0016831', 'GO_0005737', 'GO_0005829'}"
SO_0316,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0317,"{'GO_0000976', 'GO_0006355', 'GO_0003677', 'GO_0043565', 'GO_0003700'}"
SO_0318,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0319,"{'GO_0008150', 'GO_0003674'}"
SO_0320,"{'GO_0016747', 'GO_0008150', 'GO_0009246', 'GO_0016740', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0016413'}"
SO_0321,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0322,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0323,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0324,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0325,"{'GO_0008150', 'GO_0003674', 'GO_0005829'}"
SO_0326,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0329,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0330,"{'GO_0008150', 'GO_0016779', 'GO_0070733', 'GO_0003674', 'GO_0046872', 'GO_0000287', 'GO_0005524', 'GO_0005575'}"
SO_0331,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0332,"{'GO_0008150', 'GO_0106310', 'GO_0005575', 'GO_0003674', 'GO_0046872', 'GO_0005737', 'GO_0000287', 'GO_0005524', 'GO_0004674'}"
SO_0333,"{'GO_0016853', 'GO_0042597', 'GO_0016491', 'GO_0015036'}"
SO_0334,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0335,"{'GO_0008150', 'GO_0043093', 'GO_0003674', 'GO_0051301', 'GO_0090529', 'GO_0005737', 'GO_0000917', 'GO_0005575'}"
SO_0336,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0337,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0338,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0339,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0340,"{'GO_0009098', 'GO_0009081', 'GO_0008652', 'GO_0052654', 'GO_0009099', 'GO_0004084', 'GO_0050048', 'GO_0052656', 'GO_0052655', 'GO_0009097', 'GO_0008483'}"
SO_0341,"{'GO_0052621', 'GO_0016779'}"
SO_0342,"{'GO_0016853', 'GO_0019629', 'GO_0016863'}"
SO_0343,"{'GO_0051539', 'GO_0003994', 'GO_0016829', 'GO_0019679', 'GO_0016836', 'GO_0006099', 'GO_0006101', 'GO_0046872', 'GO_0019629', 'GO_0030350', 'GO_0005829'}"
SO_0344,"{'GO_0036440', 'GO_0004108', 'GO_0019679', 'GO_0050440', 'GO_0016740', 'GO_0005975', 'GO_0006099', 'GO_0005737', 'GO_0046912', 'GO_0016746'}"
SO_0345,"{'GO_0016829', 'GO_0046421', 'GO_0016833', 'GO_0046872', 'GO_0019629', 'GO_0000287'}"
SO_0346,"{'GO_0006355', 'GO_0003700', 'GO_0003677'}"
SO_0347,"{'GO_0008150', 'GO_0016020', 'GO_0005886', 'GO_0016746'}"
SO_0348,"{'GO_0008150', 'GO_0016020', 'GO_0016746'}"
SO_0349,"{'GO_0008150', 'GO_0032508', 'GO_0003674', 'GO_0003677', 'GO_0016887', 'GO_0005524'}"
SO_0350,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0351,"{'GO_0000160', 'GO_0006355', 'GO_0003677'}"
SO_0352,"{'GO_0046983', 'GO_0004673', 'GO_0000160', 'GO_0000155', 'GO_0016301', 'GO_0004672', 'GO_0016020'}"
SO_0353,"{'GO_0008150', 'GO_0003674'}"
SO_0354,"{'GO_0071805', 'GO_0055085', 'GO_0035725', 'GO_0005886', 'GO_0008273', 'GO_0070588', 'GO_0016020', 'GO_0006874', 'GO_0005262'}"
SO_0355,"{'GO_0008150', 'GO_0016405', 'GO_0016874'}"
SO_0356,"{'GO_0032196', 'GO_0004803', 'GO_0006313', 'GO_0003677', 'GO_0006310'}"
SO_0358,"{'GO_0005829', 'GO_0019239', 'GO_0016787'}"
SO_0360,"{'GO_0034062', 'GO_0016779', 'GO_0006351', 'GO_0003899', 'GO_0000428', 'GO_0003677'}"
SO_0361,"{'GO_0016301', 'GO_0005829', 'GO_0046710', 'GO_0005737', 'GO_0006163', 'GO_0004385', 'GO_0005524', 'GO_0046037'}"
SO_0362,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0363,"{'GO_0008150', 'GO_0003674', 'GO_0016779', 'GO_0005575'}"
SO_0364,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0365,"{'GO_0008150', 'GO_0055085', 'GO_0022857', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0366,"{'GO_0008150', 'GO_0003674', 'GO_0005575', 'GO_0016787'}"
SO_0367,"{'GO_0008150', 'GO_0003674', 'GO_0005524', 'GO_0005575'}"
SO_0368,"{'GO_0016887', 'GO_0003677', 'GO_0005524', 'GO_0016787'}"
SO_0369,"{'GO_0003700', 'GO_0006351', 'GO_0006355', 'GO_0043565'}"
SO_0370,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0371,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0372,"{'GO_0008253', 'GO_0106411', 'GO_0016787'}"
SO_0375,"{'GO_0006313', 'GO_0003677', 'GO_0015074', 'GO_0004803'}"
SO_0377,"{'GO_0008150', 'GO_0003674', 'GO_0006541', 'GO_0005575'}"
SO_0378,"{'GO_0032196', 'GO_0004803', 'GO_0006313', 'GO_0003677', 'GO_0006310'}"
SO_0379,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0380,"{'GO_0009307', 'GO_0009035', 'GO_0004519', 'GO_0003677', 'GO_0005524'}"
SO_0381,"{'GO_0008150', 'GO_0003674'}"
SO_0382,"{'GO_0004519', 'GO_0009307', 'GO_0009035', 'GO_0003677'}"
SO_0383,"{'GO_0009307', 'GO_0009007', 'GO_0008170', 'GO_0008168', 'GO_0032259', 'GO_0003677'}"
SO_0384,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0386,{'GO_0008150'}
SO_0387,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0388,"{'GO_0015074', 'GO_0003677', 'GO_0006310'}"
SO_0389,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0390,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0391,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0392,"{'GO_0008150', 'GO_0003674'}"
SO_0393,"{'GO_0006355', 'GO_0003700', 'GO_0003677', 'GO_0043565'}"
SO_0394,"{'GO_0008150', 'GO_0008033', 'GO_0050660', 'GO_0002943', 'GO_0003674', 'GO_0000049', 'GO_0010181', 'GO_0017150', 'GO_0016491', 'GO_0005575'}"
SO_0395,"{'GO_0006338', 'GO_0016279', 'GO_0008168', 'GO_0032259', 'GO_0005737', 'GO_0005829', 'GO_0008276', 'GO_0042054'}"
SO_0396,"{'GO_0046872', 'GO_0016491', 'GO_0016020', 'GO_0006099'}"
SO_0397,"{'GO_0046872', 'GO_0016491', 'GO_0016020', 'GO_0006099'}"
SO_0398,"{'GO_0022900', 'GO_0050660', 'GO_0000104', 'GO_0005886', 'GO_0016627', 'GO_0016491', 'GO_0008177', 'GO_0009061', 'GO_0016020', 'GO_0009055'}"
SO_0399,"{'GO_0051539', 'GO_0006099', 'GO_0051537', 'GO_0016491', 'GO_0022904', 'GO_0009060', 'GO_0009055'}"
SO_0400,"{'GO_0008150', 'GO_0004497', 'GO_0003674', 'GO_0016491', 'GO_0005829', 'GO_0005575'}"
SO_0401,"{'GO_0046872', 'GO_0016491', 'GO_0008270'}"
SO_0402,"{'GO_0003700', 'GO_0006351', 'GO_0006355', 'GO_0043565'}"
SO_0403,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0404,"{'GO_0008150', 'GO_0003674', 'GO_0005575', 'GO_0008237'}"
SO_0405,"{'GO_0006353', 'GO_0005829', 'GO_0004386', 'GO_0016787', 'GO_0008186', 'GO_0016887', 'GO_0003723', 'GO_0005524'}"
SO_0406,"{'GO_0015035', 'GO_0005737', 'GO_0015036', 'GO_0045454', 'GO_0005829'}"
SO_0407,"{'GO_0008150', 'GO_0003676', 'GO_0005829', 'GO_0006401', 'GO_0004386', 'GO_0003724', 'GO_0005737', 'GO_0016887', 'GO_0003723', 'GO_0005524', 'GO_0016787'}"
SO_0408,"{'GO_0008894', 'GO_0015949', 'GO_0016787'}"
SO_0409,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0410,"{'GO_0044715', 'GO_0006260', 'GO_0006281', 'GO_0035539', 'GO_0003824', 'GO_0008413', 'GO_0016787', 'GO_0046872', 'GO_0044716'}"
SO_0411,"{'GO_0008150', 'GO_0008657', 'GO_0003674', 'GO_0006355', 'GO_0046872', 'GO_0008270', 'GO_0005575'}"
SO_0412,"{'GO_0008150', 'GO_0032153', 'GO_0043093', 'GO_0003674', 'GO_0051301', 'GO_0090529', 'GO_0005737', 'GO_0000917', 'GO_0005575'}"
SO_0413,"{'GO_0008150', 'GO_0004140', 'GO_0015937', 'GO_0016301', 'GO_0005737', 'GO_0005524'}"
SO_0414,"{'GO_0006508', 'GO_0008168', 'GO_0008233', 'GO_0005886', 'GO_0004190', 'GO_0032259', 'GO_0016020', 'GO_0006465'}"
SO_0415,"{'GO_0015628', 'GO_0005886', 'GO_0003674', 'GO_0009306', 'GO_0016020'}"
SO_0416,"{'GO_0009297', 'GO_0005886', 'GO_0003674', 'GO_0005737', 'GO_0016887', 'GO_0000166'}"
SO_0417,"{'GO_0044096', 'GO_0043107', 'GO_0016020'}"
SO_0419,"{'GO_0004514', 'GO_0009435', 'GO_0034213', 'GO_0016757', 'GO_0019363', 'GO_0005737'}"
SO_0422,"{'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0046677'}"
SO_0423,"{'GO_0006355', 'GO_0003700', 'GO_0003677'}"
SO_0424,"{'GO_0046872', 'GO_0016491', 'GO_0004739'}"
SO_0425,"{'GO_0031405', 'GO_0006090', 'GO_0016407', 'GO_0004742', 'GO_0006086', 'GO_0005737', 'GO_0045254', 'GO_0006096', 'GO_0016746'}"
SO_0426,"{'GO_0050660', 'GO_0004148', 'GO_0000166', 'GO_0016491'}"
SO_0427,"{'GO_0052621', 'GO_0016779'}"
SO_0428,"{'GO_0008150', 'GO_0019867', 'GO_0005575', 'GO_0003674', 'GO_0006629', 'GO_0016042', 'GO_0016787'}"
SO_0429,"{'GO_0006508', 'GO_0004222', 'GO_0016485', 'GO_0008237', 'GO_0005886', 'GO_0046872'}"
SO_0430,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0431,{'GO_0016787'}
SO_0432,"{'GO_0051539', 'GO_0003994', 'GO_0016829', 'GO_0047456', 'GO_0006099', 'GO_0046872', 'GO_0019629', 'GO_0003723', 'GO_0005829'}"
SO_0433,{'GO_0006355'}
SO_0435,"{'GO_0006783', 'GO_0006782', 'GO_0006778', 'GO_0016831', 'GO_0006779', 'GO_0019353', 'GO_0005737', 'GO_0005829', 'GO_0004853'}"
SO_0437,"{'GO_0005886', 'GO_0071111', 'GO_0016787'}"
SO_0438,"{'GO_0016491', 'GO_0005829'}"
SO_0439,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0440,"{'GO_0008150', 'GO_0003674', 'GO_0005575', 'GO_0008237'}"
SO_0441,"{'GO_0016874', 'GO_0006189', 'GO_0009113', 'GO_0004637', 'GO_0003824', 'GO_0006164', 'GO_0046872', 'GO_0005524'}"
SO_0442,"{'GO_0006189', 'GO_0016740', 'GO_0004643', 'GO_0006164', 'GO_0016787', 'GO_0005829', 'GO_0003937'}"
SO_0443,"{'GO_0006351', 'GO_0006355', 'GO_0003677', 'GO_0003700', 'GO_0008270'}"
SO_0444,"{'GO_0008150', 'GO_0003674', 'GO_0005886', 'GO_0005575'}"
SO_0445,"{'GO_0003674', 'GO_0016020'}"
SO_0447,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0448,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0449,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0450,"{'GO_0005886', 'GO_0016020', 'GO_0055085', 'GO_0022857'}"
SO_0452,"{'GO_0047134', 'GO_0016491', 'GO_0005737', 'GO_0005829', 'GO_0015036', 'GO_0015035'}"
SO_0453,"{'GO_0006457', 'GO_0003755'}"
SO_0454,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0455,"{'GO_0008150', 'GO_0055085', 'GO_0022857', 'GO_0005886', 'GO_0003674', 'GO_0005575'}"
SO_0456,"{'GO_0008150', 'GO_0003674'}"
SO_0458,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0459,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0461,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0462,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0463,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0464,"{'GO_0003824', 'GO_0016787'}"
SO_0466,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0467,"{'GO_0016853', 'GO_0000725', 'GO_0003678', 'GO_0006268', 'GO_0005829', 'GO_0043138', 'GO_0004386', 'GO_0003677', 'GO_0016787', 'GO_0005737', 'GO_0016887', 'GO_0005524', 'GO_0033202'}"
SO_0468,"{'GO_0002083', 'GO_0008412', 'GO_0016740', 'GO_0006744', 'GO_0004659', 'GO_0005886', 'GO_0016020', 'GO_0047293'}"
SO_0470,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0471,"{'GO_0008150', 'GO_0004497', 'GO_0009636', 'GO_0005575', 'GO_0003674', 'GO_0000166', 'GO_0018580'}"
SO_0472,"{'GO_0008150', 'GO_0003674', 'GO_0016020'}"
SO_0474,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0476,"{'GO_0098869', 'GO_0016209', 'GO_0016491', 'GO_0015036'}"
SO_0477,"{'GO_0046872', 'GO_0016829', 'GO_0016020', 'GO_0005886'}"
SO_0478,"{'GO_0016829', 'GO_0015232', 'GO_0015886', 'GO_0005886', 'GO_0020037', 'GO_0017004', 'GO_0016020'}"
SO_0479,"{'GO_0005506', 'GO_0016002', 'GO_0042597', 'GO_0016491', 'GO_0005507', 'GO_0070814', 'GO_1903136', 'GO_0020037', 'GO_0046872', 'GO_0009061', 'GO_0016667'}"
SO_0480,"{'GO_0008150', 'GO_0003674'}"
SO_0481,"{'GO_0006457', 'GO_0003755'}"
SO_0482,"{'GO_0016829', 'GO_0016020'}"
SO_0483,"{'GO_0046872', 'GO_0051536'}"
SO_0484,"{'GO_0005886', 'GO_0016020'}"
SO_0487,"{'GO_0016887', 'GO_0005524', 'GO_0016787'}"
SO_0488,"{'GO_0005886', 'GO_0140359', 'GO_0016020', 'GO_0055085'}"
SO_0490,"{'GO_0000160', 'GO_0006355', 'GO_0016020', 'GO_0003677'}"
SO_0491,"{'GO_0006508', 'GO_0004222', 'GO_0016485', 'GO_0008237', 'GO_0005886', 'GO_0046872'}"
SO_0492,"{'GO_0008150', 'GO_0003674', 'GO_0016646', 'GO_0010181', 'GO_0005575'}"
SO_0494,"{'GO_0006313', 'GO_0003677', 'GO_0015074', 'GO_0004803'}"
SO_0496,"{'GO_0008150', 'GO_0009432', 'GO_0018169', 'GO_0003674', 'GO_0005737', 'GO_0005524', 'GO_0005575'}"
SO_0497,"{'GO_0008150', 'GO_0005575', 'GO_0003674', 'GO_0004672', 'GO_0005524', 'GO_0004674'}"
SO_0500,"{'GO_0007165', 'GO_0016020', 'GO_0006935'}"
SO_0501,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0502,"{'GO_0003700', 'GO_0006355'}"
SO_0503,"{'GO_0008150', 'GO_0003674', 'GO_0005886', 'GO_0005575'}"
SO_0504,"{'GO_0016491', 'GO_0008218'}"
SO_0505,"{'GO_0008150', 'GO_0003674'}"
SO_0506,"{'GO_0008150', 'GO_0008694', 'GO_0006744', 'GO_0005886', 'GO_0003674', 'GO_0005737', 'GO_0016831', 'GO_0046872', 'GO_0005829', 'GO_0005575'}"
SO_0508,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0510,"{'GO_0016491', 'GO_0005829'}"
SO_0511,"{'GO_0003989', 'GO_0009317', 'GO_0006633', 'GO_0016874'}"
SO_0512,"{'GO_0003855', 'GO_0019631', 'GO_0016829', 'GO_0008652', 'GO_0009073', 'GO_0009423'}"
SO_0513,"{'GO_0008150', 'GO_0072344', 'GO_0004045', 'GO_0043022', 'GO_0003747', 'GO_0006415'}"
SO_0514,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0515,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0516,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0518,"{'GO_0015562', 'GO_0055085'}"
SO_0519,"{'GO_0030288', 'GO_0030313', 'GO_0046914'}"
SO_0520,"{'GO_0055085', 'GO_0022857', 'GO_0005886', 'GO_0042908', 'GO_0016020', 'GO_0042910'}"
SO_0521,"{'GO_0008150', 'GO_0003674', 'GO_0005575', 'GO_0004497'}"
SO_0522,"{'GO_0008381', 'GO_0006811', 'GO_0034220', 'GO_0005886', 'GO_0016020'}"
SO_0523,"{'GO_0003700', 'GO_0006351', 'GO_0006355', 'GO_0043565'}"
SO_0525,"{'GO_0005886', 'GO_0016020', 'GO_0055085', 'GO_0022857'}"
SO_0526,"{'GO_0016747', 'GO_0008150'}"
SO_0527,"{'GO_0008150', 'GO_0004497', 'GO_0003674', 'GO_0016491', 'GO_0005829', 'GO_0005575'}"
SO_0528,"{'GO_0008150', 'GO_0003674', 'GO_0003824', 'GO_0046872', 'GO_0051536', 'GO_0005575'}"
SO_0529,"{'GO_0003700', 'GO_0006351', 'GO_0006355', 'GO_0043565'}"
SO_0530,"{'GO_0006865', 'GO_0015171', 'GO_0005886', 'GO_0016020', 'GO_0003333'}"
SO_0532,"{'GO_0003700', 'GO_0006355'}"
SO_0533,"{'GO_0004725', 'GO_0046685'}"
SO_0534,"{'GO_0015103', 'GO_0015700', 'GO_0005886', 'GO_0015699', 'GO_0015297', 'GO_0015105', 'GO_0015104', 'GO_0016020'}"
SO_0535,"{'GO_0008150', 'GO_0003674', 'GO_0005886', 'GO_0005575'}"
SO_0536,{'GO_0008150'}
SO_0538,"{'GO_0051287', 'GO_0016491', 'GO_0050661', 'GO_0000166', 'GO_0006006', 'GO_0016620'}"
SO_0539,"{'GO_0016020', 'GO_0055085', 'GO_0022857'}"
SO_0540,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0541,"{'GO_0004521', 'GO_0008150'}"
SO_0542,"{'GO_0008150', 'GO_0003674', 'GO_0016787', 'GO_0080164', 'GO_0005575'}"
SO_0543,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0544,"{'GO_0004673', 'GO_0000160', 'GO_0007165', 'GO_0000155', 'GO_0006355', 'GO_0016301', 'GO_0016020'}"
SO_0545,"{'GO_0000160', 'GO_0052621', 'GO_0016779'}"
SO_0546,"{'GO_0009432', 'GO_0016874', 'GO_0018169', 'GO_0003674', 'GO_0003824', 'GO_0016881', 'GO_0006412', 'GO_0046872', 'GO_0005737', 'GO_0036211', 'GO_0005524'}"
SO_0547,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0548,"{'GO_0030261', 'GO_0030527', 'GO_0003677', 'GO_0006310', 'GO_0005829'}"
SO_0549,{'GO_0000160'}
SO_0550,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0551,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0552,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0553,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0554,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0555,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0556,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0557,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_0558,"{'GO_0008150', 'GO_0008033', 'GO_0008168', 'GO_0008757', 'GO_0032259', 'GO_0006400', 'GO_0097697'}"
SO_0559,"{'GO_0008150', 'GO_0003674'}"
SO_0560,"{'GO_0016874', 'GO_0035999', 'GO_0006730', 'GO_0005524', 'GO_0004329'}"
SO_0562,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0563,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_0564,"{'GO_0008150', 'GO_0046316', 'GO_0003674', 'GO_0046177', 'GO_0005575'}"
SO_0565,"{'GO_0046872', 'GO_0030001'}"
