0,1
SO_2392,"{'GO_0006310', 'GO_0032196', 'GO_0004803', 'GO_0003677', 'GO_0006313'}"
SO_2394,"{'GO_0006508', 'GO_0004180', 'GO_0009002', 'GO_0004185', 'GO_0000270'}"
SO_2395,"{'GO_0016627', 'GO_0016937', 'GO_0050660', 'GO_0016491'}"
SO_2398,"{'GO_0005829', 'GO_0004590', 'GO_0016831', 'GO_0044205', 'GO_0006221', 'GO_0006207'}"
SO_2399,"{'GO_0046890', 'GO_0009898', 'GO_0005886', 'GO_0008653', 'GO_0046872', 'GO_0005506', 'GO_0016740'}"
SO_2401,"{'GO_0005829', 'GO_0006310', 'GO_0030527', 'GO_0005694', 'GO_0006355', 'GO_0006417', 'GO_0003677'}"
SO_2402,"{'GO_1990904', 'GO_0003735', 'GO_0006412', 'GO_0003729', 'GO_0022627', 'GO_0003723', 'GO_0005840'}"
SO_2403,"{'GO_0005829', 'GO_0046940', 'GO_0016301', 'GO_0004127', 'GO_0036431', 'GO_0006220', 'GO_0015949', 'GO_0006139', 'GO_0005524', 'GO_0044281', 'GO_0036430', 'GO_0005737'}"
SO_2404,"{'GO_0009073', 'GO_0003866', 'GO_0009423', 'GO_0008652', 'GO_0005737', 'GO_0016740'}"
SO_2406,"{'GO_0005829', 'GO_0006520', 'GO_0004838', 'GO_0042802', 'GO_0004069', 'GO_0008483', 'GO_0009058', 'GO_0030170', 'GO_0033585'}"
SO_2408,"{'GO_0046872', 'GO_0051539', 'GO_0016491'}"
SO_2410,"{'GO_0008615', 'GO_0006564', 'GO_0006563', 'GO_0004648', 'GO_0008483', 'GO_0030170', 'GO_0005737'}"
SO_2411,"{'GO_0051276', 'GO_0005694', 'GO_0006265', 'GO_0003918', 'GO_0009330', 'GO_0034335', 'GO_0003916', 'GO_0003677', 'GO_0006261', 'GO_0005524', 'GO_0005737'}"
SO_2413,"{'GO_0008168', 'GO_0032259', 'GO_0102208', 'GO_0061542', 'GO_0010420', 'GO_0006744'}"
SO_2414,"{'GO_0005829', 'GO_0003824', 'GO_0008967', 'GO_0006281'}"
SO_2415,"{'GO_0005971', 'GO_0009263', 'GO_0004748', 'GO_0005524', 'GO_0016491'}"
SO_2416,"{'GO_0004748', 'GO_0016491', 'GO_0009263'}"
SO_2418,"{'GO_0006310', 'GO_0032196', 'GO_0004803', 'GO_0003677', 'GO_0006313'}"
SO_2419,"{'GO_0033543', 'GO_0016491', 'GO_0008670', 'GO_0010181'}"
SO_2420,"{'GO_0006508', 'GO_0008236', 'GO_0006465', 'GO_0008233', 'GO_0016020'}"
SO_2421,"{'GO_0005829', 'GO_0006520', 'GO_0004067', 'GO_0016787'}"
SO_2424,"{'GO_0006508', 'GO_0008270', 'GO_0004181', 'GO_0004180'}"
SO_2426,"{'GO_0005829', 'GO_0045893', 'GO_0000156', 'GO_0000976', 'GO_0006355', 'GO_0003677', 'GO_0000160', 'GO_0032993', 'GO_0005737'}"
SO_2429,"{'GO_0006310', 'GO_0000400', 'GO_0016887', 'GO_0009378', 'GO_0048476', 'GO_0003677', 'GO_0005524', 'GO_0016787', 'GO_0005737', 'GO_0006281', 'GO_0032508'}"
SO_2430,"{'GO_0006310', 'GO_0000400', 'GO_0009378', 'GO_0048476', 'GO_0003677', 'GO_0009379', 'GO_0005524', 'GO_0005737', 'GO_0006281', 'GO_0032508'}"
SO_2431,"{'GO_0006310', 'GO_0000287', 'GO_0003676', 'GO_0008821', 'GO_0048476', 'GO_0003677', 'GO_0046872', 'GO_0004519', 'GO_0005737', 'GO_0006281'}"
SO_2432,"{'GO_0005829', 'GO_0003677', 'GO_0005737', 'GO_0006355'}"
SO_2433,"{'GO_0006418', 'GO_0003676', 'GO_0004812', 'GO_0006412', 'GO_0005524', 'GO_0005737', 'GO_0006422', 'GO_0004815'}"
SO_2434,"{'GO_0052621', 'GO_0016020', 'GO_0016779'}"
SO_2435,"{'GO_1904047', 'GO_0002098', 'GO_0016743', 'GO_0016740'}"
SO_2436,"{'GO_0008168', 'GO_0016765', 'GO_0002098', 'GO_0006400', 'GO_0008033', 'GO_0016740'}"
SO_2437,"{'GO_0006508', 'GO_0006518', 'GO_0004222'}"
SO_2438,"{'GO_0006355', 'GO_0003700', 'GO_0000976'}"
SO_2440,"{'GO_0051539', 'GO_0044272', 'GO_0009228', 'GO_0003824', 'GO_0046872', 'GO_0051536', 'GO_0042364', 'GO_0005506'}"
SO_2441,"{'GO_0009229', 'GO_1990107', 'GO_0016783', 'GO_0005737', 'GO_0009228', 'GO_0016740'}"
SO_2443,"{'GO_0004792', 'GO_0005829', 'GO_0016779', 'GO_0008641', 'GO_0005737', 'GO_0008146'}"
SO_2444,"{'GO_0005829', 'GO_0016301', 'GO_0008902', 'GO_0000287', 'GO_0009229', 'GO_0004789', 'GO_0046872', 'GO_0008972', 'GO_0009228'}"
SO_2445,"{'GO_0005829', 'GO_0016830', 'GO_0051539', 'GO_0009229', 'GO_0051536', 'GO_0046872', 'GO_0008270', 'GO_0016829', 'GO_0009228'}"
SO_2447,"{'GO_0046872', 'GO_0005886', 'GO_0016020', 'GO_0140911'}"
SO_2449,"{'GO_0008168', 'GO_0032259', 'GO_0160105'}"
SO_2450,"{'GO_0030246', 'GO_0032450', 'GO_0000023', 'GO_0016798'}"
SO_2452,"{'GO_0005829', 'GO_0070402', 'GO_0035925', 'GO_0003960', 'GO_0016491'}"
SO_2453,"{'GO_0005829', 'GO_0016491', 'GO_0010181'}"
SO_2454,"{'GO_0005829', 'GO_0000166', 'GO_0016491', 'GO_0010181'}"
SO_2455,"{'GO_0006355', 'GO_0043565', 'GO_0003700', 'GO_0006351'}"
SO_2458,"{'GO_0016020', 'GO_0055085', 'GO_0022857'}"
SO_2459,"{'GO_0004553', 'GO_0003824', 'GO_0004339', 'GO_0030246', 'GO_0016798', 'GO_0005975', 'GO_0016757'}"
SO_2471,"{'GO_0005829', 'GO_0009014', 'GO_0019877', 'GO_0009085', 'GO_0050897', 'GO_0009089', 'GO_0046872', 'GO_0016787', 'GO_0008270'}"
SO_2472,"{'GO_0006508', 'GO_0008233', 'GO_0004180'}"
SO_2474,"{'GO_0015976', 'GO_0046872', 'GO_0004089', 'GO_0008270', 'GO_0016829'}"
SO_2477,"{'GO_0046872', 'GO_0009103', 'GO_0004022', 'GO_0016491'}"
SO_2480,"{'GO_0004803', 'GO_0003677', 'GO_0006313'}"
SO_2483,"{'GO_0008483', 'GO_0009058', 'GO_0030170'}"
SO_2484,"{'GO_0002953', 'GO_0000166', 'GO_0046872', 'GO_0016791', 'GO_0016787', 'GO_0005737'}"
SO_2485,"{'GO_0006203', 'GO_0008832', 'GO_0016793', 'GO_0016787'}"
SO_2487,"{'GO_0005829', 'GO_0051539', 'GO_0009255', 'GO_0019752', 'GO_0016836', 'GO_0046872', 'GO_0046177', 'GO_0004456', 'GO_0016829', 'GO_0019521'}"
SO_2488,"{'GO_0005829', 'GO_0006098', 'GO_0017057', 'GO_0016787', 'GO_0005975', 'GO_0009051'}"
SO_2489,"{'GO_0005829', 'GO_0006098', 'GO_0006006', 'GO_0004345', 'GO_0016491', 'GO_0050661', 'GO_0009051'}"
SO_2490,"{'GO_0045893', 'GO_0001216', 'GO_0003700', 'GO_0097367', 'GO_0045892', 'GO_0000976', 'GO_0006355', 'GO_0001217', 'GO_0003677', 'GO_0032993', 'GO_0005737', 'GO_1901135'}"
SO_2491,"{'GO_0005829', 'GO_0006096', 'GO_0016301', 'GO_0000287', 'GO_0004743', 'GO_0030955', 'GO_0046872', 'GO_0005524', 'GO_0005737'}"
SO_2492,"{'GO_0033539', 'GO_0070991', 'GO_0004466', 'GO_0003995', 'GO_0050660', 'GO_0005737', 'GO_0006635'}"
SO_2493,"{'GO_0006355', 'GO_0003677', 'GO_0003700', 'GO_0000976'}"
SO_2494,"{'GO_0006508', 'GO_0008241', 'GO_0008237', 'GO_0016020'}"
SO_2501,"{'GO_0051539', 'GO_0000287', 'GO_0016840', 'GO_0003824', 'GO_1904047', 'GO_0046872', 'GO_0008616', 'GO_0051536', 'GO_0016829'}"
SO_2503,"{'GO_0016879', 'GO_0016874', 'GO_0046872', 'GO_0008616', 'GO_0005524', 'GO_0008270'}"
SO_2506,"{'GO_0009432', 'GO_0009381', 'GO_0009380', 'GO_0016887', 'GO_0003677', 'GO_0006289', 'GO_0005524', 'GO_0005737', 'GO_0006281', 'GO_0004518'}"
SO_2508,"{'GO_0022900', 'GO_0005886', 'GO_0016020'}"
SO_2509,"{'GO_0051539', 'GO_0051536', 'GO_0005886', 'GO_0022900', 'GO_0046872', 'GO_0009055'}"
SO_2510,"{'GO_0051539', 'GO_0005886', 'GO_0022900', 'GO_0046872', 'GO_0016020', 'GO_0009055'}"
SO_2511,"{'GO_0022900', 'GO_0005886', 'GO_0016020', 'GO_0055085'}"
SO_2512,"{'GO_0009055', 'GO_0005886', 'GO_0022900', 'GO_0010181'}"
SO_2513,"{'GO_0022900', 'GO_0005886', 'GO_0016020'}"
SO_2514,"{'GO_0019104', 'GO_0051539', 'GO_0003906', 'GO_0003677', 'GO_0046872', 'GO_0004519', 'GO_0006285', 'GO_0006284', 'GO_0006281', 'GO_0016829', 'GO_0016798', 'GO_0006950', 'GO_0140078'}"
SO_2519,"{'GO_0003700', 'GO_0006355', 'GO_0000976', 'GO_0003677', 'GO_0043565'}"
SO_2520,"{'GO_0043709', 'GO_0005886', 'GO_1902201', 'GO_0052621', 'GO_0016020'}"
SO_2528,"{'GO_0046718', 'GO_0006310', 'GO_0015074', 'GO_0044826', 'GO_0003677', 'GO_0075713'}"
SO_2530,"{'GO_0043686', 'GO_0006412', 'GO_0046872', 'GO_0016787', 'GO_0042586'}"
SO_2532,"{'GO_0003908', 'GO_0008168', 'GO_0032259', 'GO_0003824', 'GO_0006281'}"
SO_2535,"{'GO_0003922', 'GO_0016874', 'GO_0006541', 'GO_0006177'}"
SO_2536,"{'GO_0033539', 'GO_0070991', 'GO_0004466', 'GO_0016020', 'GO_0003995', 'GO_0050660', 'GO_0005737', 'GO_0006635'}"
SO_2537,"{'GO_0006811', 'GO_1902600', 'GO_0015297', 'GO_0016020', 'GO_0006813'}"
SO_2540,"{'GO_0005829', 'GO_0000156', 'GO_0045892', 'GO_0000976', 'GO_0006355', 'GO_0001217', 'GO_0003677', 'GO_0000160', 'GO_0032993'}"
SO_2543,"{'GO_0000155', 'GO_0016301', 'GO_0000160', 'GO_0007165', 'GO_0004673'}"
SO_2544,"{'GO_0000155', 'GO_0016301', 'GO_0000160', 'GO_0016020', 'GO_0004673'}"
SO_2545,"{'GO_0000155', 'GO_0016301', 'GO_0000160', 'GO_0007165', 'GO_0004673'}"
SO_2550,"{'GO_0005829', 'GO_0003677', 'GO_0003700', 'GO_0006355'}"
SO_2551,"{'GO_0005829', 'GO_0003677', 'GO_0003700', 'GO_0006355'}"
SO_2559,"{'GO_0005829', 'GO_0008408', 'GO_0004527', 'GO_0003677', 'GO_0045004', 'GO_0046872', 'GO_0006260', 'GO_0071897', 'GO_0003887'}"
SO_2560,"{'GO_0004523', 'GO_0000287', 'GO_0003676', 'GO_0006401', 'GO_0043137', 'GO_0046872', 'GO_0004519', 'GO_0005737'}"
SO_2561,"{'GO_0006355', 'GO_0003700', 'GO_0000976'}"
SO_2562,"{'GO_0008757', 'GO_0008168', 'GO_0032259'}"
SO_2563,"{'GO_0004416', 'GO_0046872', 'GO_0019243', 'GO_0016787'}"
SO_2564,"{'GO_0008933', 'GO_0016020', 'GO_0008932', 'GO_0000270', 'GO_0016829'}"
SO_2566,"{'GO_0090313', 'GO_0005886', 'GO_0016020'}"
SO_2567,"{'GO_0051252', 'GO_0008428', 'GO_0008948', 'GO_0046872', 'GO_0047443', 'GO_0016829'}"
SO_2571,"{'GO_0005829', 'GO_0016787', 'GO_0003724', 'GO_0003676', 'GO_0005524', 'GO_0004386', 'GO_0005737'}"
SO_2576,"{'GO_0051302', 'GO_0051726', 'GO_0000902', 'GO_0000917', 'GO_1901891', 'GO_0090529', 'GO_0051301'}"
SO_2577,"{'GO_0005829', 'GO_0009898', 'GO_0016887', 'GO_0005524', 'GO_0051782'}"
SO_2578,"{'GO_0005886', 'GO_0032955', 'GO_0000918', 'GO_0051301'}"
SO_2580,"{'GO_0033890', 'GO_0003676', 'GO_0008408', 'GO_0004527', 'GO_0042780', 'GO_0008033', 'GO_0000166', 'GO_0005737'}"
SO_2581,"{'GO_0016874', 'GO_0004467', 'GO_0001676', 'GO_0016020'}"
SO_2586,"{'GO_0005829', 'GO_0006508', 'GO_0002949', 'GO_0008233'}"
SO_2587,"{'GO_0005829', 'GO_0004655', 'GO_0033014', 'GO_0046872', 'GO_0006783', 'GO_0006782', 'GO_0008270', 'GO_0016829'}"
SO_2588,"{'GO_0033744', 'GO_0033743', 'GO_0008113', 'GO_0036211', 'GO_0016491'}"
SO_2590,"{'GO_0005525', 'GO_0006412', 'GO_0003924', 'GO_0016787', 'GO_0005737'}"
SO_2591,"{'GO_0000917', 'GO_0043093', 'GO_0005737', 'GO_0090529', 'GO_0051301'}"
SO_2592,"{'GO_0106430', 'GO_0005886', 'GO_0006221', 'GO_0044205', 'GO_0006222', 'GO_0009220', 'GO_0016020', 'GO_0005737', 'GO_0004152', 'GO_0006207', 'GO_0016491'}"
SO_2593,"{'GO_0004352', 'GO_0019551', 'GO_0016491'}"
SO_2600,"{'GO_0006508', 'GO_0004177', 'GO_0046872', 'GO_0008237', 'GO_0008270'}"
SO_2601,"{'GO_0006508', 'GO_0004175', 'GO_0008236', 'GO_0007165', 'GO_0004252', 'GO_0030288'}"
SO_2602,"{'GO_0005829', 'GO_0033592', 'GO_0010608', 'GO_0034057', 'GO_0005737', 'GO_0003723'}"
SO_2603,"{'GO_0005829', 'GO_0033745', 'GO_0016491'}"
SO_2609,"{'GO_0008168', 'GO_0032259', 'GO_0031167', 'GO_0009383', 'GO_0008649', 'GO_0006396', 'GO_0070475', 'GO_0001510', 'GO_0005737', 'GO_0003723', 'GO_0016434', 'GO_0006364'}"
SO_2610,"{'GO_0005829', 'GO_0006259', 'GO_0004536', 'GO_0046872'}"
SO_2612,"{'GO_0009360', 'GO_0008408', 'GO_0006261', 'GO_0006260', 'GO_0071897', 'GO_0003887'}"
SO_2613,"{'GO_0005829', 'GO_0046940', 'GO_0016301', 'GO_0004798', 'GO_0006233', 'GO_0006227', 'GO_0006235', 'GO_0005524', 'GO_0005737', 'GO_0009165'}"
SO_2614,"{'GO_0005886', 'GO_0071555', 'GO_0008932', 'GO_0016829', 'GO_0009252'}"
SO_2615,"{'GO_0005829', 'GO_0008696', 'GO_0016829', 'GO_0030170', 'GO_0046394', 'GO_0046656', 'GO_0008153'}"
SO_2616,"{'GO_0006226', 'GO_0015949', 'GO_0000166', 'GO_0008829', 'GO_0016787', 'GO_0009117', 'GO_0006229'}"
SO_2617,"{'GO_0016301', 'GO_0043771', 'GO_0008655', 'GO_0005524', 'GO_0009224', 'GO_0044206', 'GO_0044211', 'GO_0005737', 'GO_0004849', 'GO_0016773'}"
SO_2618,"{'GO_0005829', 'GO_0051539', 'GO_0140663', 'GO_0016226', 'GO_0016887', 'GO_0046872', 'GO_0005524', 'GO_0016787', 'GO_0051536'}"
SO_2619,"{'GO_0005829', 'GO_0006418', 'GO_0004812', 'GO_0006412', 'GO_0046872', 'GO_0004825', 'GO_0005524', 'GO_0000049', 'GO_0005737', 'GO_0006431'}"
SO_2620,"{'GO_0005886', 'GO_0016020', 'GO_0055085'}"
SO_2623,"{'GO_0005737', 'GO_0030163', 'GO_0008914', 'GO_0016746'}"
SO_2624,"{'GO_0071596', 'GO_0030163', 'GO_0008914', 'GO_0016746', 'GO_0004057', 'GO_0005737'}"
SO_2625,"{'GO_0005829', 'GO_0006413', 'GO_0019843', 'GO_0043022', 'GO_0006412', 'GO_0003743', 'GO_0005737', 'GO_0003723'}"
SO_2626,"{'GO_0006508', 'GO_0043335', 'GO_0008233', 'GO_0016887', 'GO_0034605', 'GO_0005524', 'GO_0005737'}"
SO_2628,"{'GO_0005829', 'GO_0003676', 'GO_0006355', 'GO_0003677', 'GO_0010468', 'GO_0005737'}"
SO_2629,"{'GO_0006099', 'GO_0004450', 'GO_0006097', 'GO_0046872', 'GO_0016491'}"
SO_2630,"{'GO_0001522', 'GO_0009982', 'GO_0140098', 'GO_0016853', 'GO_0003723', 'GO_0006364'}"
SO_2631,"{'GO_0004787', 'GO_0017111', 'GO_0017110', 'GO_0016787'}"
SO_2633,"{'GO_0002143', 'GO_0016783', 'GO_0006400', 'GO_0103016', 'GO_0008033', 'GO_0005524', 'GO_0000049', 'GO_0005737', 'GO_0016740'}"
SO_2635,"{'GO_0005829', 'GO_0044208', 'GO_0070626', 'GO_0004018', 'GO_0006189', 'GO_0009152', 'GO_0016829', 'GO_0006188', 'GO_0006164'}"
SO_2638,"{'GO_0016639', 'GO_0000166', 'GO_0006520', 'GO_0016491'}"
SO_2643,"{'GO_0008720', 'GO_0071949', 'GO_0003824', 'GO_0046872', 'GO_0050660', 'GO_0051536', 'GO_0004458', 'GO_1903457'}"
SO_2644,"{'GO_0008986', 'GO_0016301', 'GO_0003824', 'GO_0006090', 'GO_0046872', 'GO_0006094', 'GO_0005524'}"
SO_2645,"{'GO_0016772', 'GO_0004674', 'GO_0000166', 'GO_0005524', 'GO_0016776', 'GO_0043531'}"
SO_2646,"{'GO_0003849', 'GO_0009423', 'GO_0009073', 'GO_0008652', 'GO_0005737', 'GO_0016740'}"
SO_2647,"{'GO_0005829', 'GO_0052816', 'GO_0006637', 'GO_0016787', 'GO_0005737', 'GO_0009062', 'GO_0016790'}"
SO_2648,"{'GO_0003677', 'GO_0000160', 'GO_0006355'}"
SO_2649,"{'GO_0006355', 'GO_0019344', 'GO_0003700', 'GO_0000976'}"
SO_2654,"{'GO_0004803', 'GO_0003677', 'GO_0006313', 'GO_0015074'}"
SO_2655,"{'GO_0003677', 'GO_0006313', 'GO_0016887'}"
SO_2705,"{'GO_0005694', 'GO_0006265', 'GO_0003916', 'GO_0003677', 'GO_0046872', 'GO_0003917'}"
SO_2706,"{'GO_0009015', 'GO_0019545', 'GO_0006525', 'GO_0016787', 'GO_0019544'}"
SO_2713,"{'GO_0005886', 'GO_0016020', 'GO_0034257', 'GO_0034258'}"
SO_2717,"{'GO_0005829', 'GO_0003700', 'GO_0006355'}"
SO_2718,"{'GO_0005886', 'GO_0055085', 'GO_0022857'}"
SO_2719,"{'GO_0005829', 'GO_0042278', 'GO_0006152', 'GO_0004731', 'GO_0016757', 'GO_0009116'}"
SO_2722,"{'GO_0005829', 'GO_0016289', 'GO_0061522', 'GO_0016787'}"
SO_2723,"{'GO_0005829', 'GO_0043530', 'GO_0055130', 'GO_0003824', 'GO_0005737'}"
SO_2726,"{'GO_0020037', 'GO_0005886', 'GO_0022904', 'GO_0016020', 'GO_0071944', 'GO_0009055', 'GO_0005506'}"
SO_2728,"{'GO_0006508', 'GO_0004222', 'GO_0005886', 'GO_0008237', 'GO_0046872', 'GO_0008270'}"
SO_2730,"{'GO_0006508', 'GO_0005737', 'GO_0016805', 'GO_0008236'}"
SO_2731,"{'GO_0009250', 'GO_0042597', 'GO_0051274', 'GO_0003824', 'GO_0030246', 'GO_0030288', 'GO_0016051'}"
SO_2732,"{'GO_0004803', 'GO_0003677', 'GO_0006313', 'GO_0016020'}"
SO_2737,"{'GO_0005829', 'GO_0000287', 'GO_0009102', 'GO_0016874', 'GO_0004141', 'GO_0005524', 'GO_0046872', 'GO_0005737'}"
SO_2738,"{'GO_0008168', 'GO_0008425', 'GO_0032259', 'GO_0008757', 'GO_0010340', 'GO_0009102', 'GO_0102130', 'GO_0006744'}"
SO_2739,"{'GO_0008710', 'GO_0016746', 'GO_0030170', 'GO_0009058', 'GO_0009102', 'GO_0016740'}"
SO_2740,"{'GO_0051539', 'GO_0044272', 'GO_0009102', 'GO_0046872', 'GO_0004076', 'GO_0051536', 'GO_0051537', 'GO_0042364', 'GO_0005506', 'GO_0016740'}"
SO_2741,"{'GO_0008483', 'GO_0030170', 'GO_0009102', 'GO_0005737', 'GO_0004015'}"
SO_2742,"{'GO_0000155', 'GO_0009927', 'GO_0016301', 'GO_0022857', 'GO_0005886', 'GO_0055085', 'GO_0000160', 'GO_0016020', 'GO_0004673'}"
SO_2743,"{'GO_0005829', 'GO_0006085', 'GO_0003987', 'GO_0019427', 'GO_0016874', 'GO_0046872', 'GO_0005524', 'GO_0016208'}"
SO_2744,"{'GO_0004386', 'GO_0016887', 'GO_0003677', 'GO_0006412', 'GO_0005524', 'GO_0016787'}"
SO_2745,"{'GO_0015038', 'GO_0034599', 'GO_0009055', 'GO_0015035', 'GO_0005737', 'GO_0045454'}"
SO_2746,"{'GO_0070206', 'GO_0042597', 'GO_0043093', 'GO_0030288', 'GO_0051301'}"
SO_2747,"{'GO_0019867', 'GO_0009279', 'GO_0051301'}"
SO_2748,"{'GO_0017038', 'GO_0042597', 'GO_0051301'}"
SO_2749,"{'GO_0016020', 'GO_0043213', 'GO_0019534', 'GO_0055085'}"
SO_2750,"{'GO_0022857', 'GO_0005886', 'GO_0055085', 'GO_0015031', 'GO_0016020', 'GO_0051301'}"
SO_2751,"{'GO_0043213', 'GO_0005886', 'GO_0016020', 'GO_0017038', 'GO_0051301'}"
SO_2753,"{'GO_0005829', 'GO_0006508', 'GO_0070012', 'GO_0016787', 'GO_0004252'}"
SO_2755,"{'GO_0005829', 'GO_0000287', 'GO_0003676', 'GO_0008408', 'GO_0004527', 'GO_0006396', 'GO_0008033', 'GO_0045004', 'GO_0046872', 'GO_0004540', 'GO_0016896'}"
SO_2756,"{'GO_0005829', 'GO_0008379', 'GO_0051920', 'GO_0004601', 'GO_0006979', 'GO_0042744', 'GO_0098869', 'GO_0045454'}"
SO_2758,"{'GO_0043709', 'GO_0005886', 'GO_1902201', 'GO_0052621', 'GO_0016020'}"
SO_2759,"{'GO_0000287', 'GO_0006223', 'GO_0005525', 'GO_0008655', 'GO_0044206', 'GO_0016757', 'GO_0004845'}"
SO_2760,"{'GO_0005829', 'GO_0006189', 'GO_0004637', 'GO_0016874', 'GO_0005524', 'GO_0046084', 'GO_0005737', 'GO_0004641', 'GO_0006164'}"
SO_2761,"{'GO_0005829', 'GO_0004644', 'GO_0006189', 'GO_0005737', 'GO_0006164', 'GO_0016740'}"
SO_2767,"{'GO_0005829', 'GO_0006529', 'GO_0004066', 'GO_0016874', 'GO_0005524', 'GO_0006541'}"
SO_2768,"{'GO_0016627', 'GO_0050660', 'GO_0016491'}"
SO_2769,"{'GO_0016853', 'GO_0005975', 'GO_0030246', 'GO_0047938'}"
SO_2771,"{'GO_0051287', 'GO_0016054', 'GO_0050661', 'GO_0008679', 'GO_0016491'}"
SO_2772,"{'GO_0005829', 'GO_0052816', 'GO_0006637', 'GO_0016787', 'GO_0005737', 'GO_0016790'}"
SO_2774,"{'GO_0005829', 'GO_0006633', 'GO_0016747', 'GO_0016746', 'GO_0004315'}"
SO_2775,"{'GO_0005829', 'GO_0000036', 'GO_0006633', 'GO_0000035', 'GO_0009245', 'GO_0005737'}"
SO_2776,"{'GO_0006633', 'GO_0051287', 'GO_0004316', 'GO_0030497', 'GO_0016616', 'GO_0016491'}"
SO_2777,"{'GO_0005829', 'GO_0006633', 'GO_0004314', 'GO_0016746'}"
SO_2778,"{'GO_0006633', 'GO_0033818', 'GO_0016746', 'GO_0005737', 'GO_0004315'}"
SO_2779,"{'GO_0006633', 'GO_0016747', 'GO_0043811', 'GO_0006644', 'GO_0005737', 'GO_0008654', 'GO_0016740'}"
SO_2780,"{'GO_1990904', 'GO_0003735', 'GO_0006412', 'GO_0015934', 'GO_0005840'}"
SO_2782,"{'GO_0047429', 'GO_0016462', 'GO_0016787', 'GO_0005737', 'GO_0009117'}"
SO_2784,"{'GO_0001522', 'GO_0160141', 'GO_0009982', 'GO_0120159', 'GO_0016853', 'GO_0003723', 'GO_0000455'}"
SO_2785,"{'GO_0006402', 'GO_0019843', 'GO_0000287', 'GO_0008995', 'GO_0005886', 'GO_0008270', 'GO_0009898', 'GO_0006396', 'GO_0008033', 'GO_0046872', 'GO_0004519', 'GO_0000049', 'GO_0004540', 'GO_0004521', 'GO_0005737', 'GO_0003723', 'GO_0006364'}"
SO_2787,"{'GO_0005829', 'GO_0003676', 'GO_0005737', 'GO_0010468'}"
SO_2788,"{'GO_0008168', 'GO_0032259', 'GO_0031167', 'GO_0046872', 'GO_0052911'}"
SO_2790,"{'GO_0000175', 'GO_0003676', 'GO_0004527', 'GO_0003677', 'GO_0046872', 'GO_0008310', 'GO_0006281'}"
SO_2791,"{'GO_0005829', 'GO_0008270', 'GO_0042802', 'GO_0004126', 'GO_0046872', 'GO_0016787', 'GO_0005737', 'GO_0009972'}"
SO_2796,"{'GO_0090313', 'GO_0005886', 'GO_0016020'}"
SO_2798,"{'GO_0000041', 'GO_0005886', 'GO_0016020'}"
SO_2801,"{'GO_0009244', 'GO_0016301', 'GO_0009029', 'GO_0005886', 'GO_0005524', 'GO_0009245'}"
SO_2802,"{'GO_0005886', 'GO_0034040', 'GO_0016887', 'GO_0055085', 'GO_0016020', 'GO_0005524', 'GO_0140359', 'GO_0006869'}"
SO_2803,"{'GO_0030420', 'GO_0005886', 'GO_0016020'}"
SO_2806,"{'GO_0005886', 'GO_0016020', 'GO_0016036'}"
SO_2811,"{'GO_0006310', 'GO_0032196', 'GO_0004803', 'GO_0003677', 'GO_0006313'}"
SO_2815,"{'GO_0000166', 'GO_0005886', 'GO_0016020', 'GO_0050660'}"
SO_2817,"{'GO_0006310', 'GO_0032196', 'GO_0004803', 'GO_0003677', 'GO_0006313'}"
SO_2822,"{'GO_0000155', 'GO_0016301', 'GO_0005886', 'GO_0000160', 'GO_0016020', 'GO_0071555', 'GO_0004673'}"
SO_2823,"{'GO_0005829', 'GO_0000156', 'GO_0000976', 'GO_0006355', 'GO_0003677', 'GO_0000160', 'GO_0032993'}"
SO_2831,"{'GO_0005829', 'GO_0003935', 'GO_0003824', 'GO_0005525', 'GO_0046872', 'GO_0016787', 'GO_0008270', 'GO_0009231'}"
SO_2833,"{'GO_0051539', 'GO_0004748', 'GO_0043365', 'GO_0046872', 'GO_0016491'}"
SO_2834,"{'GO_0008998', 'GO_0004748', 'GO_0009265', 'GO_0031250', 'GO_0005524', 'GO_0006260', 'GO_0016491'}"
SO_2836,"{'GO_0016042', 'GO_0016787', 'GO_0006629'}"
SO_2838,"{'GO_0005829', 'GO_0016787', 'GO_0003724', 'GO_0003676', 'GO_0005524', 'GO_0004386', 'GO_0005737'}"
SO_2842,"{'GO_0004222', 'GO_0005886', 'GO_0042834', 'GO_0046872', 'GO_0016020', 'GO_0000920', 'GO_0016787'}"
SO_2843,"{'GO_0006302', 'GO_0016887', 'GO_0004527'}"
SO_2844,"{'GO_0006281', 'GO_0006310', 'GO_0008408', 'GO_0004529', 'GO_0004527', 'GO_0003677', 'GO_0006259', 'GO_0004519', 'GO_0016787', 'GO_0006260'}"
SO_2847,"{'GO_0006355', 'GO_0043565', 'GO_0003700', 'GO_0006351'}"
SO_2852,"{'GO_0003677', 'GO_0003700', 'GO_0006355'}"
SO_2853,"{'GO_0006633', 'GO_0033818', 'GO_0016746', 'GO_0005737', 'GO_0004315'}"
SO_2855,"{'GO_0005829', 'GO_0003676', 'GO_0008408', 'GO_0004527'}"
SO_2857,"{'GO_0005886', 'GO_0016020', 'GO_0055085', 'GO_0022857'}"
SO_2860,"{'GO_0016853', 'GO_0042597', 'GO_0016491'}"
SO_2861,"{'GO_0004029', 'GO_0051287', 'GO_0005737', 'GO_0046168', 'GO_0016616'}"
SO_2865,"{'GO_0003333', 'GO_0005886', 'GO_0016020', 'GO_0015171', 'GO_0006865'}"
