CONCEPTS,CONCEPT,vector1,vector2,vector3,vector4,vector5,vector6,vector7,vector8,vector9,vector10,vector11,vector12,vector13,vector14,vector15,vector16,vector17,vector18,vector19,vector20,vector21,vector22,vector23,vector24,vector25,vector26,vector27,vector28,vector29,vector30,vector31,vector32,vector33,vector34,vector35,vector36,vector37,vector38,vector39,vector40,vector41,vector42,vector43,vector44,vector45,vector46,vector47,vector48,vector49,vector50,vector51,vector52,vector53,vector54,vector55,vector56,vector57,vector58,vector59,vector60,vector61,vector62,vector63,vector64,vector65,vector66,vector67,vector68,vector69,vector70,vector71,vector72,vector73,vector74,vector75,vector76,vector77,vector78,vector79,vector80,vector81,vector82,vector83,vector84,vector85,vector86,vector87,vector88,vector89,vector90,vector91,vector92,vector93,vector94,vector95,vector96,vector97,vector98,vector99,vector100
"['GO:0007159', 'GO:0009060', 'GO:0016043', 'GO:0017167', 'GO:0030214', 'GO:0042710', 'GO:0043326', 'GO:0098771']",GO:0017167,-0.0012017905,0.0038967216,-0.004601821,0.0029951644,-0.00057715893,0.0032056093,0.0003995812,-0.0050980435,-0.003651439,0.009090178,0.006559049,-0.0029475319,0.0007104611,-0.0010272037,-0.009529944,-0.009775188,0.009405751,-0.006091325,0.006855426,-0.00075084687,0.002294545,0.0035631633,0.0012006509,-0.0063256337,-0.0048818504,-0.0032059252,-0.009312472,-0.004407648,-0.002043873,-0.0011103296,0.0064044273,0.0016137541,0.0007166362,-0.009456771,-0.0007804191,0.00603976,0.0085568,-0.008791216,-0.00059366465,-0.0086458465,-0.003133229,0.0088937525,0.006640438,-0.0030812167,-0.0058232616,-0.009596998,-0.0007794571,-0.0007064581,-0.007843194,-0.0016462528,0.0067160367,-0.004896958,0.0009594703,-0.008303475,0.008849394,0.0061843395,0.009109825,-0.0038375997,0.008500512,0.0033619297,-0.003002782,0.008277561,-0.00026316286,-0.0018674314,-0.006722753,0.004408277,0.00840142,-0.0007946539,0.006895411,-0.0091760615,0.0055624736,-0.008684427,0.00231197,-0.0023465813,0.009851488,0.007743262,-0.0039033329,-0.006298852,-0.0044337823,-0.0008440351,0.005794965,-0.0037858533,0.008638641,-0.0011718166,0.009317436,-0.0021167635,0.008209897,-0.0014895153,0.005388628,0.0048197447,-0.0071615875,-0.008450439,-0.0047316505,0.00038423657,0.0041045393,0.0010886777,0.009749754,0.0004984295,0.0038622546,-0.0023752046
"['GO:0007159', 'GO:0009060', 'GO:0016043', 'GO:0017167', 'GO:0030214', 'GO:0042710', 'GO:0043326', 'GO:0098771']",GO:0030214,0.54457897,0.022227766,-0.26720682,0.04102361,-0.10117818,0.10193994,0.46258107,0.35235417,0.5647419,-0.022597156,-0.11764619,-0.45764947,0.2298768,0.6618119,-0.11729608,-0.96891695,0.3590631,-0.43776023,-0.7246964,0.109975204,0.7210848,0.4780721,0.08339952,-0.08905072,-0.47477105,0.13204546,-0.36701587,0.07794709,0.00079029077,0.040099576,0.28897613,0.13445012,0.1108034,0.4121291,0.5038045,-0.06140443,0.16315097,-0.695323,0.019598594,-0.3401032,0.23033349,0.491619,-0.026212122,0.14461061,0.16951102,0.15733552,0.0940728,-0.16316977,0.49733537,-0.17371145,-0.47092748,-1.0132465,0.5438458,-0.23304664,0.54404163,-0.08358156,-0.28608105,0.15444835,0.15869607,0.38209784,0.065028414,-0.53430766,-0.15748855,-0.07202106,0.15444718,-0.05383006,0.74076426,-0.18438204,-0.45147628,0.3151819,0.10647143,-0.19467951,-0.00704512,-0.1565631,0.10591745,0.28326663,-0.24918516,0.14007196,-0.1689688,-0.0029995316,0.29726943,-0.021657303,-0.14144884,-0.27182025,-0.25971928,-0.060004152,0.2911034,0.14740102,-0.4800581,-0.015400376,-0.13632691,0.019835101,-0.1359896,-0.57872605,-0.214185,0.021496113,-0.19286309,-0.27776217,-0.29681644,-0.044392005
"['GO:0007159', 'GO:0009060', 'GO:0016043', 'GO:0017167', 'GO:0030214', 'GO:0042710', 'GO:0043326', 'GO:0098771']",GO:0042710,0.70731443,-0.34663904,-0.23413101,0.17937453,0.36299983,-0.18232629,0.29686373,-0.42661634,0.85032827,-0.5267471,-0.5526513,-0.4795327,-0.52811545,0.54831654,-0.01548058,-0.7728021,0.5304363,-0.5173325,-0.69235927,-0.17679231,0.054971624,0.44731438,0.06771195,0.5383427,-0.2334548,0.1916425,-0.4382751,0.53116894,-0.09336996,-0.056147024,0.24338669,0.5957689,-0.072810784,0.24965063,0.13037656,-0.715617,-0.5036395,-0.24265935,-0.71413386,-0.22851853,0.015003105,0.05815147,-0.5877996,1.1405709,0.14451545,0.5759566,0.8388635,0.1843713,0.7099591,-0.13241026,-0.8336647,-0.7616954,0.914141,-0.73693126,-0.64495593,-0.28037623,-0.100564435,-0.3637,0.12770587,0.476956,-0.20141569,-1.0072109,0.06799205,-0.63673705,-0.3585844,0.6932649,-0.14083709,-0.08309162,-0.28409088,-0.4029899,0.81544197,0.33148518,0.028194994,-0.24686112,0.37942728,-0.051771592,0.5637563,-0.06729074,-0.616361,-0.013019416,0.16474122,-0.1068083,-0.22322598,0.8236939,-0.1699816,-0.2470064,0.32010785,0.48052213,-0.38607806,-0.5246986,-0.5654038,-0.18575391,0.2614132,-0.9308394,0.06774028,0.25620422,-0.17281403,0.5312054,0.30268335,-0.0017032559
"['GO:0007159', 'GO:0009060', 'GO:0016043', 'GO:0017167', 'GO:0030214', 'GO:0042710', 'GO:0043326', 'GO:0098771']",GO:0043326,0.70153624,0.16094103,-0.2745914,0.19198519,0.10977301,-0.064653136,0.23100996,0.38130113,0.43436024,-0.43097094,0.056765195,-0.2987219,0.32903168,0.7488111,-0.04702334,-0.816892,-0.0014279176,-0.13830492,-0.8894977,-0.1667141,0.5453938,0.13272214,0.27328715,-0.11980992,-0.59952223,0.18986212,0.049933035,0.33886752,0.26722828,-0.1258374,0.44674012,0.1085666,-0.082424715,0.46842423,0.1685289,0.04373384,-0.3679486,-0.16398245,-0.36271036,-0.5746813,0.2131356,0.0052670124,-0.25535062,0.28252152,0.13534257,0.23702319,0.16324261,0.07664345,0.65368927,-0.4460349,-0.7199673,-1.0399411,-0.0013166296,-0.320556,0.25870764,0.29051793,0.014615437,0.024838472,-0.061910175,0.43325755,0.0036581527,-0.26759642,-0.046211116,0.054602463,-0.28692427,-0.021283302,0.46192488,-0.16475113,-0.49911168,0.12148853,0.46636462,0.18941176,-0.010186143,-0.37971306,0.5368045,0.62016463,0.02947991,-0.021403836,-0.3081055,-0.2916687,0.45248142,-0.18280154,-0.16622342,-0.17487773,0.042507183,-0.072257295,0.27567294,0.06017645,-0.0136125265,-0.053423148,-0.20946431,0.124177955,-0.20176695,-0.85456645,0.044173192,0.025059965,0.12655875,0.27402008,-0.072530344,-0.22887757
"['GO:0007159', 'GO:0009060', 'GO:0016043', 'GO:0017167', 'GO:0030214', 'GO:0042710', 'GO:0043326', 'GO:0098771']",GO:0098771,0.5594148,-0.07317669,-0.13514622,0.5123581,1.1491381,0.08316398,-0.677883,0.570709,0.7572305,-0.082069516,-0.08745255,-0.6196154,0.26875037,0.20000201,0.13761084,-1.2681615,0.4400962,-0.62612104,-1.1314259,0.23395005,1.1566988,0.0743393,0.7347326,0.46239743,-0.4676139,0.350346,-0.41140676,0.7276421,0.25530756,-0.35641816,-0.46956256,0.608917,0.40719876,0.34795195,0.35074985,-1.1728405,-0.9490018,-0.73176855,-0.9679126,-0.43421996,0.6419792,0.12147078,-0.8155399,0.14075968,0.106343105,0.49737436,0.2131452,-0.016230553,1.4273813,-0.0012513424,-0.903983,-0.7107016,0.16866115,-0.40884545,0.037296817,-0.6468318,-0.25402755,0.08264967,-0.18916747,0.76918584,0.33394873,-1.296741,-0.76098514,0.08022657,0.26295725,0.8188964,0.65256274,-0.52157164,-0.78498584,0.7489381,0.87052315,-0.7163849,-0.16729076,0.5973701,0.8885287,0.37912035,0.06678629,-0.6356365,-0.6564285,0.78425616,0.25988737,0.044399526,-0.074606694,0.42441416,0.28237182,-0.13855617,0.3037592,0.7814296,0.12922655,-0.24548954,-0.2045442,-0.7469585,0.26203552,-1.066358,0.22101463,0.8217966,0.8277746,-0.20019193,-0.42660537,-0.52185726
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0005891,0.31147093,-0.48590663,-0.49237245,-0.03464943,-0.0737466,-0.23936969,0.33040726,-0.10535577,0.33186704,-0.1319218,-0.19744468,-0.48030132,0.7839774,0.8257032,0.050469022,-1.3580959,-0.3099099,-0.4559728,-0.32004648,0.15844014,0.97572905,0.5183035,0.046615373,0.14795175,-1.2521472,0.016964797,-0.37890857,0.34001973,0.272396,-0.34447214,-0.40767166,0.55273706,0.24829987,0.68081456,0.18812522,-0.17660305,-0.37058493,-0.81698716,-0.60955083,-0.26569894,-0.023957655,0.23709425,-0.2285564,0.28044295,-0.10242085,0.13526663,-0.2930567,-0.015195793,0.6203587,0.035685815,-0.83844453,-0.45863616,0.8799246,-0.4023483,-0.011281836,0.08801541,0.049963437,-0.11862179,-0.015673913,0.2332753,-0.019264868,-0.8175811,-0.5851759,0.1345881,-0.30035946,0.106929615,0.1617953,-0.30539456,-0.49318415,0.4337751,-0.25405386,-0.68114513,0.51658297,0.12276551,0.13955678,0.08847055,0.68246245,-0.059787307,-0.40902478,0.25303194,0.2628209,0.35561717,-0.40282214,-0.18831642,-0.12080417,-0.5536547,0.46560243,-0.011898613,-0.062791094,0.03273115,-0.295973,0.1859504,-0.08795911,-1.3058033,0.05133929,0.45439845,0.13152161,0.8538549,0.00070480735,-0.017718032
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0009941,0.24214561,0.13037463,-0.32018298,-0.42090735,0.35493648,-0.44118053,0.27446115,-0.01077785,0.9815144,0.19905712,-0.16090472,-0.33780393,0.36543933,0.52115965,-0.55461776,-1.1057389,0.64328736,-0.560292,-0.4868493,-0.15577833,-0.14350237,0.3621943,0.0923009,0.16724919,-0.8860596,0.22409245,-0.22190341,0.41834816,-0.030301506,-0.29764572,0.1566122,0.103538476,-0.30980453,0.5917705,0.55354685,-0.35533231,-0.7298345,-0.21086489,-0.43315902,-0.7053224,0.38200644,0.21096106,-0.48204273,0.59672505,-0.09274669,0.612429,0.12688003,-0.27323708,0.6431856,-0.11513544,-0.6227324,-0.23639446,0.21993692,-0.28502357,-0.21808843,0.06499933,-0.31711966,-0.35596907,-0.08921892,0.59966254,-0.55240774,-0.98662937,0.08878006,-0.28648445,-0.5422963,0.015816096,-0.16141249,0.10126763,-0.44806272,-0.2874474,0.19852862,0.058306813,0.42092505,-0.3784141,-0.064481884,0.07477197,0.37135658,0.2901743,-0.7029851,0.2213428,0.7402376,0.05457095,-0.25863498,0.63548595,-0.4895724,-0.05683503,0.6309157,0.09964692,-0.33610788,0.1042704,-0.4177578,-0.32448325,-0.14674065,-1.0065832,-0.052227747,0.2250829,0.51839703,0.30498004,-0.18747269,-0.30436683
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0015695,0.34084246,0.97471255,-0.5778854,-0.20087393,0.13841178,-0.7395886,1.1445266,-0.09882919,1.1004611,-1.5850922,0.16979784,-0.6341884,-0.013891555,0.95837736,0.39718515,-1.6620584,0.297721,-0.90341324,-1.5501037,-0.2975085,0.65651256,-0.39703223,0.675744,-0.335549,-0.09137879,1.0190331,-0.779206,0.52053374,0.35290974,0.24762824,0.10848374,0.30324033,-0.5358719,0.671602,0.30723912,-0.52597225,-0.39660534,-0.91924983,-1.1548754,-0.97661865,1.3428289,0.37602973,-0.5620424,0.2715903,-0.7378128,0.7627029,0.1182194,0.27510497,1.4858507,-0.95458734,-0.21355227,-0.9105427,0.66451645,-1.252965,-1.1669804,0.6125817,-0.5235201,0.78781927,0.22211447,1.1451418,1.1459582,-2.039687,-0.9756456,0.7246466,-0.892409,1.0701463,0.06311985,-0.82960457,-2.065778,-0.04765288,1.5783634,0.52080053,0.52473074,0.67758495,0.64118296,0.18729492,0.9468502,-1.0604776,-1.1721905,-0.81561744,0.12685129,0.67894936,-0.74065936,0.14763737,-0.18921681,0.24975891,0.12175415,0.44695255,0.46776274,-0.39464542,-0.098042145,0.71597385,-0.58288777,-1.766363,0.69313335,0.29996714,0.25058338,0.14993018,-0.27742612,-0.24469793
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0015706,0.7565218,0.26684663,-0.07886363,0.27754477,0.27324143,-0.46760392,0.46284992,0.29849148,0.57869464,-0.27549982,-0.29890388,-0.72369045,0.43015826,0.4528965,-0.32384634,-0.93896556,0.3151211,-0.20555964,-0.94082874,-0.30312297,0.5639756,-0.026596207,0.106823236,0.10254829,-0.5242036,0.5066506,-0.058644354,0.003891529,0.37280437,0.21339348,-0.2733466,-0.05571502,-0.112853795,0.4374829,-0.10594632,-0.361732,-0.2581612,-0.12063258,-0.46502206,-0.48798305,0.4685629,-0.10235888,-0.28365102,0.5232101,0.03992235,0.53040546,0.2521236,0.16611953,0.78615564,-0.48736224,-0.8110598,-0.9454151,0.1312518,-0.37914297,-0.22507508,0.4482233,-0.26507568,0.10547003,-0.17893408,0.74217916,0.19463143,-0.85383683,-0.09137616,-0.28622627,-0.4367866,0.3400805,0.18185516,0.104214974,-0.8758928,-0.07043428,0.750617,0.33206606,0.4819998,-0.35507822,0.34743392,0.4709942,0.1967017,0.07922439,-0.58072853,-0.0883123,0.21555233,-0.11155366,-0.50640494,0.13797839,-0.4050736,-0.21344963,0.26937327,0.16969807,-0.22225498,-0.14922681,-0.3348474,0.32540998,-0.33225104,-1.0081775,-0.26303926,0.29845113,0.057369445,0.12990868,-0.076573774,-0.03855184
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0018553,0.48495823,-0.09013233,-0.18870471,0.022279747,0.20191121,0.2269926,0.5689304,0.14638586,0.6385008,-0.47189018,-0.14902674,-0.067297444,-0.24831979,0.7124146,-0.40932688,-0.94544166,0.21208294,-0.26081198,-0.6319386,-0.11966379,0.52090704,0.2671302,0.06940654,-0.22617112,-0.28007284,0.3640963,-0.32628354,-0.0697346,-0.01717133,0.08828728,-0.11911507,0.2348406,-0.04775609,0.6854396,0.28374553,-0.3310543,0.21671641,-0.29791245,-0.17634706,-0.32976678,0.39479664,0.46404985,0.11587774,0.016849775,0.42961913,0.1114756,0.13952966,-0.14555578,0.6405515,-0.002399011,-0.76823974,-0.7682467,0.4079501,0.052123833,0.18828373,0.08221364,0.034539957,-0.33748436,-0.20162846,0.42332053,-0.34973198,-0.73684144,-0.12678978,0.011473557,-0.05251777,0.15092202,0.45379338,-0.22810493,-0.09944052,-0.15267637,0.033469398,0.31113642,0.07739622,-0.31523076,0.09201342,0.14315939,0.19668874,0.017738508,-0.5249367,0.0657115,0.6012145,0.20976286,-0.16400176,0.22445737,-0.42412597,-0.032820288,0.48240122,-0.2546157,-0.42936426,-0.29136047,-0.4810257,0.06711491,-0.09059172,-0.65615815,-0.1397804,0.13726659,-0.2598797,-0.10517284,-0.4122661,-0.42657015
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0032238,0.6257314,-0.32751578,-0.5211445,-0.38448203,0.26628205,0.03770182,0.30252123,0.082580075,0.53228986,-0.52922636,-0.38537782,-0.15479955,-0.0362668,0.4718203,-0.07756559,-0.6598604,-0.01696168,-0.39789388,-0.52081805,-0.32208288,0.24069853,0.6730436,0.6052254,-0.058122996,0.13821529,-0.026484925,-0.24906383,-0.0039522285,0.21425317,0.021856107,0.6734689,0.36554426,-0.25493553,0.11061193,0.57812136,-0.60911727,-0.16434093,0.10670305,-0.27246776,0.1426017,0.15542541,0.40217915,0.073974244,0.6911746,0.32952937,0.34790668,0.40125105,0.0684571,0.60802823,-0.31381148,-0.6948166,-0.45929947,0.3326209,-0.36012954,0.0617149,-0.14106642,0.20802037,0.1759033,-0.3532331,0.25966007,-0.14883144,-0.3002066,0.41130447,-0.3691639,-0.18881261,-0.56020856,0.6343201,-0.22110838,-0.518934,-0.23947865,0.26473057,0.07448507,0.10855193,-0.14281307,0.06478348,-0.035737243,-0.27378863,0.280437,-0.63892454,-0.073028214,0.04534747,-0.2289352,-0.030159554,0.2509623,0.14615521,-0.2931686,0.8195806,0.200062,-0.21609904,0.38261884,-0.5138875,-0.16477673,0.2449513,-0.50891894,-0.0020157818,0.05114178,0.2724174,0.26705799,-0.06481972,-0.1621287
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0040007,0.76046944,-0.17530653,-0.5550183,0.30258343,0.035949677,0.36495477,0.6038447,0.24083233,0.061113626,-0.8147103,-0.43667263,0.25094768,-0.47602335,1.7406213,0.34248054,-0.26778194,0.10439732,-0.23414138,-0.42558363,-0.1499232,0.0130718835,0.42042658,0.25031102,-0.36885917,0.26134014,0.13539939,-0.32663676,0.41739044,0.0013948416,-0.6241413,0.80129004,1.1353185,-0.5253865,0.4766887,0.5714112,-0.40039793,-0.14485149,-0.7461666,-0.904552,-0.13596843,0.24087606,0.19487645,-0.11974011,0.9494083,0.17550753,-0.020308312,0.8172379,0.32023603,0.5064774,-0.1367777,-0.8570055,-0.67097723,0.87365913,-0.85078907,-0.32332352,0.64166075,-0.26610637,0.06810131,-0.45355782,0.09449631,-0.7335134,-0.99843216,0.16442764,-0.6758198,-0.2787325,-0.48660165,-0.06873561,-0.29100192,-0.18367258,-0.5716842,0.9289126,0.078168206,0.38085166,-0.38363773,-0.13164149,0.5092418,-0.28039142,0.81994104,-0.7211567,-0.4981556,0.62051797,-0.3777573,-0.72803384,0.79582,0.004945631,-0.8155128,0.11510109,0.64759725,-0.18059398,0.5856528,-0.7778906,-0.066061035,0.7474313,-1.1514126,-0.13990583,-0.33557642,-0.027485775,0.80352443,-0.2307721,-0.7216533
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0042192,0.38916427,-0.11859686,-0.198091,0.35849726,0.118017636,0.15663369,0.51051813,0.19999787,0.2494123,-0.19863304,-0.21855259,-0.44457316,0.2725183,0.6889923,-0.13399202,-0.78727883,0.076631665,-0.4645274,-0.6972527,0.16936669,0.84472305,0.61911356,-0.068924904,-0.093634486,-0.5969631,0.22842567,-0.17261787,0.02278482,0.3074593,0.14180358,-0.010629407,0.14779827,0.08409056,-0.047878288,0.40617037,-0.15664853,0.0060860123,-0.6623328,-0.31087822,-0.41166562,0.18102612,0.1941681,-0.33647305,0.26387748,0.12761402,0.11951739,0.12362771,0.2359584,0.33997217,-0.26076326,-0.4027599,-1.0055169,0.3744562,-0.300993,0.6417138,-0.036882747,-0.29181924,0.09351721,0.12752159,0.23372856,0.31218717,-0.5276663,-0.20956507,-0.10215606,-0.07368762,-0.009747217,0.6585019,-0.22183913,-0.68758047,0.2652964,0.10196973,0.1008335,0.08188739,-0.23311235,0.3130164,0.39608675,0.08993529,0.4645802,-0.27516246,-0.026639253,0.04545395,-0.015517567,-0.009648833,-0.34077972,0.005614479,-0.33746538,0.42450103,0.23355758,-0.15813103,-0.03987418,-0.2730267,-0.08776624,0.018583646,-0.6489168,-0.048311137,0.051174883,-0.21773866,-0.019879818,-0.28863856,-0.19937818
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0043117,0.29374126,0.0926768,-0.47000077,0.20550103,0.12665097,-0.33345768,0.12240371,0.2548349,0.2693481,-0.5679163,-0.3500112,-0.2275637,0.4848263,0.36179817,0.066204675,-0.9953343,0.17689669,-0.29980817,-0.62740874,-0.23523128,0.27645993,0.3485189,-0.14659391,0.1277108,-0.2155284,0.32872325,-0.31257892,0.23639993,-0.115292914,-0.37404948,0.3816299,0.5999353,0.029847272,0.21767569,0.54175615,-0.3980251,-0.54013485,0.101186715,-0.4898148,-0.52990395,-0.13667123,0.28906372,-0.11817057,0.7007943,-0.6193967,0.18364184,0.4622328,0.19140498,0.36892155,0.12259641,-0.9254918,-1.005789,0.06524984,-0.6233944,0.10840142,-0.15458937,0.18765512,0.07620453,0.099446416,0.77552783,-0.0061138254,-0.83035606,0.47441846,-0.26910424,-0.39139327,0.36782178,0.3070662,0.11362184,-0.62468714,0.23817171,0.50172603,-0.10889607,0.22239599,0.06805733,-0.03707809,-0.2244487,-0.4821148,0.041510623,-0.39798713,0.100375116,0.74234504,-0.12676163,-0.21815138,0.10926263,-0.13661252,0.061235383,0.2992289,0.20122223,-0.058953553,0.40652546,0.022419803,-0.08231159,-0.2794872,-0.8889766,-0.27743647,0.108930916,0.5940628,0.12092979,-0.25386393,-0.28656733
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0044413,-0.009190497,-0.0048449337,0.0032377602,-0.0041008103,-0.0041342187,-0.0007230258,0.0032018519,-0.007027335,-0.0031949736,0.0013690222,0.0077899694,-0.003759581,0.008133142,0.00704443,0.0057243635,0.005830548,0.0022544502,0.0046834946,-0.008691618,-0.005037241,-0.0019983589,-0.00080967305,-0.0054655587,-0.0015854907,0.0025197302,-0.007556255,-0.009337042,0.009779502,0.006538414,-0.0075240983,-0.007433206,-0.0035250771,0.006526587,0.0041014194,0.007386984,0.0071174,-0.0036634589,-0.007104325,-0.0099968985,-0.0007477522,0.0021243023,-0.009036408,0.004900775,0.002767489,0.0054353345,-0.00894112,0.008302591,0.007970891,0.00051464915,0.00034780623,0.0053820326,0.00998548,-0.0004702091,-0.0026668524,-0.00990792,0.008214414,-0.008483749,-0.004619979,-0.00825363,0.005479355,0.007847953,0.008532655,-0.0075033116,0.0019693042,0.0055840374,0.0011241054,2.0970107e-05,-0.009544587,-0.007585206,-0.0030271327,-0.0075675976,-0.008837535,-0.00803692,0.005600554,0.0045667137,0.0009866011,-0.009597914,0.006390272,-0.0075538387,0.007235024,0.004771384,-0.0011169458,0.0038708318,0.00809631,-0.0011280156,-5.1953793e-05,-0.0014568961,0.00824856,0.007716967,-0.007920738,-0.0032356346,0.009017562,-0.0079850815,0.001322062,0.007853883,0.00020984054,-0.005140662,0.0018427122,0.006109234,0.0039378083
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0046189,0.3224763,-0.54829514,-0.18273823,0.95272374,-0.40880972,-0.45786503,0.4082099,0.32807955,0.9466486,-1.5836632,0.21916142,-0.8833238,1.1224828,0.33761764,-0.31594104,-2.4243047,-0.69732857,-0.10022519,-1.3032714,0.8900666,2.107202,-0.2637773,0.022111004,-0.20259088,-0.6883704,1.619542,-0.0037775247,-0.166519,0.40020812,-0.24101447,-0.39010128,-0.50720924,-0.37612578,0.62315446,0.73135036,0.20077561,-0.55930984,-0.43551752,-1.1580672,-1.0172696,0.62394667,0.3173148,-0.35895723,-0.1691084,0.8124918,0.020445764,0.57293755,0.022978526,1.2510539,-1.3106515,-0.30612093,-1.8501611,-0.39818102,-0.68074757,-0.13546698,-0.0703404,-0.2075026,-0.9278593,0.02346281,1.6750516,1.0002254,-0.057603348,0.20124489,0.50583005,0.02553216,0.38984978,1.0077566,-0.2643394,-1.3377497,0.017400987,0.23207244,0.6196094,-0.08457728,-0.30516392,0.7364697,0.56315804,1.4178613,-0.6738043,-0.85610265,-0.9641887,0.5197956,0.53744555,-0.11621826,-1.1631703,0.20001218,0.12702411,0.25591853,-1.3372403,0.67333305,-0.41653475,-0.3878824,0.86105347,0.21320388,-1.4452829,0.30087674,-0.24880098,-0.3072067,-0.18058424,0.013741161,-0.23668121
"['GO:0005891', 'GO:0009941', 'GO:0015695', 'GO:0015706', 'GO:0018553', 'GO:0032238', 'GO:0040007', 'GO:0042192', 'GO:0043117', 'GO:0044413', 'GO:0046189', 'GO:0046943', 'GO:0097371', 'GO:0097557']",GO:0046943,0.18973836,1.0176699,-0.045816414,0.4001046,0.057121053,0.10967362,0.5734951,0.6265189,1.6514194,-0.739654,-0.5616075,-0.29718783,-0.17838821,1.0129458,-0.49747714,-1.4403203,0.6464394,-0.9471679,-1.479748,-0.84534746,0.7788013,-0.28690416,-0.029052949,-0.010742769,-0.19802329,0.57863295,-0.4662675,0.16391261,-0.034392107,-0.53003985,-1.3577698,0.5629372,-0.44817495,1.6416737,0.4588885,0.06584045,-0.15994765,-0.59007424,-0.18997139,-1.4173322,1.0722852,0.096558444,-1.2698727,0.539043,0.329477,0.00689157,0.47968015,-0.15401882,0.7818164,0.1946139,-0.33616203,-1.3300043,0.69171697,-0.39135656,-0.3038169,0.09116881,-0.33359715,-1.1406467,-0.38261324,1.4521456,0.49094632,-2.5457242,0.018609906,0.9024275,-0.3418532,1.4863971,-0.31985688,0.5296636,-0.37599754,0.031035628,0.5149872,0.13001645,-0.15581654,-0.57930404,-0.009659125,0.34094054,0.38333696,-0.70778394,-0.74007577,-0.622489,0.7515253,1.049816,-0.84075254,0.39863208,-1.122706,-0.48372325,0.21754476,0.3009065,-0.091029935,-1.2980878,-0.6937,0.44826072,0.13918093,-1.5074021,0.7175447,0.72423255,0.03423364,-0.45134822,-0.99088275,-0.95547044
