CONCEPTS,CONCEPT,vector1,vector2,vector3,vector4,vector5,vector6,vector7,vector8,vector9,vector10,vector11,vector12,vector13,vector14,vector15,vector16,vector17,vector18,vector19,vector20,vector21,vector22,vector23,vector24,vector25,vector26,vector27,vector28,vector29,vector30,vector31,vector32,vector33,vector34,vector35,vector36,vector37,vector38,vector39,vector40,vector41,vector42,vector43,vector44,vector45,vector46,vector47,vector48,vector49,vector50,vector51,vector52,vector53,vector54,vector55,vector56,vector57,vector58,vector59,vector60,vector61,vector62,vector63,vector64,vector65,vector66,vector67,vector68,vector69,vector70,vector71,vector72,vector73,vector74,vector75,vector76,vector77,vector78,vector79,vector80,vector81,vector82,vector83,vector84,vector85,vector86,vector87,vector88,vector89,vector90,vector91,vector92,vector93,vector94,vector95,vector96,vector97,vector98,vector99,vector100
"['GO:0003701', 'GO:0008630', 'GO:0016056', 'GO:0018409', 'GO:0019683', 'GO:0030437', 'GO:0034551', 'GO:0043390']",GO:0019683,0.35036573,0.18324919,-0.36432207,0.017975794,-0.14750665,0.24660392,0.6905387,0.53476894,0.61635447,-0.0129303625,-0.10985643,-0.6720706,0.4775379,0.53897834,-0.22684182,-1.103382,0.22218378,-0.37251332,-0.9822253,-0.04561926,0.91258436,0.61047006,-0.10473222,-0.3893848,-0.2692712,0.4115263,-0.19867836,0.060258947,0.15620467,0.14085044,-0.018662019,0.16724753,0.08052701,0.88713175,0.35470438,-0.14590405,-0.14127047,-0.7017219,-0.0005309783,-0.44115147,0.26504728,0.33102247,0.22912727,0.21734598,-0.019081501,-0.046149477,0.09243901,-0.06208313,0.3432973,-0.03486626,-0.46981582,-1.1481075,0.43907124,-0.26062337,0.72959363,-0.17012444,-0.2567213,-0.08490875,0.074989066,0.9695967,0.1895516,-0.73223126,-0.07334663,-0.016071284,-0.114856385,-0.144448,0.695501,-0.19782132,-0.79122907,0.30279365,0.41938362,-0.1467117,0.3161096,-0.17708819,0.22366962,0.26545402,-0.15551919,-0.0871834,0.060423035,-0.44884872,0.64124125,-0.14286123,-0.1802791,-0.15053937,-0.43348715,-0.22529139,0.34802628,0.37264636,-0.21133971,-0.11915911,-0.25040758,0.069394745,-0.3666293,-0.3751529,-0.040238015,-0.054729823,0.06360654,-0.44229826,-0.459742,-0.25670516
"['GO:0003701', 'GO:0008630', 'GO:0016056', 'GO:0018409', 'GO:0019683', 'GO:0030437', 'GO:0034551', 'GO:0043390']",GO:0030437,0.792545,-0.122076906,-0.6016578,-0.08763234,-0.45013398,0.10804856,0.46104202,0.30920625,0.42913175,-0.6854926,-0.5754057,-0.0472548,-0.23911513,0.79882073,0.33515403,-0.25519267,0.44186634,-0.5560531,-0.9158615,-0.32012358,-0.36001167,0.37064278,0.35464364,0.2470874,0.54947484,-0.111778624,-0.33129272,0.095414326,0.38578844,-0.85924053,0.21132286,1.2296736,-0.4102859,-0.19622894,0.8790993,-0.19652721,-0.4583211,-0.34023267,-0.6486018,-0.5072108,0.19340515,0.6089864,-0.37733305,0.95645285,0.24662979,0.39653552,0.89822423,0.4056335,0.6034614,-0.20555727,-1.036867,-0.54329944,1.069478,-1.0705005,-0.36679822,0.28729412,-0.07483541,0.3997375,0.18071263,0.33538008,-0.798084,-0.8889871,0.4977027,-0.5677926,-0.3205424,0.15751274,-0.2015066,0.43532956,-0.59941274,0.15415984,0.60528934,0.43272555,-0.12338415,-0.29486722,0.14175503,-0.11862678,0.037300408,0.2228387,-0.36771822,-0.42459154,-0.06599137,-0.20017253,-1.0931922,0.75779074,-0.35143414,-0.13016833,0.8361268,0.7905713,-0.4609168,0.34545782,-0.6407949,-0.2831417,0.2950523,-0.7369478,-0.22615086,0.15541765,-0.13854633,0.4954604,0.04850788,-0.28221136
"['GO:0003701', 'GO:0008630', 'GO:0016056', 'GO:0018409', 'GO:0019683', 'GO:0030437', 'GO:0034551', 'GO:0043390']",GO:0034551,0.24316302,-0.35280463,-0.111574754,0.17361666,0.4073261,-0.092615835,0.17649028,-0.07984204,0.76457936,-0.23892276,-0.31979394,-0.2736205,-0.0205986,0.34899905,-0.16157483,-0.72754115,0.2607102,-0.12439008,-0.0026004734,0.19999166,0.2078398,0.46519667,0.4282319,0.20139374,-0.5048206,-0.07960616,-0.34438613,0.49782333,0.23331486,-0.14575808,-0.101814546,0.32908195,0.041350614,0.61307997,0.8705436,-0.51545227,-0.49963653,-0.08445275,-0.5068582,-0.30321792,0.3946583,0.079098955,-0.5475916,0.5069293,-0.12859367,0.67441267,0.07109154,0.17269859,0.336422,-0.10498459,-0.40041506,-0.58561885,0.14853963,-0.25556013,0.005274017,-0.4104355,-0.16742064,0.109042615,0.19059159,0.40516227,-0.2954156,-0.8318897,0.29169908,-0.8892396,-0.2582239,-0.09857685,0.5185431,0.11675527,-0.15962616,-0.04236788,0.028985297,-0.013714807,0.025432602,-0.71729517,0.036547087,-0.094325915,0.12596382,0.6606635,-0.53069365,0.47943443,0.4513089,0.40420145,0.01958063,0.24050911,-0.30967662,-0.26627827,0.78215075,0.36663705,-0.19211042,0.036260296,-0.43412945,-0.24486788,0.34694546,-1.0602707,0.0654239,-0.07859263,0.054142874,-0.17331107,-0.43601277,-0.57999265
"['GO:0003701', 'GO:0008630', 'GO:0016056', 'GO:0018409', 'GO:0019683', 'GO:0030437', 'GO:0034551', 'GO:0043390']",GO:0043390,0.005191592,0.0002764857,-0.006840476,-0.006819496,-0.008279773,-0.0010303211,0.0052457894,-0.0032517635,-0.0011131001,-0.008754003,-0.0008394063,0.008436234,-0.0054485546,-0.002070527,0.0047516716,0.0058715655,0.0041418434,0.0022824013,-0.003758719,-0.007262149,0.008874046,0.005894103,0.0014116132,-0.0075846016,-0.0007301271,0.0059086573,-0.0020570017,-0.0051169978,-0.003764491,0.003747617,-0.002570045,-0.008104644,-0.009751119,0.003602878,0.005152986,0.0018695104,-0.009052966,0.0022309017,0.006343361,-0.002124642,0.00046643137,-0.006683413,0.0037437857,0.0015141797,0.0072503365,0.006656377,-0.000631119,0.007192347,-0.0022222244,-0.0054856753,-0.008553925,-0.00026439785,0.0046513095,0.00091861846,0.0029330517,0.008847597,0.007213062,-0.00072610856,0.0038715517,-0.0070994603,-0.004734875,0.0006758392,-0.0075881137,0.0064664376,-0.0066183163,-0.005295962,-0.0041889832,-0.009402367,-0.008362386,-0.005578828,0.006976911,-0.0027576708,-0.0048982096,0.0079458235,-0.00935176,0.0027020574,-0.0066844155,-0.0006935287,0.0015521336,0.0067022024,0.005371126,0.006557927,-0.0055826725,-0.00768389,0.008123125,-0.004105611,0.003236152,0.008355452,0.004904711,0.006321597,0.0038494216,-0.0018463695,-0.002226274,0.008947458,-0.0055203424,0.00632192,-0.0032682335,-0.009452611,-0.0011693954,-0.004753919
"['GO:0005615', 'GO:0005694', 'GO:0009408', 'GO:0034334', 'GO:0034660', 'GO:0044245', 'GO:0044415', 'GO:0072593']",GO:0005615,-0.1239062,0.6143116,0.25700516,0.11821446,-0.36140582,0.016674059,-0.034445398,0.3082677,0.6224105,-0.19587478,-0.060583577,0.25329086,1.1086098,1.109157,-0.79122907,-1.7469839,-0.44329002,-0.1331646,0.13271292,-0.21026999,0.14841916,0.70098734,0.034725636,0.55501825,-1.8428105,-0.25500533,-0.043395635,0.5820837,0.54695433,-0.5113546,-0.4602855,0.725825,-0.67061144,0.7366808,0.15461092,0.6291646,-0.66665107,-0.56161267,-1.0538102,-0.53497285,-0.20301828,-0.5101858,-0.7610426,0.91371465,0.42150095,-0.030085804,0.19603625,0.7156844,1.1106802,-0.20806554,-0.5003017,-1.0639919,0.46350554,-0.1872074,0.0034431838,0.13794333,-0.21283874,-0.29949078,-0.9966078,0.443208,0.0017798969,-1.6147097,-0.06773673,-0.052915458,-0.4469619,0.15476674,-0.11520461,0.27334288,-0.70850635,-0.7696966,-0.2779546,-0.24851647,0.44130725,-0.8833713,0.28575024,-0.27124318,1.3724611,0.3060386,-0.75682163,-0.7835937,1.4606715,0.3453717,-0.5593272,0.08920093,-0.55207175,-0.22417398,0.05879779,-0.63632584,0.2662637,0.5667941,-1.3368222,0.04367273,0.42293006,-2.121534,0.07912042,0.29475185,-0.09304364,1.1020682,-0.15614957,-0.6210393
"['GO:0005615', 'GO:0005694', 'GO:0009408', 'GO:0034334', 'GO:0034660', 'GO:0044245', 'GO:0044415', 'GO:0072593']",GO:0005694,0.3712211,0.1639145,-0.07738478,0.76050353,-0.20348814,0.55658424,0.10486765,0.070674814,1.1390308,0.0387836,-0.47030887,-0.25669682,0.064356655,1.1397127,-0.4243141,-1.4578416,-0.2776546,-0.36081943,0.35352215,0.39223006,-0.2947334,0.86645883,0.70403266,0.3688546,-1.284733,-0.40249997,0.20454136,1.2574902,-0.045600086,-0.670976,-1.0292056,0.74274117,-1.1762311,0.9685851,0.7185752,-0.036233492,-1.0278255,-0.27066565,-1.0907865,-0.6452991,0.1816837,0.14405328,-0.87354046,1.1090493,0.25684324,-0.25488284,0.7510539,0.09404555,0.68186015,0.29061297,-0.8056745,-0.6807336,0.5748387,-0.8407485,-0.2915936,0.5720055,-0.39470565,-0.42335662,-0.47002947,0.23315565,-0.58233476,-1.803027,-0.049648248,-0.48109263,-0.53706974,0.3217723,0.015499744,0.74228513,0.48985747,-1.1851871,-0.34423727,0.11422363,0.24762654,-1.0590023,-0.316664,-0.077810414,1.6918857,-0.34811884,-0.5066134,-1.1804665,1.2398477,-0.12516469,-0.07379778,0.40242052,-0.54476994,0.038442783,-0.14087807,0.025606642,-0.24968605,-0.1610524,-0.77281475,-0.30901882,0.09747981,-2.2359731,0.7711041,0.35323232,0.22175612,1.1398227,-0.4517161,-0.52383506
"['GO:0005615', 'GO:0005694', 'GO:0009408', 'GO:0034334', 'GO:0034660', 'GO:0044245', 'GO:0044415', 'GO:0072593']",GO:0009408,0.79218554,-0.55664706,-0.43426853,0.008836596,0.12280721,-0.24310164,0.3818339,0.2212355,0.5390849,-0.24820083,-0.29026318,-0.58877367,-0.02376002,0.77454185,0.31353703,-0.66380095,0.2949378,-0.2140685,-0.7680125,-0.2753663,0.4794842,0.8217608,0.16994296,0.2751792,-0.33685854,0.14674516,-0.37335482,0.75857365,0.11417651,0.27273184,0.34554636,0.8479786,0.29458293,0.06462254,-0.4003777,-0.41682705,-0.10962637,-0.40902057,-0.07775023,-0.022304239,0.26729438,0.260507,-0.04254541,0.7008179,0.18918897,0.14513893,0.6968834,0.08291692,0.6166192,-0.7804444,-1.1311183,-1.070115,0.5437295,-0.6743497,0.22026345,0.34321284,-0.30431595,-0.17448314,-0.15678416,0.33049098,0.2381383,-0.46540084,-0.4905037,-0.16185404,-0.36563393,0.36045012,0.09162609,-0.14266632,-0.9864099,-0.024609,0.68349415,0.41383338,0.31642622,-0.31762683,0.08354771,0.29540944,-0.17359552,0.2928906,-0.1777958,-0.14309934,0.5896269,-0.48910168,-0.13584863,0.030561524,-0.082567446,-0.6087482,0.30496708,0.44704756,-0.38874945,-0.09649847,-0.4396112,0.29230058,-0.17652574,-0.92271256,-0.33603337,0.3541417,-0.17404473,0.3837286,-0.04675445,-0.14504768
"['GO:0005615', 'GO:0005694', 'GO:0009408', 'GO:0034334', 'GO:0034660', 'GO:0044245', 'GO:0044415', 'GO:0072593']",GO:0034334,0.6268233,-0.3660964,-0.389856,0.24716838,0.34881586,-0.107496694,0.54231054,0.24373265,0.6273553,0.023424968,0.069660954,-0.64751184,-0.09676215,0.5097796,0.118330546,-0.8546637,-0.15296239,-0.3788001,-0.92971647,-0.026287368,0.69591945,0.39399046,0.28471398,-0.11533289,-0.47111338,0.24496393,-0.41180092,0.4086309,0.0008333829,0.059276573,0.1460374,0.20165949,0.2614312,0.21279094,0.30778745,-0.33738157,0.05904372,-0.24991338,-0.040278096,-0.4539854,0.11408502,0.042550012,-0.005172286,0.57137465,0.24365921,0.18236656,0.18191767,-0.20615312,0.7032253,-0.52856773,-0.6280179,-0.83733106,0.6082513,-0.45777908,0.17885707,0.0036388393,-0.17172927,-0.045470484,0.08513949,0.44932365,0.118204266,-0.26303992,-0.3549653,-0.20386997,-0.11778871,0.13820665,0.49526316,-0.32666564,-0.517108,-0.12548581,0.23651224,-0.039152913,0.25557017,-0.101527154,0.007987364,-0.09493091,-0.24211507,0.2872764,-0.39783767,0.16532944,0.24822977,-0.2260325,0.1563085,-0.09425941,0.037327703,-0.38664114,0.6552383,0.5283088,-0.3742347,0.15229133,-0.19187531,-0.057099435,-0.1813905,-0.5792892,-0.23789445,0.1275737,-0.052115098,-0.0041573863,-0.19315131,-0.15140206
"['GO:0005615', 'GO:0005694', 'GO:0009408', 'GO:0034334', 'GO:0034660', 'GO:0044245', 'GO:0044415', 'GO:0072593']",GO:0034660,0.2963418,-0.0491995,-0.35689494,0.049011715,0.088434264,-0.0037927204,0.22007276,0.09418453,0.32226658,-0.022292688,-0.19516632,-0.12012426,0.13235618,0.43656507,0.03812753,-0.4976907,0.16659169,-0.27885398,-0.284262,-0.13236707,0.2166532,0.23324335,-0.01635815,0.032456223,-0.3340302,0.07795238,-0.092621565,0.17488897,0.037356783,-0.15978041,0.027886929,0.095608324,0.11927054,0.09344378,0.20146501,-0.1878057,-0.12588443,-0.26310003,-0.14138605,-0.0727271,0.068613276,0.2505437,-0.023617866,0.18193772,0.19037682,0.12470129,0.10148657,0.07375802,0.36945334,-0.120132096,-0.3444429,-0.44089225,0.19815001,-0.2107199,0.18025479,0.14092453,0.0026200628,-0.06473896,-0.020719236,0.2544506,-0.15466028,-0.25598058,0.041887186,-0.27947485,0.008402116,0.031098254,0.35218883,-0.026419032,-0.16063912,-0.06482361,0.17241336,0.097638704,0.109599926,-0.21877623,-0.007782165,-0.00610341,0.11494663,0.15187345,-0.18614632,-0.030914478,0.2118721,-0.07359199,-0.059146117,-0.039664973,-0.097022966,-0.088741995,0.4727184,0.008637926,-0.22837168,-0.035623282,-0.3093116,0.07261681,0.07340275,-0.461987,-0.058317456,0.04828385,0.12225589,0.092543624,-0.10194905,-0.0044007218
"['GO:0005615', 'GO:0005694', 'GO:0009408', 'GO:0034334', 'GO:0034660', 'GO:0044245', 'GO:0044415', 'GO:0072593']",GO:0044245,0.45167586,-0.2074321,-0.2611282,-0.012120344,0.114875935,0.046458937,0.37394753,0.013069887,0.6970155,-0.073374934,-0.15540457,-0.11504241,0.09066637,0.83407426,-0.16728158,-0.6863623,0.30430436,-0.083300106,-0.610163,-0.082014404,0.112116486,0.3712578,-0.073141575,0.13082527,-0.15328613,0.089541435,-0.104625896,0.22263302,0.05798022,0.03941895,0.24972738,0.27625397,-0.06387188,0.50525236,0.19287641,-0.31175482,-0.21159232,-0.177222,-0.21447085,-0.20674479,0.17373607,0.11972178,-0.28916803,0.39431915,0.17680298,0.2190338,0.27041322,0.013276446,0.5153627,-0.029039055,-0.64686155,-0.6012277,0.22329801,-0.28467754,-0.043650888,0.15409061,-0.11488156,-0.11462584,-0.28464064,0.26051828,-0.17809787,-0.73115104,0.1343954,-0.28399286,0.016795041,0.1566004,0.19667588,-0.031381104,-0.25558853,-0.20435461,0.23987438,0.21077217,0.29113966,0.021833604,0.2756322,0.07592813,0.14565161,0.1890111,-0.4677812,0.037527632,0.43468392,-0.24565619,-0.35529992,0.25245008,-0.20197147,-0.19663414,0.23457874,-0.0014873258,-0.13958804,-0.086063564,-0.39811158,-0.05372332,-0.123339504,-0.7035748,-0.08265828,0.036519274,0.06941605,0.24882278,-0.1736945,-0.15046825
"['GO:0005615', 'GO:0005694', 'GO:0009408', 'GO:0034334', 'GO:0034660', 'GO:0044245', 'GO:0044415', 'GO:0072593']",GO:0044415,-0.0039007687,-0.00031968474,-0.0027475297,-0.0066101076,-2.049923e-05,0.009973446,0.008792651,0.009811743,0.009232069,-0.001569854,0.007508893,0.004108497,-0.0023848284,0.00023127436,-0.007300137,-0.008325846,0.006016625,-0.0059088217,-4.7235488e-05,0.0071987747,-0.0010254347,0.0069918693,0.0006532371,-0.002592901,-0.0061476277,0.009808109,-0.0020749057,0.009633703,0.0024270392,0.008305412,0.0025025774,0.006615722,0.0068596806,-0.0051206686,0.004440931,-0.001001141,-0.0015527868,-0.004024501,0.008873087,-0.0025117553,0.0032749677,0.008807958,0.007463164,0.006108835,-0.0062299278,-0.0008881569,-0.008648923,0.0063083423,0.0042448724,-0.0037499177,0.004804618,0.003765322,0.0041651726,-0.0015233469,-0.003690226,-0.0051677227,0.0031323207,-0.0059193135,0.009574027,0.00863952,0.003766322,0.0022951234,-0.0015805936,0.0035863733,-0.0069504916,-0.00966925,-0.006008861,-0.0009995567,-0.0038871372,0.0027816999,-0.003754853,0.0065658353,-0.0027004313,-0.008224697,0.002449286,-2.6102067e-05,-0.004131979,0.001268946,-0.0041416837,-0.009433922,-0.0052039586,0.007216209,-0.0071665393,-0.0072760866,-0.0052582836,-0.0006276715,-0.00073639274,-0.0058229757,0.007737545,-0.0028689695,-0.0037420476,-0.007846052,0.0049041617,-0.009354911,0.009662944,-0.0037636554,0.0018245435,-0.009385959,-0.0034078432,0.0018694187
"['GO:0005615', 'GO:0005694', 'GO:0009408', 'GO:0034334', 'GO:0034660', 'GO:0044245', 'GO:0044415', 'GO:0072593']",GO:0072593,0.81829965,-0.8109429,-0.42861292,0.338333,-0.38548365,0.353981,0.47240126,0.34667444,0.3664225,-0.93388075,-0.23993322,0.0801731,0.20188138,1.2557411,-0.56351024,-0.9313684,-0.6931263,-0.39966798,-0.7946861,0.101161115,0.71766484,0.9830736,0.32493997,-0.19358952,-0.23628813,0.29924327,0.22860923,0.124552585,-0.20553218,-0.24207945,0.5469263,0.6362625,0.19289929,-0.012782016,0.7565071,-0.22391725,0.01970685,-0.34899995,-0.37200826,0.16647063,0.35778946,1.0134798,0.10254992,0.29102984,0.6776363,0.23748676,0.31191334,0.18644294,0.12587522,-0.49305847,-0.87639564,-1.2058098,0.44875082,-0.28984448,0.19314519,0.07794672,-0.011347944,-0.13031267,0.2861627,0.08339322,0.59444165,-0.43675414,0.41788572,-0.65839,-0.09984039,-0.26612806,0.65357393,0.016164044,-0.94579697,-0.09622167,-0.005532445,0.5749291,0.3931679,-0.7223424,0.12160078,0.0038792354,0.123885915,0.55989593,0.2405549,-0.48599976,0.30391136,-0.5879771,0.17550963,0.084510475,-0.12376371,-0.54649913,0.06609539,0.13630907,-0.48162925,0.63380677,-0.6422519,0.070381306,0.162503,-0.84973645,0.18188705,-0.64639735,-0.29561368,-0.28581467,0.16307734,-0.056705777
"['GO:0005737', 'GO:0006396', 'GO:0006796', 'GO:0009279', 'GO:0010060', 'GO:0019403', 'GO:0034641', 'GO:0040007', 'GO:0061702']",GO:0005737,-0.574695,1.3613051,-0.7864197,0.6471959,0.084982425,-0.9119894,0.2882521,-0.58010405,1.2267969,-0.6164014,0.31769425,0.64343774,-0.40516227,1.3323343,-0.5472157,-1.3809942,-0.9122917,0.61132693,0.989598,0.12093467,-0.5548395,1.4089965,0.7574105,0.90768224,-1.0766331,-0.5564076,0.2820255,0.36756033,0.5545352,-1.2488557,-0.45436105,1.1087817,-0.53217715,1.5783612,0.85322887,0.84147507,-1.6700928,-0.73217356,-1.3024668,-0.55648327,0.30948043,0.6070156,-0.7876358,0.6139595,0.21552382,1.214185,0.7501265,0.74674827,0.77551633,0.5691828,-1.4018639,-1.7537986,0.40056807,-0.60268474,-0.28725773,-1.5414958,0.77331275,-0.26393023,0.15256421,1.2698091,-0.4884485,-2.8730156,-0.7801351,0.84717196,-0.57180756,0.768413,0.8728495,-0.19454026,0.52473575,-0.97758824,0.45727748,0.42017335,0.9602639,-0.37205407,-0.70444113,0.26712975,1.8553871,-0.08042447,0.32006252,-0.35864243,1.2950908,0.9407243,-0.13470891,-0.04541857,-0.51264703,-0.16115998,0.67991453,-0.3108635,1.0755966,0.7339291,-1.0702927,0.24923156,-0.15848461,-2.931463,-0.16377069,-0.43362287,-0.5074449,1.7879763,-0.22757655,-2.0609908
"['GO:0005737', 'GO:0006396', 'GO:0006796', 'GO:0009279', 'GO:0010060', 'GO:0019403', 'GO:0034641', 'GO:0040007', 'GO:0061702']",GO:0006396,0.9381421,-0.16400471,-0.16501454,0.14748189,0.2599245,-0.10401888,0.5023104,0.5841997,1.0840789,-0.5550866,-0.16100928,0.41427475,0.06334662,1.4507083,-0.69968027,-0.95279694,0.4411041,0.74089164,-0.9344209,0.12842214,0.38559154,0.62933755,0.49920815,-0.10016458,-0.3318204,0.42471656,-0.5495365,0.73454136,0.09851527,0.34424353,-0.27096844,-0.06560292,0.69416904,1.2316926,1.0226525,-0.7489845,0.15566154,-0.35212076,-0.5452599,-0.4644551,1.7191821,0.27056056,-0.851629,0.38148767,0.21990906,0.456487,0.7993756,0.48810658,0.64910555,-0.95487916,-0.72517663,-0.4698565,-0.5746265,-0.39716414,-0.7237033,0.028669897,-0.11553643,-0.8238853,-0.3881022,0.17743967,0.6255375,-1.2584071,0.53332627,-0.94331014,-0.7838324,0.6138667,0.20990297,-0.05252935,-0.69465303,-0.770592,0.16029665,0.49065754,0.4299521,-1.0005075,0.034697294,0.4740489,0.9108077,0.8690119,-1.2454848,0.055711064,0.595343,-0.3463162,0.080973364,0.51625365,-0.4773121,-0.66968375,0.62631994,0.34663495,-0.27372006,-0.0097503,-0.4579643,0.38575006,0.29545394,-1.2516148,0.48238185,0.20896287,0.3690128,-0.38451263,-0.03457033,-0.49488643
"['GO:0005737', 'GO:0006396', 'GO:0006796', 'GO:0009279', 'GO:0010060', 'GO:0019403', 'GO:0034641', 'GO:0040007', 'GO:0061702']",GO:0006796,0.83563316,0.54207957,0.171907,-0.30059406,-0.89696693,0.5437371,0.78058815,0.97774297,0.72552353,-0.13358483,-0.06335003,-0.9691964,0.32873845,0.997989,-0.8514363,-1.6181533,-0.3401264,0.18909533,-1.1932648,0.56276786,1.0863708,0.3424033,0.026379706,0.0097360285,0.79101884,0.8073605,-0.022680605,-0.74234074,0.10987487,-0.36371347,0.2809551,1.5499716,-0.9598653,1.139775,0.99566215,-0.8595841,-0.7644129,0.052007,0.05560453,-0.65292597,0.72316855,0.36655292,-0.18001895,0.32028604,0.30451554,-0.2753211,0.9046045,-0.29124826,0.69662744,-0.8832172,-0.49951804,-2.244087,0.042046167,-0.6367152,0.2547984,-0.10836566,-1.5421461,-0.14454718,-0.1529958,1.6754103,0.49092788,-1.4606346,0.20325041,0.101926886,0.5383662,0.8772183,1.3236275,-0.25075853,-1.9881982,-0.21235189,0.90905076,-0.08352147,0.6982247,0.013262039,0.12588474,-0.21148631,-0.1280687,-1.1214656,0.40344208,-0.5552307,0.9382545,0.5442353,0.09539816,-0.63838524,-0.054392982,-0.8140974,0.32827005,0.2175837,-0.15234601,0.72110707,-0.32577816,0.67744154,-0.19877233,-0.43640685,0.82098925,-0.8174679,-0.2338199,-0.3767428,-0.22648035,-1.5534879
"['GO:0005737', 'GO:0006396', 'GO:0006796', 'GO:0009279', 'GO:0010060', 'GO:0019403', 'GO:0034641', 'GO:0040007', 'GO:0061702']",GO:0009279,0.27723497,0.4652004,-0.1250519,-0.029792326,0.2823997,-0.43370938,-0.18635084,0.48746675,0.9199015,0.039319806,-0.014192404,0.06265291,0.54915386,0.8915739,-0.1569732,-1.2869881,0.022499831,-0.41024375,-0.28233436,0.01561268,0.018467702,0.60394025,0.26272717,0.15175474,-1.3220887,-0.5133144,-0.32198498,0.96942884,0.19253655,-0.58030677,-0.1713401,0.5539224,-0.12534568,0.45596597,-0.0017390553,-0.111842036,-1.0793955,-0.51682675,-1.084479,-0.58498377,0.20180608,-0.08477558,-0.9306426,0.79667914,-0.13292317,0.09499691,0.1132682,-0.1779886,0.71764266,0.028868001,-0.725813,-0.5063376,0.23937592,-0.6566161,0.31938553,0.40946686,0.0630342,-0.8282486,-0.08211421,-0.24445911,-0.39241564,-1.2464336,-0.3346366,-0.3652062,-0.7101238,0.19291104,-0.17256665,0.016248303,-0.4902442,-0.46356177,0.15720162,0.11436048,0.34557435,-0.46808517,0.06381519,0.08952372,0.87913615,0.403635,-0.43989483,-0.39125773,0.68196476,-0.1128028,-0.01120456,0.3938316,-0.31393212,-0.40798816,0.2802035,0.40561882,0.6442594,0.7800647,-0.59606135,0.2665975,0.31090197,-2.0202866,0.29543415,-0.20396516,0.6638026,0.9100211,0.03017895,-0.90925974
"['GO:0005737', 'GO:0006396', 'GO:0006796', 'GO:0009279', 'GO:0010060', 'GO:0019403', 'GO:0034641', 'GO:0040007', 'GO:0061702']",GO:0010060,0.5789403,-0.25786525,-0.84778416,0.020897435,-0.32443923,-0.43369523,0.48831233,0.507282,0.6894255,0.05240108,-0.09174516,-0.044470724,0.43277565,0.79101855,0.25067386,-0.67969567,-0.020019157,-0.44203022,-0.883346,-0.21997406,0.58098525,0.36471155,0.47310236,0.07642663,-0.39116743,0.059744656,-0.1652564,0.48640028,0.07427834,-0.095838614,0.77058643,0.15967399,-0.016072324,-0.06333713,0.6826649,-0.6201788,-0.23359825,-0.3131952,-0.41174632,0.014929541,-0.013807694,0.43460274,-0.41466284,0.5403636,0.2812602,0.5310536,0.2125293,-0.1435879,0.83743936,-0.12687051,-0.36807665,-0.91511214,0.42605254,-0.5547078,0.18375547,-0.4072156,0.50011784,-0.1665498,-0.2369251,0.5921484,-0.020336194,-0.29193965,-0.24198034,-0.029465774,-0.15834852,-0.39404055,0.74851924,-0.37494612,-0.43808076,0.15466337,0.3338122,-0.3439229,-0.29159385,-0.044015743,-0.35754287,-0.33891687,-0.3543261,0.07107146,-0.8034814,-0.011022651,-0.2422609,-0.28224814,-0.5994166,0.3165949,0.30844587,0.051061083,0.90747017,0.40565276,-0.18723536,0.00061857357,-0.055002242,-0.27894646,-0.04098487,-0.76140344,0.14310135,-0.07707442,0.0630628,-0.02449988,-0.29758215,-0.15943089
"['GO:0005737', 'GO:0006396', 'GO:0006796', 'GO:0009279', 'GO:0010060', 'GO:0019403', 'GO:0034641', 'GO:0040007', 'GO:0061702']",GO:0019403,0.26381242,0.0424386,-0.19854203,0.31507558,0.13312721,0.19072902,0.44094244,0.3291624,0.47918475,0.04467995,-0.36351183,-0.4393107,0.17682184,0.5191202,0.0026285322,-0.83943397,0.045652024,-0.43593538,-0.8727906,0.13842918,0.76020145,0.4545084,-0.12405441,-0.10255448,-0.6962041,0.23317401,-0.1111866,0.017032761,0.044181757,0.07993667,0.17911743,0.044057462,0.31626883,0.38330093,0.20292589,-0.115369916,0.056769684,-0.6111965,-0.101188354,-0.26951733,0.2555038,0.33341956,-0.10280928,0.103745215,0.15892039,0.19144131,0.21813698,0.06594967,0.49363878,-0.20628577,-0.7236928,-0.6815573,0.3790029,-0.20323305,0.59680206,-0.277056,-0.32779333,0.10794687,-0.09837321,0.4662869,0.003494318,-0.5580254,-0.2771722,-0.032783944,0.06845571,-0.04471582,0.8429512,-0.14723605,-0.525165,0.1793618,0.1414373,-0.3305252,0.10839622,-0.21204162,0.43312734,0.17383522,0.05098456,0.060707394,-0.21151036,0.17970365,0.21234162,-0.08013153,-0.1079803,-0.2472739,-0.17641112,-0.12234273,0.5154485,0.27312982,-0.4044556,-0.12698215,-0.13035077,0.023934377,-0.15715586,-0.575378,-0.2913494,0.16236323,0.050564013,-0.1968036,-0.17776655,-0.21716793
