True,GO_0005575,False,GO_0016020
True,GO_0006508,False,GO_0043280
False,GO_0005929,True,GO_0016020
True,GO_0004175,False,GO_0004252
True,GO_0006508,False,GO_0010466
True,GO_0006508,False,GO_0043281
False,GO_0006508,True,GO_0019538
True,GO_0016020,False,GO_0034357
True,GO_0008233,False,GO_0008236
False,GO_0004252,True,GO_0008236
True,GO_0006508,False,GO_0016485
True,GO_0016020,False,GO_0019898
True,GO_0006508,False,GO_0051603
True,GO_0016020,False,GO_0043227
False,GO_0016020,False,GO_0055036
False,GO_0005886,True,GO_0016020
False,GO_0005789,True,GO_0016020
False,GO_0016020,False,GO_0019028
True,GO_0016020,False,GO_0098796
True,GO_0016020,False,GO_0031090
True,GO_0016020,False,GO_0030424
False,GO_0004185,True,GO_0008236
True,GO_0016020,False,GO_0019867
False,GO_0009897,True,GO_0016020
False,GO_0009898,True,GO_0016020
False,GO_0008236,True,GO_0016787
False,GO_0016020,False,GO_0019031
True,GO_0016020,False,GO_0031241
True,GO_0006508,False,GO_1901800
True,GO_0008236,False,GO_0070009
True,GO_0016020,False,GO_0030117
False,GO_0016020,False,GO_0019012
