SAMPLES,CONCEPTS
GSM2976233,"['GO_0031603', 'GO_1990706', 'GO_0006633', 'GO_0000301', 'GO_0043124', 'GO_0003127', 'GO_0044607', 'GO_0045968', 'GO_0120269', 'GO_0051986']"
GSM2454751,"['GO_0015203', 'GO_0007374', 'GO_0004733', 'GO_0033389', 'GO_0099543', 'GO_0075045', 'GO_0030679', 'GO_0038148', 'GO_0004394', 'GO_0004140']"
GSM2454752,"['GO_0015203', 'GO_0004733', 'GO_0007374', 'GO_0004140', 'GO_0030679', 'GO_0099543', 'GO_0033389', 'GO_0038148', 'GO_0075045', 'GO_0004394']"
GSM2454753,"['GO_0030679', 'GO_0015203', 'GO_0004140', 'GO_1902461', 'GO_0033302', 'GO_0007374', 'GO_0099543', 'GO_0036101', 'GO_0030227', 'GO_0009721']"
GSM2454754,"['GO_0030679', 'GO_0015203', 'GO_0004140', 'GO_1902461', 'GO_0033302', 'GO_0007374', 'GO_0099543', 'GO_0036101', 'GO_0030227', 'GO_0009721']"
GSM2454755,"['GO_0030679', 'GO_0004140', 'GO_1902461', 'GO_0015203', 'GO_0033302', 'GO_0002028', 'GO_0036101', 'GO_1903517', 'GO_0099543', 'GO_0007374']"
GSM460022,"['GO_0034590', 'GO_0062013', 'GO_0042824', 'GO_0000721', 'GO_0006910', 'GO_0103011', 'GO_0032832', 'GO_0030679', 'GO_0090434', 'GO_0099567']"
GSM460023,"['GO_0034590', 'GO_0062013', 'GO_0042824', 'GO_0000721', 'GO_0006910', 'GO_0103011', 'GO_0032832', 'GO_0030679', 'GO_0090434', 'GO_0099567']"
GSM460024,"['GO_0062013', 'GO_0034590', 'GO_0000721', 'GO_0030679', 'GO_0103011', 'GO_0032832', 'GO_0090434', 'GO_1902652', 'GO_0090391', 'GO_0008091']"
GSM460025,"['GO_0062013', 'GO_0034590', 'GO_0000721', 'GO_0030679', 'GO_0103011', 'GO_0032832', 'GO_0090434', 'GO_1902652', 'GO_0090391', 'GO_0008091']"
GSM460053,"['GO_0034590', 'GO_0000721', 'GO_0030679', 'GO_0102835', 'GO_0002168', 'GO_0035191', 'GO_0062013', 'GO_2000336', 'GO_1902652', 'GO_0021510']"
GSM460054,"['GO_0034590', 'GO_0000721', 'GO_0030679', 'GO_0102835', 'GO_0002168', 'GO_0035191', 'GO_0062013', 'GO_2000336', 'GO_1902652', 'GO_0021510']"
GSM460055,"['GO_0103011', 'GO_0062013', 'GO_0034590', 'GO_0006910', 'GO_0047132', 'GO_0110074', 'GO_0008091', 'GO_0090391', 'GO_1902652', 'GO_0002168']"
GSM460056,"['GO_0103011', 'GO_0062013', 'GO_0034590', 'GO_0006910', 'GO_0047132', 'GO_0110074', 'GO_0008091', 'GO_0090391', 'GO_1902652', 'GO_0002168']"
GSM1132081,"['GO_0030520', 'GO_0043984', 'GO_0000721', 'GO_0018744', 'GO_0018178', 'GO_0052674', 'GO_0005607', 'GO_0038189', 'GO_0071695', 'GO_0031304']"
GSM1132082,"['GO_0030520', 'GO_0043984', 'GO_0000721', 'GO_0018744', 'GO_0018178', 'GO_0052674', 'GO_0005607', 'GO_0038189', 'GO_0071695', 'GO_0031304']"
GSM1132083,"['GO_0030520', 'GO_0043984', 'GO_0000721', 'GO_0018744', 'GO_0018178', 'GO_0052674', 'GO_0005607', 'GO_0038189', 'GO_0071695', 'GO_0031304']"
GSM7135952,"['GO_1902380', 'GO_0035369', 'GO_0120290', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0102481', 'GO_0034349', 'GO_1905086']"
GSM7135953,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_0047691', 'GO_0102481']"
GSM7135954,"['GO_1902380', 'GO_0120290', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0004699', 'GO_1904348', 'GO_0019413', 'GO_1905007', 'GO_0071154']"
GSM7135955,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_1904348', 'GO_0102481']"
GSM7135956,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7135957,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0102481', 'GO_0035169']"
GSM7135958,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0071154', 'GO_0048560', 'GO_0102481', 'GO_0035169']"
GSM7135959,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7135960,"['GO_1902380', 'GO_0035369', 'GO_1905822', 'GO_1901038', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7135961,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0007231', 'GO_0004055']"
GSM7135962,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0007231', 'GO_0071154', 'GO_0102481']"
GSM7135963,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0071154', 'GO_0007231', 'GO_0048560', 'GO_0102481']"
GSM7135964,"['GO_1902380', 'GO_0035369', 'GO_0120290', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0102481', 'GO_0034349', 'GO_1905086']"
GSM7135965,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_0047691', 'GO_0102481']"
GSM7135966,"['GO_1902380', 'GO_0120290', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0004699', 'GO_1904348', 'GO_0019413', 'GO_1905007', 'GO_0071154']"
GSM7135967,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_1904348', 'GO_0102481']"
GSM7135968,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7135969,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0102481', 'GO_0035169']"
GSM7135970,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0071154', 'GO_0048560', 'GO_0102481', 'GO_0035169']"
GSM7135971,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7135972,"['GO_1902380', 'GO_0035369', 'GO_1905822', 'GO_1901038', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7135973,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0007231', 'GO_0004055']"
GSM7135974,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0007231', 'GO_0071154', 'GO_0102481']"
GSM7135975,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0071154', 'GO_0007231', 'GO_0048560', 'GO_0102481']"
GSM7135976,"['GO_1902380', 'GO_0035369', 'GO_0120290', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0102481', 'GO_0034349', 'GO_1905086']"
GSM7135977,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_0047691', 'GO_0102481']"
GSM7135978,"['GO_1902380', 'GO_0120290', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0004699', 'GO_1904348', 'GO_0019413', 'GO_1905007', 'GO_0071154']"
GSM7135979,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_1904348', 'GO_0102481']"
GSM7135980,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7135981,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0102481', 'GO_0035169']"
GSM7135982,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0071154', 'GO_0048560', 'GO_0102481', 'GO_0035169']"
GSM7135983,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7135984,"['GO_1902380', 'GO_0035369', 'GO_1905822', 'GO_1901038', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7135985,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0007231', 'GO_0004055']"
GSM7135986,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0007231', 'GO_0071154', 'GO_0102481']"
GSM7135987,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_0007231', 'GO_0071154', 'GO_0047691']"
GSM7135988,"['GO_1902380', 'GO_0035369', 'GO_0120290', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0102481', 'GO_0034349', 'GO_1905086']"
GSM7135989,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_0047691', 'GO_0102481']"
GSM7135990,"['GO_1902380', 'GO_0120290', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0004699', 'GO_1904348', 'GO_0019413', 'GO_1905007', 'GO_0071154']"
GSM7135991,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_1904348', 'GO_0102481']"
GSM7135992,"['GO_1902380', 'GO_0035369', 'GO_1905822', 'GO_1901038', 'GO_0004699', 'GO_0120290', 'GO_1904348', 'GO_0048560', 'GO_0035169', 'GO_0019413']"
GSM7135993,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0102481', 'GO_0035169']"
GSM7135994,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0071154', 'GO_0048560', 'GO_0102481', 'GO_0035169']"
GSM7135995,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7135996,"['GO_1902380', 'GO_0035369', 'GO_1905822', 'GO_1901038', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7135997,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0007231', 'GO_0004055']"
GSM7135998,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0007231', 'GO_0071154', 'GO_0102481']"
GSM7135999,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0071154', 'GO_0007231', 'GO_0048560', 'GO_0102481']"
GSM7136000,"['GO_1902380', 'GO_0035369', 'GO_0120290', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0102481', 'GO_0034349', 'GO_1905086']"
GSM7136001,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_0047691', 'GO_0102481']"
GSM7136002,"['GO_1902380', 'GO_0120290', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0004699', 'GO_1904348', 'GO_0019413', 'GO_1905007', 'GO_0071154']"
GSM7136003,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_1904348', 'GO_0102481']"
GSM7136004,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136005,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0102481', 'GO_0035169']"
GSM7136006,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0071154', 'GO_0048560', 'GO_0102481', 'GO_0035169']"
GSM7136007,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136008,"['GO_1902380', 'GO_0035369', 'GO_1905822', 'GO_1901038', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136009,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0007231', 'GO_0004055']"
GSM7136010,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0007231', 'GO_0071154', 'GO_0102481']"
GSM7136011,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0071154', 'GO_0007231', 'GO_0048560', 'GO_0102481']"
GSM7136012,"['GO_1902380', 'GO_0035369', 'GO_0120290', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0102481', 'GO_0034349', 'GO_1905086']"
GSM7136013,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_0047691', 'GO_0102481']"
GSM7136014,"['GO_1902380', 'GO_0120290', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0004699', 'GO_1904348', 'GO_0019413', 'GO_1905007', 'GO_0071154']"
GSM7136015,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_1904348', 'GO_0102481']"
GSM7136016,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136017,"['GO_1902380', 'GO_0035369', 'GO_1905822', 'GO_1901038', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0035169', 'GO_1904348', 'GO_0071154']"
GSM7136018,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0071154', 'GO_0048560', 'GO_0102481', 'GO_0035169']"
GSM7136019,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136020,"['GO_1902380', 'GO_0035369', 'GO_1905822', 'GO_1901038', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136021,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0007231', 'GO_0004055']"
GSM7136022,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0007231', 'GO_0071154', 'GO_0102481']"
GSM7136023,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_0007231', 'GO_0071154', 'GO_0047691']"
GSM7136024,"['GO_1902380', 'GO_0035369', 'GO_0120290', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0102481', 'GO_0034349', 'GO_1905086']"
GSM7136025,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_0047691', 'GO_0102481']"
GSM7136026,"['GO_1902380', 'GO_0120290', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0004699', 'GO_1904348', 'GO_0019413', 'GO_1905007', 'GO_0071154']"
GSM7136027,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_1904348', 'GO_0102481']"
GSM7136028,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136029,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0102481', 'GO_0035169']"
GSM7136030,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0071154', 'GO_0048560', 'GO_0102481', 'GO_0035169']"
GSM7136031,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136032,"['GO_1902380', 'GO_0035369', 'GO_1905822', 'GO_1901038', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136033,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0007231', 'GO_0004055']"
GSM7136034,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0007231', 'GO_0071154', 'GO_0102481']"
GSM7136035,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0071154', 'GO_0007231', 'GO_0048560', 'GO_0102481']"
GSM7136036,"['GO_1902380', 'GO_0035369', 'GO_0120290', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0102481', 'GO_0034349', 'GO_1905086']"
GSM7136037,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_0047691', 'GO_0102481']"
GSM7136038,"['GO_1902380', 'GO_0120290', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0004699', 'GO_1904348', 'GO_0019413', 'GO_1905007', 'GO_0071154']"
GSM7136039,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_0071154', 'GO_1904348', 'GO_0102481']"
GSM7136040,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136041,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0102481', 'GO_0035169']"
GSM7136042,"['GO_1902380', 'GO_1901038', 'GO_0035369', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0071154', 'GO_0048560', 'GO_0102481', 'GO_0035169']"
GSM7136043,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_1905822', 'GO_0120290', 'GO_0004699', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136044,"['GO_1902380', 'GO_0035369', 'GO_1905822', 'GO_1901038', 'GO_0004699', 'GO_0120290', 'GO_0048560', 'GO_1904348', 'GO_0071154', 'GO_0035169']"
GSM7136045,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0071154', 'GO_0007231', 'GO_0004055']"
GSM7136046,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0048560', 'GO_0007231', 'GO_0071154', 'GO_0102481']"
GSM7136047,"['GO_1902380', 'GO_0035369', 'GO_1901038', 'GO_0120290', 'GO_1905822', 'GO_0004699', 'GO_0071154', 'GO_0007231', 'GO_0048560', 'GO_0102481']"
GSM4331004,"['GO_0020028', 'GO_0047129', 'GO_0071581', 'GO_1900743', 'GO_0061065', 'GO_0019387', 'GO_1903472', 'GO_0061580', 'GO_0010809', 'GO_0180004']"
GSM4331005,"['GO_1904008', 'GO_0020028', 'GO_0005744', 'GO_0004195', 'GO_0033283', 'GO_0070336', 'GO_1900128', 'GO_0021820', 'GO_1901905', 'GO_0061049']"
GSM4331006,"['GO_0020028', 'GO_0047129', 'GO_0071581', 'GO_1900743', 'GO_0061065', 'GO_0019387', 'GO_1990837', 'GO_1903472', 'GO_0010809', 'GO_0061580']"
GSM4331007,"['GO_1904008', 'GO_0020028', 'GO_0005744', 'GO_0004195', 'GO_0033283', 'GO_0070336', 'GO_1900128', 'GO_0021820', 'GO_1901905', 'GO_0061049']"
GSM4331012,"['GO_0020028', 'GO_0180004', 'GO_1900128', 'GO_0072202', 'GO_0035332', 'GO_0071529', 'GO_1990837', 'GO_0100059', 'GO_2000245', 'GO_1904829']"
GSM4331013,"['GO_0020028', 'GO_0180004', 'GO_1900128', 'GO_0072202', 'GO_0035332', 'GO_2000245', 'GO_0100059', 'GO_1990837', 'GO_0071529', 'GO_1904829']"
GSM4331014,"['GO_1904008', 'GO_0020028', 'GO_0005744', 'GO_1900128', 'GO_0021820', 'GO_0071394', 'GO_0021719', 'GO_1901905', 'GO_2000245', 'GO_0070336']"
GSM4331015,"['GO_1904008', 'GO_0020028', 'GO_0005744', 'GO_1900128', 'GO_0021820', 'GO_0021719', 'GO_0071394', 'GO_1901905', 'GO_2000245', 'GO_0070336']"
GSM4331016,"['GO_0020028', 'GO_0180004', 'GO_1900128', 'GO_0035332', 'GO_0072202', 'GO_1990837', 'GO_0071529', 'GO_1904829', 'GO_2000245', 'GO_1901905']"
GSM4331017,"['GO_0020028', 'GO_0180004', 'GO_1900128', 'GO_0035332', 'GO_0072202', 'GO_1990837', 'GO_1904829', 'GO_1901905', 'GO_2000245', 'GO_0071529']"
GSM4331018,"['GO_1904008', 'GO_0005744', 'GO_0020028', 'GO_1900128', 'GO_0021820', 'GO_0071394', 'GO_1901905', 'GO_0021719', 'GO_0070336', 'GO_2000245']"
GSM4331019,"['GO_1904008', 'GO_0005744', 'GO_0020028', 'GO_1900128', 'GO_0021820', 'GO_0071394', 'GO_1901905', 'GO_0021719', 'GO_0070336', 'GO_2000245']"
GSM4331020,"['GO_0020028', 'GO_0180004', 'GO_1900128', 'GO_0035332', 'GO_0072202', 'GO_1990837', 'GO_0071529', 'GO_0100059', 'GO_1904829', 'GO_2000245']"
GSM4331021,"['GO_0020028', 'GO_0180004', 'GO_1900128', 'GO_0072202', 'GO_0035332', 'GO_1990837', 'GO_2000245', 'GO_0100059', 'GO_1904829', 'GO_0071529']"
GSM4331022,"['GO_1904008', 'GO_0020028', 'GO_1900128', 'GO_0005744', 'GO_0047132', 'GO_2000245', 'GO_0021719', 'GO_0040029', 'GO_0071394', 'GO_0010705']"
GSM4331023,"['GO_1904008', 'GO_0020028', 'GO_1900128', 'GO_0005744', 'GO_0047132', 'GO_2000245', 'GO_0021719', 'GO_0040029', 'GO_0071394', 'GO_0010705']"
GSM4331024,"['GO_0020028', 'GO_0180004', 'GO_1900128', 'GO_0035332', 'GO_2000245', 'GO_1904829', 'GO_1990837', 'GO_0072202', 'GO_0071529', 'GO_1901905']"
GSM4331025,"['GO_0020028', 'GO_0180004', 'GO_1900128', 'GO_0035332', 'GO_2000245', 'GO_1904829', 'GO_1901905', 'GO_0072202', 'GO_1990837', 'GO_0071529']"
GSM4331026,"['GO_1904008', 'GO_0020028', 'GO_0005744', 'GO_0047132', 'GO_1900128', 'GO_2000245', 'GO_0021719', 'GO_0071394', 'GO_0010705', 'GO_0040029']"
GSM4331027,"['GO_1904008', 'GO_0020028', 'GO_0005744', 'GO_0047132', 'GO_1900128', 'GO_2000245', 'GO_0021719', 'GO_0010705', 'GO_0071394', 'GO_0040029']"
GSM5512585,"['GO_0047168', 'GO_0005869', 'GO_0003986', 'GO_0038120', 'GO_0038062', 'GO_0031925', 'GO_0009788', 'GO_0048814', 'GO_2000878', 'GO_0033389']"
GSM5512586,"['GO_0005869', 'GO_0003986', 'GO_0038120', 'GO_0031925', 'GO_0044057', 'GO_0047168', 'GO_2000878', 'GO_0014705', 'GO_0033389', 'GO_0038062']"
GSM5512587,"['GO_0005869', 'GO_0038120', 'GO_0031925', 'GO_0003986', 'GO_0047168', 'GO_0009002', 'GO_0038062', 'GO_0048814', 'GO_0044057', 'GO_0016430']"
GSM5512588,"['GO_0033389', 'GO_0031925', 'GO_0007557', 'GO_0038062', 'GO_0048814', 'GO_0035516', 'GO_0005869', 'GO_0044057', 'GO_0036064', 'GO_0061752']"
GSM5512589,"['GO_0031925', 'GO_0033389', 'GO_0007557', 'GO_0044057', 'GO_0038062', 'GO_0005869', 'GO_0061752', 'GO_0048814', 'GO_0014705', 'GO_0052231']"
GSM5512590,"['GO_0031925', 'GO_0033389', 'GO_0007557', 'GO_0048814', 'GO_0038062', 'GO_0044057', 'GO_0052231', 'GO_0005869', 'GO_0061752', 'GO_0035516']"
GSM5512591,"['GO_0034963', 'GO_0047168', 'GO_2000878', 'GO_0042167', 'GO_0003986', 'GO_0018399', 'GO_0038062', 'GO_0031925', 'GO_0033389', 'GO_0048814']"
GSM5512592,"['GO_0034963', 'GO_2000878', 'GO_0042167', 'GO_0003986', 'GO_0047168', 'GO_0031925', 'GO_0018399', 'GO_0038062', 'GO_0033389', 'GO_0005869']"
