,GENE,GSM392057,GSM392058,GSM392059,GSM392060,GSM392061,GSM392062
0,IG_SO0002_SO0003_at,7.418695949602051,6.824004050933153,7.689299160535892,7.776762001786231,7.851124362886753,6.79960542245267
1,IG_SO0003_SO0002_at,4.19377174339668,3.4594316186372973,2.7441610955704103,4.185866545311334,6.549977142771825,6.163901213814542
2,IG_SO0007_SO0008_at,4.596935142387232,3.765534746362977,4.247927513443585,5.0,6.270528942380718,6.610286657081023
3,IG_SO0008_SO0007_at,9.92288168172582,9.112178833722592,9.940754047474803,9.89132804336058,9.059885201100954,9.17467605968824
4,IG_SO0011_SO0012_at,4.472487771462744,2.6322682154995127,2.7441610955704103,5.321928094887363,7.6865005271832185,5.79960542245267
5,IG_SO0012_SO0011_at,5.797012977836145,6.022367813028454,4.986410935252045,5.189824558880018,4.572889668420581,5.947198584262056
6,IG_SO0013_SO0014_at,5.703211467391146,5.5453506448223,6.1147834472498515,6.046578366620329,7.619853147391168,7.278914019499939
7,IG_SO0014_SO0013_at,6.203592714207708,4.812498225333564,5.426264754702098,5.371558862611963,6.205548911173033,5.364572432295856
8,IG_SO0016_SO0017_at,5.24412594328373,4.459431618637297,5.153805336079036,5.221103725367875,4.285402218862249,5.035623909730721
9,IG_SO0017_SO0016_at,4.954196310386875,4.087462841250339,3.1858665453113337,5.392317422778761,5.9354597478052895,6.472487771462744
10,IG_SO0019_SO0020_at,5.0574502721839,4.129283016944966,3.596935142387232,4.749534267669262,2.722466024471091,1.765534746362977
11,IG_SO0020_SO0019_at,7.290018846932618,5.157852169141737,6.85049941375812,6.361066488794321,7.831623936820749,8.333155350310616
12,IG_SO0025_SO0026_at,6.888743248898259,6.427941332509482,6.897240425574799,7.39746072605472,4.321928094887363,4.700439718141092
13,IG_SO0026_SO0025_at,7.447909748742077,4.977279923499917,6.710117632043446,7.1147834472498515,6.274261661257048,7.734709620225838
14,IG_SO0027_SO0028_at,9.312882955284355,8.204571144249204,-1.3219280948873622,3.8875252707415875,8.758889432720965,8.680535344005174
15,IG_SO0028_SO0027_x_at,4.459431618637297,0.48542682717024166,-1.3219280948873622,-0.5145731728297583,-0.7369655941662062,0.2630344058337938
16,IG_SO0041_SO0042_at,5.954196310386875,6.416164164733128,4.776103988073165,6.153805336079036,4.797012977836145,6.768184324776926
17,IG_SO0042_SO0041_at,7.3083390301394076,6.941341105485299,7.597680143715891,7.672425341971495,9.226653023277766,8.93191939010004
18,IG_SO0042_Sp16SC_x_at,10.023477151830432,10.370033469329424,10.19303246844282,9.918863237274595,12.839499069361674,11.429459050030543
19,IG_SO0044_tAsp1_at,5.236492618381302,5.325530331567558,4.523561956057013,5.177917792195843,5.504620392403552,5.783980413683795
20,IG_SO0050_SO0052_at,11.011227255423254,11.16679075071818,10.563863590779283,10.501538665390754,11.089384270553886,11.03514274788591
21,IG_SO0052_SO0050_at,9.355791546753647,7.91169158187234,8.587590019409253,8.930737337562887,8.50303064564116,8.698704666770345
22,IG_SO0053_SO0054_at,7.394891366442587,6.323730337521348,6.617651119427331,7.2384047393250786,3.722466024471091,3.9818526532897405
23,IG_SO0054_SO0053_x_at,2.321928094887362,2.963474123974886,-1.7369655941662063,2.169925001442312,5.145677455195635,5.24031432933371
24,IG_SO0054_SO0055_at,5.501439145158873,3.786596361890807,5.2630344058337934,5.593951283948411,6.5109619192773796,6.6117625600648715
25,IG_SO0055_SO0054_at,8.265849421440848,9.203837383934554,8.497851836951117,8.499447297485176,7.325530331567558,8.1333991254172
26,IG_SO0056_SO0057_at,5.145677455195635,4.614709844115208,4.9259994185562235,5.399171093819823,6.690696443977697,6.619119511453218
27,IG_SO0057_SO0056_at,6.791814071161826,7.393175914348805,6.048759311919856,6.314696525656286,8.266318057157454,8.677367292136049
28,IG_SO0061_SO0062_at,8.033973543441055,8.445842553889342,8.356231862655397,8.811214117513238,7.491853096329675,7.417008586788777
29,IG_SO0062_SO0061_at,7.675251386050259,8.124121311829187,7.595443984589479,7.613236954716332,7.170926525287385,7.657497100444111
30,IG_SO0065_SO0066_x_at,8.460251098943846,8.583834954715432,8.27891401949994,8.669239411252647,8.14923903883703,8.094341649635844
31,IG_SO0066_SO0065_x_at,5.270528942380718,3.733354340613827,4.683696454306515,5.520422248526446,5.77082904603249,6.046578366620329
32,IG_SO0083_SO0084_at,6.296457407371244,5.666756591884804,6.24031432933371,5.498250867527825,8.642773762533084,7.827183895819525
33,IG_SO0084_SO0083_x_at,6.078951341394822,0.2630344058337938,5.475733430966398,5.125155131322289,6.947198584262056,7.529040056095075
34,IG_SO0085_SO0087_at,6.4212232992251375,6.095924419998536,6.223036337901875,7.337175868586299,5.797012977836145,5.20945336562895
35,IG_SO0087_SO0085_at,7.293701542080735,6.993221467368938,6.598424760527719,7.19377174339668,5.727920454563199,6.777419715515831
36,IG_SO0087_SO0088_at,6.870364719583405,6.604367899893749,6.469234793667656,7.25077213159993,8.620219825507487,7.911092331587135
37,IG_SO0088_SO0087_x_at,9.157094252107816,9.366540787845338,9.509972891309058,9.39938474728795,6.298291730620124,5.529820946528695
38,IG_SO0090_SO0091_at,6.78135971352466,6.336283387864432,4.632268215499513,4.504620392403552,7.041111535369152,7.356672044212097
39,IG_SO0091_SO0090_at,5.149747119504682,2.1043366598147357,4.255500733148386,3.5109619192773796,2.8875252707415875,2.2016338611696504
40,IG_SO0093_SO0095_at,7.277984747299765,6.035623909730721,6.6293566200796095,6.731997786643742,7.522777669524576,6.532940288372874
41,IG_SO0095_SO0093_at,4.921245888585589,3.350497247084133,4.20945336562895,4.560714954474479,6.787902559391432,6.167919865551935
42,IG_SO0098_SO0101_at,5.247927513443585,4.350497247084133,4.177917792195843,4.285402218862249,6.673839055990439,4.74416109557041
43,IG_SO0101_SO0098_at,4.523561956057013,3.4195388915137843,3.070389327891398,3.1858665453113337,5.658211482751795,5.149747119504682
44,IG_SO0109_SO0110_at,4.371558862611963,2.5360529002402097,3.765534746362977,3.232660756790275,5.392317422778761,4.017921907997263
45,IG_SO0110_SO0109_at,1.8875252707415875,1.070389327891398,1.925999418556223,1.1375035237499351,1.2630344058337937,0.925999418556223
46,IG_SO0116_SO0118_x_at,6.84924870276441,5.754887502163468,6.639521599510833,6.5576551547254205,7.839203788096944,7.570614721761189
47,IG_SO0118_SO0116_x_at,7.354028938054387,6.147713722352154,6.542258049766918,6.938991438775543,6.993221467368938,7.4990485977338786
48,IG_SO0118_SO0119_at,8.946906274456397,8.904484097901424,9.044394119358454,9.173926931999809,8.368069876532083,6.627898615871748
49,IG_SO0119_SO0118_at,6.133399125417198,3.548436624696042,4.185866545311334,5.161887682376894,8.219652565103807,8.080018029089175
50,IG_SO0129_SO0130_at,7.2686589550276715,6.742814669862893,6.764208130139947,7.11582397743624,4.812498225333564,6.242221395098369
51,IG_SO0130_SO0129_at,6.53605290024021,6.290940402403678,6.6117625600648715,6.84924870276441,5.446256229889564,5.4495613746132365
52,IG_SO0130_SO0131_x_at,5.28909670241999,3.8278190246173196,4.638073837180719,5.37851162325373,5.993221467368938,6.28909670241999
53,IG_SO0131_SO0130_at,6.0574502721839,5.013462259806563,4.560714954474479,5.8875252707415875,5.791814071161826,6.9092930858238235
54,IG_SO0134_SO0135_at,6.540709262671431,5.177917792195843,5.5453506448223,6.037821465434967,6.795715006501729,6.964629666720595
55,IG_SO0135_SO0134_at,4.06177619758669,3.0874628412503395,1.0,1.2016338611696504,4.700439718141092,3.0531113364595623
56,IG_SO0139_SO0141in_x_at,11.9079797197198,12.07941811430852,12.010248351175333,11.684836266303666,12.389443125990917,12.312599378862629
57,IG_SO0141in_SO0139_x_at,10.967802645196393,9.812498225333563,10.84658733630028,10.7323370447384,11.055485808624788,10.874827697827666
58,IG_SO0141in_SO0142_at,6.264911693074464,6.4495613746132365,6.272396509037485,6.123086750981061,6.167919865551935,7.099084760891864
59,IG_SO0142_SO0141in_at,6.334496768390418,5.92362461136832,5.013462259806563,4.446256229889564,7.977279923499917,7.623515741490549
60,IG_SO0142_SO0144_at,7.3083390301394076,5.361066488794321,6.1799090900149345,6.537606691495291,8.499048597733879,6.969242604434498
61,IG_SO0144_SO0142_at,10.74188827273525,10.741804025309557,9.803000951715116,9.711666973564347,10.198813342107272,10.534011006328425
62,IG_SO0145_SO0146_at,8.515305605451724,8.467605550082997,8.234577959784566,8.083745237394504,8.877130728765659,7.846744023244868
63,IG_SO0146_SO0145_at,6.383704292474052,4.930737337562887,5.22881869049588,6.325530331567558,6.638073837180719,4.9818526532897405
64,IG_SO0148_SO0150_x_at,10.369815424283912,10.581483066351188,10.297260210785275,10.382407876294957,9.74550626586916,9.681589817221239
65,IG_SO0150_SO0148_x_at,7.371558862611963,5.529820946528695,6.506208389306745,7.611024797307352,7.0574502721839,7.196725060786028
66,IG_SO0154_SO0157_x_at,6.610286657081023,6.84924870276441,6.92955431573285,7.138527801422274,10.066223763942398,9.544771287994667
