,GENE,GSM2732663,GSM2732664,GSM2732665,GSM2732666,GSM2732667,GSM2732668,GSM2732669,GSM2732670,GSM2732671,GSM2732672,GSM2732673,GSM2732674,GSM2732675,GSM2732676,GSM2732677,GSM2732678,GSM2732679,GSM2732680,GSM2732681,GSM2732682,GSM2732683,GSM2732684
1816,SO_0653,0.15720081,-2.6245503,0.012815952,0.013894558,-0.012815952,-0.6224885,-1.0290556,-0.74676776,-0.98718214,0.6322422,0.43741655,-1.8203845,-1.1248417,-1.0901256,1.2186594,0.6773782,0.6938658,0.4103849,-1.084368,0.037967682,-0.06507349,0.9008117
1817,SO_0654,-0.5944607,-1.0240543,-0.9972551,-0.28321624,-0.15039039,-0.58135056,-1.9716356,-2.7341013,-0.4374416,-0.28580594,0.17196488,0.28938222,-0.043805838,0.043805838,0.40714097,0.5437019,0.21330094,0.27813363,0.9776089,0.5054209,0.67782235,0.175071
1818,SO_0654,-1.2261641,-1.8894174,-1.2525856,-0.29158235,-0.25570273,-1.0175483,-1.7877572,-2.0537488,-0.32096744,-0.37387395,0.51286054,0.2088778,0.15199494,0.04457307,0.8154218,0.6221378,0.76861644,0.050121546,0.17062688,0.049524546,0.50796294,-0.04457307
1819,SO_0654,-0.22948527,1.2029059,-0.30225825,-0.89889216,-1.1191299,2.4125984,0.32514262,1.5865462,0.08251214,-0.9021218,-0.08251214,-0.12124848,-1.26949,-0.77160716,0.37760806,0.17230725,0.57352996,0.24072814,-0.28442788,0.25497174,-0.37138295,0.8574197
1820,SO_0655,0.026851177,-0.48561,-0.52604294,0.80984926,0.6498084,-0.25419807,-1.214634,-0.9109583,0.023773193,-0.27851343,0.5976858,0.099442005,0.38899326,0.11296654,0.9730234,0.5760803,-0.34512615,-0.89729357,-0.023773193,-0.653882,0.37792444,-0.6037893
1821,SO_0655,0.21806788,-0.8004477,-0.4854405,0.68161654,0.51023936,-0.8027451,-1.460839,-2.465339,-0.007451296,0.08251548,0.23362947,0.32188344,0.39532924,0.62965083,0.8037255,0.71042514,-0.11961579,-0.13542676,0.007451296,-0.8512881,-0.71871305,-0.81834817
1822,SO_0655,0.049568653,-0.2667265,-0.22723675,0.4907961,0.31921387,-0.5539055,-1.1225996,-1.7950802,-0.1319828,0.03345442,0.33187866,0.032900333,0.2840662,0.34521103,1.0170941,0.31480503,-0.019818306,-0.75639486,0.019818306,-0.19084454,-0.39316893,-1.0187025
1823,SO_0658,-0.34827757,1.2565656,0.35505247,0.023567677,1.0291791,-1.0171919,-0.43445158,0.5686259,-0.8396554,-0.51164293,-0.12699747,0.014790058,-0.6537776,-0.78565645,-0.03670883,-0.054604053,0.8514972,0.4506259,0.97394156,1.6549995,0.4646058,-0.014790058
1824,SO_0658,0.8928118,-0.036836624,-1.2145395,-0.24751234,-0.6893511,0.010588169,-0.63630486,0.13596916,-0.010588169,0.31457973,0.7903271,0.6656811,0.2111578,-0.122862816,0.53192997,-1.3310213,2.5205765,0.11454296,1.2758827,-0.52247095,-0.34240246,-1.3375363
1825,SO_0658,-0.2866249,0.48650026,1.9379153,0.121207714,-0.121207714,-1.0502653,2.5974193,1.8316965,0.6286001,-1.4705706,0.20960832,-1.1233234,0.5626726,-1.6718979,0.86863947,-1.0585871,0.292655,1.2045486,-0.13480258,-0.14810753,-0.34188223,-0.9190855
1826,SO_0659,0.12438965,0.16474771,-0.66845894,-0.26225233,-0.742177,0.583817,-0.6073017,0.615839,0.18428564,-0.66091156,-0.22139883,2.7603617,-0.6445184,-1.1334562,0.08788347,-0.56502247,0.5475333,-0.08788395,0.4830706,0.3693881,0.829257,-0.4125805
1827,SO_0659,-0.7355108,0.41663885,1.4668956,-0.016497612,-1.2059197,1.0560522,2.5142927,1.5716183,0.00851059,-1.0524397,-0.10428238,-0.14087057,-1.1475191,-0.11492491,1.0131555,1.9729466,0.14136314,-0.008511066,0.46068788,2.1101227,-0.13056374,-0.48385906
1828,SO_0659,1.7561684,-1.0783477,3.9345117,0.006799221,-0.31984615,0.4251399,0.2751727,0.6325302,0.96879673,-0.006799221,-1.1569963,-0.30487585,-1.8527427,-1.8599248,2.8407564,1.0898838,0.64888215,-0.61875296,-0.008526564,-0.118246555,-0.84593296,0.5880027
1829,SO_0660,-0.7272692,0.95463085,-1.7619457,-1.9658203,-2.1265612,1.2861133,-0.8238311,0.7169142,-1.4656286,-1.4007211,-0.001808643,0.09982538,-2.4823341,-2.613381,0.6261983,0.34913826,0.8451133,0.17461729,0.001808643,-1.0412035,1.0600362,0.21740961
1830,SO_0660,-0.35174036,-0.9523649,-0.59043837,-0.6590066,-1.2860923,1.1112692,0.011840344,0.56143713,-0.3294425,0.9905038,1.0253954,-0.011840344,-0.63364553,-0.19121504,-0.032479763,-0.04355669,1.0616949,0.50588465,0.9321706,0.81551313,1.5499189,0.041853428
1831,SO_0660,0.7313082,0.618531,-0.33716846,-1.0477211,-1.4017322,-0.4347198,1.4106748,0.98243,0.6289108,-0.2555263,-0.45917487,0.95551753,-0.5371959,-0.58874345,-1.395612,0.39770198,-0.056162357,1.6855052,-0.40898657,0.056162357,0.448313,1.3574231
1832,SO_0661,-0.3843856,-0.54996586,-0.39139223,-1.416851,-1.467206,-0.84427357,1.7774472,1.6587405,-4.86374e-05,-0.38754463,-0.10029507,0.016881466,-0.50599384,-0.53880596,4.81606e-05,0.33111763,0.61484575,0.6530371,1.3248618,0.9204235,0.37860012,0.20328712
1833,SO_0661,-1.5140889,1.0625465,-0.0827229,-1.8640006,-2.145036,1.2778237,0.4121735,2.1991403,-0.44949365,-1.4446533,-0.8064711,0.0827229,-2.2531474,-1.3862078,-0.10399127,0.5025852,0.4173653,0.433738,-0.7666428,0.21067977,0.14123845,1.164346
1834,SO_0662,1.5892854,0.016577244,2.3649888,-0.94878626,-0.345788,-0.43859196,0.47477007,4.315332,-0.26676536,-0.014463186,0.9378524,2.0719323,-0.4705038,-0.5612607,-0.16917801,0.14050198,-0.031840324,0.60245395,0.6230478,-0.60674095,0.000631332,-0.000631094
1835,SO_0662,-0.55972624,-0.28133583,1.8973002,-0.39805937,-1.3417306,0.6830869,0.7810149,1.1578169,0.5427904,-0.691659,0.11871576,-0.44578123,-1.2414646,-0.31573772,-0.026976109,0.026976109,-0.25446153,0.38875246,0.3719468,0.7665005,-0.7366791,0.7704406
1836,SO_0662,-0.6213279,-2.3558574,-0.7388134,0.8346777,0.043489933,0.048757553,-1.183074,-1.9351652,1.1119356,-1.4338651,0.6063862,-1.2255154,0.37031364,-1.0077796,-0.2116065,-0.043489933,0.85230017,0.046278,0.0913291,-0.17750835,0.5616832,0.7612338
1837,SO_0663,1.6439948,-0.04745102,-0.99739313,-0.9893985,-0.42705917,0.66530657,0.15628815,0.41448689,-1.417182,-1.0114145,-0.4668522,0.5244293,-0.4900198,0.6343217,-0.6208706,-0.08526707,1.1252244,-0.18915653,0.3720734,0.49876857,0.04745102,0.53818417
1838,SO_0663,-0.14118004,-0.589797,-0.39569092,-1.292203,-1.2898293,-0.6938839,-0.06890392,0.990016,-0.4982729,-0.11711979,0.15244675,0.2806859,-0.47799492,-0.58078194,0.24541283,1.6194615,0.73429155,0.56817055,1.3674662,1.0385656,0.69654655,0.06890392
1839,SO_0663,-0.12929487,-0.8951943,4.1248198,-0.7994931,-0.5258043,0.6857035,2.451052,1.5330575,-0.27358508,-1.2922418,0.5392077,1.0397723,-0.9817884,-0.98865104,-0.39124417,0.3238485,-0.8092048,0.8743,2.003546,-0.7631128,0.698766,0.12929487
1840,SO_0664,0.05358553,0.06387138,-0.79209137,-0.7264252,-1.5879283,-0.89241695,-0.39694548,0.80668354,-0.74286604,-0.6317396,-0.053586006,0.07816601,-0.8438921,-0.99449635,0.21890545,-0.27894878,1.1976674,2.152511,1.577389,0.5239668,1.3071511,1.4643812
1841,SO_0664,0.84519887,-1.0832331,0.4464352,-1.465955,-0.7802861,-1.2694485,-1.4712799,2.147001,-0.027276754,0.027365923,-1.2331789,0.5654404,-2.8568518,-0.5934918,0.027276754,0.8007276,0.24968934,0.24660659,-1.6562037,0.67820954,-0.32353282,0.48134446
1842,SO_0664,0.5403991,-1.2936034,0.49418926,-1.352696,-0.52118444,0.2526176,0.58235216,0.1695683,0.3103304,-1.0491481,-0.48379755,-0.8863263,-1.1147261,-0.18375492,-0.8428545,1.4319105,-0.0394969,1.2151847,0.06904292,0.0394969,1.652998,-0.96960306
1843,SO_0665,-0.9436364,-1.4238677,1.2028933,-1.430594,-0.6511855,0.53229904,0.48715162,1.4607668,-0.19079924,-0.68183947,1.1438475,-0.546618,1.2569685,0.19468403,-0.48399496,-0.38457823,0.19195986,0.040297985,0.72854877,1.9487824,-0.040297985,-0.3936391
1844,SO_0665,0.1985128,0.08092284,2.7799723,-0.9871137,-0.013408423,0.23304391,-0.20763564,3.6685894,-1.1010134,0.32830405,-1.08061,0.016940594,-0.9949486,-1.3872144,0.3042786,-0.33653712,-0.010654926,0.6583042,0.010654926,-0.26274467,-0.7776706,0.8736651
1845,SO_0665,0.43412375,-0.5171597,-0.6896074,-0.52153087,-1.0180748,-0.040174723,-0.38398862,1.5813634,0.1565206,0.20102811,-0.56434035,0.74805856,-1.4695966,-2.660557,0.41502213,-0.52451396,1.1167171,0.4503014,0.53939605,-0.6318717,0.040174723,0.8791988
1846,SO_0666,-0.12007284,0.27257442,-0.7480488,-0.455091,-0.78330326,-1.2643824,0.6966107,0.48805428,-0.98806524,-0.83286285,0.15738964,-0.47283173,-0.72147036,-0.9575186,0.7283962,0.9475794,0.21804094,0.12007284,0.68570924,0.5095444,0.18605614,-0.30312443
1847,SO_0666,0.43737388,-1.9105949,0.45116806,-0.05250454,-0.12608814,0.17458677,-1.4645596,-0.26509476,1.019979,0.7661619,-0.38414335,-1.1354342,0.5606742,0.05250454,-0.8403163,0.74311733,0.30686784,-0.7657337,1.3057404,-0.27137375,2.7028847,-1.2279387
1848,SO_0666,0.5220113,-1.9752326,1.2498455,0.23409128,-0.5363064,-0.22188544,0.69451714,-0.65568686,0.78298664,0.8364577,-1.4709077,0.46176076,-0.556633,-1.5232072,0.27666235,-0.8150029,0.18370032,-0.8736615,-0.18370056,-0.7880931,1.3717637,0.30678773
1849,SO_0667,-0.42355824,0.008185864,-0.76216936,-0.5931692,0.40817928,-1.0071273,0.60577726,0.6108079,-0.15322447,-0.45995855,0.97599316,-0.008185864,1.1159425,-0.87274647,-0.09133339,-0.20155811,0.4456439,1.0738516,0.97767615,2.3461328,0.38849688,-0.2813754
1850,SO_0667,1.1305547,0.30759287,-1.0722971,-0.3646903,-0.1659131,1.2310581,0.9490404,1.072526,1.0861263,-0.52183294,-0.74490833,1.3187978,-1.1179805,-1.1600165,-0.68647337,0.08439684,-0.08439684,-0.110737324,0.47357726,0.8624456,-0.27759314,0.1200223
1851,SO_0667,1.5077071,-0.3416233,-1.0933723,0.092638016,-1.9214792,0.099131584,-0.92449474,0.5879319,-0.51842785,0.55717945,0.2767067,-0.6269684,-1.2971525,-1.2304153,-0.58580494,-0.53603935,0.10659599,-0.09263849,0.346287,0.24365616,0.6583321,0.7643609
1852,SO_0668,-0.86664844,0.020220041,0.7302673,-1.4403541,-1.962796,0.6070225,0.6154244,1.6105678,-0.71882415,-1.7281554,-1.4216254,-0.005284071,-3.3532445,-2.4793527,0.008322954,0.6634443,-0.23925996,0.33045936,-3.5304775,0.020540953,0.005284071,0.31965232
1853,SO_0668,0.10669947,0.74346066,0.09052229,-0.5031805,-0.101047516,0.7847681,-0.4715495,1.5199876,-0.2265954,0.59917355,-0.4578333,0.6331959,-0.98574495,-1.5872211,0.41336632,0.5793991,-0.47205353,1.8908119,0.41705585,-0.09052181,-0.3426218,-0.22142982
1854,SO_0668,-1.1265655,0.15079165,3.996552,-0.6030607,0.369946,0.4540553,-0.5959401,2.5078278,0.7152877,-1.3496509,-0.8299775,-0.9373336,-0.12323475,-1.4960542,-0.88653135,1.5241251,-0.08318758,2.5077758,0.039325476,-0.034790993,0.034790754,0.3196783
1855,SO_0669,-0.6457095,-1.1513429,0.76046467,-0.5504594,-1.075706,-0.12529278,1.2115626,1.4597998,0.12529278,-0.8475404,-0.46209002,-1.1700687,-0.8643122,-1.5408635,0.96204996,1.3414173,0.6070218,0.37445688,0.1729145,-1.2032616,0.23622608,1.1313229
1856,SO_0669,0.5639725,-1.508955,-0.82677746,0.36776066,1.38727,-0.76786566,4.7307305,0.18380547,0.1943717,-1.5953989,0.879056,0.09876299,-0.15660906,-1.5115957,0.74368143,-0.8941746,0.7273836,-0.03728509,-0.17498088,-0.30175018,0.03728509,-0.99626017
1857,SO_0669,-0.20578575,0.10382414,2.7383995,-0.90712404,-0.002894878,0.54909277,1.6272202,-0.29600906,0.002895355,0.48429847,-0.9213991,-0.45339012,-1.5358028,0.20047283,-0.9529667,-0.65407276,-0.1754303,1.7855878,1.5814152,-0.13140392,0.6001725,1.3095274
1858,SO_0670,0.018663883,1.031014,2.0213485,-0.018663883,-0.44298267,1.2427063,0.9133148,2.1945052,1.1930547,-0.5347953,-1.3074002,-0.47978497,-1.0335302,-0.4378214,-0.08939552,1.3705878,-0.96432877,1.3750281,-0.3759365,1.5554223,-0.110396385,0.5493722
1859,SO_0670,-0.016924143,-0.40842223,0.9472587,-0.64309573,-0.9618604,-0.16656137,0.66648555,0.44126153,0.016924143,-1.1351836,-0.82275605,-0.09608579,-0.6676829,-0.55724645,1.396661,1.1060531,0.22914624,1.3189204,-2.5513976,0.9609339,1.1835277,1.141371
1860,SO_0670,0.24877477,-0.5476148,-0.60090375,1.1588027,1.1468408,-0.5084307,-1.9001925,-0.67875695,0.65256906,0.8097527,1.5077522,-0.34419084,0.89320064,0.11723399,0.6760924,-1.5330818,1.0017884,-0.9886701,1.2444618,-0.6918032,-0.11723399,-0.7351296
1861,SO_0671,-0.008981705,-0.5423298,0.4025402,-0.29171085,-0.1277771,1.0050721,-0.17682505,0.008981705,-0.2055564,0.26077223,-0.35527182,-0.22026396,-0.066871166,-0.11822176,0.7047639,0.6667204,0.021668434,0.26860905,-0.9186888,0.40454817,0.10452366,0.35767508
1862,SO_0671,-0.037920237,-0.17655396,1.1045015,-0.11391187,0.22221494,0.037920237,-0.22834516,-0.28598,-0.10178876,0.13124251,-1.3716805,-0.49359202,0.19737601,-0.9289677,0.88495994,0.6405628,-0.50620484,0.3045776,0.81913114,-0.5343716,0.34827876,0.099645376
1863,SO_0671,-0.022265434,0.24956942,0.34760427,-0.44900942,0.030697346,0.067252636,-0.23761368,-0.16106367,-0.036242485,0.2589774,-0.24122143,0.022265434,0.092576504,-0.039205074,0.6918154,0.80611277,-0.27387047,-0.23019505,0.27023792,-0.42524815,0.87211275,-0.21324778
1864,SO_0672,-0.07542896,-1.1642613,-0.6026597,-0.67911434,-0.30483198,-0.04244995,0.007514954,-0.9495559,-0.23944998,0.07949543,0.2580986,0.07441664,-0.06992054,0.41445112,0.15381289,-0.007514954,0.02647829,-0.08680296,0.208148,0.060302734,0.53893805,0.17286348
1865,SO_0672,-0.99657583,-1.0861769,-1.5513477,-1.2038364,-0.8579979,-0.69860125,-0.12954426,-0.57527256,-0.4836421,-0.43588924,0.65788126,0.08975124,0.5247688,-0.08975124,0.39748526,0.44650412,0.7639389,0.18468714,0.8624368,0.58202934,1.1249537,0.7170472
1866,SO_0672,-0.44317842,-0.8451035,0.070246935,-0.2468803,-0.10926604,-0.2964084,-0.2776854,0.68131375,-0.20540881,0.20288634,-0.12944913,0.3596909,-0.14332986,-0.14758468,0.88135886,0.41660237,0.096762896,0.583195,-0.070246935,0.28889012,0.21308017,0.9242065
1867,SO_0673,-0.16003776,-2.18689,-0.93999314,-0.001923323,0.001923323,0.26269174,-2.4069932,-2.0027206,0.38918233,0.29525352,0.42300963,0.22514606,0.043721437,0.12510324,-0.72591615,0.17970586,-2.3604407,-0.9538176,0.37641978,-1.4122808,0.018140554,-0.044810534
1868,SO_0673,0.24358606,-0.73752356,-1.346839,0.003169537,0.62768507,-0.14747381,-0.54061365,-0.8338444,-0.13716555,0.32060337,0.7345929,0.40642214,0.2164936,0.4304948,0.41254902,-0.5524106,-1.9992232,-1.5949321,-0.051754713,0.965538,0.32587624,-0.003169537
1869,SO_0673,0.6598866,-0.97034335,-1.0815828,0.14276671,0.30168843,0.008514166,-0.3257258,-0.43478322,0.44426703,0.83922553,0.06047082,-0.057684183,-0.18318868,0.18384576,0.68966126,-0.79870343,-0.008514166,-0.15410209,-0.55381894,-0.10240722,0.40430045,0.07266688
1870,SO_0674,0.95287657,1.5561767,3.19493,-0.82474995,-1.8526092,-1.4782557,-0.84126806,0.7092695,-0.32764673,-0.87675714,0.53671217,-0.44081116,-1.1867003,2.7632437,-0.5210824,-0.5924907,0.049031734,1.3969629,0.5749366,0.24621964,-0.049031734,1.7114496
1871,SO_0674,-0.08663607,0.44693136,1.9541864,-0.88121796,0.0534935,-0.007316113,1.804615,1.9030881,0.1250534,-0.94499445,-0.3488555,-0.51340437,0.006966114,-0.6977773,-0.50229025,-0.5066638,1.2674417,0.2686143,0.57975554,0.2947526,-0.006966114,-0.40349054
1872,SO_0674,0.29975104,0.07226157,-0.4816196,-0.40608764,-0.7925718,-0.64850545,-1.0209901,1.5416677,-0.07226157,0.38008666,0.26266456,0.54856896,-0.37988877,-0.65288997,-0.98587155,-0.7879636,0.56050944,0.9289005,0.9098346,-0.772712,0.44305825,0.6474054
1873,SO_0675,0.6554816,-0.37010074,0.8478553,-0.7217505,-0.19236636,-0.05251956,0.6112788,-0.95379233,0.04643798,0.059296846,0.96545196,-0.4545195,-1.9074848,-2.2958076,-0.04643798,-1.4564197,0.8754921,0.6816597,0.4512663,-0.8149035,0.09924555,0.27571845
1874,SO_0675,0.001583099,1.1781664,-0.001583099,-0.619854,-0.03675127,3.1673436,2.4854007,2.4401574,-0.22996426,-1.347703,-0.6527071,-0.94809246,-1.1532087,-1.6033044,0.70472527,2.3319826,1.327874,1.6802948,0.086702585,1.2859039,-0.36580467,-0.8522315
1875,SO_0675,-0.69698906,0.033944607,-0.4793625,-0.92324734,-0.03394413,-0.17416859,-0.77247906,0.2528963,0.31505346,1.3329449,0.59689283,-0.24394226,-0.14538717,-1.1468143,-0.40559387,-0.45912266,1.1154118,0.80052614,0.65089726,0.35041237,0.27872753,2.858533
1876,SO_0676,-0.5672188,-1.3299203,-0.9628234,2.3203306,-1.0179987,-1.3851004,0.513999,2.5246458,-0.3760829,-0.8886881,1.2113786,0.5779505,-1.1191959,-1.1639657,-0.50360394,0.94852734,0.1354742,2.0053425,0.79080224,0.30827427,1.4199119,-0.13547468
1877,SO_0676,0.16625214,-0.4549694,0.0223732,-0.7532215,-0.6903119,0.158324,0.31521845,-0.2976017,-0.2289877,0.80759907,0.77577806,-1.146678,-0.0223732,-0.9389324,-0.410573,0.32187223,0.7840774,1.1720927,-0.043976545,-0.3146634,1.7646236,0.65741825
1878,SO_0676,0.43906665,-1.0460436,-1.041961,-0.15827727,-0.29515958,-0.13288856,0.21398902,-0.003943682,0.003943682,-0.86300015,1.4904149,0.5559385,-0.44379497,0.54457545,-1.2405503,1.0530789,1.7023809,0.740247,-0.5106678,1.8700821,-0.51166964,0.6103165
1879,SO_0677,0.9153471,-0.6205082,0.47425652,0.001603127,-0.057647705,-0.9406071,0.76005554,2.9352822,-0.24615574,1.3068924,0.10413718,1.1408486,-1.5538325,-1.6570873,-0.46489954,-0.06717014,1.587163,1.992012,-0.001602888,-0.08312082,-0.44954014,1.3614192
1880,SO_0677,1.0655949,-0.8586049,0.9073839,-1.4003925,-0.006820202,-0.9904752,0.63285494,2.820518,-0.7508254,-0.6169305,0.78316736,-0.19017124,-0.80595255,-0.8144288,-0.2167759,0.006820202,0.43158722,0.48315763,1.0345008,0.70878935,0.26026583,-0.023933887
1881,SO_0677,0.43917012,-0.09102988,-0.11325812,-0.62423396,-1.3079717,0.9569967,-0.087091684,0.4079225,0.087091684,-0.38671756,-1.1293108,-0.13044524,-1.1066334,-1.1600816,0.9714267,0.74713254,0.13678002,1.5781534,-0.9290545,0.45561528,0.6192014,0.5754354
1882,SO_0678,-0.14946437,-1.4692905,0.6092508,-0.6972153,-0.20644736,-0.61917186,-0.5161531,1.6320903,-0.006229639,-1.6447127,0.053738117,-1.1834095,-0.14664912,0.006229639,0.42246938,0.47693515,1.3143499,1.991627,-0.050984383,0.30245638,0.49871182,0.7603762
1883,SO_0678,-0.97219515,-0.74950933,1.3274484,0.7895727,-0.3419218,-0.2568221,0.6709304,-0.8178258,0.16581583,-0.16581583,1.453857,-1.8417869,-0.48959923,-0.4860797,1.5196195,0.76989126,0.9024539,0.6420951,-0.6449778,-0.8639331,1.6892786,0.773664
1884,SO_0678,0.86334944,0.2218008,-1.5287561,-0.7048888,-0.62844944,0.83785295,-1.2836165,0.05454302,0.21411753,-0.21168947,-0.99748325,-0.9658203,0.82718563,-1.6935043,0.3981104,-0.94454384,0.16664886,-0.4916501,0.5131471,-0.05454254,0.46086645,0.8396163
1885,SO_0679,-0.28398848,-0.9385381,-0.60464954,-0.5190244,-0.23992062,0.47729683,-0.41481924,0.53115606,-0.8921366,1.1928363,0.7071023,-0.039530277,-0.67636347,-0.74159575,0.039530277,-0.08896494,1.0583565,0.48641062,0.8803165,0.8258405,0.5399718,0.041422367
1886,SO_0679,0.120651245,-0.55259204,-1.0881727,-0.22648215,-0.6898892,-0.7023127,-1.3454645,0.27559638,-0.524215,0.48560262,0.7772949,0.30150056,-0.49150825,-1.2580926,0.694062,2.2482011,1.2387764,1.2987075,-0.002720594,-0.3323295,0.002720594,0.61589694
1887,SO_0679,-0.08156681,0.15621948,-0.5526867,-0.113931656,-0.4827857,0.08156681,0.38262415,0.38217044,0.22063589,0.7443638,0.74350286,-1.0310283,-0.17652798,-0.54340315,-1.0315361,0.20785666,1.0997753,0.54708457,0.9306152,-0.24385023,-0.36438608,-0.66584635
1888,SO_0680,-0.80920553,-0.843205,1.4613671,-0.50316906,-0.45647,-0.8192873,1.0326967,0.94264984,0.18734646,-1.0265245,0.5343385,-0.18734646,-2.2777786,-1.8115039,0.7099972,0.63792515,-0.44525766,1.3350706,-1.0514877,0.33554506,0.6103177,0.62181664
1889,SO_0680,-0.17725849,-0.011124611,-0.46885252,-1.693603,-1.6475153,0.3730731,-0.29697227,0.7902994,0.49027824,-0.4632125,-0.40105534,1.2761822,-0.723609,-0.65791225,-0.012055397,0.11074734,0.43734264,0.58455324,0.9971688,0.8511205,0.47918224,0.011124611
1890,SO_0680,0.87431526,-0.6899195,-0.47114754,-0.23434639,0.14571619,-0.006462097,-0.26512337,3.427504,-0.85430527,-0.2350707,0.006462097,0.28261948,-0.6602998,-0.61591625,0.31787682,-0.31647015,1.5884974,0.7016573,1.0322526,0.82756615,0.9021864,-0.043372154
1891,SO_0681,-0.29148722,-0.8701825,-0.67668056,-1.4566813,-0.6297016,-0.96060324,-0.344532,0.689682,0.65897655,0.7148638,1.0468011,0.09708929,-0.6412382,-0.74064827,0.987628,-0.097088814,0.6696944,0.40575123,1.0614893,0.75722075,0.52934074,-0.15272951
1892,SO_0681,0.26944184,0.018535137,-0.8118882,0.60538197,-0.74161005,0.7384248,-0.018535137,0.64088535,-1.5263128,-1.1663256,-0.8217664,0.9183016,-1.1068983,-0.4716277,-0.4988866,0.96290445,-0.041540146,-0.074667454,0.21089196,0.17015457,0.07599783,0.35125136
1893,SO_0681,0.41874266,-1.1768827,0.12726068,-0.6880288,-1.3982782,-0.746562,-0.8956442,2.0194354,0.16641998,-1.1445255,0.40671778,-0.42017174,-0.28386974,-1.5096331,2.070603,-0.23539257,2.2895107,1.3251562,0.056259394,-0.056259155,0.98130417,1.9583173
1894,SO_0682,-0.97958803,-1.4544806,1.3763409,-0.77869606,-1.1449342,-0.6065388,1.0865817,1.4841108,1.5897722,0.03416109,-1.2313435,-0.8323393,-0.7423668,-0.24705553,0.89641905,1.3886285,1.5165558,1.0853934,-0.24980211,1.515573,-0.03416109,0.9954705
1895,SO_0682,0.011951208,-1.9791596,0.3591416,-0.5610726,-0.49199748,-0.023484468,0.5420859,1.4896748,0.51216674,-0.33922172,-0.6341529,0.08299422,-1.0309432,-1.9718287,0.7131078,-0.011951208,0.73753905,0.61159587,1.7511637,-0.24378705,-0.70620155,0.5274842
1896,SO_0682,0.26483583,-0.09021568,-1.1520519,-0.4266672,0.024135113,-1.439908,-0.82067585,0.3651333,0.25286674,0.37287235,1.1863899,-0.45258808,-1.2502127,-1.3354206,-0.17369127,-0.59023,1.0975695,0.74062324,0.5849974,1.0641756,-0.024134636,1.4066291
1897,SO_0683,0.07076192,-1.6255212,-0.69860077,-0.055747986,0.47719097,-0.43498516,3.6327624,0.055747986,-0.27510333,-1.7364922,0.3519814,1.4230866,-1.6366954,-1.6444206,0.7322383,0.31804848,0.7855978,1.798563,-0.3298409,-0.46225548,2.0373888,-1.1411576
1898,SO_0683,-0.5953517,-0.31507444,-0.46418762,-0.7328768,-0.80896187,0.2876501,-0.2904892,0.7391925,-0.4113903,-0.5427499,1.4758418,3.076128,-0.68772984,-0.56693363,-0.04034233,0.10548878,0.4845295,2.8129897,1.1277869,0.85146284,1.3186846,0.040342808
1899,SO_0683,1.0731308,2.397833,-1.4867752,-1.538101,-1.7291343,3.298271,1.1708815,2.3384373,-1.4458544,-2.4794075,0.7066095,0.014638186,-2.8366354,-1.4355171,-0.5622275,0.82502246,0.7528565,2.3562028,-0.77119637,-1.2412093,-0.014638186,2.1393082
1900,SO_0686,-0.52797365,-0.07348299,-0.032707214,-1.2014947,-0.33812284,-0.00781846,0.41396046,0.8131552,1.3249226,0.4723177,1.5440154,1.1881127,0.52471066,-1.1290936,0.25044012,-0.16016793,1.2886271,0.35129762,0.007818699,-0.5959649,-0.95497894,-0.2523656
1901,SO_0686,0.71390176,-1.5307288,-1.1458311,-0.41877556,-0.4232707,-0.7530389,-1.0247216,0.023262024,-0.0232625,0.15054512,1.3453526,1.630641,-0.9997673,-0.56120396,0.7544756,-0.649333,-0.26751757,2.6593075,1.6041946,0.9084711,1.722229,2.4939103
1902,SO_0686,2.295703,0.8739047,-0.6353111,-1.3423262,-1.2483788,0.4586172,1.2389698,0.69437957,-1.1893816,-0.11523342,-0.27219296,-0.47180462,-0.43668365,-1.0105162,-0.44943905,-0.50093985,0.11523342,0.68002176,0.5924094,0.49458313,0.5065851,2.0565848
1903,SO_0687,0.40206575,0.40539122,1.7874265,0.13126326,-0.2551589,3.1718779,2.982664,-1.0210133,0.5279045,-0.3010087,-0.15935326,-0.52493334,-0.51522875,-0.04664898,-0.47218132,0.17986679,-0.22100735,0.33014798,0.29623556,-0.96864915,-0.575835,0.04664898
1904,SO_0687,0.44933128,-0.023851871,0.023851871,-0.28019524,-0.66714096,-0.31341863,0.23294592,0.9240258,0.07432461,0.9338198,0.20338464,0.35602522,-0.30246067,-0.32270813,-0.7794819,0.19650841,-1.0478644,1.308754,-0.3193786,-0.71301126,-0.97997856,0.4578042
1905,SO_0687,0.306005,-0.10164118,0.76428175,0.71130514,0.4744506,0.9006891,-0.50560856,0.027878761,0.11026716,-0.038220167,0.76197815,-0.24898195,0.01870346,-0.14867496,-1.4602623,-1.4483423,0.1490314,-1.0204349,1.0284007,-0.0187037,-0.56480646,-1.4470963
1906,SO_0688,0.06757116,-0.31192923,0.6816511,-0.36738586,-0.13252497,0.13661003,0.08749008,0.08964586,0.1332035,1.1816168,-0.067570925,-0.06837201,-1.0892601,-1.8931794,-1.0877757,-0.5053668,0.49043465,0.59355044,0.4943862,-1.2215128,-0.2851007,0.28390694
