,GENE,GSM663193,GSM663194,GSM663195,GSM663196,GSM663197,GSM663198
0,SO0001,0.515,0.0,-0.17,-0.848,-0.652,-0.678
1,SO0001,0.0,-1.0,-0.138,-1.263,-0.778,-0.515
2,SO0001F,,,,,,
3,SO0001F,,,,,,
4,SO0002,0.212,-0.348,-0.585,-2.064,-0.971,-0.521
5,SO0002,0.72,0.087,-0.186,-1.237,-0.84,-0.585
6,SO0003,-1.663,-1.254,-0.455,1.178,1.245,0.17
7,SO0003,-0.943,-1.158,-0.322,1.728,1.406,-0.087
8,SO0004,-1.681,-1.641,-2.006,1.74,1.626,1.686
9,SO0004,-2.039,-1.987,-2.312,1.058,1.466,1.729
10,SO0005,-2.161,-2.017,-2.352,2.855,2.115,2.358
11,SO0005,-2.159,-2.031,-1.9,3.263,2.284,2.478
12,SO0006,-1.718,-1.501,-2.674,2.821,1.914,2.167
13,SO0006,-1.445,-1.694,-2.564,3.342,2.08,2.886
14,SO0007,-1.222,-1.874,-2.783,0.441,0.818,1.796
15,SO0007,-1.899,-1.893,-2.455,1.64,0.63,1.843
16,SO0008,0.564,-0.159,-0.782,-0.189,0.538,0.528
17,SO0008,0.827,0.126,-0.293,0.234,0.0,0.174
18,SO0009,0.624,0.322,-0.296,-0.483,-0.466,-0.161
19,SO0009,0.211,-0.012,-0.528,-1.107,-0.511,-0.268
20,SO0009F,,,,,,
21,SO0009F,,,,,,
22,SO0010,0.569,0.256,-0.101,-0.168,-0.176,-0.173
23,SO0010,0.12,-0.202,-0.387,-0.851,-0.504,-0.451
24,SO0010F,,,,,,
25,SO0010F,,,,,,
26,SO0011,0.206,-0.013,-0.113,-1.188,-0.506,-0.464
27,SO0011,0.108,-0.66,-0.331,-1.666,-0.425,-0.501
28,SO0012,0.737,-0.322,-0.152,-1.737,-0.652,-0.585
29,SO0012,0.415,-0.322,0.222,-0.263,-0.222,-0.807
30,SO0013,1.415,0.628,0.206,-1.441,-1.874,-1.202
31,SO0013,0.737,0.28,0.241,-2.433,-1.766,-1.07
32,SO0014,0.638,0.592,0.957,-0.898,-0.659,-1.107
33,SO0014,0.346,0.152,0.538,-1.488,-0.958,-1.415
34,SO0015,-0.043,0.278,-0.073,-0.547,-0.555,-0.746
35,SO0015,0.628,0.51,0.524,0.095,-0.314,-0.363
36,SO0016,1.222,0.0,-0.222,-0.737,-0.322,-0.415
37,SO0016,1.322,0.322,-0.263,0.0,-0.263,0.0
38,SO0017,1.0,2.17,1.415,-0.737,-1.415,-1.737
39,SO0017,1.263,1.926,2.7,-0.415,-1.585,-2.415
40,SO0017F,,,,,,
41,SO0017F,,,,,,
42,SO0018,1.415,1.222,0.0,0.0,-1.0,-1.0
43,SO0018,1.322,1.0,-0.222,0.0,-1.0,-1.0
44,SO0019,,,,,,
45,SO0019,,,,,,
46,SO0020,4.06,3.154,2.954,-2.441,-2.147,-3.39
47,SO0020,3.523,3.268,2.74,-2.883,-2.793,-2.828
48,SO0021,3.47,2.896,2.684,-2.645,-2.894,-3.073
49,SO0021,4.011,3.05,2.984,-2.523,-2.554,-2.567
50,SO0022,2.637,1.761,0.198,-1.885,-1.682,-0.74
51,SO0022,2.737,1.659,0.401,-1.604,-1.342,-0.895
52,SO0023,2.213,1.544,-0.728,-0.7,-1.322,-1.129
53,SO0023,1.459,1.17,0.455,-1.0,-1.624,-1.385
54,SO0024,1.273,0.823,0.163,-0.652,-0.893,-0.943
55,SO0024,1.344,0.867,0.363,-0.515,-0.716,0.0
56,SO0024F,,,,,,
57,SO0024F,,,,,,
58,SO0025,1.367,0.705,-0.104,-0.436,-0.09,-0.495
59,SO0025,1.564,0.748,0.144,-0.129,-0.303,-0.559
60,SO0026,2.07,1.503,0.107,-0.531,-1.459,-0.193
61,SO0026,1.7,1.322,0.415,-0.7,-0.652,0.263
62,SO0027,1.527,1.635,0.755,-0.379,-0.714,-1.16
63,SO0027,1.402,1.706,0.391,-0.716,-1.604,-0.949
64,SO0028,1.644,1.737,1.08,-0.463,-1.193,-0.879
65,SO0028,1.652,1.215,0.603,-0.623,-1.363,-1.312
66,SO0029,1.322,1.358,1.279,-1.328,-1.573,-1.948
67,SO0029,0.97,1.0,0.96,-1.892,-1.798,-1.846
68,SO0030,1.369,1.193,1.241,0.469,-0.652,-1.379
69,SO0030,1.17,1.115,0.926,0.206,-0.807,-0.848
70,SO0030F,,,,,,
71,SO0030F,,,,,,
72,SO0031,0.885,0.893,0.926,-1.354,-1.489,-2.074
73,SO0031,1.061,1.248,1.17,-1.107,-1.348,-1.883
74,SO0032,1.115,1.295,0.716,-0.175,-0.826,-0.39
75,SO0032,0.632,0.621,0.406,-0.936,-1.029,-0.898
76,SO0033,1.415,0.913,0.639,-2.273,-1.297,-1.655
77,SO0033,1.819,1.12,0.982,-1.585,-1.402,-1.67
78,SO0034,0.319,0.291,-0.709,-1.048,-1.353,-0.489
79,SO0034,0.149,-0.29,-0.936,-1.778,-1.487,-0.04
80,SO0034F,,,,,,
81,SO0034F,,,,,,
82,SO0035,0.468,0.424,-0.604,-0.231,-0.772,-0.241
83,SO0035,-0.027,0.089,-0.756,-0.755,-1.033,0.061
84,SO0036,-1.354,-1.263,-1.524,-1.354,-1.17,-0.737
85,SO0036,-0.885,-0.652,-1.129,-1.0,-1.0,-0.556
86,SO0036F,,,,,,
87,SO0036F,,,,,,
88,SO0036F,,,,,,
89,SO0036F,,,,,,
90,SO0037,0.0,-0.379,-0.566,0.585,0.621,0.678
91,SO0037,-0.447,-0.556,-1.0,-0.057,0.1,0.466
92,SO0038,0.273,-0.212,-0.686,-0.356,-0.09,-0.082
93,SO0038,0.158,-0.536,-0.716,-0.604,-0.119,0.0
94,SO0039,0.0,0.0,-0.415,-0.893,-0.152,-0.678
95,SO0039,0.585,0.222,0.0,-0.17,-0.17,-0.415
96,SO0040,0.7,0.0,-0.107,-1.17,-0.788,-1.193
97,SO0040,0.7,0.138,0.1,-0.637,-0.628,-0.874
98,SO0041,,,,,,
99,SO0041,,,,,,
100,SO0042,0.823,0.778,0.671,-0.061,-0.295,-0.234
101,SO0042,-0.193,0.678,0.042,-0.608,-0.601,-0.688
102,SO0042F,,,,,,
103,SO0042F,,,,,,
104,SO0044,0.485,0.678,-0.222,0.485,-0.652,-0.737
105,SO0044,0.737,1.0,0.263,0.585,-0.415,0.322
106,SO0045,0.881,0.926,0.493,0.617,-0.3,-0.387
107,SO0045,0.617,0.918,0.495,0.415,-0.348,-0.441
108,SO0046,0.848,0.652,0.515,0.585,-0.17,-0.678
109,SO0046,1.17,1.222,0.893,0.263,-0.322,-0.485
110,SO0047,0.263,0.5,0.314,0.379,-0.697,-0.97
111,SO0047,0.547,0.585,0.619,0.93,-0.322,-1.263
112,SO0048,1.547,1.0,1.1,-0.379,-0.933,-1.35
113,SO0048,1.04,0.967,1.297,-0.55,0.909,-1.71
114,SO0049,1.72,0.954,1.528,-0.554,-0.851,-1.632
115,SO0049,1.282,1.033,0.868,-0.306,-0.775,-1.669
116,SO0049F,,,,,,
117,SO0049F,,,,,,
118,SO0050,0.766,0.469,-1.0,1.0,0.848,0.766
119,SO0050,0.547,0.138,-1.0,0.644,0.276,0.585
120,SO0051,0.0,-0.415,-0.585,-1.322,-1.322,-0.585
121,SO0051,-0.485,0.0,-1.107,-1.415,-1.585,-1.222
122,SO0051F,,,,,,
123,SO0051F,,,,,,
124,SO0052,1.488,1.023,-0.067,0.275,-0.681,0.828
125,SO0052,1.218,1.198,-0.455,0.149,-0.332,0.471
126,SO0053,0.851,0.782,0.215,-0.088,-0.676,-0.552
127,SO0053,1.17,0.906,0.231,0.333,-0.345,-0.693
128,SO0054,0.874,0.957,0.637,0.0,-0.848,-0.354
129,SO0054,1.0,0.755,0.0,0.067,-0.585,-0.819
130,SO0055,1.807,1.0,0.807,-2.503,-2.087,-1.737
131,SO0055,1.807,1.415,1.7,-2.322,-1.585,-1.7
132,SO0055F,,,,,,
133,SO0055F,,,,,,
134,SO0056,1.415,1.222,0.415,-1.874,-1.585,-0.848
135,SO0056,1.222,1.0,0.7,-1.17,-1.0,-0.737
136,SO0057,-0.585,0.415,0.322,-1.0,-0.807,-1.0
137,SO0057,-0.585,0.0,0.0,-0.737,-1.0,-2.322
138,SO0058,0.0,1.0,0.585,-1.0,0.0,0.0
139,SO0058,0.0,1.0,0.0,-0.585,-1.0,0.0
140,SO0059,1.585,0.0,0.0,-0.585,-1.585,-0.585
141,SO0059,0.585,-1.0,0.415,0.0,-1.585,-0.585
142,SO0060,,,,,,
143,SO0060,0.585,0.0,0.0,-1.585,-2.0,-1.585
144,SO0060F,,,,,,
145,SO0060F,,,,,,
146,SO0061,1.115,0.363,0.547,-1.848,-1.07,-1.415
147,SO0061,1.585,0.585,0.531,-1.379,-0.907,-1.0
148,SO0062,1.17,0.737,1.152,-2.392,-1.0,-2.322
149,SO0062,2.0,0.737,1.585,-1.907,-1.585,-1.907
150,SO0063,1.059,1.051,1.17,-2.202,-1.202,-2.143
151,SO0063,1.637,1.193,1.234,-1.037,-0.913,-1.716
152,SO0064,,,,,,
153,SO0064,,,,,,
154,SO0064F,,,,,,
155,SO0064F,,,,,,
156,SO0065,1.694,1.047,0.615,-1.17,-1.561,-0.911
157,SO0065,1.585,1.339,0.706,-0.972,-1.142,-1.17
158,SO0066,0.303,0.12,0.237,-0.274,-0.092,-0.532
159,SO0066,-0.415,-0.149,-0.132,-0.92,-0.411,-0.934
160,SO0067,0.49,-0.052,-0.287,-0.465,-0.291,-0.058
161,SO0067,0.128,-0.39,-0.374,-0.844,-0.238,-0.73
162,SO0068,-0.415,0.263,-0.807,0.585,-0.807,-0.585
163,SO0068,0.415,0.263,0.415,0.585,0.322,-1.0
164,SO0069,-0.222,-0.222,0.322,0.415,0.415,-0.485
165,SO0069,-0.485,-0.585,0.126,-0.848,-0.441,-1.0
166,SO0070,0.322,-0.322,-0.222,0.322,-0.322,-1.322
167,SO0070,0.0,-0.585,-1.0,0.737,0.737,-1.0
168,SO0071,0.263,-0.193,0.222,0.737,-0.415,-0.485
169,SO0071,0.193,-0.193,0.152,0.585,-0.363,-1.459
170,SO0072,0.415,0.322,-0.807,0.263,-0.585,-0.322
171,SO0072,0.807,0.0,0.0,0.0,-0.322,-0.415
172,SO0073,0.7,-0.138,-0.848,0.115,-0.29,-0.585
173,SO0073,0.515,0.222,-0.515,0.459,-0.152,0.322
174,SO0074,0.907,0.322,-0.138,0.363,-0.515,-0.678
175,SO0074,0.222,0.0,-0.585,-0.322,-0.515,-0.515
176,SO0075,-0.114,-0.199,-0.209,-1.475,-0.605,-0.702
177,SO0075,0.219,0.055,-0.272,-0.828,-0.733,-0.732
178,SO0075F,,,,,,
179,SO0075F,,,,,,
180,SO0076,1.247,0.771,-0.121,-0.472,-0.547,-0.02
181,SO0076,1.534,0.851,-0.138,-0.088,-0.535,-0.135
182,SO0077,1.66,1.111,0.628,-0.432,-0.655,-0.879
183,SO0077,2.093,1.07,0.981,-0.246,-0.631,-0.453
184,SO0078,1.288,0.827,0.93,-0.036,-0.334,-1.454
185,SO0078,1.354,0.674,0.737,-0.482,-0.737,-1.212
186,SO0079,0.943,0.469,1.0,-0.126,-0.415,-1.544
187,SO0079,1.126,0.71,0.796,0.263,-0.485,-1.369
188,SO0080,1.248,0.585,1.152,0.755,-0.206,-1.0
189,SO0080,0.893,0.503,0.348,0.131,-0.087,-0.918
190,SO0081,0.737,0.152,-0.678,0.415,-0.415,-0.652
191,SO0081,0.585,0.17,-0.415,0.652,0.0,-0.415
192,SO0082,0.515,0.193,-0.585,1.263,0.0,0.678
193,SO0082,0.29,0.0,-1.115,0.893,0.263,0.585
194,SO0083,0.348,0.126,-2.322,-0.469,-0.688,1.632
195,SO0083,0.737,0.585,-2.0,0.0,-0.305,1.632
196,SO0084,0.295,0.131,-1.021,-0.962,-0.252,0.303
197,SO0084,0.794,0.193,-0.6,0.0,-0.044,0.585
198,SO0085,0.0,-1.0,-1.222,0.585,0.585,-0.415
199,SO0085,-0.415,-1.322,-1.415,0.0,0.263,0.737
200,SO0086,,,,,,
201,SO0086,,,,,,
202,SO0087,0.737,0.737,0.652,-0.807,-0.415,-1.222
203,SO0087,0.415,0.0,0.585,-0.322,-0.322,-1.0
204,SO0088,2.0,0.678,0.263,-2.585,-1.459,-1.0
205,SO0088,1.415,1.322,-0.7,-3.0,-1.737,-1.737
206,SO0089,1.585,-1.0,0.0,1.295,-1.0,-2.0
207,SO0089,-0.585,1.0,0.322,-0.415,-2.0,-1.322
208,SO0090,1.807,2.7,0.585,-2.807,-3.663,-1.585
209,SO0090,,,,,,
210,SO0091,1.0,2.322,-0.585,-2.585,-3.17,-1.807
211,SO0091,0.585,2.585,-0.415,,-2.939,-1.585
212,SO0092,,,,,,
213,SO0092,,,,,,
214,SO0093,0.0,0.585,0.0,-1.0,-1.0,-0.322
215,SO0093,0.322,0.0,-0.485,-1.415,-0.848,-0.322
216,SO0094,,,,,,
217,SO0094,,,,,,
218,SO0094F,,,,,,
219,SO0094F,,,,,,
220,SO0095,1.896,1.233,0.97,-3.068,-1.8,-1.968
221,SO0095,2.481,1.453,1.617,-2.08,-1.322,-1.459
222,SO0096,2.472,1.241,0.67,-2.295,-1.471,-1.142
223,SO0096,2.531,1.245,0.737,-1.844,-1.474,-1.17
224,SO0097,1.822,0.527,0.691,-1.937,-0.608,-1.12
225,SO0097,0.979,0.344,0.218,-2.685,-1.09,-1.646
226,SO0098,1.426,0.039,-0.176,-1.532,-0.334,-0.348
227,SO0098,1.079,-0.376,-0.297,-2.211,-0.409,-0.568
228,SO0099,,,,,,
229,SO0099,,,,,,
230,SO0100,,,,,,
231,SO0100,,,,,,
232,SO0101,-1.115,-1.716,-0.893,1.115,1.322,-0.415
233,SO0101,-0.778,-2.322,-1.138,1.585,2.087,-0.807
234,SO0102,-1.322,-1.585,-1.585,2.585,1.459,0.0
235,SO0102,-1.222,-1.874,-0.585,2.322,0.222,-0.322
236,SO0103,-0.807,-1.0,-0.263,1.459,0.807,-0.737
237,SO0103,-0.807,-1.0,-0.848,1.585,0.322,-1.0
238,SO0104,0.585,-0.447,0.263,1.322,0.83,-0.193
239,SO0104,0.0,-1.222,-0.263,1.0,0.531,-0.848
240,SO0105,-0.485,-0.263,-0.193,0.807,0.263,0.0
241,SO0105,-1.222,-1.222,-0.485,0.0,0.0,-0.322
242,SO0105F,,,,,,
243,SO0105F,,,,,,
244,SO0106,0.678,1.619,1.158,-1.392,-1.807,-2.379
245,SO0106,0.7,1.122,0.939,-1.652,-2.115,-2.585
246,SO0106F,,,,,,
247,SO0106F,,,,,,
248,SO0107,0.415,0.415,-0.848,0.263,-1.17,-1.17
249,SO0107,0.322,0.485,-0.222,0.415,-0.807,-1.585
250,SO0108,0.29,0.485,0.107,0.585,-0.415,-0.7
251,SO0108,0.322,0.503,0.126,0.531,-0.585,-0.874
252,SO0109,0.263,0.0,0.0,2.807,0.322,0.0
253,SO0109,0.0,-0.415,-0.322,1.222,0.0,0.0
254,SO0110,-0.617,-0.626,-0.848,2.239,1.524,1.057
255,SO0110,-1.082,-0.976,-1.549,1.986,1.093,0.485
256,SO0111,0.0,1.0,-0.678,-0.737,-1.0,-1.585
257,SO0111,0.322,0.415,-0.263,-1.0,-0.737,-1.0
258,SO0112,1.06,0.798,-1.305,-2.12,-1.963,0.517
259,SO0112,1.66,1.331,-0.904,-0.961,-1.484,0.723
260,SO0113,1.322,1.193,-0.277,-0.188,-0.642,0.058
261,SO0113,1.478,1.246,-0.093,-0.371,-0.864,0.551
262,SO0114,0.222,0.263,0.29,-0.485,-0.807,-0.263
263,SO0114,0.222,0.585,0.126,-0.737,-1.138,-0.263
264,SO0115,,,,,,
265,SO0115,,,,,,
266,SO0116,1.841,1.126,0.796,-0.29,-0.688,-1.241
267,SO0116,1.474,1.138,0.231,-0.948,-1.115,-0.907
268,SO0117F,,,,,,
269,SO0117F,,,,,,
270,SO0118,1.926,0.959,0.415,-3.109,-2.206,-1.561
271,SO0118,2.233,1.415,0.737,-1.865,-2.322,-1.35
272,SO0119,2.239,1.544,0.727,-2.239,-1.704,-1.896
273,SO0119,2.837,2.17,1.432,-2.1,-1.683,-1.61
274,SO0120,2.087,1.433,0.469,-2.485,-2.147,-0.222
275,SO0120,1.531,0.766,0.766,-1.585,-1.441,-0.678
276,SO0121,0.958,0.544,0.52,-2.255,-2.248,-1.866
277,SO0121,1.204,1.0,0.759,-1.549,-2.087,-1.555
278,SO0122,0.737,0.0,0.363,-1.17,-1.0,-0.678
279,SO0122,0.874,0.918,0.83,-1.078,-1.379,-0.322
280,SO0123,0.637,0.222,0.759,-1.059,-1.474,-1.907
281,SO0123,1.078,1.0,1.115,-0.663,-1.222,-1.737
282,SO0124,,,,,,
283,SO0124,-1.585,-1.0,-1.0,-3.807,-2.874,-3.585
284,SO0124F,,,,,,
285,SO0124F,,,,,,
286,SO0125,0.848,0.737,0.459,-1.0,-1.0,0.0
287,SO0125,0.585,-0.322,0.415,-0.807,-1.222,-1.222
288,SO0126,0.967,0.478,0.907,-0.497,-1.311,-1.365
289,SO0126,0.312,0.082,0.478,-1.7,-1.204,-1.814
290,SO0127,-0.269,0.322,0.331,-0.708,-1.939,-0.652
291,SO0127,0.222,0.408,0.273,-1.048,-1.255,-0.152
292,SO0128,,,,,,
293,SO0128,,,,,,
294,SO0128F,,,,,,
295,SO0128F,,,,,,
296,SO0129,0.431,-0.037,0.0,0.095,-0.217,-0.939
297,SO0129,0.037,-0.25,-0.718,-0.678,-0.344,-0.038
298,SO0130,0.271,0.305,0.627,-2.009,-1.831,-1.433
299,SO0130,0.718,0.488,0.619,-1.533,-1.433,-1.796
300,SO0131,-0.17,-0.628,-0.459,-0.234,-0.617,-0.387
301,SO0131,-0.363,-0.193,-0.17,0.263,-0.222,0.0
302,SO0132,-0.142,-0.294,-0.379,-0.697,-0.744,-0.17
303,SO0132,0.438,0.469,-0.253,-0.044,0.069,-0.175
304,SO0133,,,,,,
305,SO0133,,,,,,
306,SO0133F,,,,,,
307,SO0133F,,,,,,
308,SO0134,-0.354,-0.199,-0.379,-0.848,-0.791,-0.305
309,SO0134,0.231,0.184,-0.303,-0.047,-0.256,-0.322
310,SO0135,0.859,1.115,0.0,-0.423,-0.748,0.124
311,SO0135,0.13,0.737,-0.532,-0.981,-1.157,0.0
312,SO0135F,,,,,,
313,SO0135F,,,,,,
314,SO0136,0.7,0.585,-0.1,0.344,0.087,0.093
315,SO0136,0.16,0.1,0.485,0.222,-0.193,0.415
316,SO0137,0.771,0.485,1.032,-0.305,-0.252,-1.295
317,SO0137,0.234,0.515,0.322,-0.632,-0.399,-1.415
318,SO0138,-0.637,-0.152,0.379,-0.585,-1.254,-1.263
319,SO0138,0.17,0.617,0.415,-0.234,-0.263,-0.933
320,SO0139,2.115,0.415,-0.193,-1.17,-0.485,0.322
321,SO0139,0.807,0.263,-0.652,-1.807,-0.652,-0.322
322,SO0141,0.0,1.585,1.28,-2.17,-3.115,-2.222
323,SO0141,0.678,2.17,1.087,-1.874,-2.632,-2.087
324,SO0142,2.209,2.518,2.149,-1.029,-2.14,-1.713
325,SO0142,1.709,2.225,1.773,-1.719,-2.086,-2.243
326,SO0143,,,,,,
327,SO0143,,,,,,
328,SO0143F,,,,,,
329,SO0143F,,,,,,
330,SO0144,0.403,0.774,0.64,-2.885,-2.267,-1.539
331,SO0144,1.119,1.481,0.941,-1.569,-1.309,-1.446
332,SO0145,2.322,1.222,1.503,-1.585,-1.678,-1.459
333,SO0145,2.115,2.0,1.078,-1.874,-1.459,-1.17
334,SO0147,1.585,1.585,-0.415,-2.322,-1.322,-0.585
335,SO0147,2.0,0.0,-0.485,-2.322,-1.807,-1.0
336,SO0148,-0.555,-1.011,-0.743,1.381,0.939,0.893
337,SO0148,-0.825,-1.115,-1.186,0.575,0.775,0.694
338,SO0149,,,,,,
339,SO0149,,,,,,
340,SO0150,-0.234,-0.469,-0.307,-0.667,-0.658,-0.421
341,SO0150,0.363,0.0,0.079,0.0,-0.475,-0.379
342,SO0151,0.363,0.585,0.29,-0.807,-0.737,0.0
343,SO0151,0.0,0.0,0.415,-0.848,-0.678,-0.485
344,SO0152,0.566,1.163,2.043,-0.791,-2.307,-2.399
345,SO0152,0.107,0.795,1.424,-2.107,-2.561,-2.69
346,SO0153,0.263,1.0,1.0,-0.485,-1.585,-1.737
347,SO0153,0.585,0.415,0.778,-0.678,-1.585,-1.807
348,SO0154,1.415,1.441,1.459,-2.807,-3.07,-2.322
349,SO0154,1.585,2.237,1.841,-2.536,-2.716,-0.848
350,SO0156,0.692,0.862,0.126,-0.273,-0.559,-0.429
351,SO0156,0.158,0.737,-0.174,-1.067,-0.862,-0.695
352,SO0157,0.585,0.322,0.0,-0.263,-1.585,-0.807
353,SO0157,0.0,0.0,-1.0,-1.0,-1.7,-1.17
354,SO0158,-2.433,-1.0,-1.536,-0.531,-0.131,0.0
355,SO0158,-1.0,-0.585,-1.807,-0.363,0.082,-0.241
356,SO0159,-1.0,-1.585,-1.322,-1.0,0.0,1.0
357,SO0159,1.0,0.0,-1.0,-1.0,0.0,1.0
358,SO0160,0.617,0.181,-0.431,0.848,0.07,-0.415
359,SO0160,0.585,0.305,0.415,0.885,-0.078,-0.341
360,SO0160F,,,,,,
361,SO0160F,,,,,,
362,SO0162,-0.941,-1.365,-1.186,0.988,1.163,0.715
363,SO0162,-0.464,-1.053,-1.399,1.51,1.503,0.105
364,SO0162F,,,,,,
365,SO0162F,,,,,,
366,SO0163,-1.344,-1.621,-1.716,-0.222,0.485,0.485
367,SO0163,-0.755,-0.807,-1.16,0.766,0.206,1.193
368,SO0164,0.193,0.415,-0.322,-0.459,-0.322,-0.263
369,SO0164,0.0,-0.263,0.0,0.263,0.0,0.0
370,SO0165,0.343,0.489,0.787,-0.37,-0.708,-1.267
371,SO0165,0.344,-0.157,0.639,-0.689,-1.152,-1.485
372,SO0166,0.768,1.471,1.269,-0.935,-0.868,-1.595
373,SO0166,0.169,0.782,1.157,-1.699,-1.609,-1.59
374,SO0167,0.415,0.934,0.847,-0.979,-1.271,-1.271
375,SO0167,0.927,1.13,1.079,-0.656,-0.878,-1.38
376,SO0167F,,,,,,
377,SO0167F,,,,,,
378,SO0168,-0.229,0.291,0.564,-0.246,-0.678,-0.524
379,SO0168,0.421,0.744,0.754,-0.105,-0.114,-0.499
380,SO0169,0.987,0.823,0.671,0.188,-0.183,-0.303
381,SO0169,0.534,0.549,0.363,-0.409,-0.737,-0.928
382,SO0170,0.176,0.115,0.495,-0.447,-0.866,-0.715
383,SO0170,0.634,0.737,0.456,-0.211,-0.062,-0.749
384,SO0171,0.541,0.451,0.215,-0.149,-0.029,-0.807
385,SO0171,0.928,0.566,0.619,0.134,-0.212,-0.469
386,SO0172,-0.227,-0.14,0.138,-0.612,-0.963,-0.829
387,SO0172,0.359,0.618,0.295,-0.451,-0.025,-0.644
388,SO0173,0.621,-0.032,0.76,0.178,0.0,-0.206
389,SO0173,0.17,0.232,0.27,-0.333,-0.138,-0.754
390,SO0174,0.068,0.036,0.142,-0.195,0.167,-0.549
391,SO0174,-0.295,-0.585,0.0,-0.642,-0.597,-0.613
392,SO0175,0.555,-0.489,0.237,0.314,0.299,-0.211
393,SO0175,0.202,-0.142,-0.16,-0.229,0.234,-0.501
394,SO0176,0.104,-0.041,0.046,0.104,0.55,-0.505
395,SO0176,-0.671,-0.886,-0.078,-0.527,-0.023,-0.555
396,SO0177,0.0,-0.503,-0.363,0.0,0.254,-0.541
397,SO0177,0.415,-0.29,-0.074,0.3,0.585,-0.29
398,SO0178,0.0,0.0,-1.17,-2.0,-0.737,-1.0
399,SO0178,0.585,-1.0,-0.678,-2.0,-2.17,-1.0
400,SO0178F,,,,,,
401,SO0178F,,,,,,
402,SO0179,-0.807,-0.737,-1.0,-0.322,-0.115,-0.193
403,SO0179,-1.0,-1.379,-0.778,-0.848,-0.379,-0.652
404,SO0179F,,,,,,
405,SO0179F,,,,,,
406,SO0180,-2.322,-1.0,-0.322,-1.0,-0.585,-1.322
407,SO0180,-0.737,-1.0,-0.322,-0.415,-0.263,-1.0
408,SO0181,0.0,-0.807,0.363,-1.415,-0.585,-1.585
409,SO0181,0.263,0.263,0.485,-0.807,-0.678,-1.322
410,SO0182,,,,,,
411,SO0182,1.585,0.0,0.0,-0.585,-0.415,-0.585
412,SO0183,1.322,0.415,-0.322,-1.0,-0.737,0.0
413,SO0183,0.585,0.0,-0.415,-1.585,0.0,-1.0
414,SO0184,0.0,0.322,0.263,0.0,-0.737,-0.807
415,SO0184,0.0,0.0,-0.222,-0.322,-1.0,-0.585
416,SO0185,-0.585,-0.585,-0.415,0.0,-1.0,0.0
417,SO0185,-0.415,0.415,0.322,0.0,-0.585,-0.585
418,SO0186,-0.585,-1.0,-0.322,-1.322,-0.415,-1.322
419,SO0186,0.0,0.0,0.0,-0.415,-0.737,-0.737
420,SO0187,0.415,0.0,0.0,-0.737,-1.222,-1.0
421,SO0187,-0.415,-0.585,0.0,-1.0,-1.322,-1.585
422,SO0188,0.737,0.737,0.515,-1.0,-1.459,-1.17
423,SO0188,0.322,0.0,0.515,-2.322,-1.737,-1.263
424,SO0189,0.613,0.476,0.585,-0.951,-1.385,-1.585
425,SO0189,0.131,0.193,0.193,-1.874,-1.745,-1.415
426,SO0189F,,,,,,
427,SO0189F,,,,,,
428,SO0190,2.138,1.585,0.55,-1.657,-1.497,-0.9
429,SO0190,1.862,0.933,0.585,-1.841,-1.392,-1.144
430,SO0191,1.794,1.35,1.059,-1.766,-1.796,-1.051
431,SO0191,2.138,2.042,1.132,-1.902,-1.066,-1.037
432,SO0192,1.354,1.254,0.862,-1.655,-1.423,-1.436
433,SO0192,1.883,1.0,1.094,-0.762,-1.138,-1.074
434,SO0193,1.059,1.0,-0.064,-0.778,-0.453,0.138
435,SO0193,0.541,0.3,-0.469,-1.531,-1.1,-0.379
436,SO0194,1.444,1.481,0.565,-2.115,-1.628,-1.482
437,SO0194,2.054,1.379,1.094,-1.392,-1.436,-1.536
438,SO0195,-0.663,-0.585,-0.263,-0.667,-0.569,-0.263
439,SO0195,0.0,0.0,-0.087,-0.067,0.0,-0.354
440,SO0196,-0.531,-0.837,-0.547,1.0,1.307,0.415
441,SO0196,-1.295,-0.963,-1.244,0.284,0.45,0.263
442,SO0197,0.059,-0.673,-1.325,-0.02,1.166,1.064
443,SO0197,-0.49,-1.348,-1.649,-0.656,0.285,0.919
444,SO0198,1.848,1.0,0.295,-1.222,-0.837,-0.3
445,SO0198,1.399,0.807,-0.214,-1.663,-1.198,-0.585
446,SO0199,0.33,-0.71,-1.098,-0.57,0.679,0.991
447,SO0199,-0.432,-0.8,-1.43,-1.252,0.276,0.752
448,SO0200F,,,,,,
449,SO0200F,,,,,,
450,SO0201,1.415,1.0,0.503,-1.1,-0.893,-1.193
451,SO0201,1.1,0.7,0.078,-1.585,-1.138,-1.392
452,SO0201F,,,,,,
453,SO0201F,,,,,,
454,SO0202,0.485,0.0,0.29,-0.263,-1.0,-1.415
455,SO0202,-0.322,0.0,0.363,-0.585,-0.893,-1.17
456,SO0203,0.241,0.107,-0.126,-0.485,-0.436,-0.515
457,SO0203,0.322,0.379,0.28,0.678,0.1,-0.848
458,SO0204,0.17,0.3,-0.126,-1.0,-1.138,-0.415
459,SO0204,-0.322,-0.485,-0.547,-1.807,-2.044,-0.541
460,SO0205,-0.322,-0.485,-0.485,0.652,0.0,-0.263
461,SO0205,0.0,-0.263,0.222,1.322,0.415,0.0
462,SO0206,-1.28,-1.644,-1.138,1.138,0.692,0.0
463,SO0206,-1.939,-1.848,-0.939,0.637,0.874,0.0
464,SO0207,-0.562,-0.285,0.118,-1.354,-0.904,-0.977
