,GENE,GSM1219368,GSM1219369,GSM1219370,GSM1219371,GSM1219372,GSM1219373
0,SO_0001,-0.052391052,0.23133755,0.20450592,0.052391052,-0.25374413,-0.21342182
1,SO_0001,-0.29093695,0.1686945,-0.007273674,0.3554659,0.007273674,-0.016905785
2,SO_0001,0.4791999,0.19616175,-0.032454014,0.032454014,-0.3465314,-0.100283146
3,SO_0002,-0.050800323,-0.13078403,0.21484661,-0.31060505,0.050800323,0.20943546
4,SO_0002,0.47362757,-0.30789423,-0.033368587,0.033368587,-0.10904169,0.0785079
5,SO_0002,-0.27661753,0.012281895,-0.012281895,0.41384554,0.19695139,-0.028386593
6,SO_0003,0.2415967,0.1498723,0.08257246,-0.08257246,-0.28720522,-0.26387835
7,SO_0003,0.2887168,0.09908724,0.06209135,-0.19835043,-0.19782019,-0.06209135
8,SO_0003,0.26138258,0.7657933,0.05155325,-0.05155325,-0.2662692,-0.3081994
9,SO_0004,0.028003216,-0.13656855,0.092179775,-0.028003216,-0.29457617,0.046984196
10,SO_0004,-0.0721941,0.063557625,-0.063557625,0.17221451,-0.3202629,0.27710629
11,SO_0004,0.08226776,-0.35309792,-0.31406784,0.15812492,0.036313057,-0.036313057
12,SO_0005,-0.30825472,0.07722044,-0.07722044,0.1339488,-0.093553066,0.20921564
13,SO_0005,-0.012526035,0.02930975,0.012526035,0.10251856,-0.38766336,-0.09873915
14,SO_0005,-0.08123922,0.20073938,-0.12744188,0.19866991,-0.42241144,0.08123922
15,SO_0006,-0.002603531,0.12833118,0.002603531,0.16481781,-0.21145058,-0.060162544
16,SO_0006,0.001677513,0.06521511,-0.001677513,0.18580532,-0.28172493,-0.12197876
17,SO_0006,-0.013183117,-0.013453007,0.14576674,0.013183117,0.014807224,-0.099496365
18,SO_0007,0.001878738,-0.18762589,0.24577808,0.001023293,-0.001023293,-0.08549023
19,SO_0007,0.06792879,-0.02691698,0.16821814,-0.031324863,-0.026751995,0.026751995
20,SO_0008,-0.034206867,-0.0202775,0.22099257,0.24853086,-0.025334835,0.0202775
21,SO_0008,-0.008200169,0.008200169,0.17983484,-0.022846699,0.09943724,-0.2275672
22,SO_0008,0.022964478,-0.2273655,-0.022964478,0.164217,0.32917118,-0.1950531
23,SO_0009,0.18025923,-0.03591776,0.26759577,0.009671688,-0.009671688,-0.024116993
24,SO_0009,0.29794455,0.037276745,0.16598749,-0.13853216,-0.16251516,-0.037276745
25,SO_0009,0.33352757,0.06681347,-0.07172966,-0.16818714,-0.046821594,0.046821594
26,SO_0010,0.07624483,-0.01637888,0.18005037,-0.04742098,0.01637888,-0.12720919
27,SO_0010,0.039206505,-0.015621185,0.015621185,0.022666931,-0.11993122,-0.067988396
28,SO_0010,-0.18174648,-0.07376766,-0.044938087,0.13824558,0.23430634,0.044938087
29,SO_0011,0.007399082,-0.115251064,0.055410862,-0.007399082,0.075155735,-0.09991598
30,SO_0011,-0.07946539,-0.004283428,-0.1366601,0.1708188,0.004283428,0.14373446
31,SO_0011,-0.06296682,-0.38976622,-0.29842806,0.06972551,0.063577175,0.06296682
32,SO_0012,0.026350498,0.13805342,0.2529397,-0.064750195,-0.026350498,-0.06843424
33,SO_0012,-0.24207687,-0.012113571,2.86e-06,0.051737785,-2.86e-06,0.096037865
34,SO_0012,-0.08961201,0.12779999,0.1920309,-0.12404728,0.08961201,-0.10599613
35,SO_0013,0.08707619,-0.08707619,0.13592243,-0.17331028,0.19266033,-0.18003368
36,SO_0013,-0.0527215,0.104970455,0.0527215,-0.11713171,0.07105589,-0.066738605
37,SO_0013,0.4571166,0.05730295,-0.50304174,-0.20887041,-0.05730295,0.104189396
38,SO_0014,0.039981842,-0.14411736,0.253088,-0.31419468,-0.039981842,0.2700796
39,SO_0014,0.26914692,-0.13840675,0.008763313,-0.008763313,-0.18402386,0.2002945
40,SO_0014,-0.09347153,0.044086456,0.15014076,-0.044086456,-0.36627197,0.17085361
41,SO_0015,0.026189804,-0.026189804,-0.43548775,0.30901146,-0.08882427,0.061953545
42,SO_0015,-0.07292652,0.13613987,0.029000282,0.057861328,-0.12269592,-0.029000282
43,SO_0015,-0.101034164,0.17386818,-0.09618759,0.09618759,-0.28939342,0.11525631
44,SO_0016,-0.7065265,-0.035776854,-0.048147917,0.035776854,0.73793244,1.4586055
45,SO_0016,0.67852616,-0.29964232,0.027809858,-0.11880803,0.29029918,-0.027809858
46,SO_0016,-0.14746451,-0.46704745,-0.46030784,0.14746451,1.0418689,0.45117688
47,SO_0017,0.2594428,-0.08979797,0.24753237,-0.3033743,-0.15365362,0.08979797
48,SO_0017,0.10843921,-0.10843921,0.13033986,-0.45482326,-0.39099717,0.1199286
49,SO_0017,0.36917162,-0.17557335,0.27640247,-0.49834824,-0.15373278,0.15373278
50,SO_0018,0.4432497,0.21949005,-0.05065441,-0.16916466,-0.11833668,0.05065441
51,SO_0018,0.22566175,0.055695057,-0.25101137,-0.15116358,-0.017063618,0.017063618
52,SO_0018,0.03461647,-0.081876755,-0.049952507,0.026192665,0.011548996,-0.011548996
53,SO_0019,-0.032805443,-0.026224136,0.08506966,-0.007390976,0.007390976,0.031017303
54,SO_0019,-0.13548708,-0.21445799,-0.1099658,0.122145176,0.13746786,0.1099658
55,SO_0019,-0.01244688,-0.023011684,0.07388735,0.04557371,0.01244688,-0.05228567
56,SO_0020,0.01599598,0.40175533,-0.01599598,-0.04044628,-0.27948952,0.19624329
57,SO_0020,0.06427288,0.2014103,-0.041689873,-0.041807175,-0.3371048,0.041689873
58,SO_0020,0.00401926,0.15475225,-0.052745342,-0.00401926,-0.39043474,0.034426212
59,SO_0021,0.19803238,0.82233906,-0.011847496,-0.021160126,-0.15979195,0.011847496
60,SO_0021,0.111403465,0.5415802,-0.23964119,0.022050858,-0.6021433,-0.022050858
61,SO_0021,0.062090874,0.59847546,-0.16591072,-0.062090874,-0.4486971,0.0718956
62,SO_0022,0.28655767,0.040274143,0.19735575,-0.07322264,-0.040274143,-0.21353102
63,SO_0022,0.1548872,-0.30289745,0.078743935,0.17995358,-0.078743935,-0.236763
64,SO_0022,0.16306496,-0.022535324,0.022535324,0.1568737,-0.038035393,-0.04264736
65,SO_0023,0.29340363,0.008670807,-0.008670807,-0.12278843,0.060562134,-0.065481186
66,SO_0023,0.47581768,0.119568825,-0.009180069,0.009180069,-0.09686279,-0.16335297
67,SO_0023,0.24222708,-0.16437483,-0.30233145,0.12937403,0.3994527,-0.12937403
68,SO_0024,0.10176659,-0.18069267,0.018623352,0.014919281,-0.31243896,-0.014919281
69,SO_0024,-0.06906557,-0.17058897,0.06906557,0.12839556,0.21574163,-0.13379622
70,SO_0024,0.030116796,-0.12439084,-0.030116796,0.53189826,0.26845765,-0.06271148
71,SO_0025,-0.036265373,-0.05137062,0.121684074,0.13941097,0.036265373,-0.18013477
72,SO_0025,0.1896615,0.11860514,0.3813424,-0.11860514,-0.13516188,-0.14540815
73,SO_0025,-0.043918133,-0.07872152,0.1548686,0.043918133,0.045885563,-0.14185953
74,SO_0026,0.09591055,-0.35484362,-0.09591055,-0.47320795,0.19190931,0.22028303
75,SO_0026,0.16129684,-0.49036217,-0.16129684,-0.4840889,0.23976707,0.2219038
76,SO_0026,0.09224796,-0.2798605,-0.09224796,-0.30764294,0.27438354,0.46267414
77,SO_0027,0.8535147,0.3254032,0.6971655,-0.67796516,-0.5190258,-0.3254032
