,GENE,GSM4233495,GSM4233496,GSM4233497,GSM4233498,GSM4233499,GSM4233500,GSM4233501,GSM4233502,GSM4233503,GSM4233504,GSM4233505,GSM4233506,GSM4233507,GSM4233508,GSM4233509,GSM4233510
69,SO_0024,11.96279439,13.10291378,12.7745619,13.0008308,11.05127274,11.11140066,11.01282098,11.24386204,10.67933198,10.74406153,10.6398667,10.87983718,11.0816626,11.31379732,11.28226698,11.2652966
70,SO_0024,10.22678858,10.06823258,10.22403948,10.17402851,9.756400099,9.762226445,9.932814649,9.912468496,9.417497342,9.422827718,9.58611334,9.566030968,9.21588272,9.267124056,9.112244993,9.597739036
71,SO_0025,10.0234946,10.60139367,10.24625824,10.22720237,9.790399553,10.0318736,10.32660514,9.939808878,9.450090792,9.675880537,9.956040862,9.593076644,8.916123179,8.447420623,8.703320941,8.97983709
72,SO_0025,9.935487502,10.03668889,9.925739995,9.736137787,9.84730222,10.10209885,9.650322691,9.568609489,9.50411212,9.743288803,9.316819763,9.240091583,9.375624058,9.46139069,9.67764324,8.751398874
73,SO_0025,12.66369015,12.82328639,12.96875117,12.86949145,12.28721639,12.31078142,12.28438135,12.04580234,11.90997055,11.93085988,11.90696822,11.66734183,12.01188908,12.11596427,12.1190689,12.10362193
74,SO_0026,10.39747419,10.31744805,10.37975073,10.29935124,12.18644317,11.55175336,11.74547742,11.9012087,11.80335687,11.18546806,11.37667844,11.52919584,11.42856647,11.42913883,11.53704564,10.86158643
75,SO_0026,7.215230479,7.165221951,7.073807788,6.943980944,6.904259341,6.862638446,7.511012048,6.831308357,6.787336189,6.751381754,7.337513784,6.72520098,6.877518856,6.024178449,6.518954112,6.907120551
76,SO_0026,6.370144011,6.288290964,6.405674827,6.235417617,6.452757476,6.213713505,5.973699383,6.058670151,6.376457592,6.151404832,5.92378215,6.000431136,5.979148003,6.254209069,6.407592874,5.265160387
77,SO_0027,11.60942409,11.81421948,11.48108993,11.60164027,11.04701744,10.97754832,11.10592902,10.99883286,10.67487119,10.60407863,10.73916386,10.62669614,10.47575281,10.40103323,9.829257555,9.816714298
78,SO_0027,11.12155381,10.5768682,10.92664353,10.56471525,11.97570249,11.55714959,11.83547069,11.88048038,11.60172164,11.19014513,11.46423642,11.5089184,9.938872574,9.899433027,9.420592674,8.404690832
79,SO_0027,7.002464427,6.983350929,6.986909624,6.959640782,6.793198002,7.279611397,7.308908603,7.619074291,6.68851789,7.127224458,7.15279569,7.438950903,6.079892812,5.607896291,6.265973693,6.818427242
80,SO_0028,9.498288446,9.053077626,9.206938248,9.245998489,8.538553054,8.94407171,8.517792741,9.037547195,8.287223528,8.656269783,8.267607794,8.746158654,8.242223199,8.475050942,8.461557734,8.742794897
81,SO_0028,9.310328958,9.548581287,9.637304281,9.853699557,10.11044264,10.15430401,10.03767576,10.51249366,9.750424999,9.792770579,9.681052358,10.13143949,9.59120746,9.767181582,9.634392025,9.867694387
82,SO_0028,10.3185076,10.2095677,10.27630629,10.47949618,9.808260489,9.86949759,9.861620198,10.07760864,9.467835545,9.524395535,9.517460996,9.719795865,9.281684641,9.376573931,9.104566987,9.795969223
83,SO_0029,11.05598147,10.83476737,10.65999597,10.68373491,11.35368103,11.03604486,11.0821283,10.69147099,10.98860952,10.6641587,10.71345665,10.31017295,10.1866796,10.04723522,9.283639109,10.36818627
84,SO_0029,10.29214196,11.03688197,10.8601171,10.98646433,9.871809139,9.698379265,9.928564768,9.695609081,9.526536658,9.363629139,9.582177985,9.361163298,9.798907749,10.42759479,11.53874385,11.07799674
85,SO_0029,8.960454768,10.18623044,9.681238566,9.633790074,7.031012876,7.203042916,7.247038253,6.599449288,6.903735806,7.057522066,7.097575283,6.510572381,6.94859067,7.353315603,6.804377951,6.86596988
86,SO_0030,,,,,,,,,,,,,,,,
87,SO_0030,2.435571073,2.500410501,3.810580666,3.422076592,2.707474172,3.335402945,3.280783901,3.672435281,2.514142436,3.153595414,3.102187563,3.486321844,3.763587473,3.533791778,1.475868307,3.987583114
88,SO_0030,8.756035317,8.384649241,8.540491671,8.423904135,7.939396076,7.979604326,8.156557597,8.275106424,7.735262403,7.773677462,7.937118533,8.047228244,7.446207659,8.145870406,7.732509212,7.981676464
89,SO_0031,10.82229703,10.90757146,11.20191337,10.78910064,11.29790147,11.46312525,11.51616174,11.67679733,10.93269025,11.09594527,11.14906459,11.30923852,10.22673626,10.89416911,10.73916386,10.46335233
90,SO_0031,9.873588433,10.13133461,9.959594614,10.01048452,9.831703238,9.815033128,10.14294477,9.999295511,9.490325192,9.474758733,9.781800863,9.64839197,9.104157435,9.08086849,8.895254533,9.254335694
91,SO_0031,9.282799062,9.117237474,9.152681181,9.323969726,9.328745238,9.659494407,9.430387394,9.600900337,9.014073848,9.326753335,9.110043788,9.269609746,9.12174493,9.325418749,9.440389841,9.267416712
92,SO_0032,10.55515837,11.25181529,11.15637945,11.02113186,10.01052823,9.984107011,9.657932626,9.995723117,9.65852459,9.634675628,9.325207912,9.645298846,9.83469878,10.31418004,10.0848338,9.918891746
93,SO_0032,12.36999772,12.42230301,12.06300531,12.2256876,9.598110836,9.752119412,9.819829957,9.838908585,9.266904525,9.413668393,9.478555532,9.496891973,9.59936732,9.559712397,9.63263244,9.26390091
94,SO_0032,7.690653413,7.534303566,7.487589552,7.642278013,7.714890037,8.047806033,7.636851793,7.815984189,7.528847725,7.836565647,7.456511541,7.622649489,7.83063644,7.872023042,8.075915655,7.966976201
95,SO_0033,8.208387219,9.068190704,9.048487113,9.037289793,8.384919005,8.031012392,8.629243087,8.053417322,8.14634785,7.820899355,8.371043149,7.841488106,8.946413975,8.072235143,7.856933596,8.197617882
96,SO_0033,9.537885882,9.589007525,9.773293918,9.63656814,9.653964801,9.518653328,10.06027385,9.495542951,9.320632195,9.189562994,9.703071498,9.169346627,9.302039969,8.795594491,9.345586273,9.154391891
97,SO_0033,6.653294204,6.679041423,6.138913516,6.298637016,6.007730084,6.189208571,6.111789568,6.627991066,5.950273102,6.125808715,6.050945205,6.535572886,5.629003296,6.72647879,5.867751413,6.184014995
98,SO_0034,9.550326107,9.321505566,9.431889487,9.455263177,9.408595299,9.456932071,9.193371566,9.292465637,9.089418379,9.13335193,8.887754873,8.979926382,9.272674403,9.447122763,9.866052745,9.345101104
99,SO_0034,10.68977971,10.65466407,10.56709461,10.60889016,10.22953245,10.41986154,10.20357753,10.74782591,9.864119006,10.04296797,9.83938156,10.36723086,9.757421894,10.28387014,9.896645174,10.09966062
100,SO_0034,7.35947582,7.009479729,7.384784508,6.763628518,6.730471331,5.819383035,6.485327604,5.977281935,6.631455433,5.767035764,6.407592874,5.926008403,7.079688812,6.024178449,6.518954112,6.587126852
101,SO_0035,10.82592777,10.5667974,10.60857257,10.84210483,11.47970138,11.62540924,11.30140693,11.78490321,11.11237052,11.2586141,10.93531729,11.4136711,10.77220146,10.84770855,10.82203829,11.44343914
102,SO_0035,9.512493747,9.282581903,9.166947846,9.177341889,7.828930385,8.287568508,8.078985156,8.364271859,7.634949895,8.058433551,7.862368496,8.128092966,7.722511304,8.126641905,7.335561223,7.401576104
103,SO_0035,,,,,,,,,,,,,,,,
104,SO_0036,8.775096112,8.709191839,9.029114888,8.980943086,9.338249099,8.872097957,9.136911256,8.973966619,9.022940972,8.591827603,8.835123919,8.685253839,8.809528207,8.591126336,8.20252365,9.033303585
105,SO_0036,,,,,,,,,,,,,,,,
106,SO_0036,7.523317601,8.211432486,7.639115199,5.932216827,7.752172133,7.678380684,7.291459328,6.01192803,7.563818823,7.494008544,7.138467683,5.9560945,7.917113228,7.971114582,7.99834575,7.026735099
107,SO_0037,7.690653413,7.276125223,7.745464839,6.992585339,9.251112725,8.585549745,8.756452371,8.793501993,8.940369773,8.332262073,8.483640986,8.519957103,8.888420976,8.64392518,8.872541388,6.035219825
108,SO_0037,6.801305322,7.098691021,6.828137599,7.06844336,6.081485309,5.985132374,6.448634019,6.312317341,6.024178449,5.932666625,6.373198015,6.242347719,6.059758224,6.175307595,6.183394778,6.074551005
109,SO_0037,9.096221228,9.294764524,9.331826873,9.297847896,8.822272344,9.079735001,8.866603072,9.259817015,8.546727146,8.784492953,8.586559772,8.94970017,8.270092651,8.753698554,8.218655879,8.558733054
110,SO_0038,12.71580118,12.19776385,12.09181761,12.63038803,12.48943251,12.48398108,12.85521525,12.48398108,12.11596427,12.11099923,12.47785795,12.11099923,12.05651719,11.37739038,11.39125386,12.32624173
111,SO_0038,8.672536149,8.810069778,8.773860663,8.660776191,8.914105051,8.863799376,8.953105406,9.087380196,8.628287422,8.584094852,8.664515297,8.791021636,8.144437125,8.162959627,7.931219901,8.325250934
112,SO_0038,1.626140524,2.888771897,2.888771897,2.260667036,3.738101756,3.438803542,1.187955047,2.936663931,3.54155618,3.260520371,1.015475936,2.740562384,2.715976951,2.429417187,3.783368206,3.987583114
113,SO_0039,9.098032314,9.027647111,8.833582208,8.740624341,8.764146207,8.76497552,8.826151494,8.898318225,8.491929752,8.492555753,8.550820375,8.614780242,8.20252365,8.439910354,8.235806643,8.435489537
114,SO_0039,7.084809321,6.439312922,6.045078971,6.844706867,6.485327604,7.445791563,7.19568065,7.478517558,6.407592874,7.27746529,7.051077079,7.30680567,7.261687155,8.32848029,8.185589715,8.127125754
115,SO_0039,10.47399115,11.22754079,11.12882008,10.98448528,10.64563037,10.22900663,10.86043238,10.39977868,10.26233758,9.863731947,10.48364614,10.02369424,9.843460428,9.336967588,9.656905911,9.728218794
116,SO_0040,,,,,,,,,,,,,,,,
117,SO_0040,11.34966139,11.20691901,11.02974022,11.07616847,10.18553375,10.13053046,10.40124629,9.657151101,9.823994706,9.769456262,10.02520931,9.323801544,9.548497562,9.448930117,8.761407051,9.589569935
118,SO_0040,3.751553467,5.222798296,4.691748422,3.927786288,5.773965684,6.171804046,5.730472524,6.002816992,5.725035684,6.106309132,5.676496723,5.945891585,6.411835143,6.116741698,7.234401958,6.625075067
119,SO_0041,10.07409976,10.71810479,10.74890047,10.67901276,10.70236218,10.15050108,10.46138361,9.980005783,10.32054011,9.789564827,10.08159212,9.630415717,10.16579468,9.880856346,9.660698573,9.45414582
120,SO_0041,8.901715689,9.785299343,9.909424488,9.602641041,9.620277272,9.170942388,9.7964961,9.214547014,9.286890683,8.866758499,9.456008596,8.907323726,10.05361251,8.971239259,8.987140713,8.906478403
121,SO_0041,8.718533177,8.007903766,7.767978083,8.096880299,7.572464055,7.772108922,8.093913147,8.140350946,7.394894612,7.583226681,7.878168216,7.922326485,7.091637732,6.990321032,7.214504946,8.322014332
122,SO_0042,12.99860697,12.71092077,13.09952762,12.99860697,12.94735729,12.54750462,12.75790433,12.72409414,12.56214262,12.17649081,12.38918271,12.3577806,13.0979221,13.15538458,12.64285985,12.95593712
123,SO_0042,9.26832289,10.04942328,9.919934187,9.775198874,10.55335939,10.38697401,10.62173719,10.43068131,10.17034025,10.01169078,10.23689662,10.05216946,10.19558798,9.830198871,9.975338033,9.724013476
124,SO_0042,10.539068,10.49694746,10.51394353,10.83143103,10.26293911,10.49937887,10.02980497,10.76391266,9.895225553,10.11811424,9.674446754,10.38338746,9.649627365,10.2101619,9.553306026,10.40023278
125,SO_0043,6.082150912,5.742311803,5.819383035,5.726220553,6.543999808,6.904259341,6.400347297,6.966145927,6.461792569,6.787744294,6.327896221,6.845730003,5.413217609,5.686160926,5.745348371,5.07496043
126,SO_0044,,,,,,,,,,,,,,,,
127,SO_0044,8.301639487,8.531747304,8.275106424,8.756973519,8.212800762,8.129605464,8.359338159,8.571278952,7.991984504,7.913190886,8.124058632,8.31862925,7.815505807,7.664805495,7.658348094,7.966976201
128,SO_0044,12.23772349,12.43325129,12.52447287,12.50866914,13.27216047,12.85822997,13.48990676,13.25319657,12.87383225,12.4807477,13.06781568,12.85584552,12.07565267,12.3459649,12.29063639,12.25196879
129,SO_0045,11.40009563,11.47359482,11.29739999,11.64370124,10.66736114,10.8481584,10.44161506,10.63602987,10.2849185,10.47048768,10.0619876,10.25257719,10.8782093,11.03322106,10.9202973,10.66162815
130,SO_0045,7.092427744,6.921098134,7.262682968,7.19660299,8.043882188,7.445791563,7.175238527,7.085805313,7.832615551,7.27746529,7.032945276,6.951507702,8.369135473,8.199152727,8.610288055,8.186054196
131,SO_0045,11.78750729,12.22387918,11.61515548,12.37130874,11.63621397,11.9157744,11.68163652,11.90000593,11.2691744,11.54270864,11.31328363,11.52818871,10.96629392,10.87331462,10.51550311,11.54270864
132,SO_0046,9.542850675,9.40959001,9.318896013,9.355007095,9.664614101,9.924023908,10.32428614,10.19971079,9.33193946,9.577759965,9.953678663,9.835389829,9.331799539,9.419078767,9.660698573,9.428792767
133,SO_0046,8.118617145,8.237957233,8.330637218,8.22596095,7.481295614,7.817184101,7.808562595,7.939763361,7.309934475,7.624021391,7.61577034,7.735262403,6.90260579,6.771329393,6.740460506,7.390333458
134,SO_0046,10.26484584,9.94333911,10.02980497,10.32653492,9.642672402,9.510084365,9.276560843,9.36563915,9.309235609,9.182441851,8.965208184,9.049560332,9.282987914,9.12044948,8.830971881,9.236059957
135,SO_0047,7.84940565,8.397675009,8.175705914,8.38167851,7.850382755,8.167261763,7.899923846,8.015938163,7.655667589,7.947748718,7.701005786,7.805867205,7.434266497,7.610704702,7.367035766,7.582756412
136,SO_0047,10.15734705,10.21807136,9.999735934,10.14390144,9.702389312,10.11459651,10.16274546,10.15248303,9.367183484,9.753771033,9.800728656,9.790939593,9.092807684,9.422959083,9.010756426,9.350843357
