,GENE,GSM4233495,GSM4233496,GSM4233497,GSM4233498,GSM4233499,GSM4233500,GSM4233501,GSM4233502,GSM4233503,GSM4233504,GSM4233505,GSM4233506,GSM4233507,GSM4233508,GSM4233509,GSM4233510
243,SO_0084,7.403012772,7.203042916,7.259449873,7.376397514,8.485452339,8.658434968,7.988507678,8.476873106,8.237002583,8.396419097,7.781894911,8.229511636,8.087895737,8.356261045,8.768661158,8.421356404
244,SO_0085,9.632143388,9.997973433,9.784583872,9.655922135,9.627192025,9.484130754,9.208310791,9.287496162,9.293731147,9.158026759,8.901678861,8.975007116,9.390075702,9.45202318,9.032959361,8.579388084
245,SO_0085,7.605711648,7.342908814,7.428099148,7.351216098,7.243472375,7.6193036,7.832297235,7.970286182,7.093619632,7.438950903,7.637669135,7.764583876,6.799529383,6.643230338,6.674462469,7.019803405
246,SO_0085,9.048401966,9.199059039,9.190056354,9.33392422,8.757494479,9.266933116,9.272848652,9.29627118,8.484648225,8.956885414,8.961866753,8.983226294,8.799343566,8.66562595,8.914629185,9.128849187
247,SO_0086,8.791468453,8.516192824,8.316847581,8.839794567,9.142426427,9.252148188,9.182782507,9.128477943,8.840248037,8.941470604,8.877726243,8.827502698,7.942626683,7.757100799,8.154282079,8.015173209
248,SO_0087,11.08827071,10.63651142,10.52371517,10.41412373,12.95369063,12.87067177,12.14143865,11.81314239,12.56702478,12.49021326,11.76342781,11.44152764,12.80667933,12.98031037,12.91567292,12.94263255
249,SO_0087,4.642056768,3.951292907,4.726222947,4.923331661,7.197217557,7.752172133,6.83644602,7.302925267,7.052775921,7.563818823,6.728180778,7.148671084,8.062149396,7.724644329,8.596261064,7.857322482
250,SO_0087,3.640255099,3.164921696,4.074148986,3.75823258,3.909901514,3.335402945,3.082165634,2.516251811,3.726603007,3.153595414,2.896746611,2.308277412,3.763587473,4.680556646,3.783368206,4.07845016
251,SO_0088,7.523317601,6.959640782,7.33678626,7.125091447,7.289155164,6.910269009,7.326149351,7.052229348,7.135905517,6.793852048,7.169490411,6.922068522,6.556799218,6.814026475,6.690265228,6.546225089
252,SO_0088,16.28198039,16.29801501,16.1846278,16.24615432,15.59435468,15.46379475,15.61651564,15.40140559,15.12776844,14.97062077,15.15142615,14.90200498,14.87348408,14.66945018,14.41627513,14.96137142
253,SO_0088,11.33871902,11.46379579,11.64107806,11.23127749,10.79976231,10.78128294,11.23127749,10.9721497,10.41919032,10.40133328,10.86763136,10.59836114,10.07537937,9.904945597,10.51977789,10.51510266
254,SO_0089,7.557464374,7.903317535,7.839007454,7.971184777,8.663891923,8.872097957,8.471675571,8.850187112,8.401094453,8.591827603,8.225148998,8.572062112,8.077585516,8.072235143,8.418196817,7.861980967
255,SO_0089,9.363108286,9.76668433,9.44818103,9.732750557,9.056045175,9.48853075,9.699735258,9.779975928,8.763483378,9.162282125,9.365270694,9.439546012,8.926352719,8.975544579,8.709580582,9.188558876
256,SO_0090,4.134433535,4.142114234,3.243187677,3.625719109,3.909901514,3.75823258,3.897853957,4.269133251,3.726603007,3.564594119,3.702565815,4.094373752,4.350081966,3.533791778,2.890680276,4.855821737
257,SO_0090,9.556146941,9.584551683,9.412570033,9.723607771,9.186191853,9.115937968,9.280698489,9.272848652,8.880885616,8.816644914,8.969081771,8.961866753,8.703969751,8.695512377,8.570402698,8.775467498
258,SO_0090,8.593974947,8.282799266,8.515330594,8.211736659,8.464035511,8.355902025,8.363724503,8.431889671,8.218655879,8.120823022,8.12744823,8.189919065,8.298723048,8.591126336,8.613859908,8.328760762
259,SO_0091,8.500717768,10.27971949,10.06495334,10.04439424,9.474783488,9.239971596,8.869112107,9.105172148,9.1493194,8.929777326,8.589488719,8.806812614,9.242921915,9.220273426,8.726921889,8.840248037
260,SO_0091,,,,,,,,,,,,,,,,
261,SO_0091,7.130893174,7.110810444,7.085805313,7.063733067,6.506308975,6.841958504,6.965785298,7.469133735,6.426585612,6.732426984,6.845337978,7.298810683,6.516986316,7.083682792,6.916854331,7.038443081
262,SO_0092,7.075814317,7.042002268,7.076816536,7.19660299,7.182705583,6.867665933,7.366596194,7.580965798,7.038443081,6.755143005,7.205369332,7.402642277,6.58148877,7.261687155,6.755977509,7.126256664
263,SO_0092,,,,,,,,,,,,,,,,
264,SO_0092,10.85849109,11.18256899,11.54086971,11.33394154,13.5068538,13.80140209,13.3892154,13.62366363,13.08775605,13.34072208,12.97735043,13.18763533,13.93536827,13.90346592,14.01658147,13.50857091
265,SO_0093,11.64558811,11.42355918,11.64671343,11.49385549,11.26009262,10.83014386,11.01465262,10.9069611,10.89469018,10.45129523,10.64184324,10.53152195,11.2691744,11.13648277,10.63017076,10.6019336
266,SO_0093,6.844314564,7.31061358,7.217049765,7.091766867,8.043882188,7.971184777,7.57175331,7.561049898,7.832615551,7.766034423,7.39409075,7.383869533,8.058771751,8.313961754,8.538748161,8.001867693
267,SO_0093,7.918677451,8.091601136,8.275106424,8.218109532,8.595024646,8.589183296,8.627420207,8.753530456,8.340908831,8.335196621,8.369271819,8.480993633,8.490676935,8.759015575,9.104566987,8.597425503
268,SO_0094,11.00292493,10.89933338,10.97347322,10.9603867,10.54632184,10.8790807,10.74661936,11.23984095,10.16359512,10.50247793,10.36579655,10.87574004,9.854070285,10.22598357,9.853339389,10.74216763
269,SO_0095,9.871809139,9.718158391,9.824213083,9.670711722,9.768442957,9.501090945,10.07894312,9.966099966,9.428661932,9.174115196,9.72102505,9.616928542,9.526658912,9.47570887,9.570484996,9.336828154
270,SO_0095,7.741678237,7.66755573,7.658881522,7.431237146,7.57483068,7.809366773,7.592691272,7.873636897,7.398372849,7.61760799,7.412731815,7.674768727,7.393286439,7.97953454,7.798595757,7.406367689
271,SO_0095,9.898837667,10.13474728,10.21670808,10.16101386,9.834421808,9.40978887,9.704714365,9.664725197,9.492141864,9.090824667,9.369502753,9.332149315,9.153442156,8.971239259,8.836899712,8.999701649
272,SO_0096,10.15995026,11.41035202,11.29230371,11.11778518,10.86691674,10.82796295,10.12294941,10.49031825,10.48974174,10.44839421,9.761634964,10.10793678,11.0369165,11.23340645,11.38565368,10.6280642
273,SO_0096,8.965153221,8.081983137,8.326570324,8.810270655,8.185185602,8.178354061,8.192139105,8.097867995,7.965533976,7.959026066,7.972730723,7.88275998,7.979177243,8.269800537,7.680494054,8.100927091
274,SO_0096,12.05320472,11.63016761,11.43987962,11.45935161,12.46020792,12.38895065,12.18587238,11.88126937,12.08995329,12.01385273,11.80287745,11.51043368,12.34294806,12.43399786,12.65388498,12.70550153
275,SO_0097,7.822770534,7.800698283,7.762174966,7.904070606,7.265908833,7.545689174,7.083147805,7.877859795,7.114592206,7.369764211,6.94859067,7.679614712,7.128836007,7.634949895,7.647146315,7.873946222
276,SO_0097,7.386402181,7.640019568,7.327272726,7.479528379,6.737671051,6.660442903,6.653294204,6.897090191,6.638712894,6.567296408,6.558713488,6.780790768,7.287311865,7.173243675,7.455484458,7.263155364
277,SO_0097,7.876517486,8.425085112,7.877092914,7.67375136,7.173678014,6.521111023,6.465057602,6.663559354,7.031222907,6.442224102,6.388346762,6.570146072,7.707922492,7.457537894,7.41959475,6.845730003
278,SO_0098,6.321366017,6.241389039,6.582143304,6.706928853,6.435150803,6.201513066,5.944714118,5.721956014,6.361182824,6.136101721,5.892248417,5.665879594,6.3479602,6.384034755,6.568246921,6.36611023
279,SO_0098,,,,,,,,,,,,,,,,
280,SO_0098,7.734075087,7.465312026,7.310045478,7.321928887,9.024014425,9.111787965,8.847742778,9.227014405,8.732444331,8.812840339,8.569809588,8.917895289,7.183825201,7.97953454,7.328285627,7.406367689
281,SO_0099,7.475987403,6.921098134,7.081151457,7.843921603,7.996473985,8.201511775,7.75926463,8.155609288,7.789454604,7.981498092,7.570000847,7.936382522,8.015173209,8.058771751,8.314245063,8.006784014
282,SO_0100,10.60063897,10.20109022,10.28825339,10.43791468,10.13004775,10.21162228,10.06810659,9.985263943,9.76904295,9.846205934,9.71024746,9.635809483,9.730290326,9.241209483,9.532758438,9.641296073
283,SO_0100,7.179599005,7.184566324,7.120238788,7.139871962,6.853310651,6.878435227,7.050869919,7.249410618,6.743829704,6.764296105,6.920580675,7.099549049,6.556799218,7.114592206,6.388346762,6.711069864
284,SO_0101,9.206251487,9.365365757,9.127752789,9.286196957,8.865830183,9.057907372,9.294549159,9.59438309,8.585855938,8.76555672,8.981621874,9.263020619,8.433926009,8.656046276,8.902997973,8.856874075
285,SO_0101,8.955468543,9.093830407,8.929258669,8.947911098,9.365297401,9.285908086,9.533755737,9.74525429,9.048709265,8.973393525,9.204465087,9.408038579,8.734986038,9.006204398,9.088342057,9.408038579
286,SO_0101,9.953105278,9.90581018,9.829821957,10.00017622,8.947819803,9.261434057,9.341380024,9.648076814,8.659395252,8.951886816,9.025971098,9.314484974,8.744898164,8.898848124,8.763483378,9.052195452
287,SO_0102,8.156241563,8.048317053,8.167575393,8.116669313,7.744203742,7.559616757,7.100006148,7.566292599,7.555454812,7.382789391,6.964561846,7.388182033,7.319844861,7.417750246,7.386566356,7.484725264
288,SO_0102,6.388557016,6.099349659,6.280192423,5.620222402,6.391782115,6.363588785,6.630723441,6.266202559,6.321145737,6.292673702,6.538485841,6.201273704,7.091637732,7.383869533,8.295569806,7.32996787
289,SO_0102,,,,,,,,,,,,,,,,
290,SO_0103,8.926203582,8.777358356,8.901527151,8.767770939,8.960092714,8.540975919,9.307129841,8.560691411,8.671166426,8.289674857,8.993877067,8.307287931,8.621664102,8.08324863,8.596261064,7.873946222
291,SO_0103,10.79433978,11.19177257,10.92286317,11.45789388,11.27705129,11.41734165,11.46026394,11.66740269,10.91220197,11.05171052,11.09355399,11.29957673,10.83320172,10.82069285,10.72130248,11.012747
292,SO_0103,13.95616911,13.80011312,13.88237738,13.81524257,13.53787435,13.61036526,13.30768556,13.5068538,13.11667196,13.17699419,12.90900596,13.08775605,12.67334091,12.77289839,12.59972846,13.32566828
293,SO_0104,,,,,,,,,,,,,,,,
294,SO_0104,9.323688321,9.329586337,9.404010777,9.542850675,10.06991135,10.23478012,10.23365723,10.08310543,9.711914935,9.868948501,9.867983895,9.725505371,9.789717644,9.620827625,10.11486526,9.719795865
295,SO_0104,7.483564596,7.065753648,7.456098407,7.060359132,7.655754939,7.433586174,8.105090511,7.922399095,7.474875085,7.265501395,7.88962034,7.72037512,7.515357876,7.472846196,7.486988863,7.457794368
296,SO_0105,8.743467297,8.737881374,8.594441574,8.543153024,8.1622344,7.932399841,7.945078509,7.020633738,7.942626683,7.729325912,7.740120598,6.894291855,7.825478009,8.052332357,7.587920962,7.244545831
297,SO_0105,8.747668814,8.041488525,8.010353757,8.048146733,7.859147041,7.572700892,7.965965117,7.917186101,7.663471851,7.395430272,7.760431404,7.715235338,7.354418031,7.517327893,7.115567854,7.299383226
298,SO_0105,6.321366017,6.452757476,6.509281559,6.057316781,6.361397074,6.082816207,6.598053808,5.947638991,6.290371479,6.024178449,6.509088184,5.895281501,6.258926437,5.814271718,5.786769596,6.403338094
299,SO_0106,,,,,,,,,,,,,,,,
300,SO_0106,,,,,,,,,,,,,,,,
301,SO_0106,12.76762197,13.1007804,13.61603546,13.64066508,12.67842823,12.58477906,12.87323383,13.20858208,12.31178921,12.21405926,12.4918892,12.81426083,12.25579034,12.21629696,12.75277663,11.54859033
302,SO_0107,12.27867634,11.99727876,11.81579609,11.71704718,11.14901278,10.66314119,11.47910136,10.77984765,10.78091424,10.28101038,11.11188169,10.3995654,10.89535309,10.4647248,10.67360203,10.69116042
303,SO_0107,8.84401944,9.105090281,8.99991219,8.933506509,8.708760895,8.876613137,8.777358356,9.042600122,8.441856416,8.595795025,8.50526723,8.750771052,8.287223528,8.334219102,8.263065535,8.353231217
304,SO_0107,,,,,,,,,,,,,,,,
305,SO_0108,8.901715689,8.99514907,8.81588387,8.727282628,8.968577055,8.814682875,9.579257168,9.075228663,8.680206995,8.53947535,9.249529199,8.780807543,8.55705823,8.420567156,8.359009923,8.186054196
306,SO_0108,6.937742654,7.528210583,7.110810444,7.330077342,9.058076544,9.164985689,9.419367894,9.641882564,8.765660309,8.861727843,9.099891194,9.308524768,7.448790537,7.202311226,7.817905429,7.609781763
307,SO_0108,11.0591755,10.88233265,10.7695022,10.81655878,9.882356603,9.645714874,9.555128491,9.96212796,9.537134183,9.311862679,9.227586773,9.613249165,9.450413037,9.962291087,9.265073796,9.783643476
308,SO_0109,7.143065177,6.778489015,6.730046697,6.763628518,6.960365026,7.117968616,7.236314067,7.188280621,6.839444788,6.979643876,7.087665745,7.043920014,6.699837942,7.00864295,7.469797503,6.920580675
309,SO_0109,9.485892363,9.918071383,9.65071536,10.0130174,9.170785948,9.381475547,9.497852012,9.730841739,8.866565336,9.064794298,9.171146464,9.394235723,8.64437593,8.139169544,8.375394102,9.001198119
310,SO_0109,,,,,,,,,,,,,,,,
311,SO_0110,8.709191839,8.728346013,8.424297901,8.707251574,9.920678635,10.39278707,10.22712715,10.76069404,9.573801727,10.01661732,9.861795093,10.38068468,8.150003016,8.591126336,8.235806643,8.674259823
312,SO_0110,,,,,,,,,,,,,,,,
313,SO_0110,13.18743425,13.26667219,13.30425774,13.26169554,12.92399479,12.87829645,12.7077703,12.87323383,12.53801165,12.49582078,12.34034226,12.4918892,12.44555333,12.74782985,12.3817002,12.4508215
314,SO_0111,6.867665933,7.178976886,6.94471309,7.297203688,5.887984273,6.138913516,5.777257626,5.977281935,5.833374087,6.075888312,5.725035684,5.926008403,5.979148003,6.23278792,5.701836753,5.926008403
315,SO_0111,8.351077646,8.233769871,8.149747566,8.306204529,7.861669065,8.190751083,7.568906822,8.689889111,7.66502765,7.971473881,7.390602161,8.425033865,6.814827614,7.457537894,7.359917568,7.849720215
316,SO_0111,,,,,,,,,,,,,,,,
317,SO_0112,12.16477931,12.18219067,12.19672701,12.29556271,11.33729092,10.82140038,11.35257804,11.26034995,10.97124293,10.44192654,10.98687779,10.89502167,10.89847414,10.76670002,10.77341257,10.95711592
318,SO_0112,9.498288446,9.52166195,9.526866151,9.723607771,10.04341196,9.932353312,9.784686104,9.704011837,9.686096251,9.585585334,9.444148614,9.368616413,9.700147731,9.582589644,9.729971822,9.790125075
319,SO_0112,9.669494257,10.16710459,10.10463982,10.06310023,10.4890954,10.30542064,10.85591484,10.66314119,10.10703771,9.935469514,10.47847299,10.28101038,9.969189177,9.74665141,10.16885276,9.910062356
320,SO_0113,10.31638771,10.55710474,9.952149836,10.31288305,9.079735001,8.801203409,9.239300384,9.363929593,8.784492953,8.526940797,8.92940749,9.047687322,8.541654719,8.090544521,8.466154499,8.505515359
321,SO_0113,15.87214204,16.16648247,16.11761457,16.11761457,15.64480423,15.94526307,16.09827823,15.83717132,15.18149517,15.51730089,15.65417502,15.40926104,15.01978157,14.75067201,14.58320512,15.46875788
322,SO_0113,7.86863021,7.88474344,7.74756422,7.527233313,8.078985156,7.916626447,7.844117821,7.698922272,7.862368496,7.714806196,7.648045665,7.513385166,8.006433403,8.32482918,8.263065535,7.634949895
323,SO_0114,7.403012772,7.022715548,7.13474807,6.840385657,8.192755576,8.321223878,8.471675571,8.543153024,7.972730723,8.087895737,8.225148998,8.291258795,8.491679276,8.602305911,8.439650681,8.221377486
324,SO_0114,,,,,,,,,,,,,,,,
325,SO_0114,9.721633413,10.35449055,9.776381769,9.836247785,9.603742401,9.566054205,9.573943152,9.760148307,9.272018239,9.238151836,9.245003875,9.420921574,9.690577079,10.21623856,9.880856346,9.702963316
326,SO_0115,7.075814317,6.938477972,7.310045478,7.075814317,7.616319743,7.663781076,7.207320284,7.446825567,7.435829656,7.482458108,7.061577799,7.278627204,7.188159842,7.732721183,8.075915655,7.498503226
327,SO_0115,13.40257495,13.49076081,13.46721946,13.3499766,13.72709949,13.213071,13.27216047,12.96699543,13.27866094,12.81914757,12.87383225,12.57802333,12.85584552,13.13089535,13.1035983,12.59807149
328,SO_0115,13.22195996,12.7181248,13.25694118,12.88622649,14.44833212,14.00205958,14.18199419,14.36473101,13.94450793,13.5367428,13.70542521,13.87832821,12.07163636,12.32390457,11.91240535,11.54859033
329,SO_0116,12.21292382,12.78160947,12.35105139,12.41049278,11.89357413,11.81203942,12.26962897,12.05611908,11.52228439,11.43958113,11.89117389,11.67679195,11.44812618,10.76081381,10.8235815,11.82986655
330,SO_0116,9.806197303,9.919375598,9.841613623,9.865008398,10.16408209,9.804584959,10.38741164,9.92420953,9.802042328,9.464584811,10.01208378,9.578054921,9.5609067,9.19364949,9.253892688,9.61956731
331,SO_0116,7.791570484,8.044906829,7.819580936,7.642278013,7.13474807,6.917746062,6.607793941,6.497354296,6.995983368,6.801147384,6.518954112,6.418702335,7.072337675,7.127224458,6.978571801,6.533627643
332,SO_0117,9.384986248,9.657932626,9.461031913,9.541278321,8.991522095,9.274596755,9.148715116,9.051124193,8.702455407,8.963673893,8.846235915,8.75839106,8.424902689,8.602305911,8.62212186,8.631587715
333,SO_0118,8.343880076,8.906421156,8.982369996,8.918397678,8.97360794,8.998061733,8.610448482,8.89092949,8.685034777,8.708395494,8.354884639,8.608325536,9.158500197,9.434277161,9.108329415,9.090990022
334,SO_0118,5.720246662,5.742311803,5.064746551,5.595260103,6.007730084,6.220380027,5.651951131,6.321929679,5.950273102,6.157101907,5.594895705,6.252436071,6.21711686,6.794258313,7.041184146,6.533627643
335,SO_0118,,,,,,,,,,,,,,,,
336,SO_0119,9.153789728,8.366459211,8.442555151,9.002463686,8.301639487,8.863799376,8.297919725,8.322069372,8.070223627,8.584094852,8.06770528,8.088724004,8.048250512,7.799405508,7.805464195,7.966976201
337,SO_0119,10.04033266,9.798826296,9.792129525,9.86132941,9.458470878,9.201588134,9.805693639,9.369188553,9.134796262,8.895633227,9.465477899,9.052874703,9.309804029,8.850637328,8.934300142,9.108411098
338,SO_0119,11.73550318,11.50318912,11.72947474,11.75116486,11.14332348,11.36072713,11.20336718,11.5780631,10.77560031,10.9955157,10.83759374,11.21068299,10.31969371,10.91439943,10.46149902,11.07866395
339,SO_0120,6.822173581,6.296344297,6.023063198,6.298637016,7.978174677,8.641035988,7.698922272,7.953287579,7.772440797,8.380814406,7.513385166,7.747901789,8.577737081,9.08086849,9.582883614,8.461174008
340,SO_0120,6.581672682,7.081151457,7.148795214,6.755306061,6.414686721,6.917746062,6.289444196,6.655979119,6.339634093,6.801147384,6.220748397,6.561580138,6.789783086,6.914987543,6.499154322,6.801955704
341,SO_0120,7.898035007,7.810973784,7.899168607,7.755931327,7.558182192,7.387479623,7.566292599,7.430191905,7.38170844,7.223884697,7.388182033,7.262274618,7.247219077,7.023273415,6.907120551,7.155644295
342,SO_0121,8.850480154,7.912702779,8.301925226,8.412834812,8.280336216,8.618729938,8.80231469,8.629243087,8.05216251,8.361479443,8.528040402,8.371043149,8.194851038,7.849524757,9.064794298,9.451765677
343,SO_0121,8.10115544,7.627762493,7.710807039,7.657988904,8.509651659,8.83959776,8.616893718,8.711989846,8.258656143,8.562911629,8.359833566,8.445352727,9.293515627,9.186471163,9.614457495,9.323801544
344,SO_0121,7.326149351,9.948047902,9.888410444,9.677114143,9.579964227,9.668940525,8.572818963,8.945352642,9.250121632,9.335991268,8.320040666,8.657610099,9.510554776,9.818113391,9.367320014,9.289990911
345,SO_0122,7.551949206,8.176017713,7.930737857,7.605017099,7.88398021,7.312032856,8.164750272,6.867665933,7.685320877,7.155644295,7.945555787,6.754308019,7.030533383,6.751800155,6.907120551,6.730730001
346,SO_0122,8.589300355,9.188511796,9.194680133,9.424625774,9.048742525,9.218487771,9.102878124,9.38167832,8.756411641,8.911074736,8.80560404,9.06504684,9.319856405,9.706097307,9.5609067,9.186471163
347,SO_0122,9.792841264,9.976250975,10.43146505,10.09971776,12.303094,12.67229414,12.2405212,12.55173081,11.92349709,12.30578222,11.86109432,12.18030364,12.72205112,12.71676998,12.91399154,12.47029832
348,SO_0123,6.062722663,6.439312922,6.405674827,6.154186989,8.832198044,8.99373475,8.000176594,8.61815637,8.556100313,8.703969751,7.792101336,8.36065674,8.883751783,9.186471163,9.77466416,9.39550817
349,SO_0123,6.229421377,6.127351354,6.295196569,6.558900325,8.154343905,7.953287579,7.19568065,7.111788652,7.936014375,7.747901789,7.051077079,6.975709034,8.084577903,8.016914835,8.189919065,7.35248823
350,SO_0123,,,,,,,,,,,,,,,,
351,SO_0124,10.17176331,9.573114765,9.177186141,9.164357235,10.8809945,11.2093963,11.05750533,10.12755118,10.50458974,10.84516198,10.68624368,9.766612352,11.06715307,11.10317739,11.2384908,11.65246146
352,SO_0125,,,,,,,,,,,,,,,,
353,SO_0125,8.407135335,8.491978677,8.506927724,8.49598026,8.623424611,8.618729938,8.503701883,8.275106424,8.365722622,8.361479443,8.253642486,8.047228244,8.06484583,7.908319831,7.981676464,7.652309938
354,SO_0125,8.589300355,8.752903561,8.565697461,8.765182774,7.945261441,7.595724349,8.133142664,7.850382755,7.740331453,7.416695184,7.917113228,7.655220353,7.482962228,7.299383226,7.344465724,7.450080244
355,SO_0126,7.918677451,8.203195467,7.935165567,8.387883078,6.927408654,7.486081509,7.105582101,7.320237238,6.811620387,7.314756594,6.969966403,7.164156517,6.764296105,6.831945355,6.620500325,6.074551005
356,SO_0126,7.75926463,7.993469659,8.017678866,8.069114534,8.436842015,8.388152237,8.253109231,8.031873959,8.194235463,8.150161726,8.026802154,7.821497396,8.284623456,7.732721183,8.167827706,8.341742871
357,SO_0126,13.02640999,12.56953674,12.89953986,12.73574774,12.49027901,12.41670685,11.84051982,12.35105139,12.11738552,12.04284151,11.46926997,11.97321093,12.63907648,12.60445631,12.96548338,12.47375023
358,SO_0127,9.736772008,10.56757001,10.55335939,10.40354477,9.886220647,9.454877773,9.845098099,9.977414222,9.540891581,9.13174542,9.502186133,9.627910703,9.773376826,10.72671342,11.52228439,11.18287173
359,SO_0127,10.9603867,10.99521515,10.98248123,11.22417135,10.51883762,10.87002758,10.82349171,11.1078914,10.13777615,10.4931866,10.44425825,10.74069287,9.899669038,10.06859407,10.08134246,10.41305309
360,SO_0127,5.720246662,5.446052314,5.373955711,5.726220553,5.438794774,4.952745339,5.034802828,5.466589203,5.374617986,4.840167547,4.931641867,5.40366409,5.267503163,5.012082717,6.039338651,4.963780601
361,SO_0128,6.421014335,6.604091164,6.706928853,6.618845591,7.014021451,6.832495596,7.07648254,7.100334743,6.888215122,6.725627043,6.942372324,6.964561846,6.987126174,7.215111935,7.307944202,7.050396981
362,SO_0128,6.294047928,6.279031768,6.314584836,5.872677043,5.642956759,5.985132374,5.944714118,6.204572862,5.58553732,5.932666625,5.892248417,6.141859427,6.079892812,6.207997823,5.72332998,6.453585542
363,SO_0128,13.24707917,13.35337517,13.2917418,13.30210786,12.0048898,11.7797835,11.31311337,11.62478122,11.62882445,11.40993138,10.94710295,11.25773058,11.48857156,12.10263816,11.44593002,11.68741139
364,SO_0129,8.067434833,9.52074161,9.097127055,8.725473072,10.3190018,10.36976782,9.60611616,9.4175231,9.948440793,9.995440888,9.27405866,9.098082441,10.33401526,10.67564318,10.19616455,9.850021346
365,SO_0129,,,,,,,,,,,,,,,,
366,SO_0129,8.90867434,8.841564624,8.768908263,9.004659636,8.201052245,8.538431804,8.331617167,8.506679838,7.981141281,8.287223528,8.09747453,8.255709043,7.890760568,8.08324863,8.038681055,8.299724908
367,SO_0130,9.196294961,9.235939634,9.175783651,9.224152662,9.056045175,9.310115904,9.621365255,9.573351495,8.763483378,8.996174407,9.287900792,9.244335001,9.016165139,8.748466696,8.82392567,8.983493523
368,SO_0130,14.49846554,13.34136681,13.81802352,14.20384743,12.7077703,12.61048422,13.09058285,12.73574774,12.34034226,12.2413372,12.69724325,12.36844347,12.32790882,11.37628842,13.34866165,12.63907648
369,SO_0130,11.04052524,11.20225782,11.65203271,11.07879717,10.90261071,10.53664192,10.81395658,10.65035066,10.52731242,10.15476322,10.4335402,10.26702849,10.29148054,10.47594276,10.10298498,10.16512731
370,SO_0131,7.679700624,8.441388394,8.14736439,8.113905373,6.706928853,6.593392435,6.4062065,6.706928853,6.610384536,6.503633026,6.332938436,6.608537657,7.111335272,7.052775921,7.135905517,7.336677296
371,SO_0131,6.388557016,5.858760284,6.229421377,6.042345302,5.163653211,5.17492919,5.336509696,5.084812122,5.07496043,5.088274284,5.258109147,4.98528996,5.150524285,5.996199553,4.925720754,5.833374087
372,SO_0131,9.091270314,9.278885193,9.116262954,8.986642277,8.551227941,8.830614514,8.777358356,8.918118113,8.299438733,8.554182571,8.50526723,8.632496813,8.033700383,8.269800537,7.711368449,8.398023783
373,SO_0132,7.523317601,7.503329555,7.479528379,7.237509588,8.897562145,9.068106712,8.390572415,8.261213864,8.613859908,8.775055905,8.151430781,8.033356254,8.851027915,8.846921462,8.858137627,8.527429614
374,SO_0132,11.07848448,11.10691054,10.78813211,11.00691779,11.39179743,12.03837251,12.24574769,12.41730041,11.02601788,11.65875,11.8673344,12.04342906,10.19007976,10.43438755,10.70826517,10.73178603
375,SO_0132,7.954378601,7.912702779,7.850382755,7.947820059,7.249410618,7.419697628,7.870557916,7.58660592,7.099549049,7.252255068,7.673002507,7.406899107,7.241569735,7.341410997,7.125611106,7.367854842
376,SO_0134,8.168202447,8.031184747,8.271317527,8.270879706,9.093912916,8.634017215,9.019938401,8.358239487,8.796710099,8.374579298,8.729367115,8.123250409,8.512816017,7.571423714,7.931219901,8.558733054
377,SO_0134,12.46544686,12.10503891,12.05914377,12.21806182,12.32496283,11.94018743,12.45212058,12.21421478,11.9465478,11.56912298,12.08105284,11.83452799,11.88040396,11.00651482,11.19626808,13.11794038
378,SO_0134,9.061118244,8.991522095,8.893017326,9.143144245,9.79725636,9.810571776,9.897703808,9.7868313,9.456457872,9.469935065,9.551865169,9.446347489,8.913320669,8.415030294,8.479478675,9.474758733
379,SO_0135,7.630950266,8.419038824,8.109341428,8.135870027,7.635945436,7.713172288,7.148159666,7.622281298,7.455484458,7.526648909,7.00864295,7.44284299,7.663249456,7.96300661,8.023513904,7.765412939
380,SO_0135,10.58199501,11.08738002,10.77470993,10.97555699,10.90261071,10.95567267,10.63693618,11.21846869,10.52731242,10.58245404,10.25350081,10.85444504,10.23225648,10.41661982,9.981237791,10.74474483
381,SO_0135,11.2479461,11.48641087,11.62914318,11.73617732,11.34035438,10.79342557,11.04701744,11.04859336,10.97465236,10.41378037,10.67487119,10.67652494,10.71044626,10.64071412,10.02620406,10.35681687
382,SO_0136,5.490853695,6.439312922,6.493856855,6.235417617,6.1401925,6.549304722,6.138913516,6.572227844,6.079892812,6.467917345,6.078559213,6.48613719,6.339077307,6.868287083,6.705464834,6.730730001
383,SO_0136,9.732114565,9.86949759,10.12553466,9.768132767,9.652677105,9.283305639,9.365092313,9.600900337,9.319433071,8.971239259,9.048538992,9.269609746,8.966740845,9.376573931,9.036054424,8.880598686
384,SO_0136,8.47940171,8.167418587,8.335251161,8.207472384,9.581965681,9.412106878,9.540128209,9.152126588,9.251971421,9.092807684,9.211250445,8.849171682,8.994584331,8.777112695,8.934300142,9.059818643
385,SO_0137,9.471167312,9.596597601,9.41488358,9.272702881,9.089698976,8.940405627,9.263342772,8.114556188,8.793665498,8.653249511,8.953797416,7.899094819,8.613859908,8.61730814,8.534620488,8.508365774
386,SO_0137,10.26901717,10.56471525,10.81995459,10.81145003,10.53664192,11.2271459,10.88070759,10.23343254,10.15476322,10.86376553,10.50437249,9.867887399,10.76483563,11.31379732,10.38689351,10.69834145
387,SO_0137,9.653013136,10.02622095,9.431889487,10.18576602,9.653013136,9.619360438,9.640075596,9.473135129,9.319785858,9.286024313,9.306603746,9.148048486,9.304252352,8.953797416,8.969801292,8.921990787
