,GENE,GSM509291,GSM509293,GSM509649,GSM509650,GSM509651,GSM509652,GSM509685,GSM509686,GSM509687
70,IG_SO0159_SO0160_at,9.549592167441752,8.03121873061072,8.892391025913403,9.084542673641922,8.667111542075027,9.16716722052614,9.12670447284319,8.449561374613236,8.566815154010897
71,IG_SO0160_SO0159_at,1.765534746362977,3.5109619192773796,9.125413470483315,7.907491593343054,7.906890595608519,7.947783026255419,7.740792672277682,8.132885253625162,9.025416444544186
72,IG_SO0160_SO0162_at,1.5360529002402097,-0.3219280948873623,4.478971805032942,6.704595347632403,-1.3219280948873622,-1.7369655941662063,3.0531113364595623,-1.0,0.2630344058337938
73,IG_SO0162_SO0160_at,6.825276830054866,1.2016338611696504,5.3750394313469245,6.630813152299126,5.173926931999809,6.246027980528104,3.700439718141092,-3.321928094887362,-2.321928094887362
74,IG_SO0176_SO0177_at,0.2630344058337938,-2.321928094887362,6.752213367865143,6.405992359675837,6.3416300093299105,6.0916998341368105,5.255500733148386,6.559185865787734,4.968090752045256
75,IG_SO0177_SO0176_at,9.115303806152117,8.869748051465065,9.310158317947819,9.795552677945622,9.224001674198105,8.644937805500176,6.708739041359579,9.792302265303608,7.277054876148728
76,IG_SO0194_SO0195_at,6.8875252707415875,8.498250867527826,8.286788759133211,7.302867360972875,7.7073591320808825,6.053111336459563,7.190812367916136,7.77082904603249,5.125155131322289
77,IG_SO0195_SO0194_at,9.379378367071261,9.918863237274595,10.41204051455165,10.414050944726041,10.475632114554903,10.473807201399696,10.279842693520347,10.12127448240965,10.079351441709166
78,IG_SO0201_SO0202_at,7.551516017628014,3.232660756790275,7.869131119644294,7.934870291192027,7.842978831788326,8.231701199029002,8.692441147347774,7.386293635150991,7.898450232807866
79,IG_SO0202_SO0201_at,7.207502459258789,4.632268215499513,7.011227255423254,6.738767836800192,7.41193462479118,5.760220946466509,8.075746538060905,6.217230716220669,6.540709262671431
80,IG_SO0204_SO0205_at,2.963474123974886,1.722466024471091,7.630085070002124,7.246027980528104,7.075746538060906,7.561478891501007,7.853621455748828,7.776103988073165,7.563768278452033
81,IG_SO0205_SO0204_at,7.674545393845865,4.0,7.896029602976752,7.569096095262135,8.336729697238724,8.001689668404214,7.757556688939453,7.121015400961366,6.864186144654281
82,IG_SO0208_Sp16SB_x_at,11.91614071296218,11.915767364002773,10.004220466318195,10.082947360127847,9.718361626138355,9.844705764411938,11.812979471251483,11.548388456990217,11.388985934370147
83,IG_SO0210_Sp5SB_x_at,8.537606691495291,7.698357405957285,8.129798173187144,8.771159295556854,8.709083812550343,8.521207816223987,7.072534599722955,7.157852169141737,7.559185865787734
84,IG_SO0217_SO0218_at,9.97513145692134,9.57156305219755,10.38316426063511,10.1269625347419,10.89345322583372,10.454607748534851,10.94624836076822,10.56014173612078,10.33237228005635
85,IG_SO0218_SO0217_at,7.912889336229962,7.623515741490549,8.606960344510274,8.845490050944376,9.12670447284319,8.967802645196393,9.731488749870138,8.145167939018386,8.995484518877507
86,IG_SO0221_SO0222_at,13.392397928068304,12.722615443598817,9.504818987632841,9.290710068717408,9.293701542080735,9.644397099000916,10.3041231193469,12.11221142043084,11.224664968412618
87,IG_SO0222_SO0221_at,7.2162608371650565,6.902073579310743,8.618385502258606,9.18710459141914,8.442114122419225,9.221103725367875,9.138783757253849,8.306973057140828,9.232660756790276
88,IG_SO0223_SO0224_at,3.277984747299765,1.632268215499513,1.632268215499513,1.1375035237499351,1.4329594072761063,1.765534746362977,-0.7369655941662062,-0.7369655941662062,0.6780719051126377
89,IG_SO0224_SO0223_at,9.140318539356988,8.707359132080883,8.778077129535358,8.974127743191422,9.231701199029002,9.17192735435346,8.753551054600655,8.378945060252901,8.454916137514804
90,IG_SO0229_SO0230_at,9.916625922211235,8.73944309777245,9.663913842115978,10.003236794601694,9.461479447286155,9.752046069779388,10.035898787323415,10.305491792110685,9.070120944476823
91,IG_SO0230_SO0229_at,7.903279342056139,7.902073579310743,9.670302170078525,9.44024628710574,9.649795066289398,9.644937805500176,9.059885201100954,8.899356922923111,9.4112991229642
92,IG_SO0258.1_SO0258_at,8.21723071622067,6.815063017192867,9.807193898000191,9.78888143201129,9.786923022152791,9.84203599652491,10.03493648653151,8.390168956200183,9.693835392482516
93,IG_SO0258_SO0258.1_at,10.395319910940284,10.20896588630656,11.271463027904375,10.988116584760144,11.61120927336935,11.442943495848729,9.198690585668917,10.550073370555145,10.447909748742077
94,IG_SO0264_SO0265_at,6.896029602976752,4.817623257511431,7.693486957499325,7.697662633470518,6.185866545311334,7.549207089355683,7.246027980528104,7.657497100444111,7.218199943694738
95,IG_SO0265_SO0264_at,1.2630344058337937,1.2630344058337937,4.632268215499513,5.141596278383818,-0.3219280948873623,0.2630344058337938,3.37851162325373,0.8479969065549501,-0.15200309344504995
96,IG_SO0269_Sp16SA_x_at,10.861862340059151,10.609640474436812,10.371123200509636,10.460353501260736,10.079884736250268,10.352153803748962,11.035417717161224,10.486332252768664,10.727409976864571
97,IG_SO0272_SO0273_at,7.109569509370688,7.512542955096859,7.08533966935737,7.496654082593496,7.915879378835773,7.712870867689905,7.111657346263132,6.412781525338476,7.109569509370688
98,IG_SO0272_Sp5SA_at,8.500642736062806,7.671010241278451,7.439623137557117,8.409390936137703,8.365447588550104,8.036723106005525,7.678071905112637,7.334496768390418,7.448735798029397
99,IG_SO0273_SO0272_at,6.076815597050831,0.48542682717024166,6.540709262671431,7.722466024471091,1.722466024471091,7.0916998341368105,7.576673292516575,7.230741002626909,7.600656307826301
100,IG_SO0274_SO0275_at,6.125155131322289,6.774787059601174,8.321928094887362,8.316055208890491,8.026246772648195,8.15835722604901,7.976134472831654,6.211401637418471,8.135452784185173
101,IG_SO0275_SO0274_at,6.224966365000275,6.682292371430833,8.416164164733129,8.484218708433163,8.158862106208455,8.411510988012072,8.581577215536518,7.591709333161742,8.12515513132229
102,IG_SO0279_SO0280_at,9.348949409509617,8.90388184573618,10.107609414362116,9.921245888585588,10.311861819197684,9.768680579453914,9.741804025309557,10.090641751917847,9.362163011641734
103,IG_SO0280_SO0279_at,9.048759311919856,7.609548138999429,9.850030524189759,10.095792588770694,10.26526341264247,10.249469044476829,10.805663272411891,9.512345420347337,9.881878707600446
104,IG_SO0294_SO0295_at,8.246027980528105,8.062316027355715,7.6941837433331495,7.780047576061869,7.87528859822269,7.73674015545321,7.728600810643193,6.812498225333564,7.612499945739441
105,IG_SO0295_SO0294_at,8.114262900594055,6.223036337901875,9.42584530563943,9.380028083380774,9.19991768027457,9.284014344738006,9.195249157802179,7.79766152585376,9.711322819211357
106,IG_SO0302_SO0304_x_at,8.496654082593496,3.9164766444377164,9.805582668169006,9.754720513906914,9.306973057140828,9.893604904858293,9.674721924288532,8.798957747900428,9.668884984266247
107,IG_SO0302_SprnpB1_at,7.597680143715891,6.405992359675837,6.305605789585429,5.672425341971495,7.217230716220669,6.608809242675524,5.845490050944375,5.84799690655495,6.123086750981061
108,IG_SO0304_SO0302_x_at,8.38586240064146,8.81698362325538,9.963618617443972,9.986410935252044,9.888438850745239,10.12902536982563,9.570994128743228,9.639521599510834,9.806710717965235
109,IG_SO0304_SO0306_x_at,7.539934245171789,8.5453506448223,8.321026128592969,8.12825215227739,8.25691629667084,8.687200694651894,8.02403150151675,7.869131119644294,7.778734244117836
110,IG_SO0306_SO0304_x_at,7.921245888585589,7.025693273680773,8.753885282574092,8.78135971352466,8.29232163280204,8.700786478157397,7.708739041359579,7.320123598040615,8.081616583314652
111,IG_SO0311_SO0312_at,3.8972404255747994,2.292781749227846,7.663202278579536,7.159871336778389,7.742140985498147,7.509379148914689,7.721782768459794,6.394033895367782,7.357552004618084
112,IG_SO0312_SO0311_at,7.133399125417198,6.093813673402728,7.672425341971495,8.582706526780788,6.889960199658641,8.99463629050958,10.107870914279614,8.862327400517986,7.5660540381710915
113,IG_SO0314_SO0314a_at,6.604367899893749,7.6941837433331495,8.036173612553485,6.877744249949002,6.865423978313134,8.056908618323252,7.4990485977338786,6.560714954474479,7.470048726011326
114,IG_SO0314a_SO0314_at,7.098032082960526,5.165911938935689,6.636624620543649,6.8875252707415875,6.714245517666122,6.675251386050259,5.24031432933371,5.669593751188333,6.734709620225838
115,IG_SO0314a_SO0316_at,7.408542042296858,7.400025517914023,9.559950612713083,10.012903833230638,9.742140985498146,9.552476981522126,9.683345561676575,9.11790278909403,9.11660388287422
116,IG_SO0316_SO0314a_at,9.658390023070183,0.37851162325372983,10.486935554299992,10.783243822808739,10.680271605232148,10.415213598765286,10.313449940963057,8.913786999874533,9.419960177847889
117,IG_SO0321_SO0322_at,6.147713722352154,4.817623257511431,6.859224161978204,7.071462362556624,7.0800180290891745,6.507794640198696,8.007307646846437,4.977279923499917,6.332707933640605
118,IG_SO0322_SO0321_at,9.183139098344524,7.816343705284859,8.780047576061868,9.108524456778168,8.494255586544979,8.830039776080827,9.144403327195405,8.913786999874533,8.184875342908283
119,IG_SO0326_SO0329_at,8.89026427702111,10.055824700134858,8.9316239677501,8.787576120869643,9.3371758685863,9.044394119358454,9.28909670241999,7.18685706717715,9.559950612713083
120,IG_SO0329_SO0326_at,6.520422248526446,0.48542682717024166,4.986410935252045,6.431288654291593,1.632268215499513,3.4059923596758366,6.255500733148386,5.972692654004264,-0.5145731728297583
121,IG_SO0333_SO0334_x_at,7.06177619758669,6.249824548616183,7.141596278383818,8.312429206250613,8.141596278383817,8.189330400614905,8.594697827323873,7.2006534363674675,7.832257114377935
122,IG_SO0334_SO0333_at,3.0531113364595623,3.070389327891398,7.596935142387232,7.79960542245267,7.434628227636725,7.486231677981013,6.817623257511431,6.504620392403552,7.110613805500896
123,IG_SO0337_SO0338_at,7.811856314292545,7.356672044212097,9.103287808412022,9.140574177709901,8.959422420093674,8.7431513941125,9.206281801735347,9.129798173187144,8.846117173336728
124,IG_SO0338_SO0337_at,8.262564702088513,6.944858445807539,7.669593751188333,8.459431618637296,8.536830005048058,8.896635141302909,8.75187875229113,8.741804025309557,8.350055177204501
125,IG_SO0340_SO0341_at,2.350497247084133,2.4594316186372973,6.902073579310743,6.645298163948631,5.930737337562887,4.77082904603249,6.872828759534886,6.475733430966398,6.362820525534263
126,IG_SO0341_SO0340_at,9.100925101056902,8.078417701647332,9.202858455964245,9.834471049984222,9.842193178530938,9.597307691140985,10.114653328193087,9.237687990925362,9.059344460824425
127,IG_SO0341_SO0342_at,10.680095752594085,9.758889432720965,10.669416592099157,11.125413470483315,11.137951734715358,11.078084076541,11.04015270644364,9.700959826915897,10.290018846932618
128,IG_SO0342_SO0341_at,7.284477117810423,6.816343705284859,9.052296331236368,8.656067273725599,8.419960177847889,8.280770770130603,8.480588270233861,7.559950612713083,7.519636252843212
129,IG_SO0346_SO0347_at,10.390921283500447,9.307656205306488,10.827263302211977,10.560046177581855,11.135581040845336,10.735302154941605,9.46740176520507,10.131213905086272,10.079884736250268
130,IG_SO0347_SO0346_x_at,7.347842793638155,4.867896463992655,7.311975314461157,7.867278739709662,6.972692654004264,7.80025280637239,7.424586226251101,7.15279185163912,7.416164164733128
131,IG_SO0355_SO0356_at,9.202613620148487,9.57156305219755,10.275076907719606,10.238165862755134,10.426474433510823,9.878970510151081,10.248757773283677,9.955649907528374,10.029977346589579
132,IG_SO0356_SO0355_at,9.110874761464506,9.138783757253849,9.528063348291953,9.61765111942733,9.4761386254757,9.052568050804153,9.078417701647332,9.866042497096837,9.784634845557521
133,IG_SO0357_SO0358_at,7.588714635582264,7.159871336778389,9.522385366315934,9.472893878443859,9.67525138605026,9.445428759238323,10.122957378695551,9.419749550058496,9.253611151947169
134,IG_SO0358_SO0357_at,6.894817763307944,7.757556688939453,6.4886435398537845,7.050936965225225,5.802193216941825,6.693486957499325,6.736063627871814,7.184875342908284,6.569855608330948
135,IG_SO0361_SO0362_x_at,12.444523169452209,12.861765433591213,12.801546703356777,12.676684369987845,12.861338967785416,12.700699795966672,11.600795664990466,12.722060380242018,12.58819929532285
136,IG_SO0362_SO0361_x_at,13.07551257576994,13.527403696522999,12.880080908873195,13.01478765727313,13.497040966157314,12.601956451497973,12.185711714819242,13.17620432195655,13.385916312004891
137,IG_SO0372_SO0373in_x_at,10.419433550705378,11.389416236376436,11.510813608299003,11.326317123319848,10.921766569434025,11.208843990734614,10.208843990734614,11.597680143715891,11.493505238038498
138,IG_SO0373ic_SO0377_at,10.70675500649037,9.850186837645774,10.161005877914931,10.101844391542354,10.171677212169758,9.701826258412055,9.849561482178293,9.92837032301897,10.059074014663564
139,IG_SO0373in_SO0372_x_at,9.92851837525789,9.051208940914766,10.342408072085101,10.421749273579605,10.47269083924278,10.205426726541084,10.437439992059728,9.871135184243045,9.984418458801137
140,IG_SO0377_SO0373ic_at,8.627169060841846,7.279842693520348,8.598796924863818,9.150508905163967,9.342519189660608,9.223519086790732,8.973266860993293,8.229299508710927,8.48944659862258
141,IG_SO0380_SO0381_at,9.083479327331842,9.04220656012069,10.227375273626212,10.276240746957368,10.143893360756412,10.167041741505328,9.434211203485566,9.201878863299966,9.9442728176116
142,IG_SO0381_SO0380_at,8.679480099505446,6.8875252707415875,8.591709333161742,8.523561956057012,9.103812329428848,8.78888143201129,8.902676586651136,8.24031432933371,7.876516946564999
143,IG_SO0383_SO0384_at,6.417852514885898,6.3110671022555955,8.482202926295955,8.861707286585856,9.233380006513967,8.692789834972647,8.536441504967378,8.291400959483692,7.729960561018015
144,IG_SO0384_SO0383_at,9.10276309662559,7.762215915727782,9.331364850495453,9.573268477675978,9.876056438488241,9.705286790272472,9.41256984680521,8.523561956057012,8.959132576789656
145,IG_SO0384_SO0386_at,9.368506461507693,9.389738878676983,10.926814856516929,10.772314573921653,10.52552080909507,10.336506559810255,10.197830998012197,9.303552455583718,10.483916520607119
146,IG_SO0386_SO0384_at,2.0,5.004501392234941,7.0895828931247085,7.15279185163912,5.7114949066500875,5.79960542245267,6.593951283948411,1.8875252707415875,6.098032082960526
147,IG_SO0389_SO0390.1_at,8.093285503877924,7.184875342908284,8.881725790642234,8.841721581128462,8.653203362033977,8.735048241290857,8.412781525338476,8.247452864634932,8.774128144293584
148,IG_SO0390.1_SO0389_at,6.886306263452426,4.161887682376894,7.610286657081023,7.703903573444664,7.563005553062399,7.591709333161742,6.812498225333564,6.400879436282184,7.399171093819823
149,IG_SO0392_SO0393_x_at,7.59618975614441,8.493855449240822,8.899659026377442,9.303324126859511,9.508389034922844,9.620586410451878,9.13929553272601,9.357771910881887,9.255500733148386
150,IG_SO0393_SO0392_at,8.566054038171092,7.355791546753647,9.473096889074025,10.326654188476374,10.008008358425071,9.91498301655724,10.829960522363617,8.876823870306374,9.828612542618123
151,IG_SO0395_SO0396_at,5.949534933017012,3.350497247084133,7.689997971419445,7.824640580853424,7.897845456005512,7.531381460516312,8.065550770955017,7.663913842115978,7.919459269111574
152,IG_SO0396_SO0395_at,9.111135670234708,9.723660944409984,9.544191698415707,9.681238411777805,9.512345420347337,9.842350343413807,9.792139552277902,8.747857300095939,9.312429206250613
