,GENE,GSM1040726,GSM1040727,GSM1040728,GSM1040729,GSM1040730,GSM1040731
99,SO0041,1.974848481,0.766590599,1.492849107,2.203099082,2.18149745,1.846797076
100,SO0042,-3.499928346,-3.819702045,-3.524305719,-3.501400816,-2.060337923,-2.764854023
101,SO0042,-4.849516292,-5.143032267,-4.94961703,-5.275362913,-5.133809172,-4.819200338
102,SO0042F,4.51199503,5.229520098,4.806263444,3.507816161,5.823253743,5.184179822
103,SO0042F,5.968333026,6.079990999,5.707247075,5.023290851,6.005515085,5.859421869
104,SO0044,1.859755182,2.057290939,1.620290348,0.571715176,3.64812101,2.514015902
105,SO0044,1.985541098,0.660886269,0.936630561,0.428321977,2.973490125,1.530311709
106,SO0045,-2.355183537,-2.65758839,-2.663009099,-2.464069097,-2.279733759,-2.209067788
107,SO0045,2.393239162,1.320080082,1.606009041,0.862630917,2.749013834,2.629014531
108,SO0046,-1.22895072,-1.128195627,-1.381762178,-1.508434393,-0.969412457,-1.082915729
109,SO0046,1.684416327,1.581240071,1.844962408,0.131811914,0.548967946,2.136028817
110,SO0047,-0.43918772,-1.264107856,-0.298766971,-0.926106533,-0.548444913,-0.339030558
111,SO0047,1.670569381,1.382444089,1.383224473,0.679156899,1.771649664,1.45598849
112,SO0048,-3.167218138,-2.616814419,-2.962575837,-2.951103212,0.81629467,-3.213695973
113,SO0048,-2.95339544,-3.065826002,-2.762438213,-3.06903331,-3.189495483,-3.672787086
114,SO0049,-0.717399506,-1.418143551,-0.961111582,-1.793923724,-1.318211964,-1.120381485
115,SO0049,-1.925354773,-2.448975308,-1.870739205,-2.465780531,-1.683265914,-2.009106848
116,SO0049F,1.981402848,1.421463657,1.86419397,1.449642732,2.383891366,0.784162497
117,SO0049F,3.108356565,1.944813493,2.200848577,1.902060456,3.159963089,2.872579503
118,SO0050,-3.688527964,-3.862287513,-3.414612965,-3.738120892,-3.13487743,-3.894212652
119,SO0050,-3.35291128,-3.701055822,-3.481802255,-3.235528675,-2.948021457,-3.892177339
120,SO0051,0.832234154,0.345869784,0.363062095,-0.259638818,-0.823078918,0.833173153
121,SO0051,-0.328856293,-0.094116289,-0.382549957,-0.687545112,0.194332865,0.168782439
122,SO0051F,1.604544916,1.337062625,1.66966015,1.078499237,3.097249797,1.789262684
123,SO0051F,1.559865195,1.400673877,1.497092676,1.781280508,2.831745895,2.155616274
124,SO0052,-2.150307895,-2.439140279,-2.562927206,-2.81049573,-3.217381012,-2.126211348
125,SO0052,-2.489693283,-2.556929163,-2.39841481,-2.951624598,-1.349183526,-2.310550283
126,SO0053,-2.054928698,-2.691945331,-2.25003532,-3.181197927,-1.853809419,-2.07175401
127,SO0053,-0.983553368,-2.374712336,-1.378099817,-1.628641341,-0.94168846,-1.305796452
128,SO0054,-1.085195909,-1.656254966,-1.617294361,-1.70780201,0.912477048,-2.14683478
129,SO0054,0.425284344,-0.965210702,0.204345873,-0.701297726,0.327864555,0.189581959
130,SO0055,0.440275968,-0.052846557,-0.430899676,-2.110998283,-0.498947988,-0.858904588
131,SO0055,1.005652253,-0.410507148,0.559254941,-0.769307947,-1.109047696,-2.066077491
132,SO0055F,-0.282230792,0.243000389,-0.606285035,-0.966860682,3.464803608,-0.502063604
133,SO0055F,1.156901458,1.996324457,1.538522589,0.258898115,2.120562798,1.338258696
134,SO0056,-0.8800722,-0.666946132,-1.202867257,-1.312702566,0.007949629,-0.348134982
135,SO0056,-0.222069242,-0.983853661,-0.621977343,-0.527750601,-0.361980622,-1.071009548
136,SO0057,-0.791464377,-1.058629671,-1.028409025,-0.752152831,-0.3747274,-0.71566151
137,SO0057,-0.279279976,-0.404065756,-0.5242087,-0.000886034,-0.700421419,-0.187207144
138,SO0058,-0.348343122,-0.741086416,-0.253466686,-0.148979818,1.357439938,1.131639553
139,SO0058,2.577179119,1.611092443,2.788253979,2.444063534,2.87090777,3.084071182
140,SO0059,1.647656477,1.789986114,0.706408755,1.395301094,3.325779884,2.433465001
141,SO0059,1.774439712,2.388143031,1.016418039,1.009930706,2.643288149,2.663152948
142,SO0060,-0.025282601,-0.317491127,0.284843782,-0.509951305,-0.388746706,-0.322447537
143,SO0060,0.357441916,-0.200726673,-0.061602753,-0.824667968,0.0962359,-0.654660389
144,SO0060F,2.578024769,2.630891299,3.211755353,2.914535057,3.690343987,3.766686544
145,SO0060F,4.008111273,4.333268623,3.79534928,3.135585761,-0.952312713,-0.862559282
146,SO0061,0.516672184,0.434148977,0.384725571,-0.181970648,1.474175789,-0.030727635
147,SO0061,0.080318749,0.752489137,0.406724966,-1.113702523,1.287259728,1.081322692
148,SO0062,-0.240543543,-0.60478111,0.156895859,0.047370604,0.353474035,0.32866734
149,SO0062,-3.094799671,-2.489395289,-2.466295091,-2.727277985,-2.213782689,-2.831001269
150,SO0063,-2.797912741,-2.656871084,-2.668725758,-2.991749146,-2.94024944,-2.969081819
151,SO0063,-2.39287081,-2.524095054,-3.007824921,-2.83752157,-3.006598929,-2.984546075
152,SO0064,0.126940794,-0.257746023,-0.168812,0.841122912,0.78871759,0.551151432
153,SO0064,0.938392574,0.277092942,0.443408677,1.264442352,1.368046567,1.248665135
154,SO0064F,1.173598752,1.23174118,1.309115609,1.200700871,2.000625848,1.595184904
155,SO0064F,1.140889583,1.554287825,1.24884012,1.124179699,2.447045017,1.822237274
156,SO0065,0.034056889,-0.36060637,-0.118457824,-0.639440319,0.371786681,-1.12843526
157,SO0065,0.414894561,0.804949204,0.132475579,-0.841500471,-1.540735103,0.9123042
158,SO0066,-1.984988065,-2.066269497,-1.777659049,-2.373037456,4.51441288,5.267546488
159,SO0066,-2.222701296,-2.030757227,-2.585919122,-2.095424481,-2.149771771,-1.290696086
160,SO0067,1.012323889,-0.20985939,0.437668018,-0.692026226,1.544412564,1.080660072
161,SO0067,-0.386790063,-1.212150546,-0.572956001,-1.01669457,0.03404089,-0.204907472
162,SO0068,-0.374633728,-0.384032931,-0.285573683,-0.18445895,0.32912945,0.087111771
163,SO0068,1.870951776,1.233418377,1.5459459,0.989507677,1.312895319,1.068872697
164,SO0069,-0.185711794,-0.463392446,-0.452432905,-1.611487019,0.344370268,-0.255067281
165,SO0069,1.052478169,0.398595155,0.972264899,-0.604283608,0.764823038,0.375784918
166,SO0070,1.463384118,1.040581171,0.678773142,-0.826431474,0.79278504,-0.051071184
167,SO0070,1.874717685,2.19392248,1.979706765,0.133090074,1.969927615,1.46948801
168,SO0071,1.693966477,1.2333108,0.344533787,-0.316573739,0.618344042,1.002684331
169,SO0071,2.122859488,1.349950497,1.961097105,0.73816824,1.859120312,1.194029927
170,SO0072,-1.115930414,-1.010097898,-0.924084139,-1.15608132,-0.965698256,-0.932960759
171,SO0072,0.315587088,0.552567088,0.621914254,0.021020289,1.350740874,0.52976542
172,SO0073,0.703422706,0.234992341,0.497872367,0.211609234,0.724094046,0.143388915
173,SO0073,-0.11205752,-0.368463554,-0.438014503,-0.736397122,0.231854214,-0.848247792
174,SO0074,1.823231917,1.602508862,1.817540572,1.261676561,2.271945759,1.222281298
175,SO0074,-0.25445045,-0.32375053,-0.501723584,-1.555335121,-0.023502695,-0.368125051
176,SO0075,-3.638377739,-3.764768515,-3.241257191,-2.952078481,-3.051115694,-2.436019713
177,SO0075,-1.077199311,-2.182521368,-1.520852743,-0.286153177,0.661316171,-0.255649393
178,SO0075F,3.403736969,3.992384412,3.945615666,3.859441077,-1.130337443,5.028461933
179,SO0075F,2.991770364,3.413503147,2.569258019,3.134020672,5.30077005,4.450342021
180,SO0076,-2.278079954,-2.989971965,-2.65183731,-3.218551707,-2.73830502,-2.943468292
181,SO0076,-1.89944693,-4.003881213,-4.531059868,-5.363571066,-3.361804099,-4.402263474
182,SO0077,-1.974524686,-2.694684701,-2.580307791,-3.386681117,-3.359145347,-3.630737346
183,SO0077,-2.451175776,-2.626867442,-2.559877057,-3.07405036,-3.200872027,-3.258414299
184,SO0078,2.875624404,1.09431054,2.462320497,0.90239468,2.274424523,0.808496826
185,SO0078,1.149263692,0.341608548,0.474262777,-0.23528402,1.02716901,0.075552599
186,SO0079,2.042408502,0.969498255,1.755426983,2.091419935,1.946803841,1.663425169
187,SO0079,1.289718136,0.938439953,1.276504178,0.799972853,2.075679447,1.611506995
188,SO0080,-3.227372591,-2.763383,-2.90459828,-3.434387046,-0.46212713,-3.598305653
189,SO0080,-3.201874274,-3.303778307,-2.233010246,-2.710714279,-3.686904666,-1.203909778
190,SO0081,0.516027585,-0.841981135,0.34330526,-0.520057704,0.462231379,0.261168954
191,SO0081,0.329526275,-0.033814942,0.747740269,-0.224877401,0.789344475,0.619435628
192,SO0082,-0.501462467,-0.18196706,-0.696535299,-0.442930086,-0.607823739,-0.093373639
193,SO0082,0.330055045,-0.383975689,0.313309677,0.32651777,1.424100476,0.800143854
194,SO0083,2.697134109,2.313579613,2.514331388,2.28429732,3.559874664,2.961637797
195,SO0083,-1.624507609,-1.268397381,-1.993025535,-2.010490634,-0.161506889,-1.627045137
196,SO0084,-2.998264375,-3.137106292,-3.263679375,-4.226234366,-3.04045524,-3.452784306
197,SO0084,-3.40546879,-3.858266539,-4.081443403,-4.536038429,-2.508742206,-3.124162175
198,SO0085,-0.393668702,-0.576833732,-0.549541283,-0.432770135,-1.235344022,-0.146683265
199,SO0085,-0.575180957,-1.154047743,-0.60448029,-1.120239407,-0.491191931,-0.878797386
200,SO0086,0.748539901,0.541981486,0.899083937,1.031493181,1.65650441,0.704253302
201,SO0086,1.569492655,1.360014864,1.057945524,1.370765799,2.440978955,1.891686998
202,SO0087,0.185046616,-0.362582167,0.049682993,0.053214165,0.939391891,0.564285284
203,SO0087,-0.796472125,-0.846244183,-0.713782985,-0.548597075,-1.134333217,-0.690763384
204,SO0088,-0.27979138,-0.172588601,-0.575975062,-1.937523571,0.11653501,-1.237712106
205,SO0088,1.161594219,1.317716635,1.164277245,0.220725096,1.857057,1.337900867
206,SO0089,-0.136742975,-0.656881733,-0.044711068,-0.492080236,0.29928444,-0.087291525
207,SO0089,0.225250634,-0.491932426,0.003644762,-0.492479128,0.020281174,-0.388815807
208,SO0090,2.739656814,2.331707767,2.909667484,3.053074876,3.643827884,3.076276746
209,SO0090,2.402592688,3.25720283,2.299226145,2.12737764,2.141498851,3.837214233
210,SO0091,-2.917164398,-3.148829041,-2.844804654,-2.623027121,-3.074505844,-2.816147747
211,SO0091,-2.816462407,-3.121150952,-3.079333307,-2.769713138,-2.51699872,-3.026935245
212,SO0092,-2.768030878,-2.888075153,-2.76922441,-1.390824568,-2.248753923,-1.658793081
213,SO0092,-2.67619148,-2.433826003,-2.402509834,-1.310798944,4.540655169,4.12866684
214,SO0093,0.972088598,0.82702827,0.934620653,0.222975405,1.258129827,0.707662278
215,SO0093,1.3884487,1.16889248,1.504579828,-0.008498231,1.747105855,1.049482376
216,SO0094,-0.863011263,-1.186089604,-1.175549244,-0.967236903,-0.660173795,-1.321973123
217,SO0094,1.177439609,0.936114899,1.162842267,1.637814579,2.062646888,2.24813569
218,SO0094F,1.759381133,1.835458841,2.404784774,1.7010026,2.470041729,1.849730365
219,SO0094F,1.633276123,1.711295658,0.816499626,1.243862074,2.478076183,2.091108751
220,SO0095,-3.886732238,-4.070314523,-3.927334933,-4.725171605,-4.364340714,-4.556789773
221,SO0095,-3.631847663,-3.893836745,-3.496742197,-4.508633461,-4.440940552,-3.989779782
222,SO0096,-2.341162191,-1.621507507,-1.85862539,-2.250487315,1.943265628,-1.31173583
223,SO0096,-1.446652639,-0.875565065,-1.704639573,-1.998401529,-0.832140882,-1.293920532
224,SO0097,2.743173796,2.184186656,2.544045233,1.067442158,-3.260618912,-3.467342794
225,SO0097,1.009976449,1.050373563,-0.103607595,-0.951210425,0.120821177,-0.984152139
226,SO0098,-0.970946256,-2.13743966,-0.617374211,-2.196043737,-0.760134009,-1.967576584
227,SO0098,-0.500018986,-2.271540525,-0.749633574,-2.359558106,-1.965918979,-1.480370318
228,SO0099,1.970421484,1.527126,1.639530081,2.356529853,2.588129239,1.946128662
229,SO0099,2.248337731,1.934414737,1.641508334,1.988739588,1.780748136,2.348513986
230,SO0100,0.319363208,-0.248643602,-0.306333709,0.351518814,1.815343273,1.40860389
231,SO0100,1.088013561,0.602578865,0.684497248,1.02032599,2.502853437,1.831318885
232,SO0101,3.912210082,3.742430423,3.773229307,1.301330139,2.96122151,2.952770546
233,SO0101,-1.62949625,-1.882984742,-1.5636933,-3.643587685,-3.166022864,-2.808762094
234,SO0102,2.099669424,1.221825596,1.935915738,0.132178886,0.321044794,-0.392569739
235,SO0102,-0.567632581,-1.089113095,-0.400769597,-2.313362788,-1.873986289,-1.821320258
236,SO0103,-0.05960501,-0.202486631,-0.134397321,-1.199934698,-0.699655813,-0.80609803
237,SO0103,0.196054989,-0.989413932,-0.057861024,-1.540533986,-0.894125092,-1.499346466
238,SO0104,-1.566533796,-1.881323713,-1.364985284,-2.651934975,-1.870735786,-2.59458251
239,SO0104,-1.79156966,-2.107046368,-1.838726496,-3.501661041,-3.069971793,-2.971886684
240,SO0105,0.956762461,1.193088921,0.796089297,-0.773412493,0.074474589,0.323873676
241,SO0105,-2.041547142,-1.707516889,-1.911665572,-3.696014408,-3.814968897,-3.784457311
242,SO0105F,4.082582607,3.753760523,3.741607781,2.734182343,5.168205525,5.103295056
243,SO0105F,4.429233304,3.729723324,3.375685672,3.160556908,4.654983349,3.640426777
244,SO0106,0.553325482,-0.331314428,0.926963601,-0.022480249,-1.45860178,0.420336884
245,SO0106,-2.2047873,-1.975176286,-2.137232615,-3.234305835,-3.624661683,-3.064590492
246,SO0106F,-0.259974023,-0.489199253,-0.755993422,-0.246123328,6.27405765,-0.616918422
247,SO0106F,-0.326667943,-0.931590655,-0.910509446,-0.844418578,-0.894944043,-1.094581088
248,SO0107,1.073770864,0.738768135,0.552609323,-0.725507876,1.605822592,0.207328866
249,SO0107,1.699918064,1.548439589,1.787060758,1.853324789,2.657899282,1.96477651
250,SO0108,-1.865827124,-2.364614624,-2.316843174,-3.258583635,-3.033217897,-2.932318821
251,SO0108,-2.326828932,-2.293558638,-2.252174842,-3.400627732,-2.831944138,-2.942592664
252,SO0109,0.977518174,0.357940495,-0.095028238,-0.468067116,0.874295165,0.058994303
253,SO0109,1.593561541,1.599342262,1.822954557,0.965766189,2.706315325,1.543089827
254,SO0110,3.625427632,4.01940902,3.377303941,1.190732263,-4.583752905,2.406425619
255,SO0110,2.92714224,3.17689581,3.318249328,-0.050259135,2.059886706,1.195918086
256,SO0111,-0.321333904,-0.650755771,-0.53711435,-0.429611326,0.297152111,-0.083363229
257,SO0111,2.426829389,0.376486475,2.387690309,2.110616885,2.068665271,2.549822661
258,SO0112,-2.159471255,-2.622208211,-2.554636125,-2.773262,-2.24051611,-2.616066736
259,SO0112,-0.887653559,-1.151975778,-1.185181506,-2.165486431,-1.509118374,-2.012338975
260,SO0113,-0.807378005,-2.39456321,-1.128498559,-1.56514323,-0.535281965,-1.140070071
261,SO0113,-1.882336511,-3.423660669,-1.976483961,-2.247434846,-2.889552034,-1.847852193
262,SO0114,0.421054068,-0.374644102,0.65761437,1.29033135,1.274380207,1.526713488
263,SO0114,0.551245378,-0.211932442,0.134851948,1.02299507,1.043762791,1.245930269
264,SO0115,2.299016597,2.115045362,2.001153529,1.875201726,1.409127187,1.989555737
265,SO0115,1.321627516,1.038106543,2.085862319,0.861237329,1.888833827,1.472423539
266,SO0116,0.097675727,-0.183582201,0.051087912,-0.399599048,0.128831229,-0.210464554
267,SO0116,1.013005381,0.454875659,0.859560126,1.462559531,1.764747536,1.027997298
268,SO0117F,-0.522892025,-1.189402649,-1.464095916,-1.45527878,-1.210682769,-1.106203743
269,SO0117F,-1.48637633,-2.214802825,-1.495311441,-1.533172118,-0.301844198,-2.478248936
270,SO0118,0.031868744,0.650182287,-0.284554328,-0.553334476,1.592501259,1.349830344
271,SO0118,1.530762052,1.345252262,1.997476979,1.701690645,2.803212415,1.725607032
272,SO0119,-1.759162797,-2.593018726,-1.844151127,-1.878322711,-1.548038791,-1.878412937
273,SO0119,-1.455351571,-2.52496554,-1.803132449,-1.78914402,-0.295933952,-1.199708538
274,SO0120,-1.971353846,-2.418400373,-2.051357365,-1.26960928,-0.442725924,-0.787630973
275,SO0120,-3.503617779,-3.953272727,-3.006845581,-2.975916687,-2.90485943,-3.320489822
276,SO0121,-1.316273984,-0.956948419,-1.301164685,-0.195195579,0.589931692,0.064348246
277,SO0121,0.494374387,0.043028684,-0.138896037,0.17330878,0.359951747,0.769124368
278,SO0122,-0.59339651,-0.983769461,-0.476839686,-0.004382863,0.809206684,0.805300114
279,SO0122,-1.338250143,-1.353925994,-1.610946025,-0.814962999,0.171424061,-0.144517912
280,SO0123,1.246103616,0.49334526,0.58522872,1.443481601,1.479061582,1.569775925
281,SO0123,1.547856928,1.217769711,1.27801538,2.085586417,0.936906972,2.448063626
282,SO0124,1.478448178,0.510827336,0.6150746,-0.174940195,1.818283958,0.937722881
283,SO0124,0.693433514,0.182149211,0.582372567,0.236317988,1.24551092,0.745143775
284,SO0124F,2.39596353,1.670225918,2.112038705,1.881145214,2.834077287,2.386058488
285,SO0124F,1.357651462,-0.027456023,1.599035631,1.449000722,1.532441169,1.883602715
286,SO0125,0.435265506,0.195089219,0.470333338,0.616556998,1.016942439,1.269186785
287,SO0125,1.879098422,1.183926889,2.474364539,1.432784748,2.932755717,2.56764649
288,SO0126,-1.251830588,-1.768055332,-1.529763273,-2.115360071,-0.729048513,-1.321782693
289,SO0126,0.509544955,-0.257660961,0.189455658,-0.19948522,1.310124865,0.798039859
290,SO0127,-1.364428215,-2.409188193,-1.461311714,-1.398768789,-0.850630444,-0.88152857
291,SO0127,-0.966148673,-2.357288966,-1.148548017,-0.297807605,-0.336127602,-1.09942093
292,SO0128,2.7518295,2.105522309,1.669244751,2.179640208,3.301817598,3.294227244
293,SO0128,-0.101849132,-0.912325106,-0.996400121,-0.359527383,-0.444229998,-0.067585581
294,SO0128F,0.596353732,-0.794470447,0.306689542,-0.279560661,1.148267932,0.242501001
295,SO0128F,0.432577928,-0.242150512,0.806772389,0.806152149,-0.088385919,0.686371683
296,SO0129,1.422359874,0.99828405,1.296630747,-0.353000211,0.834319202,0.326264681
297,SO0129,0.016051378,-0.15084225,-0.447295147,-0.695333136,-1.259999707,-0.512963402
